n,k,m,distance
8.0,10.0,23.0,26.17000003
8.0,10.0,24.0,26.76050003
8.0,10.0,25.0,27.39100003
8.0,10.0,26.0,27.97250003
8.0,10.0,27.0,28.54650003
8.0,10.0,28.0,29.06600003
8.0,10.0,29.0,29.66350003
8.0,10.0,30.0,30.20350003
9.0,2.0,1.0,1.00000001
9.0,2.0,2.0,1.89400002
9.0,2.0,3.0,2.68950003
9.0,2.0,4.0,3.41800003
9.0,2.0,5.0,4.02050004
9.0,2.0,6.0,4.56100005
9.0,2.0,7.0,5.04750005
9.0,2.0,8.0,5.51600006
9.0,2.0,9.0,5.86850006
9.0,2.0,10.0,6.21500006
9.0,2.0,11.0,6.51700007
9.0,2.0,12.0,6.81250007
9.0,2.0,13.0,7.01900007
9.0,2.0,14.0,7.22750007
9.0,2.0,15.0,7.44300008
9.0,2.0,16.0,7.62550008
9.0,2.0,17.0,7.74550008
9.0,2.0,18.0,7.90150008
9.0,2.0,19.0,8.03250008
9.0,2.0,20.0,8.12900008
9.0,2.0,21.0,8.23250008
9.0,2.0,22.0,8.30200009
9.0,2.0,23.0,8.37250009
9.0,2.0,24.0,8.45300009
9.0,2.0,25.0,8.50000009
9.0,2.0,26.0,8.54650009
9.0,2.0,27.0,8.61250009
9.0,2.0,28.0,8.64650009
9.0,2.0,29.0,8.68850009
9.0,2.0,30.0,8.73200009
9.0,3.0,1.0,2.02000001
9.0,3.0,2.0,2.94950001
9.0,3.0,3.0,3.58650002
9.0,3.0,4.0,4.28300002
9.0,3.0,5.0,4.98800003
9.0,3.0,6.0,5.68550003
9.0,3.0,7.0,6.36800003
9.0,3.0,8.0,7.02950004
9.0,3.0,9.0,7.62150004
9.0,3.0,10.0,8.21250004
9.0,3.0,11.0,8.74700004
9.0,3.0,12.0,9.29050005
9.0,3.0,13.0,9.73950005
9.0,3.0,14.0,10.23950005
9.0,3.0,15.0,10.66500005
9.0,3.0,16.0,11.07150006
9.0,3.0,17.0,11.45650006
9.0,3.0,18.0,11.83900006
9.0,3.0,19.0,12.19900006
9.0,3.0,20.0,12.51000006
9.0,3.0,21.0,12.81750006
9.0,3.0,22.0,13.10250007
9.0,3.0,23.0,13.41150007
9.0,3.0,24.0,13.62550007
9.0,3.0,25.0,13.85400007
9.0,3.0,26.0,14.07450007
9.0,3.0,27.0,14.31700007
9.0,3.0,28.0,14.54100007
9.0,3.0,29.0,14.75150007
9.0,3.0,30.0,14.88400008
9.0,4.0,1.0,3.07200001
9.0,4.0,2.0,4.21300001
9.0,4.0,3.0,4.92850002
9.0,4.0,4.0,5.58400002
9.0,4.0,5.0,6.24950002
9.0,4.0,6.0,6.93350002
9.0,4.0,7.0,7.62200003
9.0,4.0,8.0,8.33600003
9.0,4.0,9.0,8.98750003
9.0,4.0,10.0,9.67250003
9.0,4.0,11.0,10.27700003
9.0,4.0,12.0,10.92550004
9.0,4.0,13.0,11.48750004
9.0,4.0,14.0,12.09800004
9.0,4.0,15.0,12.64350004
9.0,4.0,16.0,13.20600004
9.0,4.0,17.0,13.68050005
9.0,4.0,18.0,14.19650005
9.0,4.0,19.0,14.68400005
9.0,4.0,20.0,15.13800005
9.0,4.0,21.0,15.59650005
9.0,4.0,22.0,16.01300005
9.0,4.0,23.0,16.44700006
9.0,4.0,24.0,16.82700006
9.0,4.0,25.0,17.18450006
9.0,4.0,26.0,17.55450006
9.0,4.0,27.0,17.90800006
9.0,4.0,28.0,18.24100006
9.0,4.0,29.0,18.59400006
9.0,4.0,30.0,18.89800006
9.0,5.0,1.0,4.08900001
9.0,5.0,2.0,5.50700001
9.0,5.0,3.0,6.35000002
9.0,5.0,4.0,7.00750002
9.0,5.0,5.0,7.64950002
9.0,5.0,6.0,8.31450002
9.0,5.0,7.0,8.99200002
9.0,5.0,8.0,9.67600002
9.0,5.0,9.0,10.34800003
9.0,5.0,10.0,11.01850003
9.0,5.0,11.0,11.66100003
9.0,5.0,12.0,12.33600003
9.0,5.0,13.0,12.96950003
9.0,5.0,14.0,13.61150003
9.0,5.0,15.0,14.21850004
9.0,5.0,16.0,14.81700004
9.0,5.0,17.0,15.40350004
9.0,5.0,18.0,15.97700004
9.0,5.0,19.0,16.54850004
9.0,5.0,20.0,17.07300004
9.0,5.0,21.0,17.63850004
9.0,5.0,22.0,18.12500005
9.0,5.0,23.0,18.65350005
9.0,5.0,24.0,19.10200005
9.0,5.0,25.0,19.54750005
9.0,5.0,26.0,20.02150005
9.0,5.0,27.0,20.48550005
9.0,5.0,28.0,20.89400005
9.0,5.0,29.0,21.31850005
9.0,5.0,30.0,21.72000005
9.0,6.0,1.0,5.11400001
9.0,6.0,2.0,6.81850001
9.0,6.0,3.0,7.78450002
9.0,6.0,4.0,8.48950002
9.0,6.0,5.0,9.16000002
9.0,6.0,6.0,9.80400002
9.0,6.0,7.0,10.46400002
9.0,6.0,8.0,11.12500002
9.0,6.0,9.0,11.76900002
9.0,6.0,10.0,12.46550003
9.0,6.0,11.0,13.05300003
9.0,6.0,12.0,13.78500003
9.0,6.0,13.0,14.39600003
9.0,6.0,14.0,15.05900003
9.0,6.0,15.0,15.70700003
9.0,6.0,16.0,16.33100003
9.0,6.0,17.0,16.90800003
9.0,6.0,18.0,17.54600004
9.0,6.0,19.0,18.16800004
9.0,6.0,20.0,18.73150004
9.0,6.0,21.0,19.34700004
9.0,6.0,22.0,19.88650004
9.0,6.0,23.0,20.44600004
9.0,6.0,24.0,21.00200004
9.0,6.0,25.0,21.50900004
9.0,6.0,26.0,22.04000004
9.0,6.0,27.0,22.56150005
9.0,6.0,28.0,23.03050005
9.0,6.0,29.0,23.56250005
9.0,6.0,30.0,24.06100005
9.0,7.0,1.0,6.14500001
9.0,7.0,2.0,8.12500001
9.0,7.0,3.0,9.26150002
9.0,7.0,4.0,10.01750002
9.0,7.0,5.0,10.69100002
9.0,7.0,6.0,11.31350002
9.0,7.0,7.0,11.97400002
9.0,7.0,8.0,12.63350002
9.0,7.0,9.0,13.25050002
9.0,7.0,10.0,13.93650002
9.0,7.0,11.0,14.54300002
9.0,7.0,12.0,15.22400003
9.0,7.0,13.0,15.84800003
9.0,7.0,14.0,16.52250003
9.0,7.0,15.0,17.15600003
9.0,7.0,16.0,17.80150003
9.0,7.0,17.0,18.39400003
9.0,7.0,18.0,19.03950003
9.0,7.0,19.0,19.68250003
9.0,7.0,20.0,20.29700003
9.0,7.0,21.0,20.93850004
9.0,7.0,22.0,21.50100004
9.0,7.0,23.0,22.11200004
9.0,7.0,24.0,22.68450004
9.0,7.0,25.0,23.26600004
9.0,7.0,26.0,23.83500004
9.0,7.0,27.0,24.40450004
9.0,7.0,28.0,24.94750004
9.0,7.0,29.0,25.45950004
9.0,7.0,30.0,25.97800004
9.0,8.0,1.0,7.20700001
9.0,8.0,2.0,9.47500001
9.0,8.0,3.0,10.74150002
9.0,8.0,4.0,11.54550002
9.0,8.0,5.0,12.27050002
9.0,8.0,6.0,12.90750002
9.0,8.0,7.0,13.55400002
9.0,8.0,8.0,14.17100002
9.0,8.0,9.0,14.79200002
9.0,8.0,10.0,15.45800002
9.0,8.0,11.0,16.02400002
9.0,8.0,12.0,16.70150002
9.0,8.0,13.0,17.32250002
9.0,8.0,14.0,17.95150003
9.0,8.0,15.0,18.58550003
9.0,8.0,16.0,19.23850003
9.0,8.0,17.0,19.84050003
9.0,8.0,18.0,20.52500003
9.0,8.0,19.0,21.15600003
9.0,8.0,20.0,21.79750003
9.0,8.0,21.0,22.41550003
9.0,8.0,22.0,22.99700003
9.0,8.0,23.0,23.65300003
9.0,8.0,24.0,24.26450003
9.0,8.0,25.0,24.83700004
9.0,8.0,26.0,25.45650004
9.0,8.0,27.0,26.04800004
9.0,8.0,28.0,26.59450004
9.0,8.0,29.0,27.15250004
9.0,8.0,30.0,27.74600004
9.0,9.0,1.0,8.21400001
9.0,9.0,2.0,10.79750001
9.0,9.0,3.0,12.23900002
9.0,9.0,4.0,13.11100002
9.0,9.0,5.0,13.85350002
9.0,9.0,6.0,14.50450002
9.0,9.0,7.0,15.14750002
9.0,9.0,8.0,15.77350002
9.0,9.0,9.0,16.39400002
9.0,9.0,10.0,17.03100002
9.0,9.0,11.0,17.57500002
9.0,9.0,12.0,18.23050002
9.0,9.0,13.0,18.85250002
9.0,9.0,14.0,19.48950002
9.0,9.0,15.0,20.10550003
9.0,9.0,16.0,20.72600003
9.0,9.0,17.0,21.33800003
9.0,9.0,18.0,22.02200003
9.0,9.0,19.0,22.61700003
9.0,9.0,20.0,23.27600003
9.0,9.0,21.0,23.95400003
9.0,9.0,22.0,24.49300003
9.0,9.0,23.0,25.16450003
9.0,9.0,24.0,25.77200003
9.0,9.0,25.0,26.33500003
9.0,9.0,26.0,27.02750003
9.0,9.0,27.0,27.58300003
9.0,9.0,28.0,28.14750004
9.0,9.0,29.0,28.73700004
9.0,9.0,30.0,29.35950004
9.0,10.0,1.0,9.25200001
9.0,10.0,2.0,12.13450001
9.0,10.0,3.0,13.72900002
9.0,10.0,4.0,14.67800002
9.0,10.0,5.0,15.47900002
9.0,10.0,6.0,16.13300002
9.0,10.0,7.0,16.77600002
9.0,10.0,8.0,17.42450002
9.0,10.0,9.0,18.01550002
9.0,10.0,10.0,18.66600002
9.0,10.0,11.0,19.21050002
9.0,10.0,12.0,19.85000002
9.0,10.0,13.0,20.42550002
9.0,10.0,14.0,21.05050002
9.0,10.0,15.0,21.66250002
9.0,10.0,16.0,22.31850002
9.0,10.0,17.0,22.89450003
9.0,10.0,18.0,23.53950003
9.0,10.0,19.0,24.17550003
9.0,10.0,20.0,24.80450003
9.0,10.0,21.0,25.45850003
9.0,10.0,22.0,26.02100003
9.0,10.0,23.0,26.66500003
9.0,10.0,24.0,27.32800003
9.0,10.0,25.0,27.90300003
9.0,10.0,26.0,28.58900003
9.0,10.0,27.0,29.15850003
9.0,10.0,28.0,29.73450003
9.0,10.0,29.0,30.32050003
9.0,10.0,30.0,30.94250003
10.0,2.0,1.0,1.00000001
10.0,2.0,2.0,1.90350002
10.0,2.0,3.0,2.72250003
10.0,2.0,4.0,3.47250004
10.0,2.0,5.0,4.10850004
10.0,2.0,6.0,4.69850005
10.0,2.0,7.0,5.22200005
10.0,2.0,8.0,5.72150006
10.0,2.0,9.0,6.12250006
10.0,2.0,10.0,6.50800007
10.0,2.0,11.0,6.84700007
10.0,2.0,12.0,7.18650007
10.0,2.0,13.0,7.44400008
10.0,2.0,14.0,7.68450008
10.0,2.0,15.0,7.94050008
10.0,2.0,16.0,8.14850008
10.0,2.0,17.0,8.30550008
10.0,2.0,18.0,8.50750009
10.0,2.0,19.0,8.63800009
10.0,2.0,20.0,8.78750009
10.0,2.0,21.0,8.91050009
10.0,2.0,22.0,9.00850009
10.0,2.0,23.0,9.09200009
10.0,2.0,24.0,9.20200009
10.0,2.0,25.0,9.26300009
10.0,2.0,26.0,9.3385001
10.0,2.0,27.0,9.4360001
10.0,2.0,28.0,9.4720001
10.0,2.0,29.0,9.5200001
10.0,2.0,30.0,9.5800001
10.0,3.0,1.0,2.02000001
10.0,3.0,2.0,2.94800001
10.0,3.0,3.0,3.60300002
10.0,3.0,4.0,4.31700002
10.0,3.0,5.0,5.04000003
10.0,3.0,6.0,5.76850003
10.0,3.0,7.0,6.47100003
10.0,3.0,8.0,7.16300004
10.0,3.0,9.0,7.78250004
10.0,3.0,10.0,8.39500004
10.0,3.0,11.0,8.98150005
10.0,3.0,12.0,9.55850005
10.0,3.0,13.0,10.05300005
10.0,3.0,14.0,10.57450005
10.0,3.0,15.0,11.04800006
10.0,3.0,16.0,11.49550006
10.0,3.0,17.0,11.90900006
10.0,3.0,18.0,12.35100006
10.0,3.0,19.0,12.75100006
10.0,3.0,20.0,13.12850007
10.0,3.0,21.0,13.47600007
10.0,3.0,22.0,13.77000007
10.0,3.0,23.0,14.10200007
10.0,3.0,24.0,14.42250007
10.0,3.0,25.0,14.69250007
10.0,3.0,26.0,14.94700008
10.0,3.0,27.0,15.22200008
10.0,3.0,28.0,15.45650008
10.0,3.0,29.0,15.68800008
10.0,3.0,30.0,15.86200008
10.0,4.0,1.0,3.07100001
10.0,4.0,2.0,4.21400001
10.0,4.0,3.0,4.93400002
10.0,4.0,4.0,5.59800002
10.0,4.0,5.0,6.28400002
10.0,4.0,6.0,6.99700002
10.0,4.0,7.0,7.69800003
10.0,4.0,8.0,8.43200003
10.0,4.0,9.0,9.12950003
10.0,4.0,10.0,9.81700003
10.0,4.0,11.0,10.46450004
10.0,4.0,12.0,11.13800004
10.0,4.0,13.0,11.74300004
10.0,4.0,14.0,12.37850004
10.0,4.0,15.0,12.98450004
10.0,4.0,16.0,13.57500005
10.0,4.0,17.0,14.07200005
10.0,4.0,18.0,14.66150005
10.0,4.0,19.0,15.18600005
10.0,4.0,20.0,15.68450005
10.0,4.0,21.0,16.15600005
10.0,4.0,22.0,16.59550006
10.0,4.0,23.0,17.07050006
10.0,4.0,24.0,17.51750006
10.0,4.0,25.0,17.95450006
10.0,4.0,26.0,18.31850006
10.0,4.0,27.0,18.75500006
10.0,4.0,28.0,19.11200006
10.0,4.0,29.0,19.45600007
10.0,4.0,30.0,19.84700007
10.0,5.0,1.0,4.08900001
10.0,5.0,2.0,5.51000001
10.0,5.0,3.0,6.35600002
10.0,5.0,4.0,7.02400002
10.0,5.0,5.0,7.68350002
10.0,5.0,6.0,8.37000002
10.0,5.0,7.0,9.06050002
10.0,5.0,8.0,9.76200002
10.0,5.0,9.0,10.46200003
10.0,5.0,10.0,11.15750003
10.0,5.0,11.0,11.82950003
10.0,5.0,12.0,12.53950003
10.0,5.0,13.0,13.19600003
10.0,5.0,14.0,13.86200003
10.0,5.0,15.0,14.51150004
10.0,5.0,16.0,15.11650004
10.0,5.0,17.0,15.75450004
10.0,5.0,18.0,16.39100004
10.0,5.0,19.0,16.99150004
10.0,5.0,20.0,17.57200004
10.0,5.0,21.0,18.13100005
10.0,5.0,22.0,18.66200005
10.0,5.0,23.0,19.23000005
10.0,5.0,24.0,19.75100005
10.0,5.0,25.0,20.25850005
10.0,5.0,26.0,20.72850005
10.0,5.0,27.0,21.26650005
10.0,5.0,28.0,21.70850005
10.0,5.0,29.0,22.15500006
10.0,5.0,30.0,22.63200006
10.0,6.0,1.0,5.11400001
10.0,6.0,2.0,6.82200001
10.0,6.0,3.0,7.79250002
10.0,6.0,4.0,8.50150002
10.0,6.0,5.0,9.18850002
10.0,6.0,6.0,9.85300002
10.0,6.0,7.0,10.52600002
10.0,6.0,8.0,11.19550002
10.0,6.0,9.0,11.87150002
10.0,6.0,10.0,12.56500003
10.0,6.0,11.0,13.22200003
10.0,6.0,12.0,13.95750003
10.0,6.0,13.0,14.61250003
10.0,6.0,14.0,15.30800003
10.0,6.0,15.0,15.97400003
10.0,6.0,16.0,16.62950003
10.0,6.0,17.0,17.25500003
10.0,6.0,18.0,17.94650004
10.0,6.0,19.0,18.58550004
10.0,6.0,20.0,19.19700004
10.0,6.0,21.0,19.79300004
10.0,6.0,22.0,20.40200004
10.0,6.0,23.0,21.01050004
10.0,6.0,24.0,21.59250004
10.0,6.0,25.0,22.14800004
10.0,6.0,26.0,22.68850005
10.0,6.0,27.0,23.26850005
10.0,6.0,28.0,23.78500005
10.0,6.0,29.0,24.29150005
10.0,6.0,30.0,24.89050005
10.0,7.0,1.0,6.14400001
10.0,7.0,2.0,8.12700001
10.0,7.0,3.0,9.26700002
10.0,7.0,4.0,10.02650002
10.0,7.0,5.0,10.71750002
10.0,7.0,6.0,11.35200002
10.0,7.0,7.0,12.02150002
10.0,7.0,8.0,12.69950002
10.0,7.0,9.0,13.34350002
10.0,7.0,10.0,14.03200002
10.0,7.0,11.0,14.67100002
10.0,7.0,12.0,15.38200003
10.0,7.0,13.0,16.03800003
10.0,7.0,14.0,16.71850003
10.0,7.0,15.0,17.39600003
10.0,7.0,16.0,18.05150003
10.0,7.0,17.0,18.68750003
10.0,7.0,18.0,19.39000003
10.0,7.0,19.0,20.05500003
10.0,7.0,20.0,20.70750003
10.0,7.0,21.0,21.34250004
10.0,7.0,22.0,21.94650004
10.0,7.0,23.0,22.59650004
10.0,7.0,24.0,23.24000004
10.0,7.0,25.0,23.86400004
10.0,7.0,26.0,24.43800004
10.0,7.0,27.0,25.07150004
10.0,7.0,28.0,25.62350004
10.0,7.0,29.0,26.14300004
10.0,7.0,30.0,26.76800005
10.0,8.0,1.0,7.20700001
10.0,8.0,2.0,9.47700001
10.0,8.0,3.0,10.74900002
10.0,8.0,4.0,11.55300002
10.0,8.0,5.0,12.28750002
10.0,8.0,6.0,12.94300002
10.0,8.0,7.0,13.59000002
10.0,8.0,8.0,14.23000002
10.0,8.0,9.0,14.86250002
10.0,8.0,10.0,15.52950002
10.0,8.0,11.0,16.14300002
10.0,8.0,12.0,16.82950002
10.0,8.0,13.0,17.48200003
10.0,8.0,14.0,18.13750003
10.0,8.0,15.0,18.79800003
10.0,8.0,16.0,19.46900003
10.0,8.0,17.0,20.10200003
10.0,8.0,18.0,20.82000003
10.0,8.0,19.0,21.51500003
10.0,8.0,20.0,22.15900003
10.0,8.0,21.0,22.78150003
10.0,8.0,22.0,23.43300003
10.0,8.0,23.0,24.10950003
10.0,8.0,24.0,24.76400004
10.0,8.0,25.0,25.38500004
10.0,8.0,26.0,25.98500004
10.0,8.0,27.0,26.64800004
10.0,8.0,28.0,27.22700004
10.0,8.0,29.0,27.76800004
10.0,8.0,30.0,28.47000004
10.0,9.0,1.0,8.21400001
10.0,9.0,2.0,10.80100001
10.0,9.0,3.0,12.24450002
10.0,9.0,4.0,13.12150002
10.0,9.0,5.0,13.86850002
10.0,9.0,6.0,14.54550002
10.0,9.0,7.0,15.19350002
10.0,9.0,8.0,15.83700002
10.0,9.0,9.0,16.47100002
10.0,9.0,10.0,17.12400002
10.0,9.0,11.0,17.68800002
10.0,9.0,12.0,18.36200002
10.0,9.0,13.0,19.02650002
10.0,9.0,14.0,19.66050002
10.0,9.0,15.0,20.29950003
10.0,9.0,16.0,20.93350003
10.0,9.0,17.0,21.58950003
10.0,9.0,18.0,22.31700003
10.0,9.0,19.0,22.96100003
10.0,9.0,20.0,23.62650003
10.0,9.0,21.0,24.29900003
10.0,9.0,22.0,24.89750003
10.0,9.0,23.0,25.62350003
10.0,9.0,24.0,26.25800003
10.0,9.0,25.0,26.88600003
10.0,9.0,26.0,27.54700003
10.0,9.0,27.0,28.18350004
10.0,9.0,28.0,28.78900004
10.0,9.0,29.0,29.35800004
10.0,9.0,30.0,30.06850004
10.0,10.0,1.0,9.25200001
10.0,10.0,2.0,12.13750001
10.0,10.0,3.0,13.73900002
10.0,10.0,4.0,14.68450002
10.0,10.0,5.0,15.49700002
10.0,10.0,6.0,16.16550002
10.0,10.0,7.0,16.81750002
10.0,10.0,8.0,17.46900002
10.0,10.0,9.0,18.08350002
10.0,10.0,10.0,18.74950002
10.0,10.0,11.0,19.31800002
10.0,10.0,12.0,19.94850002
10.0,10.0,13.0,20.59100002
10.0,10.0,14.0,21.20550002
10.0,10.0,15.0,21.84850002
10.0,10.0,16.0,22.51650003
10.0,10.0,17.0,23.12700003
10.0,10.0,18.0,23.80000003
10.0,10.0,19.0,24.48900003
10.0,10.0,20.0,25.15400003
10.0,10.0,21.0,25.79650003
10.0,10.0,22.0,26.40200003
10.0,10.0,23.0,27.08500003
10.0,10.0,24.0,27.75450003
10.0,10.0,25.0,28.39750003
10.0,10.0,26.0,29.06550003
10.0,10.0,27.0,29.66500003
10.0,10.0,28.0,30.30550003
10.0,10.0,29.0,30.88600003
10.0,10.0,30.0,31.59100004
11.0,2.0,1.0,1.00000001
11.0,2.0,2.0,1.90700002
11.0,2.0,3.0,2.73600003
11.0,2.0,4.0,3.50500004
11.0,2.0,5.0,4.16900004
11.0,2.0,6.0,4.79450005
11.0,2.0,7.0,5.34600005
11.0,2.0,8.0,5.85050006
11.0,2.0,9.0,6.31200006
11.0,2.0,10.0,6.74200007
11.0,2.0,11.0,7.12400007
11.0,2.0,12.0,7.45550008
11.0,2.0,13.0,7.76200008
11.0,2.0,14.0,8.04650008
11.0,2.0,15.0,8.32050008
11.0,2.0,16.0,8.59750009
11.0,2.0,17.0,8.78200009
11.0,2.0,18.0,9.00900009
11.0,2.0,19.0,9.17950009
11.0,2.0,20.0,9.33600009
11.0,2.0,21.0,9.5275001
11.0,2.0,22.0,9.6430001
11.0,2.0,23.0,9.7445001
11.0,2.0,24.0,9.8650001
11.0,2.0,25.0,9.9575001
11.0,2.0,26.0,10.0800001
11.0,2.0,27.0,10.1725001
11.0,2.0,28.0,10.2065001
11.0,2.0,29.0,10.2710001
11.0,2.0,30.0,10.35200011
11.0,3.0,1.0,2.02000001
11.0,3.0,2.0,2.95050001
11.0,3.0,3.0,3.60250002
11.0,3.0,4.0,4.33300002
11.0,3.0,5.0,5.07550003
11.0,3.0,6.0,5.82700003
11.0,3.0,7.0,6.55250003
11.0,3.0,8.0,7.23400004
11.0,3.0,9.0,7.90750004
11.0,3.0,10.0,8.56650004
11.0,3.0,11.0,9.16450005
11.0,3.0,12.0,9.76100005
11.0,3.0,13.0,10.28850005
11.0,3.0,14.0,10.85600005
11.0,3.0,15.0,11.36500006
11.0,3.0,16.0,11.87800006
11.0,3.0,17.0,12.32650006
11.0,3.0,18.0,12.79850006
11.0,3.0,19.0,13.19700007
11.0,3.0,20.0,13.64350007
11.0,3.0,21.0,13.99400007
11.0,3.0,22.0,14.37250007
11.0,3.0,23.0,14.73700007
11.0,3.0,24.0,15.04950008
11.0,3.0,25.0,15.36350008
11.0,3.0,26.0,15.67000008
11.0,3.0,27.0,15.97200008
11.0,3.0,28.0,16.23300008
11.0,3.0,29.0,16.50600008
11.0,3.0,30.0,16.71200008
11.0,4.0,1.0,3.07200001
11.0,4.0,2.0,4.21950001
11.0,4.0,3.0,4.93950002
11.0,4.0,4.0,5.61100002
11.0,4.0,5.0,6.30850002
11.0,4.0,6.0,7.03000002
11.0,4.0,7.0,7.75150003
11.0,4.0,8.0,8.47400003
11.0,4.0,9.0,9.20650003
11.0,4.0,10.0,9.95350003
11.0,4.0,11.0,10.60650004
11.0,4.0,12.0,11.29950004
11.0,4.0,13.0,11.93150004
11.0,4.0,14.0,12.60500004
11.0,4.0,15.0,13.22300004
11.0,4.0,16.0,13.86850005
11.0,4.0,17.0,14.38400005
11.0,4.0,18.0,15.00300005
11.0,4.0,19.0,15.53150005
11.0,4.0,20.0,16.09850005
11.0,4.0,21.0,16.61150006
11.0,4.0,22.0,17.09750006
11.0,4.0,23.0,17.61600006
11.0,4.0,24.0,18.05150006
11.0,4.0,25.0,18.54900006
11.0,4.0,26.0,18.94550006
11.0,4.0,27.0,19.43700007
11.0,4.0,28.0,19.82700007
11.0,4.0,29.0,20.22750007
11.0,4.0,30.0,20.62600007
11.0,5.0,1.0,4.08800001
11.0,5.0,2.0,5.51100001
11.0,5.0,3.0,6.35200002
11.0,5.0,4.0,7.03050002
11.0,5.0,5.0,7.69750002
11.0,5.0,6.0,8.39750002
11.0,5.0,7.0,9.09800002
11.0,5.0,8.0,9.81450002
11.0,5.0,9.0,10.54450003
11.0,5.0,10.0,11.25900003
11.0,5.0,11.0,11.95850003
11.0,5.0,12.0,12.67450003
11.0,5.0,13.0,13.34900003
11.0,5.0,14.0,14.05900004
11.0,5.0,15.0,14.72500004
11.0,5.0,16.0,15.40600004
11.0,5.0,17.0,16.01750004
11.0,5.0,18.0,16.68650004
11.0,5.0,19.0,17.29750004
11.0,5.0,20.0,17.93450005
11.0,5.0,21.0,18.52400005
11.0,5.0,22.0,19.10600005
11.0,5.0,23.0,19.68050005
11.0,5.0,24.0,20.20600005
11.0,5.0,25.0,20.77500005
11.0,5.0,26.0,21.29700005
11.0,5.0,27.0,21.84700006
11.0,5.0,28.0,22.33950006
11.0,5.0,29.0,22.81400006
11.0,5.0,30.0,23.31550006
11.0,6.0,1.0,5.11400001
11.0,6.0,2.0,6.82550001
11.0,6.0,3.0,7.79300002
11.0,6.0,4.0,8.50700002
11.0,6.0,5.0,9.19600002
11.0,6.0,6.0,9.87700002
11.0,6.0,7.0,10.55850002
11.0,6.0,8.0,11.23200002
11.0,6.0,9.0,11.94050002
11.0,6.0,10.0,12.68300003
11.0,6.0,11.0,13.33050003
11.0,6.0,12.0,14.09900003
11.0,6.0,13.0,14.76200003
11.0,6.0,14.0,15.47950003
11.0,6.0,15.0,16.18000003
11.0,6.0,16.0,16.86750003
11.0,6.0,17.0,17.48200004
11.0,6.0,18.0,18.20950004
11.0,6.0,19.0,18.84850004
11.0,6.0,20.0,19.50550004
11.0,6.0,21.0,20.15900004
11.0,6.0,22.0,20.79700004
11.0,6.0,23.0,21.41750004
11.0,6.0,24.0,22.01300004
11.0,6.0,25.0,22.63950005
11.0,6.0,26.0,23.21150005
11.0,6.0,27.0,23.82600005
11.0,6.0,28.0,24.41300005
11.0,6.0,29.0,24.92400005
11.0,6.0,30.0,25.51500005
11.0,7.0,1.0,6.14400001
11.0,7.0,2.0,8.12800001
11.0,7.0,3.0,9.26200002
11.0,7.0,4.0,10.02950002
11.0,7.0,5.0,10.72700002
11.0,7.0,6.0,11.37050002
11.0,7.0,7.0,12.04250002
11.0,7.0,8.0,12.71500002
11.0,7.0,9.0,13.38150002
11.0,7.0,10.0,14.10550002
11.0,7.0,11.0,14.75650002
11.0,7.0,12.0,15.47700003
11.0,7.0,13.0,16.14950003
11.0,7.0,14.0,16.86250003
11.0,7.0,15.0,17.56050003
11.0,7.0,16.0,18.24900003
11.0,7.0,17.0,18.88400003
11.0,7.0,18.0,19.58550003
11.0,7.0,19.0,20.24750003
11.0,7.0,20.0,20.96350004
11.0,7.0,21.0,21.63150004
11.0,7.0,22.0,22.29750004
11.0,7.0,23.0,22.93950004
11.0,7.0,24.0,23.57650004
11.0,7.0,25.0,24.24650004
11.0,7.0,26.0,24.87700004
11.0,7.0,27.0,25.54050004
11.0,7.0,28.0,26.13200004
11.0,7.0,29.0,26.68200004
11.0,7.0,30.0,27.30050005
11.0,8.0,1.0,7.20700001
11.0,8.0,2.0,9.48100001
11.0,8.0,3.0,10.74550002
11.0,8.0,4.0,11.56050002
11.0,8.0,5.0,12.30250002
11.0,8.0,6.0,12.96450002
11.0,8.0,7.0,13.63250002
11.0,8.0,8.0,14.25850002
11.0,8.0,9.0,14.92050002
11.0,8.0,10.0,15.61450002
11.0,8.0,11.0,16.22600002
11.0,8.0,12.0,16.93300002
11.0,8.0,13.0,17.60200003
11.0,8.0,14.0,18.28150003
11.0,8.0,15.0,18.96700003
11.0,8.0,16.0,19.66100003
11.0,8.0,17.0,20.29900003
11.0,8.0,18.0,21.03950003
11.0,8.0,19.0,21.71900003
11.0,8.0,20.0,22.40100003
11.0,8.0,21.0,23.06300003
11.0,8.0,22.0,23.74750003
11.0,8.0,23.0,24.45200004
11.0,8.0,24.0,25.08200004
11.0,8.0,25.0,25.76950004
11.0,8.0,26.0,26.41350004
11.0,8.0,27.0,27.11750004
11.0,8.0,28.0,27.72850004
11.0,8.0,29.0,28.29300004
11.0,8.0,30.0,28.98500004
11.0,9.0,1.0,8.21300001
11.0,9.0,2.0,10.80100001
11.0,9.0,3.0,12.24200002
11.0,9.0,4.0,13.12650002
11.0,9.0,5.0,13.88000002
11.0,9.0,6.0,14.55600002
11.0,9.0,7.0,15.22650002
11.0,9.0,8.0,15.87050002
11.0,9.0,9.0,16.52200002
11.0,9.0,10.0,17.17950002
11.0,9.0,11.0,17.77000002
11.0,9.0,12.0,18.44650002
11.0,9.0,13.0,19.12400002
11.0,9.0,14.0,19.79050002
11.0,9.0,15.0,20.45100003
11.0,9.0,16.0,21.11650003
11.0,9.0,17.0,21.75200003
11.0,9.0,18.0,22.48800003
11.0,9.0,19.0,23.11600003
