,generation,mother,father,child,child_no,mutation
37,3,0.14|0.45|0.65|0.23|0.65|0.46|0.3|0.37|0.25|0.76|9|20|14|15|13|11|9|18|10|11|5|4|5|10|9|6|8|7|7|2,0.18|0.58|0.75|0.2|0.43|0.78|0.48|0.7|0.46|0.78|14|17|14|15|13|11|16|18|14|11|5|7|4|9|2|6|3|7|7|2,0.36|0.9|0.54|0.45|0.59|0.84|0.06|0.79|0.39|0.51|14|17|14|15|13|11|16|18|10|11|5|4|4|10|2|6|3|7|7|2,8.0,-0.2|-0.38|0.16|-0.23|-0.05|-0.22|0.33|-0.26|-0.03|0.26|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
38,3,0.14|0.45|0.65|0.23|0.65|0.46|0.3|0.37|0.25|0.76|9|20|14|15|13|11|9|18|10|11|5|4|5|10|9|6|8|7|7|2,0.18|0.58|0.75|0.2|0.43|0.78|0.48|0.7|0.46|0.78|14|17|14|15|13|11|16|18|14|11|5|7|4|9|2|6|3|7|7|2,0.16|0.52|0.7|0.22|0.54|0.62|0.39|0.53|0.36|0.77|9|20|14|15|13|11|16|18|14|11|5|7|4|9|9|6|3|7|7|2,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
39,3,0.14|0.45|0.65|0.23|0.65|0.46|0.3|0.37|0.25|0.76|9|20|14|15|13|11|9|18|10|11|5|4|5|10|9|6|8|7|7|2,0.18|0.58|0.75|0.2|0.43|0.78|0.48|0.7|0.46|0.78|14|17|14|15|13|11|16|18|14|11|5|7|4|9|2|6|3|7|7|2,0.16|0.52|0.7|0.22|0.54|0.62|0.39|0.53|0.36|0.77|9|17|14|15|14|11|16|18|14|11|5|7|5|9|2|6|3|7|7|2,10.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
40,3,0.14|0.45|0.65|0.23|0.65|0.46|0.3|0.37|0.25|0.76|9|20|14|15|13|11|9|18|10|11|5|4|5|10|9|6|8|7|7|2,0.18|0.58|0.75|0.2|0.43|0.78|0.48|0.7|0.46|0.78|14|17|14|15|13|11|16|18|14|11|5|7|4|9|2|6|3|7|7|2,0.16|0.52|0.7|0.22|0.54|0.62|0.39|0.53|0.36|0.77|3.0|10.0|2.0|2.0|10.0|3.0|3.0|15.0|2.0|2.0|5|4|4|9|9|6|3|7|7|2,11.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|6.0|10.0|12.0|13.0|3.0|8.0|6.0|3.0|8.0|9.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
41,3,0.14|0.45|0.65|0.23|0.65|0.46|0.3|0.37|0.25|0.76|9|20|14|15|13|11|9|18|10|11|5|4|5|10|9|6|8|7|7|2,0.18|0.58|0.75|0.2|0.43|0.78|0.48|0.7|0.46|0.78|14|17|14|15|13|11|16|18|14|11|5|7|4|9|2|6|3|7|7|2,0.0|0.55|0.39|0.68|0.34|0.61|0.21|0.47|0.84|0.75|14|20|14|15|13|11|16|18|14|11|5|7|4|9|9|6|8|7|7|2,12.0,0.16|-0.03|0.31|-0.46|0.2|0.01|0.18|0.06|-0.48|0.02|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
42,3,0.14|0.45|0.65|0.23|0.65|0.46|0.3|0.37|0.25|0.76|9|20|14|15|13|11|9|18|10|11|5|4|5|10|9|6|8|7|7|2,0.18|0.58|0.75|0.2|0.43|0.78|0.48|0.7|0.46|0.78|14|17|14|15|13|11|16|18|14|11|5|7|4|9|2|6|3|7|7|2,0.16|0.52|0.7|0.22|0.54|0.62|0.39|0.53|0.36|0.77|14|17|14|15|13|11|9|18|10|11|5|4|4|9|9|6|8|7|7|2,13.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
43,3,0.14|0.45|0.65|0.23|0.65|0.46|0.3|0.37|0.25|0.76|9|20|14|15|13|11|9|18|10|11|5|4|5|10|9|6|8|7|7|2,0.18|0.58|0.75|0.2|0.43|0.78|0.48|0.7|0.46|0.78|14|17|14|15|13|11|16|18|14|11|5|7|4|9|2|6|3|7|7|2,0.16|0.52|0.7|0.22|0.54|0.62|0.39|0.53|0.36|0.77|14|17|14|15|13|11|16|18|10|11|5|7|5|10|9|6|3|7|7|2,14.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
44,3,0.14|0.45|0.65|0.23|0.65|0.46|0.3|0.37|0.25|0.76|9|20|14|15|13|11|9|18|10|11|5|4|5|10|9|6|8|7|7|2,0.18|0.58|0.75|0.2|0.43|0.78|0.48|0.7|0.46|0.78|14|17|14|15|13|11|16|18|14|11|5|7|4|9|2|6|3|7|7|2,0.16|0.52|0.7|0.22|0.54|0.62|0.39|0.53|0.36|0.77|14|20|14|15|13|11|9|17|10|11|5|7|5|9|2|6|3|7|7|2,15.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
45,4,0.75|0.02|0.4|0.42|0.78|0.54|0.64|0.93|0.18|0.88|14|20|14|15|13|11|9|18|14|11|5|7|5|9|9|6|8|7|7|2,0.14|0.45|0.65|0.23|0.65|0.46|0.3|0.37|0.25|0.76|9|20|15|11|13|11|9|18|11|11|5|6|5|9|9|10|3|6|8|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|9|20|14|15|13|11|9|18|14|11|5|6|5|9|9|6|3|7|7|2,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
46,4,0.75|0.02|0.4|0.42|0.78|0.54|0.64|0.93|0.18|0.88|14|20|14|15|13|11|9|18|14|11|5|7|5|9|9|6|8|7|7|2,0.14|0.45|0.65|0.23|0.65|0.46|0.3|0.37|0.25|0.76|9|20|15|11|13|11|9|18|11|11|5|6|5|9|9|10|3|6|8|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|15.0|5.0|10.0|15.0|10.0|5.0|10.0|2.0|3.0|15.0|5|7|5|9|9|10|3|7|7|2,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-6.0|15.0|4.0|-4.0|3.0|6.0|-1.0|16.0|11.0|-4.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
47,4,0.75|0.02|0.4|0.42|0.78|0.54|0.64|0.93|0.18|0.88|14|20|14|15|13|11|9|18|14|11|5|7|5|9|9|6|8|7|7|2,0.14|0.45|0.65|0.23|0.65|0.46|0.3|0.37|0.25|0.76|9|20|15|11|13|11|9|18|11|11|5|6|5|9|9|10|3|6|8|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|13|19|15|14|16|14|10|18|15|12|5|7|5|9|9|10|3|6|8|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|-3.0|-3.0|-1.0|0.0|-1.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
48,4,0.75|0.02|0.4|0.42|0.78|0.54|0.64|0.93|0.18|0.88|14|20|14|15|13|11|9|18|14|11|5|7|5|9|9|6|8|7|7|2,0.14|0.45|0.65|0.23|0.65|0.46|0.3|0.37|0.25|0.76|9|20|15|11|13|11|9|18|11|11|5|6|5|9|9|10|3|6|8|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|17|21|14|18|16|10|9|18|13|10|5|6|5|9|9|10|8|7|7|2,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|-1.0|1.0|-3.0|-3.0|1.0|0.0|0.0|-2.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
49,4,0.75|0.02|0.4|0.42|0.78|0.54|0.64|0.93|0.18|0.88|14|20|14|15|13|11|9|18|14|11|5|7|5|9|9|6|8|7|7|2,0.14|0.45|0.65|0.23|0.65|0.46|0.3|0.37|0.25|0.76|9|20|15|11|13|11|9|18|11|11|5|6|5|9|9|10|3|6|8|2,0.72|0.33|0.47|0.57|0.92|0.7|0.58|0.39|0.15|0.9|9|20|14|15|13|11|9|18|14|11|5|7|5|9|9|6|3|7|7|2,5.0,-0.28|-0.09|0.05|-0.25|-0.2|-0.2|-0.11|0.26|0.07|-0.08|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
50,4,0.75|0.02|0.4|0.42|0.78|0.54|0.64|0.93|0.18|0.88|14|20|14|15|13|11|9|18|14|11|5|7|5|9|9|6|8|7|7|2,0.14|0.45|0.65|0.23|0.65|0.46|0.3|0.37|0.25|0.76|9|20|15|11|13|11|9|18|11|11|5|6|5|9|9|10|3|6|8|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|14|20|15|15|13|11|9|18|11|11|6|7|6|8|10|5|7|6|7|3,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|-1.0|1.0|-1.0|1.0|1.0|0.0|1.0|-1.0
51,4,0.75|0.02|0.4|0.42|0.78|0.54|0.64|0.93|0.18|0.88|14|20|14|15|13|11|9|18|14|11|5|7|5|9|9|6|8|7|7|2,0.14|0.45|0.65|0.23|0.65|0.46|0.3|0.37|0.25|0.76|9|20|15|11|13|11|9|18|11|11|5|6|5|9|9|10|3|6|8|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|17|21|15|18|12|12|10|17|15|10|5|7|5|9|9|10|3|6|7|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|-1.0|-1.0|-3.0|1.0|-1.0|-1.0|1.0|-1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
52,4,0.75|0.02|0.4|0.42|0.78|0.54|0.64|0.93|0.18|0.88|14|20|14|15|13|11|9|18|14|11|5|7|5|9|9|6|8|7|7|2,0.14|0.45|0.65|0.23|0.65|0.46|0.3|0.37|0.25|0.76|9|20|15|11|13|11|9|18|11|11|5|6|5|9|9|10|3|6|8|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|14|20|14|11|13|11|9|18|11|11|6|6|6|8|8|7|3|7|9|2,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|1.0|-1.0|1.0|1.0|-1.0|0.0|0.0|-1.0|0.0
53,4,0.75|0.02|0.4|0.42|0.78|0.54|0.64|0.93|0.18|0.88|14|20|14|15|13|11|9|18|14|11|5|7|5|9|9|6|8|7|7|2,0.14|0.45|0.65|0.23|0.65|0.46|0.3|0.37|0.25|0.76|9|20|15|11|13|11|9|18|11|11|5|6|5|9|9|10|3|6|8|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|11|22|16|11|16|11|12|20|14|11|5|6|5|9|9|6|8|7|7|2,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|-2.0|-1.0|0.0|-3.0|0.0|-3.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
54,4,0.75|0.02|0.4|0.42|0.78|0.54|0.64|0.93|0.18|0.88|14|20|14|15|13|11|9|18|14|11|5|7|5|9|9|6|8|7|7|2,0.14|0.45|0.65|0.23|0.65|0.46|0.3|0.37|0.25|0.76|9|20|15|11|13|11|9|18|11|11|5|6|5|9|9|10|3|6|8|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|14|20|15|11|13|11|9|18|11|11|5|6|5|9|9|6|3|6|8|2,10.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
55,4,0.75|0.02|0.4|0.42|0.78|0.54|0.64|0.93|0.18|0.88|14|20|14|15|13|11|9|18|14|11|5|7|5|9|9|6|8|7|7|2,0.14|0.45|0.65|0.23|0.65|0.46|0.3|0.37|0.25|0.76|9|20|15|11|13|11|9|18|11|11|5|6|5|9|9|10|3|6|8|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|14|20|15|15|13|11|9|18|13|11|5|7|5|9|9|10|8|7|8|2,11.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
56,4,0.75|0.02|0.4|0.42|0.78|0.54|0.64|0.93|0.18|0.88|14|20|14|15|13|11|9|18|14|11|5|7|5|9|9|6|8|7|7|2,0.14|0.45|0.65|0.23|0.65|0.46|0.3|0.37|0.25|0.76|9|20|15|11|13|11|9|18|11|11|5|6|5|9|9|10|3|6|8|2,0.49|0.27|0.25|0.45|0.63|0.87|0.34|0.84|0.88|0.19|9|20|14|15|13|11|9|18|11|11|5|6|5|9|9|10|8|6|7|2,12.0,-0.05|-0.03|0.27|-0.13|0.09|-0.37|0.13|-0.19|-0.66|0.63|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
57,4,0.75|0.02|0.4|0.42|0.78|0.54|0.64|0.93|0.18|0.88|14|20|14|15|13|11|9|18|14|11|5|7|5|9|9|6|8|7|7|2,0.14|0.45|0.65|0.23|0.65|0.46|0.3|0.37|0.25|0.76|9|20|15|11|13|11|9|18|11|11|5|6|5|9|9|10|3|6|8|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|9|20|15|15|13|11|9|18|11|11|4|5|5|9|8|10|4|8|8|3,13.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|-1.0|-1.0|0.0|-1.0
58,4,0.75|0.02|0.4|0.42|0.78|0.54|0.64|0.93|0.18|0.88|14|20|14|15|13|11|9|18|14|11|5|7|5|9|9|6|8|7|7|2,0.14|0.45|0.65|0.23|0.65|0.46|0.3|0.37|0.25|0.76|9|20|15|11|13|11|9|18|11|11|5|6|5|9|9|10|3|6|8|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|10.0|5.0|15.0|10.0|5.0|5.0|3.0|3.0|5.0|3.0|5|7|5|9|9|10|8|7|7|2,14.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|15.0|-1.0|1.0|8.0|6.0|6.0|15.0|9.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
59,4,0.75|0.02|0.4|0.42|0.78|0.54|0.64|0.93|0.18|0.88|14|20|14|15|13|11|9|18|14|11|5|7|5|9|9|6|8|7|7|2,0.14|0.45|0.65|0.23|0.65|0.46|0.3|0.37|0.25|0.76|9|20|15|11|13|11|9|18|11|11|5|6|5|9|9|10|3|6|8|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|14|20|14|15|13|11|9|18|14|11|5|6|6|9|9|6|8|6|7|2,15.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
60,5,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|14|20|15|15|13|11|9|18|13|11|5|7|5|9|9|10|8|7|8|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|11|22|16|11|16|11|12|20|14|11|5|6|5|9|9|6|8|7|7|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|11|22|16|15|16|11|12|20|14|11|5|6|5|9|9|10|8|7|7|2,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
61,5,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|14|20|15|15|13|11|9|18|13|11|5|7|5|9|9|10|8|7|8|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|11|22|16|11|16|11|12|20|14|11|5|6|5|9|9|6|8|7|7|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|3.0|6.0|5.0|3.0|15.0|6.0|15.0|2.0|10.0|6.0|5|6|5|9|9|6|8|7|8|2,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|11.0|14.0|11.0|12.0|1.0|5.0|-6.0|18.0|4.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
62,5,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|14|20|15|15|13|11|9|18|13|11|5|7|5|9|9|10|8|7|8|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|11|22|16|11|16|11|12|20|14|11|5|6|5|9|9|6|8|7|7|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|11|20|16|15|16|11|12|18|13|11|4|6|6|9|8|7|8|6|7|3,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|-1.0|0.0|1.0|-1.0|0.0|1.0|1.0|-1.0
63,5,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|14|20|15|15|13|11|9|18|13|11|5|7|5|9|9|10|8|7|8|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|11|22|16|11|16|11|12|20|14|11|5|6|5|9|9|6|8|7|7|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|13|22|18|16|13|11|8|19|17|11|5|7|5|9|9|10|8|7|7|2,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|-2.0|-1.0|0.0|0.0|1.0|-1.0|-3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
64,5,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|14|20|15|15|13|11|9|18|13|11|5|7|5|9|9|10|8|7|8|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|11|22|16|11|16|11|12|20|14|11|5|6|5|9|9|6|8|7|7|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|12|19|18|14|17|11|8|23|12|10|5|6|5|9|9|10|8|7|7|2,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|1.0|-2.0|1.0|-1.0|0.0|1.0|-3.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
65,5,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|14|20|15|15|13|11|9|18|13|11|5|7|5|9|9|10|8|7|8|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|11|22|16|11|16|11|12|20|14|11|5|6|5|9|9|6|8|7|7|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|10.0|3.0|3.0|2.0|2.0|2.0|10.0|6.0|3.0|3.0|5|7|5|9|9|6|8|7|7|2,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|19.0|13.0|13.0|11.0|9.0|2.0|12.0|11.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
66,5,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|14|20|15|15|13|11|9|18|13|11|5|7|5|9|9|10|8|7|8|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|11|22|16|11|16|11|12|20|14|11|5|6|5|9|9|6|8|7|7|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|11|22|15|11|16|11|9|20|14|11|5|7|5|9|9|10|8|7|8|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
67,5,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|14|20|15|15|13|11|9|18|13|11|5|7|5|9|9|10|8|7|8|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|11|22|16|11|16|11|12|20|14|11|5|6|5|9|9|6|8|7|7|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|14|22|16|11|13|11|12|20|14|11|5|7|5|9|8|10|8|7|7|2,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
68,5,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|14|20|15|15|13|11|9|18|13|11|5|7|5|9|9|10|8|7|8|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|11|22|16|11|16|11|12|20|14|11|5|6|5|9|9|6|8|7|7|2,0.99|0.49|0.83|0.69|0.84|0.31|0.98|0.57|0.66|0.39|11|20|15|11|16|11|12|20|14|11|5|7|5|9|9|10|8|7|8|2,9.0,-0.55|-0.25|-0.31|-0.37|-0.12|0.19|-0.51|0.08|-0.44|0.43|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
69,5,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|14|20|15|15|13|11|9|18|13|11|5|7|5|9|9|10|8|7|8|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|11|22|16|11|16|11|12|20|14|11|5|6|5|9|9|6|8|7|7|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|15|22|15|15|16|11|12|18|13|11|5|6|5|9|9|6|8|7|7|2,10.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
70,5,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|14|20|15|15|13|11|9|18|13|11|5|7|5|9|9|10|8|7|8|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|11|22|16|11|16|11|12|20|14|11|5|6|5|9|9|6|8|7|7|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|14|20|16|11|16|11|12|20|14|11|6|7|4|10|10|5|7|6|9|2,11.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|1.0|-1.0|-1.0|1.0|1.0|1.0|-1.0|0.0
71,5,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|14|20|15|15|13|11|9|18|13|11|5|7|5|9|9|10|8|7|8|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|11|22|16|11|16|11|12|20|14|11|5|6|5|9|9|6|8|7|7|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|15.0|6.0|5.0|3.0|3.0|6.0|10.0|5.0|3.0|6.0|5|6|5|9|9|10|8|7|7|2,12.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-4.0|16.0|10.0|8.0|13.0|5.0|2.0|15.0|11.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
72,5,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|14|20|15|15|13|11|9|18|13|11|5|7|5|9|9|10|8|7|8|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|11|22|16|11|16|11|12|20|14|11|5|6|5|9|9|6|8|7|7|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|14|22|15|15|16|11|12|18|13|11|5|6|5|9|9|10|8|7|7|2,13.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
73,5,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|14|20|15|15|13|11|9|18|13|11|5|7|5|9|9|10|8|7|8|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|11|22|16|11|16|11|12|20|14|11|5|6|5|9|9|6|8|7|7|2,0.44|0.24|0.52|0.32|0.72|0.5|0.47|0.65|0.22|0.82|14|22|15|11|13|11|12|18|14|11|5|7|5|9|9|6|8|7|8|2,14.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
