,generation,mother,father,child,child_no,mutation
209,9,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|1.0|0.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.25|0.62|0.62|0.25|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,10.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
210,9,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|1.0|0.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.03|0.35|0.13|0.86|0.34|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,11.0,0.22|0.27|0.49|-0.61|0.41|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
211,9,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|1.0|0.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.25|0.62|0.62|0.25|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,12.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
212,9,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|1.0|0.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.37|0.82|0.87|0.71|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,13.0,-0.12|-0.2|-0.25|-0.46|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
213,9,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|1.0|0.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.25|0.62|0.62|0.25|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,14.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
214,9,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|1.0|0.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.25|0.62|0.62|0.25|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,15.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
215,9,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|1.0|0.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.25|0.62|0.62|0.25|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,16.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
216,9,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|1.0|0.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.54|0.6|0.54|0.36|0.93|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,17.0,-0.29|0.02|0.08|-0.11|-0.18|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
217,9,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|1.0|0.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.28|0.26|0.24|0.24|0.04|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,18.0,-0.03|0.36|0.38|0.01|0.71|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
218,9,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|1.0|0.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.21|0.76|0.2|0.17|0.95|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,19.0,0.04|-0.14|0.42|0.08|-0.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
219,9,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|1.0|0.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.25|0.62|0.62|0.25|0.75|2.0|3.0|2.0|2.0|4.0|2|2|2|2|2,20.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
220,9,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|1.0|0.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.25|0.62|0.62|0.25|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|3|2,21.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
221,9,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|1.0|0.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.25|0.62|0.62|0.25|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,22.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
222,9,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|1.0|0.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.25|0.62|0.62|0.25|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,23.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
223,9,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|1.0|0.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.25|0.62|0.62|0.25|0.75|6.0|4.0|5.0|2.0|3.0|2|2|2|2|2,24.0,0.0|0.0|0.0|0.0|0.0|-4.0|-2.0|-3.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
224,9,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|1.0|0.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.61|0.91|0.86|0.08|0.98|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,25.0,-0.36|-0.29|-0.24|0.17|-0.23|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
225,10,0.25|0.75|0.0|0.5|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.5|0.38|0.25|1.0|2.0|2.0|3.0|2.0|4.0|2|2|2|2|2,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
226,10,0.25|0.75|0.0|0.5|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.5|0.38|0.25|1.0|3.0|2.0|2.0|2.0|4.0|2|2|2|2|2,2.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
227,10,0.25|0.75|0.0|0.5|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.5|0.38|0.25|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
228,10,0.25|0.75|0.0|0.5|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.5|0.38|0.25|1.0|4.0|4.0|2.0|4.0|2.0|2|2|2|2|2,4.0,0.0|0.0|0.0|0.0|0.0|-2.0|-2.0|0.0|-2.0|2.0|0.0|0.0|0.0|0.0|0.0
229,10,0.25|0.75|0.0|0.5|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.5|0.38|0.25|1.0|2.0|2.0|2.0|1.0|4.0|2|2|2|2|2,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
230,10,0.25|0.75|0.0|0.5|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.5|0.38|0.25|1.0|2.0|2.0|2.0|2.0|4.0|2|3|3|2|2,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|0.0|0.0
231,10,0.25|0.75|0.0|0.5|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.5|0.38|0.25|1.0|2.0|2.0|2.0|2.0|4.0|2|2|3|2|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
232,10,0.25|0.75|0.0|0.5|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.5|0.38|0.25|1.0|2.0|2.0|1.0|2.0|4.0|2|2|2|2|2,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
233,10,0.25|0.75|0.0|0.5|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.5|0.38|0.25|1.0|2.0|2.0|3.0|2.0|4.0|2|2|2|2|2,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
234,10,0.25|0.75|0.0|0.5|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.5|0.38|0.25|1.0|5.0|2.0|3.0|2.0|8.0|2|2|2|2|2,10.0,0.0|0.0|0.0|0.0|0.0|-3.0|0.0|-1.0|0.0|-4.0|0.0|0.0|0.0|0.0|0.0
235,10,0.25|0.75|0.0|0.5|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.5|0.38|0.25|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,11.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
236,10,0.25|0.75|0.0|0.5|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.5|0.38|0.25|1.0|1.0|2.0|5.0|6.0|4.0|2|2|2|2|2,12.0,0.0|0.0|0.0|0.0|0.0|1.0|0.0|-3.0|-4.0|0.0|0.0|0.0|0.0|0.0|0.0
237,10,0.25|0.75|0.0|0.5|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.5|0.38|0.25|1.0|2.0|3.0|2.0|2.0|4.0|2|2|2|2|2,13.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
238,10,0.25|0.75|0.0|0.5|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.5|0.38|0.25|1.0|4.0|2.0|4.0|4.0|4.0|2|2|2|2|2,14.0,0.0|0.0|0.0|0.0|0.0|-2.0|0.0|-2.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0
239,10,0.25|0.75|0.0|0.5|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.6|0.49|0.18|0.36|0.24|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,15.0,-0.22|0.01|0.2|-0.11|0.76|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
240,10,0.25|0.75|0.0|0.5|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.5|0.38|0.25|1.0|4.0|5.0|1.0|6.0|5.0|2|2|2|2|2,16.0,0.0|0.0|0.0|0.0|0.0|-2.0|-3.0|1.0|-4.0|-1.0|0.0|0.0|0.0|0.0|0.0
241,10,0.25|0.75|0.0|0.5|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.5|0.38|0.25|1.0|1.0|2.0|2.0|2.0|4.0|2|2|2|2|2,17.0,0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
242,10,0.25|0.75|0.0|0.5|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.5|0.38|0.25|1.0|4.0|4.0|6.0|6.0|5.0|2|2|2|2|2,18.0,0.0|0.0|0.0|0.0|0.0|-2.0|-2.0|-4.0|-4.0|-1.0|0.0|0.0|0.0|0.0|0.0
243,10,0.25|0.75|0.0|0.5|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.35|0.2|0.86|0.11|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,19.0,0.03|0.3|-0.48|0.14|0.12|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
244,10,0.25|0.75|0.0|0.5|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.5|0.38|0.25|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,20.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
245,10,0.25|0.75|0.0|0.5|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.5|0.38|0.25|1.0|2.0|2.0|1.0|2.0|4.0|2|2|2|2|2,21.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
246,10,0.25|0.75|0.0|0.5|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.5|0.38|0.25|1.0|1.0|2.0|2.0|2.0|4.0|2|2|2|2|2,22.0,0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
247,10,0.25|0.75|0.0|0.5|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.5|0.38|0.25|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,23.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
248,10,0.25|0.75|0.0|0.5|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.5|0.38|0.25|1.0|1.0|2.0|2.0|2.0|4.0|2|2|2|2|2,24.0,0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
249,10,0.25|0.75|0.0|0.5|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.71|0.42|0.66|0.4|0.48|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,25.0,-0.33|0.08|-0.28|-0.15|0.52|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
250,11,0.25|0.75|0.5|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.0|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.38|0.38|0.38|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
251,11,0.25|0.75|0.5|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.0|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.38|0.38|0.38|1.0|4.0|4.0|2.0|4.0|4.0|2|2|2|2|2,2.0,0.0|0.0|0.0|0.0|0.0|-2.0|-2.0|0.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0
252,11,0.25|0.75|0.5|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.0|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.38|0.38|0.38|1.0|2.0|2.0|2.0|2.0|4.0|2|3|2|2|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
253,11,0.25|0.75|0.5|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.0|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.38|0.38|0.38|1.0|2.0|2.0|2.0|2.0|4.0|2|2|3|2|2,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
254,11,0.25|0.75|0.5|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.0|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.38|0.38|0.38|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
255,11,0.25|0.75|0.5|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.0|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.38|0.38|0.38|1.0|1.0|2.0|2.0|2.0|4.0|2|2|2|2|2,6.0,0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
256,11,0.25|0.75|0.5|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.0|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.38|0.38|0.38|1.0|2.0|2.0|1.0|2.0|4.0|2|2|2|2|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
257,11,0.25|0.75|0.5|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.0|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.38|0.38|0.38|1.0|2.0|2.0|3.0|2.0|4.0|2|2|2|2|2,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
258,11,0.25|0.75|0.5|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.0|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.38|0.38|0.38|1.0|4.0|4.0|4.0|4.0|4.0|2|2|2|2|2,9.0,0.0|0.0|0.0|0.0|0.0|-2.0|-2.0|-2.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0
259,11,0.25|0.75|0.5|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.0|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.38|0.38|0.38|1.0|5.0|6.0|1.0|3.0|4.0|2|2|2|2|2,10.0,0.0|0.0|0.0|0.0|0.0|-3.0|-4.0|1.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
260,11,0.25|0.75|0.5|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.0|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.9|0.04|0.6|0.54|0.48|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,11.0,-0.52|0.34|-0.22|-0.16|0.52|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
261,11,0.25|0.75|0.5|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.0|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.38|0.38|0.38|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,12.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
262,11,0.25|0.75|0.5|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.0|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.38|0.38|0.38|1.0|2.0|4.0|2.0|2.0|4.0|2|2|2|2|2,13.0,0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
263,11,0.25|0.75|0.5|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.0|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.38|0.38|0.38|1.0|3.0|2.0|2.0|2.0|4.0|2|2|2|2|2,14.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
264,11,0.25|0.75|0.5|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.0|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.38|0.38|0.38|1.0|2.0|2.0|2.0|4.0|2.0|2|2|2|2|2,15.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|2.0|0.0|0.0|0.0|0.0|0.0
265,11,0.25|0.75|0.5|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.0|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.38|0.38|0.38|1.0|2.0|2.0|2.0|2.0|4.0|2|3|2|2|2,16.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
266,11,0.25|0.75|0.5|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.0|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.38|0.38|0.38|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,17.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
267,11,0.25|0.75|0.5|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.0|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.38|0.38|0.38|1.0|2.0|2.0|2.0|4.0|4.0|2|2|2|2|2,18.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0
268,11,0.25|0.75|0.5|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.0|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.38|0.38|0.38|1.0|2.0|1.0|2.0|2.0|4.0|2|2|2|2|2,19.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
269,11,0.25|0.75|0.5|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.0|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.38|0.38|0.38|1.0|2.0|2.0|6.0|6.0|7.0|2|2|2|2|2,20.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-4.0|-4.0|-3.0|0.0|0.0|0.0|0.0|0.0
270,11,0.25|0.75|0.5|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.0|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.38|0.38|0.38|1.0|1.0|2.0|2.0|2.0|4.0|2|2|2|2|2,21.0,0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
271,11,0.25|0.75|0.5|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.0|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.38|0.38|0.38|0.38|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,22.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
