,generation,mother,father,child,child_no,mutation
542,11,0.49|0.29|0.56|0.56|0.61|0.33|0.3|23|11|19|16|10|18|21|8|2|3|4|3|7|4,0.52|0.27|0.56|0.53|0.62|0.32|0.32|23|11|19|16|10|19|21|8|2|4|3|3|8|4,0.5|0.28|0.56|0.55|0.62|0.32|0.31|23|11|19|16|10|16|21|8|2|3|3|3|10|4,43.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0
543,11,0.49|0.29|0.56|0.56|0.61|0.33|0.3|23|11|19|16|10|18|21|8|2|3|4|3|7|4,0.52|0.27|0.56|0.53|0.62|0.32|0.32|23|11|19|16|10|19|21|8|2|4|3|3|8|4,0.5|0.28|0.56|0.55|0.62|0.32|0.31|10.0|15.0|3.0|5.0|6.0|2.0|5.0|8|2|3|4|3|7|4,44.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|13.0|-4.0|16.0|11.0|4.0|17.0|16.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
544,11,0.49|0.29|0.56|0.56|0.61|0.33|0.3|23|11|19|16|10|18|21|8|2|3|4|3|7|4,0.52|0.27|0.56|0.53|0.62|0.32|0.32|23|11|19|16|10|19|21|8|2|4|3|3|8|4,0.5|0.28|0.56|0.55|0.62|0.32|0.31|23|11|19|16|10|19|21|9|2|4|3|4|7|4,45.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|-1.0|1.0|-1.0|0.0|0.0
545,11,0.49|0.29|0.56|0.56|0.61|0.33|0.3|23|11|19|16|10|18|21|8|2|3|4|3|7|4,0.52|0.27|0.56|0.53|0.62|0.32|0.32|23|11|19|16|10|19|21|8|2|4|3|3|8|4,0.5|0.28|0.56|0.55|0.62|0.32|0.31|23|11|19|16|10|19|21|8|2|3|3|3|7|4,46.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
546,11,0.49|0.29|0.56|0.56|0.61|0.33|0.3|23|11|19|16|10|18|21|8|2|3|4|3|7|4,0.52|0.27|0.56|0.53|0.62|0.32|0.32|23|11|19|16|10|19|21|8|2|4|3|3|8|4,0.5|0.28|0.56|0.55|0.62|0.32|0.31|23|11|19|16|10|18|21|8|2|4|5|3|8|4,47.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
547,11,0.49|0.29|0.56|0.56|0.61|0.33|0.3|23|11|19|16|10|18|21|8|2|3|4|3|7|4,0.52|0.27|0.56|0.53|0.62|0.32|0.32|23|11|19|16|10|19|21|8|2|4|3|3|8|4,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,48.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|-2.0|0.0|0.0|-3.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
548,11,0.49|0.29|0.56|0.56|0.61|0.33|0.3|23|11|19|16|10|18|21|8|2|3|4|3|7|4,0.52|0.27|0.56|0.53|0.62|0.32|0.32|23|11|19|16|10|19|21|8|2|4|3|3|8|4,0.5|0.28|0.56|0.55|0.62|0.32|0.31|23|11|19|16|10|19|21|8|2|4|4|3|8|4,49.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
549,11,0.49|0.29|0.56|0.56|0.61|0.33|0.3|23|11|19|16|10|18|21|8|2|3|4|3|7|4,0.52|0.27|0.56|0.53|0.62|0.32|0.32|23|11|19|16|10|19|21|8|2|4|3|3|8|4,0.5|0.28|0.56|0.55|0.62|0.32|0.31|23|11|19|16|10|19|19|8|2|4|3|3|7|6,50.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0
550,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|25|13|23|18|11|24|23|8|2|4|4|3|7|4,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|-2.0|0.0|0.0|-1.0|-2.0|-3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
551,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|22|11|22|18|10|19|20|8|2|4|4|3|8|4,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
552,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|2.0|15.0|3.0|5.0|2.0|6.0|6.0|8|2|4|4|3|7|4,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|20.0|-4.0|20.0|13.0|9.0|16.0|14.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
553,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|22|11|21|18|10|22|20|7|2|4|4|3|7|4,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
554,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|5.0|3.0|5.0|15.0|10.0|5.0|5.0|8|2|4|4|3|8|4,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|17.0|8.0|16.0|3.0|1.0|14.0|15.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
555,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|10.0|15.0|15.0|6.0|15.0|10.0|3.0|8|2|4|4|3|8|4,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|12.0|-4.0|8.0|10.0|-4.0|12.0|17.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
556,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|22|11|21|16|10|20|20|8|2|4|4|3|10|4,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0
557,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|23|13|23|17|12|20|19|8|2|4|4|3|7|4,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-2.0|0.0|-1.0|-2.0|-1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
558,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|22|11|21|16|11|20|20|8|2|4|4|3|9|4,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0
559,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|22|11|21|16|11|19|20|8|2|4|5|3|8|4,10.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
560,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|22|11|21|16|10|19|20|8|2|4|4|3|7|4,11.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
561,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|22|11|21|16|10|17|20|8|2|4|4|3|10|4,12.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0
562,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|22|11|22|18|11|22|20|8|2|4|4|3|7|4,13.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
563,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.6|0.5|0.34|0.83|0.23|0.85|0.05|22|11|21|16|10|19|20|8|2|4|4|3|7|4,14.0,-0.1|-0.21|0.22|-0.27|0.39|-0.53|0.25|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
564,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|2.0|15.0|5.0|10.0|3.0|6.0|15.0|8|2|4|4|3|8|4,15.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|20.0|-4.0|18.0|8.0|7.0|16.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
565,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|22|11|21|18|11|19|20|8|2|4|4|3|8|4,16.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
566,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|22|11|23|18|11|22|20|8|2|4|4|2|8|5,17.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|-1.0
567,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|22|11|23|16|10|22|20|8|2|4|4|3|8|4,18.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
568,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|6.0|15.0|3.0|2.0|2.0|2.0|2.0|8|2|4|4|3|8|4,19.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|16.0|-4.0|20.0|14.0|8.0|17.0|18.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
569,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|21|11|21|18|11|19|20|8|2|4|4|3|8|4,20.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
570,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|25|13|26|16|13|21|23|8|2|4|4|3|8|4,21.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|-2.0|-3.0|0.0|-2.0|1.0|-3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
571,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|22|11|23|16|11|22|20|8|2|4|4|3|7|4,22.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
572,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|22|11|23|16|9|19|20|8|2|4|4|5|7|4,23.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|0.0
573,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|22|11|23|16|11|19|20|8|2|4|4|3|8|4,24.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
574,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.86|0.64|0.26|0.86|0.65|0.59|0.77|22|11|23|18|10|19|20|8|2|4|4|3|8|4,25.0,-0.36|-0.35|0.3|-0.3|-0.03|-0.27|-0.47|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
575,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|22|11|23|15|11|19|20|8|2|4|4|3|8|4,26.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
576,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|22|11|21|18|11|18|20|8|2|4|4|3|7|4,27.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
577,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|22|11|21|18|10|22|18|8|2|4|4|3|7|6,28.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0
578,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|22|11|22|17|13|19|21|8|2|4|4|3|8|4,29.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|-2.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
579,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.08|0.45|0.67|0.36|0.88|0.95|0.55|22|11|23|18|10|22|20|8|2|4|4|3|7|4,30.0,0.42|-0.16|-0.11|0.2|-0.26|-0.63|-0.25|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
580,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|22|11|23|16|11|22|20|8|2|4|4|3|7|4,31.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
581,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|22|11|21|16|11|19|20|8|2|4|4|2|8|4,32.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
582,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|22|11|21|16|11|22|20|8|2|4|4|3|7|4,33.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
583,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|22|11|23|16|10|22|20|8|2|4|4|3|8|4,34.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
584,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|22|11|21|18|10|19|20|8|2|3|4|3|7|4,35.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0
585,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.81|0.53|0.42|0.51|0.55|0.88|0.36|22|11|23|16|10|19|20|8|2|4|4|3|7|4,36.0,-0.31|-0.24|0.14|0.05|0.07|-0.56|-0.06|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
586,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|25|12|25|17|10|18|21|8|2|4|4|3|8|4,37.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|-1.0|-2.0|-1.0|0.0|1.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
587,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|20|11|21|16|11|22|20|10|2|4|4|3|7|4,38.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0
588,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|22|11|23|18|10|19|18|8|2|4|4|3|8|6,39.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0
589,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|22|9|21|16|11|22|20|8|4|4|4|3|8|4,40.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|0.0|0.0|0.0|0.0
590,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|10.0|2.0|5.0|10.0|3.0|6.0|6.0|8|2|4|4|3|8|4,41.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|12.0|9.0|18.0|6.0|8.0|16.0|14.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
591,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|21|11|23|16|10|22|20|8|2|4|4|3|8|4,42.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
592,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|21|14|24|18|12|19|19|8|2|4|4|3|8|4,43.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|-3.0|-3.0|-2.0|-1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
593,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|15.0|5.0|6.0|10.0|10.0|3.0|5.0|8|2|4|4|3|7|4,44.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|7.0|6.0|15.0|8.0|0.0|19.0|15.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
594,12,0.5|0.28|0.56|0.55|0.62|0.32|0.31|22|11|21|16|10|22|20|8|2|4|4|3|8|4,0.49|0.29|0.56|0.56|0.61|0.33|0.3|22|11|23|18|11|19|20|8|2|4|4|3|7|4,0.5|0.29|0.56|0.56|0.62|0.32|0.3|22|11|21|18|11|22|20|7|3|4|3|4|6|4,45.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|-1.0|0.0|1.0|-1.0|1.0|0.0
