,generation,mother,father,child,child_no
15,2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-28-13-28-9-2-4-3-2-2-3,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-29-13-28-9-2-5-3-2-2-3,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-28-13-28-10-3-4-4-3-2-3,7.0
16,2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-28-13-28-9-2-4-3-2-2-3,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-29-13-28-9-2-5-3-2-2-3,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-29-13-28-9-2-5-3-2-2-3,8.0
17,2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-28-13-28-9-2-4-3-2-2-3,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-29-13-28-9-2-5-3-2-2-3,0.63-0.07-0.08-0.22-0.86-0.25-0.81-23-13-18-11-30-13-29-9-2-5-3-2-2-3,9.0
18,3,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-29-13-28-10-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-15-17-12-29-13-28-9-2-5-3-3-2-3,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-29-13-28-10-3-4-2-3-2-2,1.0
19,3,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-29-13-28-10-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-15-17-12-29-13-28-9-2-5-3-3-2-3,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-15-17-12-29-14-28-10-2-5-3-3-2-3,2.0
20,3,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-29-13-28-10-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-15-17-12-29-13-28-9-2-5-3-3-2-3,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-29-14-28-10-2-5-2-2-2-2,3.0
21,3,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-29-13-28-10-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-15-17-12-29-13-28-9-2-5-3-3-2-3,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-15-17-13-29-13-28-8-2-5-2-2-2-2,4.0
22,3,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-29-13-28-10-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-15-17-12-29-13-28-9-2-5-3-3-2-3,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-15-17-11-29-13-28-9-2-3-3-2-2-3,5.0
23,3,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-29-13-28-10-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-15-17-12-29-13-28-9-2-5-3-3-2-3,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20.0-14.0-17.0-12.0-29.0-13.0-28.0-10-2-4-3-2-2-3,6.0
24,3,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-29-13-28-10-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-15-17-12-29-13-28-9-2-5-3-3-2-3,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-29-13-28-10-2-4-2-3-2-3,7.0
25,3,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-29-13-28-10-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-15-17-12-29-13-28-9-2-5-3-3-2-3,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-15-17-12-29-13-28-9-2-6-2-3-2-3,8.0
26,3,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-29-13-28-10-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-15-17-12-29-13-28-9-2-5-3-3-2-3,0.63-0.03-0.53-0.79-0.27-0.16-0.46-20-15-17-12-29-13-28-9-2-5-2-2-2-3,9.0
27,4,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-29-13-28-10-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-19-13-20-15-28-14-28-9-2-4-3-2-2-3,0.63-0.07-0.08-0.22-0.86-0.25-0.81-19-13-17-12-28-13-28-8-2-4-2-2-2-2,1.0
28,4,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-29-13-28-10-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-19-13-20-15-28-14-28-9-2-4-3-2-2-3,0.63-0.07-0.08-0.22-0.86-0.25-0.81-19-14-20-12-28-14-28-10-2-5-2-2-2-3,2.0
29,4,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-29-13-28-10-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-19-13-20-15-28-14-28-9-2-4-3-2-2-3,0.63-0.07-0.08-0.22-0.86-0.25-0.81-19-16-19-18-27-13-29-10-2-4-3-2-2-2,3.0
30,4,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-29-13-28-10-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-19-13-20-15-28-14-28-9-2-4-3-2-2-3,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-20-12-29-13-28-9-2-4-2-2-2-3,4.0
31,4,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-29-13-28-10-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-19-13-20-15-28-14-28-9-2-4-3-2-2-3,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-20-15-28-14-28-10-2-4-2-3-3-2,5.0
32,4,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-29-13-28-10-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-19-13-20-15-28-14-28-9-2-4-3-2-2-3,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-21-15-28-13-28-9-2-4-2-2-2-2,6.0
33,4,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-29-13-28-10-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-19-13-20-15-28-14-28-9-2-4-3-2-2-3,0.63-0.07-0.08-0.22-0.86-0.25-0.81-19-13-18-15-28-13-28-10-2-4-2-2-2-3,7.0
34,4,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-29-13-28-10-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-19-13-20-15-28-14-28-9-2-4-3-2-2-3,0.63-0.07-0.08-0.22-0.86-0.25-0.81-21-13-17-15-28-14-28-10-2-4-2-2-2-2,8.0
35,4,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-29-13-28-10-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-19-13-20-15-28-14-28-9-2-4-3-2-2-3,0.63-0.07-0.08-0.22-0.86-0.25-0.81-21-13-17-12-28-13-28-9-2-4-2-2-2-2,9.0
36,5,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-21-15-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-19-13-17-12-28-13-28-8-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-17-12-28-13-28-9-2-4-2-2-2-2,1.0
37,5,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-21-15-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-19-13-17-12-28-13-28-8-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-19.0-13.0-17.0-15.0-28.0-13.0-28.0-8-2-4-2-2-2-2,2.0
38,5,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-21-15-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-19-13-17-12-28-13-28-8-2-4-2-2-2-2,0.81-0.62-0.89-0.05-0.21-0.17-0.67-19-13-17-15-28-13-28-8-2-4-2-2-2-2,3.0
39,5,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-21-15-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-19-13-17-12-28-13-28-8-2-4-2-2-2-2,0.0-0.98-0.09-0.12-0.78-0.72-0.03-19-13-17-12-28-13-28-9-2-4-2-2-2-2,4.0
40,5,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-21-15-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-19-13-17-12-28-13-28-8-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-19-13-17-15-27-13-28-9-2-4-3-2-2-2,5.0
41,5,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-21-15-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-19-13-17-12-28-13-28-8-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-16-21-16-29-14-27-8-2-4-2-2-2-2,6.0
42,5,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-21-15-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-19-13-17-12-28-13-28-8-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-18-13-17-12-28-13-28-9-2-5-2-2-2-2,7.0
43,5,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-21-15-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-19-13-17-12-28-13-28-8-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-19-13-17-12-28-13-28-8-2-4-3-2-2-3,8.0
44,5,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-21-15-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-19-13-17-12-28-13-28-8-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-17-15-29-13-28-8-2-4-2-2-2-2,9.0
45,6,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-21-15-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-17-12-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-17-15-27-13-28-9-2-4-3-2-2-2,1.0
46,6,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-21-15-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-17-12-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-17-15-28-13-28-9-3-5-2-2-3-2,2.0
47,6,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-21-15-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-17-12-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-21-13-17-15-28-13-28-9-2-4-2-2-2-2,3.0
48,6,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-21-15-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-17-12-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-17-12-28-13-28-9-2-4-2-2-2-2,4.0
49,6,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-21-15-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-17-12-28-13-28-9-2-4-2-2-2-2,0.18-0.39-0.17-0.72-0.93-0.65-0.62-20-13-21-12-28-13-28-9-2-4-2-2-2-2,5.0
50,6,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-21-15-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-17-12-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-23-13-19-11-29-13-29-9-2-4-2-2-2-2,6.0
51,6,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-21-15-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-17-12-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-21-13-16-15-29-16-27-9-2-4-2-2-2-2,7.0
52,6,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-21-15-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-17-12-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-17-12-29-13-28-9-2-4-2-2-2-2,8.0
53,6,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-21-15-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-17-12-28-13-28-9-2-4-2-2-2-2,0.1-0.07-0.05-0.58-0.88-0.63-0.01-20-13-17-15-28-13-28-9-2-4-2-2-2-2,9.0
54,7,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-21-15-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-29-13-28-10-3-4-2-3-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-17-12-29-13-28-10-3-4-2-3-2-2,1.0
55,7,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-21-15-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-29-13-28-10-3-4-2-3-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-17-15-29-14-28-10-2-4-2-2-2-2,2.0
56,7,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-21-15-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-29-13-28-10-3-4-2-3-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-19-13-23-14-30-15-27-9-2-4-2-2-2-2,3.0
57,7,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-21-15-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-29-13-28-10-3-4-2-3-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-21-13-17-12-29-13-28-9-3-4-2-3-2-2,4.0
58,7,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-21-15-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-29-13-28-10-3-4-2-3-2-2,0.09-0.54-0.26-0.66-0.83-0.73-0.07-20-14-21-12-29-13-28-9-3-4-2-2-2-2,5.0
59,7,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-21-15-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-29-13-28-10-3-4-2-3-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-15-29-13-28-9-2-4-3-2-2-2,6.0
60,7,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-21-15-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-29-13-28-10-3-4-2-3-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-21-15-28-13-28-9-2-4-2-3-2-2,7.0
61,7,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-21-15-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-29-13-28-10-3-4-2-3-2-2,0.71-0.91-0.85-0.03-0.25-0.75-0.47-20-14-17-12-29-13-28-10-2-4-2-2-2-2,8.0
62,7,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-21-15-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-17-12-29-13-28-10-3-4-2-3-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-19-14-17-15-29-13-28-9-2-4-2-2-2-2,9.0
63,8,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-20-15-28-14-28-10-2-4-2-3-3-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-21-15-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-20-15-28-14-28-9-2-4-2-2-2-2,1.0
64,8,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-20-15-28-14-28-10-2-4-2-3-3-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-21-15-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-19-16-19-14-30-14-28-9-2-4-2-3-2-2,2.0
65,8,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-20-15-28-14-28-10-2-4-2-3-3-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-21-15-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-21-14-20-15-28-13-28-9-2-4-2-3-2-2,3.0
66,8,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-20-15-28-14-28-10-2-4-2-3-3-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-21-15-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-21-15-28-14-28-9-2-4-2-3-2-2,4.0
67,8,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-20-15-28-14-28-10-2-4-2-3-3-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-21-15-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-20-15-28-13-28-10-2-4-3-3-2-2,5.0
68,8,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-20-15-28-14-28-10-2-4-2-3-3-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-21-15-28-13-28-9-2-4-2-2-2-2,0.9-0.55-0.92-0.07-0.24-0.17-0.21-20-14-20-15-28-13-28-10-2-4-2-3-2-2,6.0
69,8,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-20-15-28-14-28-10-2-4-2-3-3-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-21-15-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-21-15-28-13-28-9-2-4-2-2-3-2,7.0
70,8,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-20-15-28-14-28-10-2-4-2-3-3-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-21-15-28-13-28-9-2-4-2-2-2-2,0.47-0.68-0.13-0.9-0.21-0.72-0.53-20-14-20-15-28-13-28-9-2-4-2-2-2-2,8.0
71,8,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-20-15-28-14-28-10-2-4-2-3-3-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-13-21-15-28-13-28-9-2-4-2-2-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-20-15-28-13-28-9-2-4-2-2-3-2,9.0
72,9,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-20-15-28-14-28-10-2-4-2-3-3-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-21-15-28-13-28-9-2-4-2-3-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-20-14-28-14-28-10-2-4-2-3-3-2,1.0
73,9,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-20-15-28-14-28-10-2-4-2-3-3-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-21-15-28-13-28-9-2-4-2-3-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-21-15-29-14-28-9-2-4-2-3-3-2,2.0
74,9,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-20-15-28-14-28-10-2-4-2-3-3-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-21-15-28-13-28-9-2-4-2-3-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-21-15-28-14-28-10-2-4-2-3-2-2,3.0
75,9,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-20-15-28-14-28-10-2-4-2-3-3-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-21-15-28-13-28-9-2-4-2-3-2-2,0.29-0.92-0.29-0.96-0.84-0.17-0.2-20-14-20-15-28-13-28-9-2-4-2-3-2-2,4.0
76,9,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-20-15-28-14-28-10-2-4-2-3-3-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-21-15-28-13-28-9-2-4-2-3-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-22-16-22-17-27-16-30-9-2-4-2-3-3-2,5.0
77,9,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-20-15-28-14-28-10-2-4-2-3-3-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-21-15-28-13-28-9-2-4-2-3-2-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-20-15-28-15-28-10-2-4-2-4-3-2,6.0
78,9,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-20-15-28-14-28-10-2-4-2-3-3-2,0.63-0.07-0.08-0.22-0.86-0.25-0.81-20-14-21-15-28-13-28-9-2-4-2-3-2-2,0.28-0.83-0.96-0.76-0.36-0.74-0.44-20-14-21-15-28-14-28-10-2-4-2-3-2-2,7.0
