,generation,mother,father,child,child_no,mutation
179,21,0.76|0.24|0.52|0.48|10|7|5|3|3|4|3|4,0.76|0.24|0.52|0.48|9.0|6.0|3.0|3.0|2|4|4|4,0.76|0.24|0.52|0.48|9.0|6.0|5.0|3.0|3|5|4|4,9.0,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
180,22,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|3|4|3|4,0.76|0.24|0.52|0.48|9.0|6.0|3.0|3.0|2|5|3|4,0.76|0.24|0.52|0.48|9.0|7.0|3.0|3.0|3|5|3|4,1.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
181,22,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|3|4|3|4,0.76|0.24|0.52|0.48|9.0|6.0|3.0|3.0|2|5|3|4,0.76|0.24|0.52|0.48|9.0|5.0|8.0|4.0|3|4|3|4,2.0,0.0|0.0|0.0|0.0|0.0|1.0|-3.0|-1.0|0.0|0.0|0.0|0.0
182,22,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|3|4|3|4,0.76|0.24|0.52|0.48|9.0|6.0|3.0|3.0|2|5|3|4,0.76|0.24|0.52|0.48|9.0|6.0|3.0|3.0|3|4|4|4,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
183,22,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|3|4|3|4,0.76|0.24|0.52|0.48|9.0|6.0|3.0|3.0|2|5|3|4,0.76|0.24|0.52|0.48|9.0|6.0|3.0|3.0|3|5|3|4,4.0,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
184,22,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|3|4|3|4,0.76|0.24|0.52|0.48|9.0|6.0|3.0|3.0|2|5|3|4,0.76|0.24|0.52|0.48|9.0|6.0|3.0|3.0|3|3|3|4,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
185,22,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|3|4|3|4,0.76|0.24|0.52|0.48|9.0|6.0|3.0|3.0|2|5|3|4,0.21|0.6|0.43|0.2|9.0|6.0|5.0|3.0|3|4|3|4,6.0,0.55|-0.36|0.09000000000000002|0.27999999999999997|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
186,22,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|3|4|3|4,0.76|0.24|0.52|0.48|9.0|6.0|3.0|3.0|2|5|3|4,0.76|0.24|0.52|0.48|9.0|6.0|3.0|6.0|3|4|3|4,7.0,0.0|0.0|0.0|0.0|1.0|0.0|0.0|-3.0|0.0|0.0|0.0|0.0
187,22,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|3|4|3|4,0.76|0.24|0.52|0.48|9.0|6.0|3.0|3.0|2|5|3|4,0.76|0.24|0.52|0.48|9.0|6.0|5.0|3.0|4|4|3|4,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
188,22,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|3|4|3|4,0.76|0.24|0.52|0.48|9.0|6.0|3.0|3.0|2|5|3|4,0.76|0.24|0.52|0.48|10.0|7.0|5.0|3.0|3|4|3|4,9.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
189,23,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|3|5|4|4,0.76|0.24|0.52|0.48|10.0|5.0|5.0|3.0|3|4|4|4,0.76|0.24|0.52|0.48|10.0|5.0|5.0|3.0|3|4|3|4,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
190,23,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|3|5|4|4,0.76|0.24|0.52|0.48|10.0|5.0|5.0|3.0|3|4|4|4,0.97|0.29|0.83|0.29|10.0|5.0|5.0|3.0|3|5|4|4,2.0,-0.20999999999999996|-0.04999999999999999|-0.30999999999999994|0.19|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
191,23,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|3|5|4|4,0.76|0.24|0.52|0.48|10.0|5.0|5.0|3.0|3|4|4|4,0.37|0.19|0.59|0.59|10.0|6.0|5.0|3.0|3|5|4|4,3.0,0.39|0.04999999999999999|-0.06999999999999995|-0.10999999999999999|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
192,23,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|3|5|4|4,0.76|0.24|0.52|0.48|10.0|5.0|5.0|3.0|3|4|4|4,0.76|0.24|0.52|0.48|10.0|5.0|4.0|3.0|3|4|5|4,4.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|-1.0|0.0
193,23,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|3|5|4|4,0.76|0.24|0.52|0.48|10.0|5.0|5.0|3.0|3|4|4|4,0.76|0.24|0.52|0.48|10.0|6.0|6.0|3.0|2|5|4|4,5.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|1.0|0.0|0.0|0.0
194,23,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|3|5|4|4,0.76|0.24|0.52|0.48|10.0|5.0|5.0|3.0|3|4|4|4,0.76|0.24|0.52|0.48|10.0|5.0|5.0|3.0|2|5|4|4,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
195,23,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|3|5|4|4,0.76|0.24|0.52|0.48|10.0|5.0|5.0|3.0|3|4|4|4,0.76|0.24|0.52|0.48|10.0|5.0|5.0|3.0|4|4|4|4,7.0,0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|-1.0|0.0|0.0|0.0
196,23,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|3|5|4|4,0.76|0.24|0.52|0.48|10.0|5.0|5.0|3.0|3|4|4|4,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|4|5|4|5,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|-1.0
197,23,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|3|5|4|4,0.76|0.24|0.52|0.48|10.0|5.0|5.0|3.0|3|4|4|4,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|3|3|4|4,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
198,24,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|4|5|4|5,0.76|0.24|0.52|0.48|10.0|5.0|4.0|3.0|3|4|5|4,0.01|1.0|0.29|0.22|10.0|6.0|5.0|3.0|4|5|5|5,1.0,0.75|-0.76|0.23000000000000004|0.26|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
199,24,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|4|5|4|5,0.76|0.24|0.52|0.48|10.0|5.0|4.0|3.0|3|4|5|4,0.76|0.24|0.52|0.48|9.0|6.0|4.0|3.0|4|5|4|5,2.0,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
200,24,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|4|5|4|5,0.76|0.24|0.52|0.48|10.0|5.0|4.0|3.0|3|4|5|4,0.86|0.83|0.4|0.36|10.0|5.0|5.0|3.0|3|4|4|5,3.0,-0.09999999999999998|-0.59|0.12|0.12|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
201,24,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|4|5|4|5,0.76|0.24|0.52|0.48|10.0|5.0|4.0|3.0|3|4|5|4,0.68|0.3|0.28|0.95|10.0|5.0|5.0|3.0|3|5|5|4,4.0,0.07999999999999996|-0.06|0.24|-0.47|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
202,24,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|4|5|4|5,0.76|0.24|0.52|0.48|10.0|5.0|4.0|3.0|3|4|5|4,0.76|0.24|0.52|0.48|10.0|5.0|4.0|3.0|3|4|4|4,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
203,24,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|4|5|4|5,0.76|0.24|0.52|0.48|10.0|5.0|4.0|3.0|3|4|5|4,0.27|0.11|0.28|0.13|10.0|6.0|5.0|3.0|3|5|5|4,6.0,0.49|0.13|0.24|0.35|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
204,24,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|4|5|4|5,0.76|0.24|0.52|0.48|10.0|5.0|4.0|3.0|3|4|5|4,0.76|0.24|0.52|0.48|10.0|5.0|4.0|3.0|5|5|5|5,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
205,24,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|4|5|4|5,0.76|0.24|0.52|0.48|10.0|5.0|4.0|3.0|3|4|5|4,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|4|5|4|4,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|0.0|0.0
206,24,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|4|5|4|5,0.76|0.24|0.52|0.48|10.0|5.0|4.0|3.0|3|4|5|4,0.43|0.33|0.83|0.47|10.0|6.0|4.0|3.0|3|5|5|5,9.0,0.33|-0.09000000000000002|-0.30999999999999994|0.010000000000000009|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
207,25,0.43|0.33|0.83|0.47|10.0|6.0|4.0|3.0|3|5|5|5,0.27|0.11|0.28|0.13|10.0|6.0|5.0|3.0|3|5|5|4,0.07|0.11|0.54|0.28|10.0|6.0|4.0|3.0|3|5|5|5,1.0,0.27999999999999997|0.11|0.010000000000000009|0.019999999999999962|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
208,25,0.43|0.33|0.83|0.47|10.0|6.0|4.0|3.0|3|5|5|5,0.27|0.11|0.28|0.13|10.0|6.0|5.0|3.0|3|5|5|4,0.35|0.22|0.55|0.3|11.0|6.0|4.0|3.0|3|5|4|4,2.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
209,25,0.43|0.33|0.83|0.47|10.0|6.0|4.0|3.0|3|5|5|5,0.27|0.11|0.28|0.13|10.0|6.0|5.0|3.0|3|5|5|4,0.35|0.22|0.55|0.3|11.0|6.0|5.0|3.0|3|5|5|4,3.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
210,25,0.43|0.33|0.83|0.47|10.0|6.0|4.0|3.0|3|5|5|5,0.27|0.11|0.28|0.13|10.0|6.0|5.0|3.0|3|5|5|4,0.03|0.27|0.53|0.32|10.0|6.0|4.0|3.0|3|5|5|5,4.0,0.31999999999999995|-0.05000000000000002|0.020000000000000018|-0.020000000000000018|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
211,25,0.43|0.33|0.83|0.47|10.0|6.0|4.0|3.0|3|5|5|5,0.27|0.11|0.28|0.13|10.0|6.0|5.0|3.0|3|5|5|4,0.35|0.22|0.55|0.3|10.0|6.0|5.0|3.0|3|5|5|5,5.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
212,25,0.43|0.33|0.83|0.47|10.0|6.0|4.0|3.0|3|5|5|5,0.27|0.11|0.28|0.13|10.0|6.0|5.0|3.0|3|5|5|4,0.35|0.22|0.55|0.3|10.0|7.0|5.0|2.0|3|5|5|5,6.0,0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|1.0|0.0|0.0|0.0|0.0
213,25,0.43|0.33|0.83|0.47|10.0|6.0|4.0|3.0|3|5|5|5,0.27|0.11|0.28|0.13|10.0|6.0|5.0|3.0|3|5|5|4,0.35|0.22|0.55|0.3|11.0|6.0|7.0|2.0|3|5|5|5,7.0,0.0|0.0|0.0|0.0|-1.0|0.0|-2.0|1.0|0.0|0.0|0.0|0.0
214,25,0.43|0.33|0.83|0.47|10.0|6.0|4.0|3.0|3|5|5|5,0.27|0.11|0.28|0.13|10.0|6.0|5.0|3.0|3|5|5|4,0.35|0.22|0.55|0.3|11.0|6.0|5.0|3.0|4|5|5|4,8.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
215,25,0.43|0.33|0.83|0.47|10.0|6.0|4.0|3.0|3|5|5|5,0.27|0.11|0.28|0.13|10.0|6.0|5.0|3.0|3|5|5|4,0.35|0.22|0.55|0.3|11.0|6.0|4.0|6.0|3|5|5|5,9.0,0.0|0.0|0.0|0.0|-1.0|0.0|1.0|-3.0|0.0|0.0|0.0|0.0
216,26,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|4|5|4|5,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|4|5|4|4,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|4|4|4|4,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
217,26,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|4|5|4|5,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|4|5|4|4,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|4|5|5|4,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
218,26,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|4|5|4|5,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|4|5|4|4,0.0|0.66|0.94|0.91|10.0|6.0|5.0|3.0|4|5|4|5,3.0,0.76|-0.42000000000000004|-0.41999999999999993|-0.43000000000000005|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
219,26,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|4|5|4|5,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|4|5|4|4,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|4|4|4|5,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
220,26,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|4|5|4|5,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|4|5|4|4,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|4|5|5|5,5.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|-1.0|0.0
221,26,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|4|5|4|5,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|4|5|4|4,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|4|5|4|5,6.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
222,26,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|4|5|4|5,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|4|5|4|4,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|4|6|4|4,7.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|-1.0|0.0|0.0
223,26,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|4|5|4|5,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|4|5|4|4,0.76|0.24|0.52|0.48|10.0|5.0|5.0|3.0|4|5|5|5,8.0,0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|-1.0|0.0
224,26,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|4|5|4|5,0.76|0.24|0.52|0.48|10.0|6.0|5.0|3.0|4|5|4|4,0.76|0.24|0.52|0.48|10.0|6.0|6.0|3.0|4|5|4|5,9.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
225,27,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|4|6|4|4,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|4|5|4|5,0.76|0.24|0.52|0.48|11.0|6.0|4.0|3.0|4|6|4|4,1.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
226,27,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|4|6|4|4,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|4|5|4|5,0.63|0.33|0.04|0.09|10.0|6.0|4.0|3.0|4|6|4|4,2.0,0.13|-0.09000000000000002|0.48000000000000004|0.39|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
227,27,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|4|6|4|4,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|4|5|4|5,0.76|0.24|0.52|0.48|10.0|5.0|4.0|3.0|4|5|5|5,3.0,0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|-1.0|0.0
228,27,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|4|6|4|4,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|4|5|4|5,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|4|4|4|4,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
229,27,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|4|6|4|4,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|4|5|4|5,0.46|0.15|0.41|0.29|10.0|6.0|4.0|3.0|4|5|4|5,5.0,0.3|0.09|0.11000000000000004|0.19|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
230,27,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|4|6|4|4,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|4|5|4|5,0.76|0.24|0.52|0.48|10.0|6.0|3.0|3.0|4|6|4|4,6.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
231,27,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|4|6|4|4,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|4|5|4|5,0.24|0.27|0.99|0.35|10.0|6.0|4.0|3.0|4|6|4|4,7.0,0.52|-0.030000000000000027|-0.47|0.13|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
232,27,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|4|6|4|4,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|4|5|4|5,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|4|6|3|4,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|1.0|1.0
233,27,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|4|6|4|4,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|4|5|4|5,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|3|5|4|5,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
234,28,0.76|0.24|0.52|0.48|10.0|6.0|3.0|3.0|4|6|4|4,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|4|5|5|5,0.76|0.24|0.52|0.48|10.0|6.0|3.0|3.0|4|4|4|4,1.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0
235,28,0.76|0.24|0.52|0.48|10.0|6.0|3.0|3.0|4|6|4|4,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|4|5|5|5,0.76|0.24|0.52|0.48|10.0|7.0|4.0|3.0|4|6|4|5,2.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|1.0|0.0
236,28,0.76|0.24|0.52|0.48|10.0|6.0|3.0|3.0|4|6|4|4,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|4|5|5|5,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|4|6|5|4,3.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
237,28,0.76|0.24|0.52|0.48|10.0|6.0|3.0|3.0|4|6|4|4,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|4|5|5|5,0.76|0.24|0.52|0.48|12.0|5.0|6.0|5.0|4|5|5|4,4.0,0.0|0.0|0.0|0.0|-2.0|1.0|-3.0|-2.0|0.0|0.0|0.0|0.0
238,28,0.76|0.24|0.52|0.48|10.0|6.0|3.0|3.0|4|6|4|4,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|4|5|5|5,0.76|0.24|0.52|0.48|10.0|6.0|3.0|3.0|3|6|5|4,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
239,28,0.76|0.24|0.52|0.48|10.0|6.0|3.0|3.0|4|6|4|4,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|4|5|5|5,0.76|0.24|0.52|0.48|10.0|6.0|3.0|3.0|5|6|4|4,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
240,28,0.76|0.24|0.52|0.48|10.0|6.0|3.0|3.0|4|6|4|4,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|4|5|5|5,0.9|0.93|0.45|0.45|10.0|6.0|3.0|3.0|4|6|4|5,7.0,-0.14|-0.6900000000000001|0.07|0.02999999999999997|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
241,28,0.76|0.24|0.52|0.48|10.0|6.0|3.0|3.0|4|6|4|4,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|4|5|5|5,0.76|0.24|0.52|0.48|9.0|5.0|6.0|4.0|4|6|5|5,8.0,0.0|0.0|0.0|0.0|1.0|1.0|-2.0|-1.0|0.0|0.0|0.0|0.0
242,28,0.76|0.24|0.52|0.48|10.0|6.0|3.0|3.0|4|6|4|4,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|4|5|5|5,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|5|5|4|5,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
243,29,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|5|5|4|5,0.9|0.93|0.45|0.45|10.0|6.0|3.0|3.0|4|6|4|5,0.43|0.8|0.92|0.85|10.0|6.0|3.0|3.0|4|6|4|5,1.0,0.39999999999999997|-0.22000000000000008|-0.44000000000000006|-0.38999999999999996|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
244,29,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|5|5|4|5,0.9|0.93|0.45|0.45|10.0|6.0|3.0|3.0|4|6|4|5,0.83|0.58|0.48|0.46|10.0|6.0|4.0|3.0|6|5|4|5,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
245,29,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|5|5|4|5,0.9|0.93|0.45|0.45|10.0|6.0|3.0|3.0|4|6|4|5,0.83|0.58|0.48|0.46|10.0|6.0|3.0|3.0|4|5|4|5,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
246,29,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|5|5|4|5,0.9|0.93|0.45|0.45|10.0|6.0|3.0|3.0|4|6|4|5,0.83|0.58|0.48|0.46|10.0|5.0|4.0|3.0|4|5|4|5,4.0,0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
247,29,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|5|5|4|5,0.9|0.93|0.45|0.45|10.0|6.0|3.0|3.0|4|6|4|5,0.86|0.68|0.9|0.61|10.0|6.0|4.0|3.0|4|6|4|5,5.0,-0.030000000000000027|-0.10000000000000009|-0.42000000000000004|-0.14999999999999997|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
248,29,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|5|5|4|5,0.9|0.93|0.45|0.45|10.0|6.0|3.0|3.0|4|6|4|5,0.93|0.94|0.74|0.75|10.0|6.0|3.0|3.0|5|5|4|5,6.0,-0.10000000000000009|-0.36|-0.26|-0.29|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
249,29,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|5|5|4|5,0.9|0.93|0.45|0.45|10.0|6.0|3.0|3.0|4|6|4|5,0.44|0.97|0.82|0.41|10.0|6.0|3.0|3.0|5|5|4|5,7.0,0.38999999999999996|-0.39|-0.33999999999999997|0.050000000000000044|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
250,29,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|5|5|4|5,0.9|0.93|0.45|0.45|10.0|6.0|3.0|3.0|4|6|4|5,0.83|0.58|0.48|0.46|10.0|6.0|4.0|3.0|3|5|4|5,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
251,29,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|5|5|4|5,0.9|0.93|0.45|0.45|10.0|6.0|3.0|3.0|4|6|4|5,0.83|0.58|0.48|0.46|10.0|6.0|3.0|3.0|3|5|5|4,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|-1.0|1.0
252,30,0.93|0.94|0.74|0.75|10.0|6.0|3.0|3.0|5|5|4|5,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|5|5|4|5,0.84|0.59|0.63|0.62|9.0|6.0|4.0|3.0|5|5|3|5,1.0,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
253,30,0.93|0.94|0.74|0.75|10.0|6.0|3.0|3.0|5|5|4|5,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|5|5|4|5,0.84|0.59|0.63|0.62|10.0|6.0|4.0|3.0|5|5|5|5,2.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|-1.0|0.0
254,30,0.93|0.94|0.74|0.75|10.0|6.0|3.0|3.0|5|5|4|5,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|5|5|4|5,0.84|0.59|0.63|0.62|10.0|6.0|3.0|3.0|5|5|3|5,3.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0
255,30,0.93|0.94|0.74|0.75|10.0|6.0|3.0|3.0|5|5|4|5,0.76|0.24|0.52|0.48|10.0|6.0|4.0|3.0|5|5|4|5,0.64|0.31|0.47|0.39|10.0|6.0|3.0|3.0|5|5|4|5,4.0,0.19999999999999996|0.27999999999999997|0.16000000000000003|0.22999999999999998|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
