,generation,mother,father,child,child_no,mutation
0,6,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|2|4|5|4|6|6|3|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|2|4|5|4|6|6|3|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|21|11|2|4|5|4|5|6|3|2,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
1,6,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|2|4|5|4|6|6|3|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|2|4|5|4|6|6|3|2,0.64|0.46|0.84|0.19|0.27|0.13|0.52|0.93|23|16|21|22|14|27|20|11|2|4|5|4|6|6|3|2,2.0,-0.43000000000000005|0.51|-0.45999999999999996|0.69|0.57|0.38|-0.19|-0.20000000000000007|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2,6,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|2|4|5|4|6|6|3|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|2|4|5|4|6|6|3|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|2|4|6|4|6|6|4|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|-1.0|0.0
3,6,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|2|4|5|4|6|6|3|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|2|4|5|4|6|6|3|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|3|4|5|4|6|6|3|2,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
4,6,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|2|4|5|4|6|6|3|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|2|4|5|4|6|6|3|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|17|21|22|14|27|20|11|2|4|5|4|6|6|3|2,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
5,6,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|2|4|5|4|6|6|3|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|2|4|5|4|6|6|3|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|2|4|4|4|7|6|2|2,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|-1.0|0.0|1.0|0.0
6,6,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|2|4|5|4|6|6|3|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|2|4|5|4|6|6|3|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|15|27|20|11|2|4|5|4|6|6|2|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
7,6,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|2|4|5|4|6|6|3|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|2|4|5|4|6|6|3|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|21|11|2|4|5|4|6|6|3|2,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
8,6,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|2|4|5|4|6|6|3|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|2|4|5|4|6|6|3|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|2|4|5|4|6|6|4|2,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
9,7,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|2|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|17|21|22|14|27|20|11|2|4|5|4|6|6|3|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|17|21|22|14|27|19|11|2|4|5|4|6|6|3|2,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
10,7,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|2|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|17|21|22|14|27|20|11|2|4|5|4|6|6|3|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|26|20|11|2|5|5|4|6|6|3|2,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
11,7,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|2|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|17|21|22|14|27|20|11|2|4|5|4|6|6|3|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|19|11|2|4|5|4|6|6|4|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
12,7,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|2|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|17|21|22|14|27|20|11|2|4|5|4|6|6|3|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|26|16|24|24|13|28|19|12|2|4|5|4|6|6|4|2,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|1.0|-3.0|-2.0|1.0|-1.0|1.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
13,7,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|2|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|17|21|22|14|27|20|11|2|4|5|4|6|6|3|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|2|4|5|4|6|7|4|2,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
14,7,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|2|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|17|21|22|14|27|20|11|2|4|5|4|6|6|3|2,0.4|0.08|0.7|0.77|0.0|0.66|0.81|0.18|23|17|21|22|14|27|20|11|2|4|5|4|6|6|4|2,6.0,-0.19000000000000003|0.89|-0.31999999999999995|0.10999999999999999|0.84|-0.15000000000000002|-0.48000000000000004|0.55|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
15,7,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|2|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|17|21|22|14|27|20|11|2|4|5|4|6|6|3|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|17|21|22|14|27|20|11|2|4|5|4|5|6|3|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
16,7,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|2|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|17|21|22|14|27|20|11|2|4|5|4|6|6|3|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|3|4|5|4|6|6|4|2,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
17,7,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|2|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|17|21|22|14|27|20|11|2|4|5|4|6|6|3|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|17|21|22|13|27|20|11|2|4|5|4|6|6|5|2,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
18,8,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|3|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|3|4|5|4|6|6|3|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|2|4|5|4|6|6|4|2,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
19,8,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|3|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|3|4|5|4|6|6|3|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|19|11|3|4|5|4|6|6|4|2,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
20,8,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|3|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|3|4|5|4|6|6|3|2,0.67|0.54|0.76|0.84|0.4|0.32|0.28|0.92|23|16|21|22|14|27|20|11|3|4|5|4|6|6|4|2,3.0,-0.4600000000000001|0.42999999999999994|-0.38|0.040000000000000036|0.43999999999999995|0.19|0.04999999999999999|-0.19000000000000006|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
21,8,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|3|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|3|4|5|4|6|6|3|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|22|16|21|25|16|28|21|12|3|4|5|4|6|6|4|2,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|-3.0|-2.0|-1.0|-1.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
22,8,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|3|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|3|4|5|4|6|6|3|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|24|16|21|22|14|27|20|11|3|4|5|4|6|6|3|2,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
23,8,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|3|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|3|4|5|4|6|6|3|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|4|4|5|4|6|6|4|2,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
24,8,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|3|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|3|4|5|4|6|6|3|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|21|14|27|20|11|3|4|5|4|6|6|3|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
25,8,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|3|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|3|4|5|4|6|6|3|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|3|4|4|4|6|6|4|2,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
26,8,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|3|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|3|4|5|4|6|6|3|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|3|4|4|4|6|6|4|2,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
27,9,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|19|11|3|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|3|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|19|11|3|3|5|4|6|6|4|2,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
28,9,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|19|11|3|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|3|4|5|4|6|6|4|2,0.33|0.86|0.1|0.49|0.17|0.91|0.14|0.03|23|16|21|22|14|27|19|11|3|4|5|4|6|6|4|2,2.0,-0.12000000000000002|0.10999999999999999|0.28|0.39|0.6699999999999999|-0.4|0.19|0.7|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
29,9,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|19|11|3|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|3|4|5|4|6|6|4|2,0.16|0.28|0.9|0.69|0.13|0.1|0.43|0.5|23|16|21|22|14|27|20|11|3|4|5|4|6|6|4|2,3.0,0.04999999999999999|0.69|-0.52|0.19000000000000006|0.71|0.41000000000000003|-0.09999999999999998|0.22999999999999998|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
30,9,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|19|11|3|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|3|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|20|22|14|27|20|11|3|4|5|4|6|7|4|2,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
31,9,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|19|11|3|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|3|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|18|20|21|13|29|20|11|3|4|5|4|6|6|4|2,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|1.0|1.0|1.0|-2.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
32,9,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|19|11|3|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|3|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|25|16|21|25|13|27|19|12|3|4|5|4|6|6|4|2,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|0.0|-3.0|1.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
33,9,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|19|11|3|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|3|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|22|16|21|22|14|27|20|11|3|4|5|4|6|6|4|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
34,9,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|19|11|3|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|3|4|5|4|6|6|4|2,0.15|0.26|0.4|0.78|0.49|0.12|0.42|0.03|23|16|21|22|14|27|19|11|3|4|5|4|6|6|4|2,8.0,0.06|0.71|-0.020000000000000018|0.09999999999999998|0.35|0.39|-0.08999999999999997|0.7|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
35,9,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|19|11|3|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|3|4|5|4|6|6|4|2,0.37|0.28|0.76|0.39|0.83|0.43|0.04|0.91|23|16|21|22|14|27|20|11|3|4|5|4|6|6|4|2,9.0,-0.16|0.69|-0.38|0.49|0.010000000000000009|0.08000000000000002|0.29000000000000004|-0.18000000000000005|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
36,10,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|4|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|19|11|3|4|5|4|6|6|4|2,0.59|0.57|0.19|0.7|0.63|0.95|0.89|0.87|23|16|21|22|14|27|20|11|3|4|5|4|6|6|4|2,1.0,-0.38|0.4|0.19|0.18000000000000005|0.20999999999999996|-0.43999999999999995|-0.56|-0.14|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
37,10,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|4|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|19|11|3|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|4|3|5|4|6|6|4|2,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
38,10,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|4|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|19|11|3|4|5|4|6|6|4|2,0.78|0.54|0.28|0.25|0.78|0.51|0.37|0.38|23|16|21|22|14|27|20|11|4|4|5|4|6|6|4|2,3.0,-0.5700000000000001|0.42999999999999994|0.09999999999999998|0.63|0.05999999999999994|0.0|-0.03999999999999998|0.35|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
39,10,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|4|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|19|11|3|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|4|4|5|4|6|6|3|2,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
40,10,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|4|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|19|11|3|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|19|11|3|4|5|4|6|6|4|2,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
41,10,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|4|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|19|11|3|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|26|19|21|23|14|26|20|12|4|4|5|4|6|6|4|2,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|-3.0|0.0|-1.0|0.0|1.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
42,10,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|4|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|19|11|3|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|19|11|4|4|4|4|6|6|4|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
43,10,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|4|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|19|11|3|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|3|4|5|4|6|6|4|2,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
44,10,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|4|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|19|11|3|4|5|4|6|6|4|2,0.21|0.97|0.38|0.88|0.84|0.51|0.33|0.73|23|16|21|22|14|27|20|11|2|4|5|5|6|5|3|2,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|-1.0|0.0|1.0|1.0|0.0
45,11,0.78|0.54|0.28|0.25|0.78|0.51|0.37|0.38|23|16|21|22|14|27|20|11|4|4|5|4|6|6|4|2,0.33|0.86|0.1|0.49|0.17|0.91|0.14|0.03|23|16|21|22|14|27|19|11|3|4|5|4|6|6|4|2,0.62|0.83|0.81|0.56|0.83|0.25|0.62|0.05|23|16|21|22|14|27|19|11|4|4|5|4|6|6|4|2,1.0,-0.05999999999999994|-0.13|-0.6200000000000001|-0.19000000000000006|-0.35|0.45999999999999996|-0.36|0.15000000000000002|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
