,generation,mother,father,child,child_no
17,2,0.46-0.03-0.44-0.54-0.05-0.71-0.99-0.14-20-4-4-15-8-17-19-12-4-9-5-2-4-6-4-5,0.71-0.28-0.27-0.49-0.32-0.94-0.63-0.25-8-14-4-3-27-13-10-20-2-2-5-7-6-9-5-3,0.58-0.16-0.36-0.52-0.18-0.82-0.81-0.2-8-4-4-15-27-17-10-20-3-9-5-2-4-9-5-3,9.0
18,3,0.58-0.16-0.36-0.52-0.18-0.82-0.81-0.2-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-2-5-2-3-6-5-3,0.46-0.03-0.44-0.54-0.05-0.71-0.99-0.14-20-4-4-15-8-17-19-12-4-9-5-2-4-6-4-5,0.52-0.1-0.4-0.53-0.12-0.76-0.9-0.17-20.0-4.0-4.0-14.0-8.0-13.0-10.0-12.0-4-9-5-2-4-6-4-5,1.0
19,3,0.58-0.16-0.36-0.52-0.18-0.82-0.81-0.2-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-2-5-2-3-6-5-3,0.46-0.03-0.44-0.54-0.05-0.71-0.99-0.14-20-4-4-15-8-17-19-12-4-9-5-2-4-6-4-5,0.47-0.58-0.24-0.67-0.39-0.8-0.37-0.55-20.0-4.0-4.0-15.0-8.0-17.0-19.0-12.0-4-9-5-2-4-6-4-5,2.0
20,3,0.58-0.16-0.36-0.52-0.18-0.82-0.81-0.2-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-2-5-2-3-6-5-3,0.46-0.03-0.44-0.54-0.05-0.71-0.99-0.14-20-4-4-15-8-17-19-12-4-9-5-2-4-6-4-5,0.52-0.1-0.4-0.53-0.12-0.76-0.9-0.17-8.0-4.0-4.0-15.0-8.0-17.0-10.0-12.0-5-9-5-2-3-6-4-5,3.0
21,3,0.58-0.16-0.36-0.52-0.18-0.82-0.81-0.2-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-2-5-2-3-6-5-3,0.46-0.03-0.44-0.54-0.05-0.71-0.99-0.14-20-4-4-15-8-17-19-12-4-9-5-2-4-6-4-5,0.52-0.1-0.4-0.53-0.12-0.76-0.9-0.17-20.0-4.0-4.0-15.0-8.0-13.0-19.0-12.0-4-2-4-3-3-7-3-2,4.0
22,3,0.58-0.16-0.36-0.52-0.18-0.82-0.81-0.2-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-2-5-2-3-6-5-3,0.46-0.03-0.44-0.54-0.05-0.71-0.99-0.14-20-4-4-15-8-17-19-12-4-9-5-2-4-6-4-5,0.52-0.1-0.4-0.53-0.12-0.76-0.9-0.17-19.0-4.0-4.0-15.0-8.0-17.0-10.0-12.0-4-9-5-3-3-6-5-5,5.0
23,3,0.58-0.16-0.36-0.52-0.18-0.82-0.81-0.2-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-2-5-2-3-6-5-3,0.46-0.03-0.44-0.54-0.05-0.71-0.99-0.14-20-4-4-15-8-17-19-12-4-9-5-2-4-6-4-5,0.66-0.98-0.7-0.99-0.57-0.86-0.64-0.48-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-5-2-4-6-5-5,6.0
24,3,0.58-0.16-0.36-0.52-0.18-0.82-0.81-0.2-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-2-5-2-3-6-5-3,0.46-0.03-0.44-0.54-0.05-0.71-0.99-0.14-20-4-4-15-8-17-19-12-4-9-5-2-4-6-4-5,0.52-0.1-0.4-0.53-0.12-0.76-0.9-0.17-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-5-2-3-6-5-5,7.0
25,3,0.58-0.16-0.36-0.52-0.18-0.82-0.81-0.2-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-2-5-2-3-6-5-3,0.46-0.03-0.44-0.54-0.05-0.71-0.99-0.14-20-4-4-15-8-17-19-12-4-9-5-2-4-6-4-5,0.52-0.1-0.4-0.53-0.12-0.76-0.9-0.17-8.0-4.0-4.0-15.0-8.0-13.0-19.0-12.0-4-3-5-2-3-6-5-5,8.0
26,3,0.58-0.16-0.36-0.52-0.18-0.82-0.81-0.2-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-2-5-2-3-6-5-3,0.46-0.03-0.44-0.54-0.05-0.71-0.99-0.14-20-4-4-15-8-17-19-12-4-9-5-2-4-6-4-5,0.52-0.1-0.4-0.53-0.12-0.76-0.9-0.17-8.0-4.0-4.0-15.0-8.0-17.0-19.0-12.0-5-10-4-2-3-5-5-4,9.0
27,4,0.66-0.98-0.7-0.99-0.57-0.86-0.64-0.48-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-5-2-4-6-5-5,0.52-0.1-0.4-0.53-0.12-0.76-0.9-0.17-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-5-2-3-6-5-5,0.59-0.54-0.55-0.76-0.34-0.81-0.77-0.32-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-5-2-3-6-5-5,1.0
28,4,0.66-0.98-0.7-0.99-0.57-0.86-0.64-0.48-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-5-2-4-6-5-5,0.52-0.1-0.4-0.53-0.12-0.76-0.9-0.17-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-5-2-3-6-5-5,0.59-0.54-0.55-0.76-0.34-0.81-0.77-0.32-9.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-6-2-3-6-5-5,2.0
29,4,0.66-0.98-0.7-0.99-0.57-0.86-0.64-0.48-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-5-2-4-6-5-5,0.52-0.1-0.4-0.53-0.12-0.76-0.9-0.17-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-5-2-3-6-5-5,0.59-0.54-0.55-0.76-0.34-0.81-0.77-0.32-8.0-4.0-4.0-15.0-9.0-13.0-10.0-12.0-4-9-5-2-4-7-5-5,3.0
30,4,0.66-0.98-0.7-0.99-0.57-0.86-0.64-0.48-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-5-2-4-6-5-5,0.52-0.1-0.4-0.53-0.12-0.76-0.9-0.17-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-5-2-3-6-5-5,0.94-0.78-0.03-0.24-0.53-0.64-0.64-0.25-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-5-2-3-6-5-5,4.0
31,4,0.66-0.98-0.7-0.99-0.57-0.86-0.64-0.48-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-5-2-4-6-5-5,0.52-0.1-0.4-0.53-0.12-0.76-0.9-0.17-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-5-2-3-6-5-5,0.59-0.54-0.55-0.76-0.34-0.81-0.77-0.32-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-4-2-2-6-6-4,5.0
32,4,0.66-0.98-0.7-0.99-0.57-0.86-0.64-0.48-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-5-2-4-6-5-5,0.52-0.1-0.4-0.53-0.12-0.76-0.9-0.17-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-5-2-3-6-5-5,0.59-0.54-0.55-0.76-0.34-0.81-0.77-0.32-7.0-4.0-4.0-17.0-10.0-14.0-11.0-12.0-4-9-5-2-3-6-5-5,6.0
33,4,0.66-0.98-0.7-0.99-0.57-0.86-0.64-0.48-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-5-2-4-6-5-5,0.52-0.1-0.4-0.53-0.12-0.76-0.9-0.17-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-5-2-3-6-5-5,0.39-0.34-0.25-0.25-0.75-0.93-0.6-0.74-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-5-2-3-6-5-5,7.0
34,4,0.66-0.98-0.7-0.99-0.57-0.86-0.64-0.48-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-5-2-4-6-5-5,0.52-0.1-0.4-0.53-0.12-0.76-0.9-0.17-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-5-2-3-6-5-5,0.43-0.6-0.16-0.35-0.21-0.38-0.54-0.17-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-5-2-3-6-5-5,8.0
35,4,0.66-0.98-0.7-0.99-0.57-0.86-0.64-0.48-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-5-2-4-6-5-5,0.52-0.1-0.4-0.53-0.12-0.76-0.9-0.17-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-5-2-3-6-5-5,0.59-0.54-0.55-0.76-0.34-0.81-0.77-0.32-7.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-4-2-3-6-5-5,9.0
36,5,0.52-0.1-0.4-0.53-0.12-0.76-0.9-0.17-8.0-4.0-4.0-15.0-8.0-17.0-10.0-12.0-5-9-5-2-3-6-4-5,0.59-0.54-0.55-0.76-0.34-0.81-0.77-0.32-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-5-2-3-6-5-5,0.55-0.32-0.48-0.64-0.23-0.78-0.84-0.24-8.0-5.0-4.0-15.0-8.0-17.0-10.0-12.0-5-9-5-2-3-6-4-5,1.0
37,5,0.52-0.1-0.4-0.53-0.12-0.76-0.9-0.17-8.0-4.0-4.0-15.0-8.0-17.0-10.0-12.0-5-9-5-2-3-6-4-5,0.59-0.54-0.55-0.76-0.34-0.81-0.77-0.32-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-5-2-3-6-5-5,0.55-0.32-0.48-0.64-0.23-0.78-0.84-0.24-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-5-9-5-2-3-7-4-5,2.0
38,5,0.52-0.1-0.4-0.53-0.12-0.76-0.9-0.17-8.0-4.0-4.0-15.0-8.0-17.0-10.0-12.0-5-9-5-2-3-6-4-5,0.59-0.54-0.55-0.76-0.34-0.81-0.77-0.32-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-5-2-3-6-5-5,0.55-0.32-0.48-0.64-0.23-0.78-0.84-0.24-8.0-4.0-4.0-15.0-8.0-17.0-10.0-12.0-5-9-5-2-3-6-4-5,3.0
39,5,0.52-0.1-0.4-0.53-0.12-0.76-0.9-0.17-8.0-4.0-4.0-15.0-8.0-17.0-10.0-12.0-5-9-5-2-3-6-4-5,0.59-0.54-0.55-0.76-0.34-0.81-0.77-0.32-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-5-2-3-6-5-5,0.55-0.32-0.48-0.64-0.23-0.78-0.84-0.24-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-6-9-5-2-3-6-5-5,4.0
40,5,0.52-0.1-0.4-0.53-0.12-0.76-0.9-0.17-8.0-4.0-4.0-15.0-8.0-17.0-10.0-12.0-5-9-5-2-3-6-4-5,0.59-0.54-0.55-0.76-0.34-0.81-0.77-0.32-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-5-2-3-6-5-5,0.55-0.32-0.48-0.64-0.23-0.78-0.84-0.24-8.0-4.0-4.0-14.0-8.0-13.0-10.0-12.0-4-9-5-2-3-5-5-5,5.0
41,5,0.52-0.1-0.4-0.53-0.12-0.76-0.9-0.17-8.0-4.0-4.0-15.0-8.0-17.0-10.0-12.0-5-9-5-2-3-6-4-5,0.59-0.54-0.55-0.76-0.34-0.81-0.77-0.32-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-5-2-3-6-5-5,0.55-0.32-0.48-0.64-0.23-0.78-0.84-0.24-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-5-2-3-6-3-5,6.0
42,5,0.52-0.1-0.4-0.53-0.12-0.76-0.9-0.17-8.0-4.0-4.0-15.0-8.0-17.0-10.0-12.0-5-9-5-2-3-6-4-5,0.59-0.54-0.55-0.76-0.34-0.81-0.77-0.32-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-5-2-3-6-5-5,0.55-0.32-0.48-0.64-0.23-0.78-0.84-0.24-8.0-4.0-4.0-15.0-8.0-13.0-11.0-12.0-4-9-6-2-3-6-5-5,7.0
43,5,0.52-0.1-0.4-0.53-0.12-0.76-0.9-0.17-8.0-4.0-4.0-15.0-8.0-17.0-10.0-12.0-5-9-5-2-3-6-4-5,0.59-0.54-0.55-0.76-0.34-0.81-0.77-0.32-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-5-2-3-6-5-5,0.55-0.32-0.48-0.64-0.23-0.78-0.84-0.24-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-5-2-3-6-5-5,8.0
44,5,0.52-0.1-0.4-0.53-0.12-0.76-0.9-0.17-8.0-4.0-4.0-15.0-8.0-17.0-10.0-12.0-5-9-5-2-3-6-4-5,0.59-0.54-0.55-0.76-0.34-0.81-0.77-0.32-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-9-5-2-3-6-5-5,0.55-0.32-0.48-0.64-0.23-0.78-0.84-0.24-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-4-8-6-2-3-5-4-6,9.0
45,6,0.55-0.32-0.48-0.64-0.23-0.78-0.84-0.24-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-6-9-5-2-3-6-5-5,0.52-0.1-0.4-0.53-0.12-0.76-0.9-0.17-8.0-4.0-4.0-15.0-8.0-17.0-10.0-12.0-5-9-5-2-3-6-4-5,0.54-0.21-0.44-0.58-0.18-0.77-0.87-0.2-8.0-7.0-4.0-14.0-11.0-20.0-10.0-11.0-5-9-5-2-3-6-4-5,1.0
46,6,0.55-0.32-0.48-0.64-0.23-0.78-0.84-0.24-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-6-9-5-2-3-6-5-5,0.52-0.1-0.4-0.53-0.12-0.76-0.9-0.17-8.0-4.0-4.0-15.0-8.0-17.0-10.0-12.0-5-9-5-2-3-6-4-5,0.54-0.21-0.44-0.58-0.18-0.77-0.87-0.2-10.0-4.0-5.0-17.0-10.0-16.0-11.0-13.0-5-9-5-2-3-6-4-5,2.0
47,6,0.55-0.32-0.48-0.64-0.23-0.78-0.84-0.24-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-6-9-5-2-3-6-5-5,0.52-0.1-0.4-0.53-0.12-0.76-0.9-0.17-8.0-4.0-4.0-15.0-8.0-17.0-10.0-12.0-5-9-5-2-3-6-4-5,0.71-0.89-0.25-0.99-0.93-0.71-0.5-0.35-8.0-4.0-4.0-15.0-8.0-17.0-10.0-12.0-6-9-5-2-3-6-4-5,3.0
48,6,0.55-0.32-0.48-0.64-0.23-0.78-0.84-0.24-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-6-9-5-2-3-6-5-5,0.52-0.1-0.4-0.53-0.12-0.76-0.9-0.17-8.0-4.0-4.0-15.0-8.0-17.0-10.0-12.0-5-9-5-2-3-6-4-5,0.54-0.21-0.44-0.58-0.18-0.77-0.87-0.2-8.0-5.0-4.0-15.0-8.0-13.0-10.0-12.0-7-9-5-2-3-6-5-5,4.0
49,6,0.55-0.32-0.48-0.64-0.23-0.78-0.84-0.24-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-6-9-5-2-3-6-5-5,0.52-0.1-0.4-0.53-0.12-0.76-0.9-0.17-8.0-4.0-4.0-15.0-8.0-17.0-10.0-12.0-5-9-5-2-3-6-4-5,0.54-0.21-0.44-0.58-0.18-0.77-0.87-0.2-8.0-5.0-4.0-15.0-8.0-13.0-10.0-12.0-5-9-5-2-3-6-5-5,5.0
50,6,0.55-0.32-0.48-0.64-0.23-0.78-0.84-0.24-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-6-9-5-2-3-6-5-5,0.52-0.1-0.4-0.53-0.12-0.76-0.9-0.17-8.0-4.0-4.0-15.0-8.0-17.0-10.0-12.0-5-9-5-2-3-6-4-5,0.54-0.21-0.44-0.58-0.18-0.77-0.87-0.2-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-6-9-5-3-3-6-4-5,6.0
51,6,0.55-0.32-0.48-0.64-0.23-0.78-0.84-0.24-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-6-9-5-2-3-6-5-5,0.52-0.1-0.4-0.53-0.12-0.76-0.9-0.17-8.0-4.0-4.0-15.0-8.0-17.0-10.0-12.0-5-9-5-2-3-6-4-5,0.42-0.16-0.69-0.2-0.31-0.1-0.73-0.66-8.0-4.0-4.0-15.0-8.0-17.0-10.0-12.0-5-9-5-2-3-6-4-5,7.0
52,6,0.55-0.32-0.48-0.64-0.23-0.78-0.84-0.24-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-6-9-5-2-3-6-5-5,0.52-0.1-0.4-0.53-0.12-0.76-0.9-0.17-8.0-4.0-4.0-15.0-8.0-17.0-10.0-12.0-5-9-5-2-3-6-4-5,0.54-0.21-0.44-0.58-0.18-0.77-0.87-0.2-8.0-4.0-4.0-15.0-8.0-14.0-10.0-12.0-6-9-5-2-3-6-5-5,8.0
53,6,0.55-0.32-0.48-0.64-0.23-0.78-0.84-0.24-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-6-9-5-2-3-6-5-5,0.52-0.1-0.4-0.53-0.12-0.76-0.9-0.17-8.0-4.0-4.0-15.0-8.0-17.0-10.0-12.0-5-9-5-2-3-6-4-5,0.54-0.21-0.44-0.58-0.18-0.77-0.87-0.2-9.0-4.0-4.0-15.0-8.0-17.0-10.0-12.0-5-9-5-2-3-6-4-5,9.0
54,7,0.54-0.21-0.44-0.58-0.18-0.77-0.87-0.2-8.0-5.0-4.0-15.0-8.0-13.0-10.0-12.0-7-9-5-2-3-6-5-5,0.55-0.32-0.48-0.64-0.23-0.78-0.84-0.24-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-6-9-5-2-3-6-5-5,0.55-0.26-0.46-0.61-0.2-0.78-0.86-0.22-11.0-7.0-4.0-14.0-9.0-13.0-12.0-11.0-7-9-5-2-3-6-5-5,1.0
55,7,0.54-0.21-0.44-0.58-0.18-0.77-0.87-0.2-8.0-5.0-4.0-15.0-8.0-13.0-10.0-12.0-7-9-5-2-3-6-5-5,0.55-0.32-0.48-0.64-0.23-0.78-0.84-0.24-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-6-9-5-2-3-6-5-5,0.55-0.26-0.46-0.61-0.2-0.78-0.86-0.22-8.0-4.0-4.0-15.0-9.0-13.0-10.0-12.0-6-9-5-2-3-6-5-5,2.0
56,7,0.54-0.21-0.44-0.58-0.18-0.77-0.87-0.2-8.0-5.0-4.0-15.0-8.0-13.0-10.0-12.0-7-9-5-2-3-6-5-5,0.55-0.32-0.48-0.64-0.23-0.78-0.84-0.24-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-6-9-5-2-3-6-5-5,0.23-0.74-0.7-0.01-0.58-0.34-0.43-0.35-8.0-5.0-4.0-15.0-8.0-13.0-10.0-12.0-6-9-5-2-3-6-5-5,3.0
57,7,0.54-0.21-0.44-0.58-0.18-0.77-0.87-0.2-8.0-5.0-4.0-15.0-8.0-13.0-10.0-12.0-7-9-5-2-3-6-5-5,0.55-0.32-0.48-0.64-0.23-0.78-0.84-0.24-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-6-9-5-2-3-6-5-5,0.55-0.26-0.46-0.61-0.2-0.78-0.86-0.22-9.0-5.0-4.0-15.0-8.0-13.0-10.0-12.0-7-9-5-2-3-6-5-5,4.0
58,7,0.54-0.21-0.44-0.58-0.18-0.77-0.87-0.2-8.0-5.0-4.0-15.0-8.0-13.0-10.0-12.0-7-9-5-2-3-6-5-5,0.55-0.32-0.48-0.64-0.23-0.78-0.84-0.24-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-6-9-5-2-3-6-5-5,0.55-0.26-0.46-0.61-0.2-0.78-0.86-0.22-8.0-5.0-5.0-15.0-8.0-13.0-10.0-12.0-6-9-5-2-3-6-5-5,5.0
59,7,0.54-0.21-0.44-0.58-0.18-0.77-0.87-0.2-8.0-5.0-4.0-15.0-8.0-13.0-10.0-12.0-7-9-5-2-3-6-5-5,0.55-0.32-0.48-0.64-0.23-0.78-0.84-0.24-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-6-9-5-2-3-6-5-5,0.55-0.26-0.46-0.61-0.2-0.78-0.86-0.22-8.0-4.0-4.0-15.0-8.0-13.0-10.0-12.0-7-9-5-2-3-6-5-5,6.0
