,generation,mother,father,child,child_no,mutation
0,1,0.88|0.71|0.57|0.62|0.18|0.69|0.72|0.43|0.94|15|28|29|28|7|11|20|10|9|8|2|5|4|3|4|2|5|4,0.83|0.31|0.93|0.26|0.05|0.62|0.49|0.57|0.96|6|20|5|16|26|22|26|12|14|4|3|9|5|6|6|2|2|8,0.86|0.51|0.75|0.44|0.12|0.66|0.6|0.5|0.95|15|20|29|28|7|22|20|12|9|4|2|5|5|3|6|2|5|8,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
1,1,0.88|0.71|0.57|0.62|0.18|0.69|0.72|0.43|0.94|15|28|29|28|7|11|20|10|9|8|2|5|4|3|4|2|5|4,0.83|0.31|0.93|0.26|0.05|0.62|0.49|0.57|0.96|6|20|5|16|26|22|26|12|14|4|3|9|5|6|6|2|2|8,0.86|0.51|0.75|0.44|0.12|0.66|0.6|0.5|0.95|15|20|29|28|7|22|20|12|9|4|4|6|3|4|6|3|3|7,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|1.0|-1.0|0.0|-1.0|-1.0|1.0
2,1,0.88|0.71|0.57|0.62|0.18|0.69|0.72|0.43|0.94|15|28|29|28|7|11|20|10|9|8|2|5|4|3|4|2|5|4,0.83|0.31|0.93|0.26|0.05|0.62|0.49|0.57|0.96|6|20|5|16|26|22|26|12|14|4|3|9|5|6|6|2|2|8,0.86|0.51|0.75|0.44|0.12|0.66|0.6|0.5|0.95|7|21|30|27|7|11|27|11|12|8|3|5|4|6|6|2|5|8,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|-1.0|1.0|0.0|0.0|-1.0|1.0|-3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3,1,0.88|0.71|0.57|0.62|0.18|0.69|0.72|0.43|0.94|15|28|29|28|7|11|20|10|9|8|2|5|4|3|4|2|5|4,0.83|0.31|0.93|0.26|0.05|0.62|0.49|0.57|0.96|6|20|5|16|26|22|26|12|14|4|3|9|5|6|6|2|2|8,0.86|0.51|0.75|0.44|0.12|0.66|0.6|0.5|0.95|5.0|3.0|3.0|2.0|2.0|6.0|5.0|3.0|6.0|8|2|9|5|3|4|2|5|8,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|10.0|17.0|26.0|26.0|24.0|5.0|15.0|7.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
4,1,0.88|0.71|0.57|0.62|0.18|0.69|0.72|0.43|0.94|15|28|29|28|7|11|20|10|9|8|2|5|4|3|4|2|5|4,0.83|0.31|0.93|0.26|0.05|0.62|0.49|0.57|0.96|6|20|5|16|26|22|26|12|14|4|3|9|5|6|6|2|2|8,0.86|0.51|0.75|0.44|0.12|0.66|0.6|0.5|0.95|17|21|30|17|9|13|22|14|15|4|3|9|5|6|4|2|5|8,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|-1.0|-1.0|-1.0|-2.0|-2.0|-2.0|-2.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
5,1,0.88|0.71|0.57|0.62|0.18|0.69|0.72|0.43|0.94|15|28|29|28|7|11|20|10|9|8|2|5|4|3|4|2|5|4,0.83|0.31|0.93|0.26|0.05|0.62|0.49|0.57|0.96|6|20|5|16|26|22|26|12|14|4|3|9|5|6|6|2|2|8,0.86|0.51|0.75|0.44|0.12|0.66|0.6|0.5|0.95|6|20|5|16|7|22|26|10|14|4|3|9|4|3|4|2|2|8,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
6,1,0.88|0.71|0.57|0.62|0.18|0.69|0.72|0.43|0.94|15|28|29|28|7|11|20|10|9|8|2|5|4|3|4|2|5|4,0.83|0.31|0.93|0.26|0.05|0.62|0.49|0.57|0.96|6|20|5|16|26|22|26|12|14|4|3|9|5|6|6|2|2|8,0.86|0.51|0.75|0.44|0.12|0.66|0.6|0.5|0.95|5.0|6.0|6.0|2.0|5.0|5.0|6.0|10.0|2.0|4|3|5|4|3|6|2|5|4,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|10.0|14.0|-1.0|14.0|21.0|6.0|20.0|2.0|12.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
7,1,0.88|0.71|0.57|0.62|0.18|0.69|0.72|0.43|0.94|15|28|29|28|7|11|20|10|9|8|2|5|4|3|4|2|5|4,0.83|0.31|0.93|0.26|0.05|0.62|0.49|0.57|0.96|6|20|5|16|26|22|26|12|14|4|3|9|5|6|6|2|2|8,0.86|0.51|0.75|0.44|0.12|0.66|0.6|0.5|0.95|6|28|29|16|7|22|20|10|9|2|2|2|2|2|2|2|2|2,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|6.0|1.0|3.0|3.0|4.0|4.0|0.0|3.0|6.0
8,1,0.88|0.71|0.57|0.62|0.18|0.69|0.72|0.43|0.94|15|28|29|28|7|11|20|10|9|8|2|5|4|3|4|2|5|4,0.83|0.31|0.93|0.26|0.05|0.62|0.49|0.57|0.96|6|20|5|16|26|22|26|12|14|4|3|9|5|6|6|2|2|8,0.86|0.51|0.75|0.44|0.12|0.66|0.6|0.5|0.95|15|20|29|16|26|22|26|12|9|5|2|5|4|2|5|3|5|5,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|1.0|1.0|-1.0|-1.0|0.0|-1.0
9,1,0.88|0.71|0.57|0.62|0.18|0.69|0.72|0.43|0.94|15|28|29|28|7|11|20|10|9|8|2|5|4|3|4|2|5|4,0.83|0.31|0.93|0.26|0.05|0.62|0.49|0.57|0.96|6|20|5|16|26|22|26|12|14|4|3|9|5|6|6|2|2|8,0.86|0.51|0.75|0.44|0.12|0.66|0.6|0.5|0.95|9|28|29|18|8|24|19|10|16|8|3|9|5|3|4|2|2|8,10.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|0.0|0.0|-2.0|-1.0|-2.0|1.0|0.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
