,generation,mother,father,child,child_no,mutation
0,1,0.82|0.6|0.02|0.66|0.25|0.31|0.54|7|9|16|23|26|8|12|4|3|4|5|7|4|2,0.85|0.38|0.77|0.29|0.26|0.72|0.43|6|17|25|7|4|20|23|5|7|3|2|7|3|5,0.84|0.49|0.4|0.48|0.26|0.52|0.48|6|9|25|7|26|20|23|4|7|4|5|7|3|5,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
1,1,0.82|0.6|0.02|0.66|0.25|0.31|0.54|7|9|16|23|26|8|12|4|3|4|5|7|4|2,0.85|0.38|0.77|0.29|0.26|0.72|0.43|6|17|25|7|4|20|23|5|7|3|2|7|3|5,0.68|0.38|0.27|0.5|0.25|0.96|0.09|6|9|25|23|4|8|23|5|7|4|2|7|4|2,2.0,0.15999999999999992|0.10999999999999999|0.13|-0.020000000000000018|0.010000000000000009|-0.43999999999999995|0.39|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2,1,0.82|0.6|0.02|0.66|0.25|0.31|0.54|7|9|16|23|26|8|12|4|3|4|5|7|4|2,0.85|0.38|0.77|0.29|0.26|0.72|0.43|6|17|25|7|4|20|23|5|7|3|2|7|3|5,0.84|0.49|0.4|0.48|0.26|0.52|0.48|9|16|27|9|29|23|13|5|7|3|5|7|4|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|1.0|-2.0|-2.0|-3.0|-3.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3,1,0.82|0.6|0.02|0.66|0.25|0.31|0.54|7|9|16|23|26|8|12|4|3|4|5|7|4|2,0.85|0.38|0.77|0.29|0.26|0.72|0.43|6|17|25|7|4|20|23|5|7|3|2|7|3|5,0.84|0.49|0.4|0.48|0.26|0.52|0.48|6|17|25|23|4|20|12|4|3|3|2|7|3|5,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
4,1,0.82|0.6|0.02|0.66|0.25|0.31|0.54|7|9|16|23|26|8|12|4|3|4|5|7|4|2,0.85|0.38|0.77|0.29|0.26|0.72|0.43|6|17|25|7|4|20|23|5|7|3|2|7|3|5,0.97|0.98|0.98|0.81|0.57|0.25|0.47|6|9|16|7|4|8|23|4|7|4|5|7|3|2,5.0,-0.13|-0.49|-0.58|-0.33000000000000007|-0.30999999999999994|0.27|0.010000000000000009|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
5,1,0.82|0.6|0.02|0.66|0.25|0.31|0.54|7|9|16|23|26|8|12|4|3|4|5|7|4|2,0.85|0.38|0.77|0.29|0.26|0.72|0.43|6|17|25|7|4|20|23|5|7|3|2|7|3|5,0.84|0.49|0.4|0.48|0.26|0.52|0.48|6|17|16|7|4|20|12|4|3|4|2|7|3|5,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
6,1,0.82|0.6|0.02|0.66|0.25|0.31|0.54|7|9|16|23|26|8|12|4|3|4|5|7|4|2,0.85|0.38|0.77|0.29|0.26|0.72|0.43|6|17|25|7|4|20|23|5|7|3|2|7|3|5,0.24|0.0|0.27|0.92|0.5|0.86|0.97|6|17|16|7|4|8|23|5|7|4|2|7|3|5,7.0,0.6|0.49|0.13|-0.44000000000000006|-0.24|-0.33999999999999997|-0.49|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
7,1,0.82|0.6|0.02|0.66|0.25|0.31|0.54|7|9|16|23|26|8|12|4|3|4|5|7|4|2,0.85|0.38|0.77|0.29|0.26|0.72|0.43|6|17|25|7|4|20|23|5|7|3|2|7|3|5,0.84|0.49|0.4|0.48|0.26|0.52|0.48|6|17|25|7|4|8|23|5|8|4|2|7|4|2,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
8,1,0.82|0.6|0.02|0.66|0.25|0.31|0.54|7|9|16|23|26|8|12|4|3|4|5|7|4|2,0.85|0.38|0.77|0.29|0.26|0.72|0.43|6|17|25|7|4|20|23|5|7|3|2|7|3|5,0.84|0.49|0.4|0.48|0.26|0.52|0.48|7|17|16|23|5|20|23|4|7|3|5|7|3|5,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
9,2,0.97|0.98|0.98|0.81|0.57|0.25|0.47|6|9|16|7|4|8|23|4|7|4|5|7|3|2,0.82|0.6|0.02|0.66|0.25|0.31|0.54|7|9|16|23|26|8|12|4|3|4|5|7|4|2,0.05|0.71|0.45|0.75|0.12|0.74|0.89|7|9|16|7|26|8|12|4|3|4|5|7|3|2,1.0,0.85|0.08000000000000007|0.04999999999999999|-0.010000000000000009|0.29|-0.45999999999999996|-0.39|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
10,2,0.97|0.98|0.98|0.81|0.57|0.25|0.47|6|9|16|7|4|8|23|4|7|4|5|7|3|2,0.82|0.6|0.02|0.66|0.25|0.31|0.54|7|9|16|23|26|8|12|4|3|4|5|7|4|2,0.9|0.79|0.5|0.74|0.41|0.28|0.5|6|9|16|22|26|8|12|4|7|4|5|7|4|2,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
11,2,0.97|0.98|0.98|0.81|0.57|0.25|0.47|6|9|16|7|4|8|23|4|7|4|5|7|3|2,0.82|0.6|0.02|0.66|0.25|0.31|0.54|7|9|16|23|26|8|12|4|3|4|5|7|4|2,0.9|0.79|0.5|0.74|0.41|0.28|0.5|7|9|16|23|4|9|12|4|7|4|5|7|3|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
12,2,0.97|0.98|0.98|0.81|0.57|0.25|0.47|6|9|16|7|4|8|23|4|7|4|5|7|3|2,0.82|0.6|0.02|0.66|0.25|0.31|0.54|7|9|16|23|26|8|12|4|3|4|5|7|4|2,0.9|0.79|0.5|0.74|0.41|0.28|0.5|6|9|16|8|4|8|23|4|3|4|5|7|4|2,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
13,2,0.97|0.98|0.98|0.81|0.57|0.25|0.47|6|9|16|7|4|8|23|4|7|4|5|7|3|2,0.82|0.6|0.02|0.66|0.25|0.31|0.54|7|9|16|23|26|8|12|4|3|4|5|7|4|2,0.9|0.79|0.5|0.74|0.41|0.28|0.5|6|9|17|23|26|8|23|4|3|4|5|7|4|2,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
14,2,0.97|0.98|0.98|0.81|0.57|0.25|0.47|6|9|16|7|4|8|23|4|7|4|5|7|3|2,0.82|0.6|0.02|0.66|0.25|0.31|0.54|7|9|16|23|26|8|12|4|3|4|5|7|4|2,0.9|0.79|0.5|0.74|0.41|0.28|0.5|6|9|16|23|26|8|23|4|4|5|6|8|3|2,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|-1.0|-1.0|0.0|0.0
15,2,0.97|0.98|0.98|0.81|0.57|0.25|0.47|6|9|16|7|4|8|23|4|7|4|5|7|3|2,0.82|0.6|0.02|0.66|0.25|0.31|0.54|7|9|16|23|26|8|12|4|3|4|5|7|4|2,0.9|0.79|0.5|0.74|0.41|0.28|0.5|6|9|16|7|4|8|12|4|7|4|5|7|5|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
16,2,0.97|0.98|0.98|0.81|0.57|0.25|0.47|6|9|16|7|4|8|23|4|7|4|5|7|3|2,0.82|0.6|0.02|0.66|0.25|0.31|0.54|7|9|16|23|26|8|12|4|3|4|5|7|4|2,0.78|0.51|0.51|0.02|0.49|0.51|0.47|7|9|16|7|4|8|23|4|7|4|5|7|3|2,8.0,0.12|0.28|-0.010000000000000009|0.72|-0.08000000000000002|-0.22999999999999998|0.030000000000000027|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
17,2,0.97|0.98|0.98|0.81|0.57|0.25|0.47|6|9|16|7|4|8|23|4|7|4|5|7|3|2,0.82|0.6|0.02|0.66|0.25|0.31|0.54|7|9|16|23|26|8|12|4|3|4|5|7|4|2,0.01|0.35|0.79|0.95|0.59|0.79|0.52|6|9|16|7|4|8|12|4|7|4|5|7|3|2,9.0,0.89|0.44000000000000006|-0.29000000000000004|-0.20999999999999996|-0.18|-0.51|-0.020000000000000018|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
18,3,0.78|0.51|0.51|0.02|0.49|0.51|0.47|7|9|16|7|4|8|23|4|7|4|5|7|3|2,0.84|0.49|0.4|0.48|0.26|0.52|0.48|6|17|16|7|4|20|12|4|3|4|2|7|3|5,0.81|0.5|0.46|0.25|0.38|0.52|0.48|6|9|16|7|4|8|12|4|3|4|5|8|3|2,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
19,3,0.78|0.51|0.51|0.02|0.49|0.51|0.47|7|9|16|7|4|8|23|4|7|4|5|7|3|2,0.84|0.49|0.4|0.48|0.26|0.52|0.48|6|17|16|7|4|20|12|4|3|4|2|7|3|5,0.81|0.5|0.46|0.25|0.38|0.52|0.48|7|17|16|7|4|8|23|4|4|4|5|7|3|5,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
20,3,0.78|0.51|0.51|0.02|0.49|0.51|0.47|7|9|16|7|4|8|23|4|7|4|5|7|3|2,0.84|0.49|0.4|0.48|0.26|0.52|0.48|6|17|16|7|4|20|12|4|3|4|2|7|3|5,0.81|0.5|0.46|0.25|0.38|0.52|0.48|7|17|15|7|4|8|23|4|7|4|2|7|3|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
21,3,0.78|0.51|0.51|0.02|0.49|0.51|0.47|7|9|16|7|4|8|23|4|7|4|5|7|3|2,0.84|0.49|0.4|0.48|0.26|0.52|0.48|6|17|16|7|4|20|12|4|3|4|2|7|3|5,0.81|0.5|0.46|0.25|0.38|0.52|0.48|5|16|18|7|7|10|15|4|7|4|5|7|3|5,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|-2.0|0.0|-3.0|-2.0|-3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
22,3,0.78|0.51|0.51|0.02|0.49|0.51|0.47|7|9|16|7|4|8|23|4|7|4|5|7|3|2,0.84|0.49|0.4|0.48|0.26|0.52|0.48|6|17|16|7|4|20|12|4|3|4|2|7|3|5,0.81|0.5|0.46|0.25|0.38|0.52|0.48|8|9|16|7|4|20|23|4|6|4|2|7|3|2,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
23,3,0.78|0.51|0.51|0.02|0.49|0.51|0.47|7|9|16|7|4|8|23|4|7|4|5|7|3|2,0.84|0.49|0.4|0.48|0.26|0.52|0.48|6|17|16|7|4|20|12|4|3|4|2|7|3|5,0.81|0.5|0.46|0.25|0.38|0.52|0.48|6|17|16|7|4|20|12|4|2|4|5|7|3|5,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
24,3,0.78|0.51|0.51|0.02|0.49|0.51|0.47|7|9|16|7|4|8|23|4|7|4|5|7|3|2,0.84|0.49|0.4|0.48|0.26|0.52|0.48|6|17|16|7|4|20|12|4|3|4|2|7|3|5,0.81|0.5|0.46|0.25|0.38|0.52|0.48|7|17|16|8|4|8|23|4|3|4|5|7|3|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
25,3,0.78|0.51|0.51|0.02|0.49|0.51|0.47|7|9|16|7|4|8|23|4|7|4|5|7|3|2,0.84|0.49|0.4|0.48|0.26|0.52|0.48|6|17|16|7|4|20|12|4|3|4|2|7|3|5,0.81|0.5|0.46|0.25|0.38|0.52|0.48|7|9|16|7|4|8|12|3|3|4|2|7|3|2,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
26,3,0.78|0.51|0.51|0.02|0.49|0.51|0.47|7|9|16|7|4|8|23|4|7|4|5|7|3|2,0.84|0.49|0.4|0.48|0.26|0.52|0.48|6|17|16|7|4|20|12|4|3|4|2|7|3|5,0.81|0.5|0.46|0.25|0.38|0.52|0.48|7|9|16|7|4|20|23|4|3|4|2|7|4|2,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
27,4,0.81|0.5|0.46|0.25|0.38|0.52|0.48|7|9|16|7|4|8|12|3|3|4|2|7|3|2,0.78|0.51|0.51|0.02|0.49|0.51|0.47|7|9|16|7|4|8|23|4|7|4|5|7|3|2,0.8|0.5|0.48|0.14|0.44|0.52|0.48|7|9|15|7|4|8|23|3|3|4|5|7|3|2,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
28,4,0.81|0.5|0.46|0.25|0.38|0.52|0.48|7|9|16|7|4|8|12|3|3|4|2|7|3|2,0.78|0.51|0.51|0.02|0.49|0.51|0.47|7|9|16|7|4|8|23|4|7|4|5|7|3|2,0.8|0.5|0.48|0.14|0.44|0.52|0.48|7|9|16|7|4|8|12|4|3|4|6|7|3|2,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
29,4,0.81|0.5|0.46|0.25|0.38|0.52|0.48|7|9|16|7|4|8|12|3|3|4|2|7|3|2,0.78|0.51|0.51|0.02|0.49|0.51|0.47|7|9|16|7|4|8|23|4|7|4|5|7|3|2,0.8|0.5|0.48|0.14|0.44|0.52|0.48|7|9|16|7|4|8|12|3|7|4|5|8|3|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
30,4,0.81|0.5|0.46|0.25|0.38|0.52|0.48|7|9|16|7|4|8|12|3|3|4|2|7|3|2,0.78|0.51|0.51|0.02|0.49|0.51|0.47|7|9|16|7|4|8|23|4|7|4|5|7|3|2,0.8|0.5|0.48|0.14|0.44|0.52|0.48|7|9|16|7|4|8|12|3|3|4|5|7|3|2,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
31,4,0.81|0.5|0.46|0.25|0.38|0.52|0.48|7|9|16|7|4|8|12|3|3|4|2|7|3|2,0.78|0.51|0.51|0.02|0.49|0.51|0.47|7|9|16|7|4|8|23|4|7|4|5|7|3|2,0.8|0.5|0.48|0.14|0.44|0.52|0.48|7|11|15|9|7|8|15|3|3|4|2|7|3|2,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|1.0|-2.0|-3.0|0.0|-3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
32,4,0.81|0.5|0.46|0.25|0.38|0.52|0.48|7|9|16|7|4|8|12|3|3|4|2|7|3|2,0.78|0.51|0.51|0.02|0.49|0.51|0.47|7|9|16|7|4|8|23|4|7|4|5|7|3|2,0.12|0.05|0.17|0.98|0.78|0.83|0.59|7|9|16|7|4|8|23|3|7|4|2|7|3|2,6.0,0.68|0.45|0.30999999999999994|-0.84|-0.34|-0.30999999999999994|-0.10999999999999999|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
33,4,0.81|0.5|0.46|0.25|0.38|0.52|0.48|7|9|16|7|4|8|12|3|3|4|2|7|3|2,0.78|0.51|0.51|0.02|0.49|0.51|0.47|7|9|16|7|4|8|23|4|7|4|5|7|3|2,0.6|0.78|0.7|0.74|0.72|0.79|0.19|7|9|16|7|4|8|23|4|3|4|5|7|3|2,7.0,0.20000000000000007|-0.28|-0.21999999999999997|-0.6|-0.27999999999999997|-0.27|0.29|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
34,4,0.81|0.5|0.46|0.25|0.38|0.52|0.48|7|9|16|7|4|8|12|3|3|4|2|7|3|2,0.78|0.51|0.51|0.02|0.49|0.51|0.47|7|9|16|7|4|8|23|4|7|4|5|7|3|2,0.8|0.5|0.48|0.14|0.44|0.52|0.48|7|9|16|7|4|8|23|3|3|5|2|7|3|2,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
35,4,0.81|0.5|0.46|0.25|0.38|0.52|0.48|7|9|16|7|4|8|12|3|3|4|2|7|3|2,0.78|0.51|0.51|0.02|0.49|0.51|0.47|7|9|16|7|4|8|23|4|7|4|5|7|3|2,0.8|0.5|0.48|0.14|0.44|0.52|0.48|7|9|16|7|4|8|12|4|6|5|2|8|2|2,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|-1.0|0.0|-1.0|1.0|0.0
36,5,0.9|0.79|0.5|0.74|0.41|0.28|0.5|6|9|16|7|4|8|12|4|7|4|5|7|5|2,0.8|0.5|0.48|0.14|0.44|0.52|0.48|7|9|16|7|4|8|12|3|3|4|5|7|3|2,0.85|0.64|0.49|0.44|0.42|0.4|0.49|10|9|17|8|3|8|12|3|3|4|5|7|3|2,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|0.0|-1.0|-1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
37,5,0.9|0.79|0.5|0.74|0.41|0.28|0.5|6|9|16|7|4|8|12|4|7|4|5|7|5|2,0.8|0.5|0.48|0.14|0.44|0.52|0.48|7|9|16|7|4|8|12|3|3|4|5|7|3|2,0.85|0.64|0.49|0.44|0.42|0.4|0.49|6|9|16|7|4|8|12|3|3|5|5|8|2|3,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|-1.0|1.0|-1.0
38,5,0.9|0.79|0.5|0.74|0.41|0.28|0.5|6|9|16|7|4|8|12|4|7|4|5|7|5|2,0.8|0.5|0.48|0.14|0.44|0.52|0.48|7|9|16|7|4|8|12|3|3|4|5|7|3|2,0.85|0.64|0.49|0.44|0.42|0.4|0.49|7|9|16|7|4|8|12|4|7|4|5|7|6|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
39,5,0.9|0.79|0.5|0.74|0.41|0.28|0.5|6|9|16|7|4|8|12|4|7|4|5|7|5|2,0.8|0.5|0.48|0.14|0.44|0.52|0.48|7|9|16|7|4|8|12|3|3|4|5|7|3|2,0.85|0.64|0.49|0.44|0.42|0.4|0.49|7|11|16|10|3|11|13|3|7|4|5|7|3|2,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-2.0|0.0|-3.0|1.0|-3.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
40,5,0.9|0.79|0.5|0.74|0.41|0.28|0.5|6|9|16|7|4|8|12|4|7|4|5|7|5|2,0.8|0.5|0.48|0.14|0.44|0.52|0.48|7|9|16|7|4|8|12|3|3|4|5|7|3|2,0.85|0.64|0.49|0.44|0.42|0.4|0.49|6|9|16|6|4|8|12|4|7|4|5|7|5|2,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
41,5,0.9|0.79|0.5|0.74|0.41|0.28|0.5|6|9|16|7|4|8|12|4|7|4|5|7|5|2,0.8|0.5|0.48|0.14|0.44|0.52|0.48|7|9|16|7|4|8|12|3|3|4|5|7|3|2,0.85|0.64|0.49|0.44|0.42|0.4|0.49|6|9|16|7|5|8|12|4|7|4|5|7|5|2,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
42,5,0.9|0.79|0.5|0.74|0.41|0.28|0.5|6|9|16|7|4|8|12|4|7|4|5|7|5|2,0.8|0.5|0.48|0.14|0.44|0.52|0.48|7|9|16|7|4|8|12|3|3|4|5|7|3|2,0.85|0.64|0.49|0.44|0.42|0.4|0.49|6|11|16|10|3|10|14|3|3|4|5|7|3|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|-3.0|1.0|-2.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
43,5,0.9|0.79|0.5|0.74|0.41|0.28|0.5|6|9|16|7|4|8|12|4|7|4|5|7|5|2,0.8|0.5|0.48|0.14|0.44|0.52|0.48|7|9|16|7|4|8|12|3|3|4|5|7|3|2,0.85|0.64|0.49|0.44|0.42|0.4|0.49|7|9|16|8|4|8|12|4|7|4|5|7|3|2,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
44,5,0.9|0.79|0.5|0.74|0.41|0.28|0.5|6|9|16|7|4|8|12|4|7|4|5|7|5|2,0.8|0.5|0.48|0.14|0.44|0.52|0.48|7|9|16|7|4|8|12|3|3|4|5|7|3|2,0.16|0.78|0.76|0.96|0.65|0.5|0.95|7|9|16|7|4|8|12|4|7|4|5|7|5|2,9.0,0.69|-0.14|-0.27|-0.52|-0.23000000000000004|-0.09999999999999998|-0.45999999999999996|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
45,6,0.9|0.79|0.5|0.74|0.41|0.28|0.5|6|9|16|7|4|8|12|4|7|4|5|7|5|2,0.16|0.78|0.76|0.96|0.65|0.5|0.95|7|9|16|7|4|8|12|4|7|4|5|7|5|2,0.53|0.78|0.63|0.85|0.53|0.39|0.72|5|9|16|7|4|8|12|4|7|4|5|7|5|2,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
46,6,0.9|0.79|0.5|0.74|0.41|0.28|0.5|6|9|16|7|4|8|12|4|7|4|5|7|5|2,0.16|0.78|0.76|0.96|0.65|0.5|0.95|7|9|16|7|4|8|12|4|7|4|5|7|5|2,0.53|0.78|0.63|0.85|0.53|0.39|0.72|6|9|16|7|4|8|12|4|6|4|5|7|5|2,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
47,6,0.9|0.79|0.5|0.74|0.41|0.28|0.5|6|9|16|7|4|8|12|4|7|4|5|7|5|2,0.16|0.78|0.76|0.96|0.65|0.5|0.95|7|9|16|7|4|8|12|4|7|4|5|7|5|2,0.53|0.78|0.63|0.85|0.53|0.39|0.72|10|10|18|7|6|9|15|4|7|4|5|7|5|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|-1.0|-2.0|0.0|-2.0|-1.0|-3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
48,6,0.9|0.79|0.5|0.74|0.41|0.28|0.5|6|9|16|7|4|8|12|4|7|4|5|7|5|2,0.16|0.78|0.76|0.96|0.65|0.5|0.95|7|9|16|7|4|8|12|4|7|4|5|7|5|2,0.53|0.78|0.63|0.85|0.53|0.39|0.72|7|9|16|7|4|8|12|4|7|4|6|7|5|2,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
49,6,0.9|0.79|0.5|0.74|0.41|0.28|0.5|6|9|16|7|4|8|12|4|7|4|5|7|5|2,0.16|0.78|0.76|0.96|0.65|0.5|0.95|7|9|16|7|4|8|12|4|7|4|5|7|5|2,0.53|0.78|0.63|0.85|0.53|0.39|0.72|7|9|16|7|5|8|12|4|7|4|5|7|5|2,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
50,6,0.9|0.79|0.5|0.74|0.41|0.28|0.5|6|9|16|7|4|8|12|4|7|4|5|7|5|2,0.16|0.78|0.76|0.96|0.65|0.5|0.95|7|9|16|7|4|8|12|4|7|4|5|7|5|2,0.53|0.78|0.63|0.85|0.53|0.39|0.72|6|9|16|7|4|8|12|4|7|4|5|6|5|2,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
51,6,0.9|0.79|0.5|0.74|0.41|0.28|0.5|6|9|16|7|4|8|12|4|7|4|5|7|5|2,0.16|0.78|0.76|0.96|0.65|0.5|0.95|7|9|16|7|4|8|12|4|7|4|5|7|5|2,0.53|0.78|0.63|0.85|0.53|0.39|0.72|6|9|16|8|4|8|12|4|7|4|5|7|5|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
