,generation,mother,father,child,child_no,mutation
215,15,0.38|0.31|0.57|0.31|0.82|0.64|0.55|0.51|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.48|0.32|0.94|0.93|0.55|0.54|0.18|0.07|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.43|0.32|0.75|0.62|0.68|0.59|0.36|0.29|9.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
216,15,0.38|0.31|0.57|0.31|0.82|0.64|0.55|0.51|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.48|0.32|0.94|0.93|0.55|0.54|0.18|0.07|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.43|0.32|0.75|0.62|0.68|0.59|0.36|0.29|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|3|5|2|4|3|3,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|1.0|0.0|0.0|0.0|0.0
217,15,0.38|0.31|0.57|0.31|0.82|0.64|0.55|0.51|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.48|0.32|0.94|0.93|0.55|0.54|0.18|0.07|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.43|0.32|0.75|0.62|0.68|0.59|0.36|0.29|3.0|2.0|2.0|15.0|2.0|6.0|6.0|5.0|5|3|2|6|2|4|3|3,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|5.0|11.0|7.0|-9.0|13.0|2.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
218,15,0.38|0.31|0.57|0.31|0.82|0.64|0.55|0.51|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.48|0.32|0.94|0.93|0.55|0.54|0.18|0.07|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.43|0.32|0.75|0.62|0.68|0.59|0.36|0.29|8.0|16.0|12.0|9.0|17.0|7.0|5.0|6.0|5|3|2|6|2|4|3|3,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|-3.0|-3.0|-2.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
219,15,0.38|0.31|0.57|0.31|0.82|0.64|0.55|0.51|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.48|0.32|0.94|0.93|0.55|0.54|0.18|0.07|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.43|0.32|0.75|0.62|0.68|0.59|0.36|0.29|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|6|3|3|7|2|4|3|2,10.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|-1.0|-1.0|0.0|0.0|0.0|1.0
220,15,0.38|0.31|0.57|0.31|0.82|0.64|0.55|0.51|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.48|0.32|0.94|0.93|0.55|0.54|0.18|0.07|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.16|0.68|0.64|0.61|0.65|0.54|0.84|0.15|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,11.0,0.27|-0.36|0.11|0.01|0.03|0.05|-0.48|0.14|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
221,15,0.38|0.31|0.57|0.31|0.82|0.64|0.55|0.51|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.48|0.32|0.94|0.93|0.55|0.54|0.18|0.07|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.43|0.32|0.75|0.62|0.68|0.59|0.36|0.29|8.0|12.0|10.0|5.0|15.0|11.0|7.0|6.0|5|3|2|6|2|4|3|3,12.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|-1.0|1.0|0.0|-3.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
222,15,0.38|0.31|0.57|0.31|0.82|0.64|0.55|0.51|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.48|0.32|0.94|0.93|0.55|0.54|0.18|0.07|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.06|0.14|0.83|0.01|0.35|0.36|0.67|0.89|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,13.0,0.37|0.18|-0.08|0.61|0.33|0.23|-0.31|-0.6|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
223,15,0.38|0.31|0.57|0.31|0.82|0.64|0.55|0.51|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.48|0.32|0.94|0.93|0.55|0.54|0.18|0.07|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.43|0.32|0.75|0.62|0.68|0.59|0.36|0.29|9.0|16.0|9.0|6.0|15.0|9.0|6.0|6.0|5|3|2|6|2|4|3|3,14.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-3.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
224,15,0.38|0.31|0.57|0.31|0.82|0.64|0.55|0.51|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.48|0.32|0.94|0.93|0.55|0.54|0.18|0.07|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.43|0.32|0.75|0.62|0.68|0.59|0.36|0.29|3.0|3.0|5.0|3.0|15.0|3.0|2.0|2.0|5|3|2|6|2|4|3|3,15.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|5.0|10.0|4.0|3.0|0.0|5.0|4.0|4.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
225,16,0.38|0.31|0.57|0.31|0.82|0.64|0.55|0.51|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.48|0.32|0.94|0.93|0.55|0.54|0.18|0.07|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.43|0.32|0.75|0.62|0.68|0.59|0.36|0.29|2.0|5.0|15.0|10.0|10.0|10.0|10.0|10.0|5|3|2|6|2|4|3|3,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|6.0|8.0|-6.0|-4.0|5.0|-2.0|-4.0|-4.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
226,16,0.38|0.31|0.57|0.31|0.82|0.64|0.55|0.51|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.48|0.32|0.94|0.93|0.55|0.54|0.18|0.07|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.43|0.32|0.75|0.62|0.68|0.59|0.36|0.29|9.0|16.0|12.0|8.0|15.0|9.0|6.0|9.0|5|3|2|6|2|4|3|3,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-3.0|-3.0|-2.0|0.0|-1.0|0.0|-3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
227,16,0.38|0.31|0.57|0.31|0.82|0.64|0.55|0.51|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.48|0.32|0.94|0.93|0.55|0.54|0.18|0.07|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.43|0.32|0.75|0.62|0.68|0.59|0.36|0.29|8.0|12.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
228,16,0.38|0.31|0.57|0.31|0.82|0.64|0.55|0.51|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.48|0.32|0.94|0.93|0.55|0.54|0.18|0.07|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.43|0.32|0.75|0.62|0.68|0.59|0.36|0.29|10.0|15.0|10.0|3.0|15.0|5.0|6.0|3.0|5|3|2|6|2|4|3|3,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|-2.0|-1.0|3.0|0.0|3.0|0.0|3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
229,16,0.38|0.31|0.57|0.31|0.82|0.64|0.55|0.51|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.48|0.32|0.94|0.93|0.55|0.54|0.18|0.07|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.43|0.32|0.75|0.62|0.68|0.59|0.36|0.29|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|7|2|4|3|3,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
230,16,0.38|0.31|0.57|0.31|0.82|0.64|0.55|0.51|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.48|0.32|0.94|0.93|0.55|0.54|0.18|0.07|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.43|0.32|0.75|0.62|0.68|0.59|0.36|0.29|7.0|13.0|12.0|6.0|18.0|9.0|7.0|7.0|5|3|2|6|2|4|3|3,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|-3.0|0.0|-3.0|-1.0|-1.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
231,16,0.38|0.31|0.57|0.31|0.82|0.64|0.55|0.51|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.48|0.32|0.94|0.93|0.55|0.54|0.18|0.07|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.43|0.32|0.75|0.62|0.68|0.59|0.36|0.29|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|6|3|2|6|2|4|3|3,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
232,16,0.38|0.31|0.57|0.31|0.82|0.64|0.55|0.51|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.48|0.32|0.94|0.93|0.55|0.54|0.18|0.07|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.43|0.32|0.75|0.62|0.68|0.59|0.36|0.29|10.0|3.0|3.0|2.0|3.0|6.0|6.0|10.0|5|3|2|6|2|4|3|3,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|10.0|6.0|4.0|12.0|2.0|0.0|-4.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
233,16,0.38|0.31|0.57|0.31|0.82|0.64|0.55|0.51|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.48|0.32|0.94|0.93|0.55|0.54|0.18|0.07|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.43|0.32|0.75|0.62|0.68|0.59|0.36|0.29|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
234,16,0.38|0.31|0.57|0.31|0.82|0.64|0.55|0.51|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.48|0.32|0.94|0.93|0.55|0.54|0.18|0.07|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.43|0.32|0.75|0.62|0.68|0.59|0.36|0.29|10.0|15.0|15.0|15.0|5.0|2.0|6.0|3.0|5|3|2|6|2|4|3|3,10.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|-2.0|-6.0|-9.0|10.0|6.0|0.0|3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
235,16,0.38|0.31|0.57|0.31|0.82|0.64|0.55|0.51|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.48|0.32|0.94|0.93|0.55|0.54|0.18|0.07|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.95|0.93|0.71|0.37|0.01|0.91|0.16|0.64|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,11.0,-0.52|-0.61|0.04|0.25|0.67|-0.32|0.2|-0.35|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
236,16,0.38|0.31|0.57|0.31|0.82|0.64|0.55|0.51|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.48|0.32|0.94|0.93|0.55|0.54|0.18|0.07|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.43|0.32|0.75|0.62|0.68|0.59|0.36|0.29|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|4|3|6|2|4|2|2,12.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|0.0|0.0|0.0|1.0|1.0
237,16,0.38|0.31|0.57|0.31|0.82|0.64|0.55|0.51|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.48|0.32|0.94|0.93|0.55|0.54|0.18|0.07|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.43|0.32|0.75|0.62|0.68|0.59|0.36|0.29|7.0|13.0|9.0|8.0|16.0|7.0|7.0|6.0|5|3|2|6|2|4|3|3,13.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|-2.0|-1.0|1.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
238,16,0.38|0.31|0.57|0.31|0.82|0.64|0.55|0.51|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.48|0.32|0.94|0.93|0.55|0.54|0.18|0.07|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.43|0.32|0.75|0.62|0.68|0.59|0.36|0.29|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,14.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
239,16,0.38|0.31|0.57|0.31|0.82|0.64|0.55|0.51|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.48|0.32|0.94|0.93|0.55|0.54|0.18|0.07|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.43|0.32|0.75|0.62|0.68|0.59|0.36|0.29|11.0|15.0|9.0|8.0|15.0|7.0|9.0|8.0|5|3|2|6|2|4|3|3,15.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|-2.0|0.0|-2.0|0.0|1.0|-3.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
240,17,0.39|0.34|0.57|0.3|0.82|0.64|0.52|0.52|8.0|13.0|9.0|6.0|15.0|7.0|6.0|6.0|5|3|2|6|2|4|3|3,0.39|0.35|0.01|0.51|0.95|0.96|0.74|0.45|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.39|0.34|0.29|0.4|0.88|0.8|0.63|0.48|10.0|13.0|9.0|9.0|15.0|9.0|6.0|7.0|5|3|2|6|2|4|3|3,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|0.0|-3.0|0.0|-2.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
241,17,0.39|0.34|0.57|0.3|0.82|0.64|0.52|0.52|8.0|13.0|9.0|6.0|15.0|7.0|6.0|6.0|5|3|2|6|2|4|3|3,0.39|0.35|0.01|0.51|0.95|0.96|0.74|0.45|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.66|0.9|0.1|0.39|0.22|0.75|0.62|0.95|8.0|13.0|9.0|6.0|15.0|7.0|6.0|6.0|5|3|2|6|2|4|3|3,2.0,-0.27|-0.56|0.19|0.01|0.66|0.05|0.01|-0.47|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
242,17,0.39|0.34|0.57|0.3|0.82|0.64|0.52|0.52|8.0|13.0|9.0|6.0|15.0|7.0|6.0|6.0|5|3|2|6|2|4|3|3,0.39|0.35|0.01|0.51|0.95|0.96|0.74|0.45|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.39|0.34|0.29|0.4|0.88|0.8|0.63|0.48|2.0|15.0|2.0|2.0|5.0|6.0|2.0|15.0|5|3|2|6|2|4|3|3,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|6.0|-2.0|7.0|4.0|10.0|2.0|4.0|-9.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
243,17,0.39|0.34|0.57|0.3|0.82|0.64|0.52|0.52|8.0|13.0|9.0|6.0|15.0|7.0|6.0|6.0|5|3|2|6|2|4|3|3,0.39|0.35|0.01|0.51|0.95|0.96|0.74|0.45|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.39|0.34|0.29|0.4|0.88|0.8|0.63|0.48|8.0|13.0|9.0|6.0|15.0|7.0|6.0|6.0|4|3|2|6|2|4|3|3,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
244,17,0.39|0.34|0.57|0.3|0.82|0.64|0.52|0.52|8.0|13.0|9.0|6.0|15.0|7.0|6.0|6.0|5|3|2|6|2|4|3|3,0.39|0.35|0.01|0.51|0.95|0.96|0.74|0.45|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.39|0.34|0.29|0.4|0.88|0.8|0.63|0.48|8.0|13.0|9.0|6.0|15.0|7.0|6.0|6.0|5|3|2|6|2|4|3|3,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
245,17,0.39|0.34|0.57|0.3|0.82|0.64|0.52|0.52|8.0|13.0|9.0|6.0|15.0|7.0|6.0|6.0|5|3|2|6|2|4|3|3,0.39|0.35|0.01|0.51|0.95|0.96|0.74|0.45|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.39|0.34|0.29|0.4|0.88|0.8|0.63|0.48|8.0|13.0|9.0|6.0|15.0|7.0|6.0|6.0|5|3|3|6|2|4|3|3,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
246,17,0.39|0.34|0.57|0.3|0.82|0.64|0.52|0.52|8.0|13.0|9.0|6.0|15.0|7.0|6.0|6.0|5|3|2|6|2|4|3|3,0.39|0.35|0.01|0.51|0.95|0.96|0.74|0.45|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.39|0.34|0.29|0.4|0.88|0.8|0.63|0.48|10.0|5.0|10.0|2.0|5.0|15.0|10.0|2.0|5|3|2|6|2|4|3|3,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|8.0|-1.0|4.0|10.0|-8.0|-4.0|4.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
247,17,0.39|0.34|0.57|0.3|0.82|0.64|0.52|0.52|8.0|13.0|9.0|6.0|15.0|7.0|6.0|6.0|5|3|2|6|2|4|3|3,0.39|0.35|0.01|0.51|0.95|0.96|0.74|0.45|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.39|0.34|0.29|0.4|0.88|0.8|0.63|0.48|8.0|13.0|9.0|6.0|15.0|7.0|6.0|6.0|5|3|2|6|2|4|3|3,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
248,17,0.39|0.34|0.57|0.3|0.82|0.64|0.52|0.52|8.0|13.0|9.0|6.0|15.0|7.0|6.0|6.0|5|3|2|6|2|4|3|3,0.39|0.35|0.01|0.51|0.95|0.96|0.74|0.45|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.39|0.34|0.29|0.4|0.88|0.8|0.63|0.48|8.0|13.0|9.0|6.0|15.0|7.0|5.0|6.0|5|3|2|6|2|4|3|3,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
249,17,0.39|0.34|0.57|0.3|0.82|0.64|0.52|0.52|8.0|13.0|9.0|6.0|15.0|7.0|6.0|6.0|5|3|2|6|2|4|3|3,0.39|0.35|0.01|0.51|0.95|0.96|0.74|0.45|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.39|0.34|0.29|0.4|0.88|0.8|0.63|0.48|10.0|13.0|10.0|8.0|18.0|11.0|5.0|6.0|5|3|2|6|2|4|3|3,10.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|-1.0|-2.0|-3.0|-3.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
250,17,0.39|0.34|0.57|0.3|0.82|0.64|0.52|0.52|8.0|13.0|9.0|6.0|15.0|7.0|6.0|6.0|5|3|2|6|2|4|3|3,0.39|0.35|0.01|0.51|0.95|0.96|0.74|0.45|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.39|0.34|0.29|0.4|0.88|0.8|0.63|0.48|8.0|13.0|9.0|6.0|15.0|9.0|6.0|6.0|5|3|2|6|2|4|3|3,11.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
251,17,0.39|0.34|0.57|0.3|0.82|0.64|0.52|0.52|8.0|13.0|9.0|6.0|15.0|7.0|6.0|6.0|5|3|2|6|2|4|3|3,0.39|0.35|0.01|0.51|0.95|0.96|0.74|0.45|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.02|0.22|0.67|0.37|0.71|0.35|0.29|0.01|8.0|13.0|9.0|6.0|15.0|7.0|6.0|6.0|5|3|2|6|2|4|3|3,12.0,0.37|0.12|-0.38|0.03|0.17|0.45|0.34|0.47|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
252,17,0.39|0.34|0.57|0.3|0.82|0.64|0.52|0.52|8.0|13.0|9.0|6.0|15.0|7.0|6.0|6.0|5|3|2|6|2|4|3|3,0.39|0.35|0.01|0.51|0.95|0.96|0.74|0.45|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.39|0.34|0.29|0.4|0.88|0.8|0.63|0.48|15.0|5.0|5.0|3.0|5.0|2.0|10.0|15.0|5|3|2|6|2|4|3|3,13.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-7.0|8.0|4.0|3.0|10.0|5.0|-4.0|-9.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
253,17,0.39|0.34|0.57|0.3|0.82|0.64|0.52|0.52|8.0|13.0|9.0|6.0|15.0|7.0|6.0|6.0|5|3|2|6|2|4|3|3,0.39|0.35|0.01|0.51|0.95|0.96|0.74|0.45|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.86|0.81|0.84|0.09|0.1|0.99|0.34|0.35|8.0|13.0|9.0|6.0|15.0|7.0|6.0|6.0|5|3|2|6|2|4|3|3,14.0,-0.47|-0.47|-0.55|0.31|0.78|-0.19|0.29|0.13|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
254,17,0.39|0.34|0.57|0.3|0.82|0.64|0.52|0.52|8.0|13.0|9.0|6.0|15.0|7.0|6.0|6.0|5|3|2|6|2|4|3|3,0.39|0.35|0.01|0.51|0.95|0.96|0.74|0.45|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,0.39|0.34|0.29|0.4|0.88|0.8|0.63|0.48|8.0|13.0|9.0|6.0|15.0|8.0|6.0|6.0|5|3|2|6|2|4|3|3,15.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
