,generation,mother,father,child,child_no,mutation
239,10,0.22|0.6|0.6|0.69|0.38|0.46|0.57|6|4|1|3|8|13|17|9|2|7|6|3|7|9,0.76|0.93|0.95|0.14|0.56|0.79|0.36|7|5|4|14|23|12|10|3|8|5|7|6|3|8,0.22|0.2|0.3|0.76|0.41|0.42|0.07|6|4|1|3|23|12|10|3|8|7|7|6|3|9,6.0,0.27|0.56|0.47|-0.34|0.06|0.2|0.39|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
240,10,0.22|0.6|0.6|0.69|0.38|0.46|0.57|6|4|1|3|8|13|17|9|2|7|6|3|7|9,0.76|0.93|0.95|0.14|0.56|0.79|0.36|7|5|4|14|23|12|10|3|8|5|7|6|3|8,0.49|0.76|0.77|0.42|0.47|0.62|0.46|7|5|4|3|23|12|17|3|8|7|7|3|3|8,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
241,10,0.22|0.6|0.6|0.69|0.38|0.46|0.57|6|4|1|3|8|13|17|9|2|7|6|3|7|9,0.76|0.93|0.95|0.14|0.56|0.79|0.36|7|5|4|14|23|12|10|3|8|5|7|6|3|8,0.49|0.76|0.77|0.42|0.47|0.62|0.46|6|5|1|3|8|11|17|3|8|7|6|3|3|9,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
242,10,0.22|0.6|0.6|0.69|0.38|0.46|0.57|6|4|1|3|8|13|17|9|2|7|6|3|7|9,0.76|0.93|0.95|0.14|0.56|0.79|0.36|7|5|4|14|23|12|10|3|8|5|7|6|3|8,0.49|0.76|0.77|0.42|0.47|0.62|0.46|6|5|3|3|23|13|10|3|2|7|7|6|3|9,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
243,10,0.22|0.6|0.6|0.69|0.38|0.46|0.57|6|4|1|3|8|13|17|9|2|7|6|3|7|9,0.76|0.93|0.95|0.14|0.56|0.79|0.36|7|5|4|14|23|12|10|3|8|5|7|6|3|8,0.49|0.76|0.77|0.42|0.47|0.62|0.46|7|4|4|3|23|13|17|3|2|4|7|3|7|8,10.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0
244,10,0.22|0.6|0.6|0.69|0.38|0.46|0.57|6|4|1|3|8|13|17|9|2|7|6|3|7|9,0.76|0.93|0.95|0.14|0.56|0.79|0.36|7|5|4|14|23|12|10|3|8|5|7|6|3|8,0.49|0.76|0.77|0.42|0.47|0.62|0.46|8|6|3|4|7|14|10|9|8|5|7|3|7|9,11.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|-2.0|-1.0|1.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
245,10,0.22|0.6|0.6|0.69|0.38|0.46|0.57|6|4|1|3|8|13|17|9|2|7|6|3|7|9,0.76|0.93|0.95|0.14|0.56|0.79|0.36|7|5|4|14|23|12|10|3|8|5|7|6|3|8,0.49|0.76|0.77|0.42|0.47|0.62|0.46|7|4|4|3|22|12|17|3|8|5|6|3|7|8,12.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
246,10,0.22|0.6|0.6|0.69|0.38|0.46|0.57|6|4|1|3|8|13|17|9|2|7|6|3|7|9,0.76|0.93|0.95|0.14|0.56|0.79|0.36|7|5|4|14|23|12|10|3|8|5|7|6|3|8,0.49|0.76|0.77|0.42|0.47|0.62|0.46|7|5|1|3|23|12|17|3|2|5|7|6|7|9,13.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
247,10,0.22|0.6|0.6|0.69|0.38|0.46|0.57|6|4|1|3|8|13|17|9|2|7|6|3|7|9,0.76|0.93|0.95|0.14|0.56|0.79|0.36|7|5|4|14|23|12|10|3|8|5|7|6|3|8,0.15|0.37|0.01|0.82|0.97|0.63|0.23|6|5|4|3|8|13|10|3|8|7|6|6|3|9,14.0,0.34|0.39|0.76|-0.4|-0.5|-0.01|0.23|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
248,10,0.22|0.6|0.6|0.69|0.38|0.46|0.57|6|4|1|3|8|13|17|9|2|7|6|3|7|9,0.76|0.93|0.95|0.14|0.56|0.79|0.36|7|5|4|14|23|12|10|3|8|5|7|6|3|8,0.49|0.76|0.77|0.42|0.47|0.62|0.46|6|5|4|14|23|12|10|3|7|6|6|5|8|8,15.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|1.0|1.0|-1.0|1.0
249,10,0.22|0.6|0.6|0.69|0.38|0.46|0.57|6|4|1|3|8|13|17|9|2|7|6|3|7|9,0.76|0.93|0.95|0.14|0.56|0.79|0.36|7|5|4|14|23|12|10|3|8|5|7|6|3|8,0.49|0.76|0.77|0.42|0.47|0.62|0.46|7|4|4|3|8|12|10|9|8|7|7|3|3|9,16.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
250,10,0.22|0.6|0.6|0.69|0.38|0.46|0.57|6|4|1|3|8|13|17|9|2|7|6|3|7|9,0.76|0.93|0.95|0.14|0.56|0.79|0.36|7|5|4|14|23|12|10|3|8|5|7|6|3|8,0.49|0.76|0.77|0.42|0.47|0.62|0.46|6|5|1|14|23|12|10|4|8|6|8|4|2|8,17.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|-1.0|-1.0|-1.0|1.0|0.0
251,10,0.22|0.6|0.6|0.69|0.38|0.46|0.57|6|4|1|3|8|13|17|9|2|7|6|3|7|9,0.76|0.93|0.95|0.14|0.56|0.79|0.36|7|5|4|14|23|12|10|3|8|5|7|6|3|8,0.73|0.72|0.03|0.76|0.71|0.84|0.8|6|4|4|3|8|12|10|9|2|7|7|6|7|8,18.0,-0.24|0.04|0.74|-0.34|-0.24|-0.22|-0.34|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
252,10,0.22|0.6|0.6|0.69|0.38|0.46|0.57|6|4|1|3|8|13|17|9|2|7|6|3|7|9,0.76|0.93|0.95|0.14|0.56|0.79|0.36|7|5|4|14|23|12|10|3|8|5|7|6|3|8,0.49|0.76|0.77|0.42|0.47|0.62|0.46|6|4|4|3|23|12|10|2|2|6|6|6|4|8,19.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|-1.0|1.0|0.0|-1.0|0.0
253,10,0.22|0.6|0.6|0.69|0.38|0.46|0.57|6|4|1|3|8|13|17|9|2|7|6|3|7|9,0.76|0.93|0.95|0.14|0.56|0.79|0.36|7|5|4|14|23|12|10|3|8|5|7|6|3|8,0.28|0.25|0.3|0.27|0.29|0.07|0.68|6|4|1|14|8|13|10|9|2|5|7|3|3|8,20.0,0.21|0.51|0.47|0.15|0.18|0.55|-0.22|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
254,10,0.22|0.6|0.6|0.69|0.38|0.46|0.57|6|4|1|3|8|13|17|9|2|7|6|3|7|9,0.76|0.93|0.95|0.14|0.56|0.79|0.36|7|5|4|14|23|12|10|3|8|5|7|6|3|8,0.49|0.76|0.77|0.42|0.47|0.62|0.46|7|8|7|17|23|12|13|3|8|5|7|6|7|8,21.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-3.0|-3.0|-3.0|0.0|1.0|-3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
255,10,0.22|0.6|0.6|0.69|0.38|0.46|0.57|6|4|1|3|8|13|17|9|2|7|6|3|7|9,0.76|0.93|0.95|0.14|0.56|0.79|0.36|7|5|4|14|23|12|10|3|8|5|7|6|3|8,0.49|0.76|0.77|0.42|0.47|0.62|0.46|6|4|4|3|23|12|10|3|3|5|7|3|3|9,22.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
256,10,0.22|0.6|0.6|0.69|0.38|0.46|0.57|6|4|1|3|8|13|17|9|2|7|6|3|7|9,0.76|0.93|0.95|0.14|0.56|0.79|0.36|7|5|4|14|23|12|10|3|8|5|7|6|3|8,0.49|0.76|0.77|0.42|0.47|0.62|0.46|7|5|4|14|23|12|10|8|7|7|6|2|4|9,23.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|-1.0|0.0
257,10,0.22|0.6|0.6|0.69|0.38|0.46|0.57|6|4|1|3|8|13|17|9|2|7|6|3|7|9,0.76|0.93|0.95|0.14|0.56|0.79|0.36|7|5|4|14|23|12|10|3|8|5|7|6|3|8,0.49|0.76|0.77|0.42|0.47|0.62|0.46|7|4|1|14|23|13|10|2|2|2|2|2|2|2,24.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|7.0|6.0|5.0|4.0|4.0|5.0|7.0
258,10,0.22|0.6|0.6|0.69|0.38|0.46|0.57|6|4|1|3|8|13|17|9|2|7|6|3|7|9,0.76|0.93|0.95|0.14|0.56|0.79|0.36|7|5|4|14|23|12|10|3|8|5|7|6|3|8,0.49|0.76|0.77|0.42|0.47|0.62|0.46|7|4|1|14|8|12|17|3|2|7|7|6|3|8,25.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
259,10,0.22|0.6|0.6|0.69|0.38|0.46|0.57|6|4|1|3|8|13|17|9|2|7|6|3|7|9,0.76|0.93|0.95|0.14|0.56|0.79|0.36|7|5|4|14|23|12|10|3|8|5|7|6|3|8,0.34|0.92|0.3|0.99|0.23|0.75|0.48|6|4|4|14|8|13|17|9|8|7|7|6|3|9,26.0,0.15|-0.16|0.47|-0.57|0.24|-0.13|-0.02|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
260,11,0.28|0.56|0.51|0.68|0.44|0.44|0.62|7|4|1|3|8|13|3|2|4|5|2|4|5|10,0.83|0.18|0.73|0.51|0.91|0.75|0.82|17|23|8|22|18|11|13|3|2|9|6|9|7|8,0.55|0.37|0.62|0.6|0.68|0.6|0.72|7|23|8|3|8|13|3|2|4|9|6|4|7|8,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
261,11,0.28|0.56|0.51|0.68|0.44|0.44|0.62|7|4|1|3|8|13|3|2|4|5|2|4|5|10,0.83|0.18|0.73|0.51|0.91|0.75|0.82|17|23|8|22|18|11|13|3|2|9|6|9|7|8,0.55|0.37|0.62|0.6|0.68|0.6|0.72|7|23|1|3|8|13|13|3|3|5|2|4|4|9,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|-1.0
262,11,0.28|0.56|0.51|0.68|0.44|0.44|0.62|7|4|1|3|8|13|3|2|4|5|2|4|5|10,0.83|0.18|0.73|0.51|0.91|0.75|0.82|17|23|8|22|18|11|13|3|2|9|6|9|7|8,0.55|0.37|0.62|0.6|0.68|0.6|0.72|17|4|1|3|18|11|13|2|2|2|2|2|2|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|3.0|0.0|7.0|5.0|8.0
263,11,0.28|0.56|0.51|0.68|0.44|0.44|0.62|7|4|1|3|8|13|3|2|4|5|2|4|5|10,0.83|0.18|0.73|0.51|0.91|0.75|0.82|17|23|8|22|18|11|13|3|2|9|6|9|7|8,0.95|0.04|0.57|0.82|0.78|0.94|0.84|7|23|8|22|18|11|3|2|4|9|2|4|5|8,4.0,-0.4|0.33|0.05|-0.22|-0.1|-0.34|-0.12|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
264,11,0.28|0.56|0.51|0.68|0.44|0.44|0.62|7|4|1|3|8|13|3|2|4|5|2|4|5|10,0.83|0.18|0.73|0.51|0.91|0.75|0.82|17|23|8|22|18|11|13|3|2|9|6|9|7|8,0.55|0.37|0.62|0.6|0.68|0.6|0.72|7|23|1|22|8|13|3|3|4|5|2|4|8|9,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|-1.0|1.0
265,11,0.28|0.56|0.51|0.68|0.44|0.44|0.62|7|4|1|3|8|13|3|2|4|5|2|4|5|10,0.83|0.18|0.73|0.51|0.91|0.75|0.82|17|23|8|22|18|11|13|3|2|9|6|9|7|8,0.87|0.57|0.48|0.26|0.54|0.7|0.0|17|4|1|3|8|13|13|3|2|5|6|9|7|10,6.0,-0.32|-0.2|0.14|0.34|0.14|-0.1|0.72|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
266,11,0.28|0.56|0.51|0.68|0.44|0.44|0.62|7|4|1|3|8|13|3|2|4|5|2|4|5|10,0.83|0.18|0.73|0.51|0.91|0.75|0.82|17|23|8|22|18|11|13|3|2|9|6|9|7|8,0.55|0.37|0.62|0.6|0.68|0.6|0.72|17|4|1|22|8|13|13|4|3|10|3|9|6|9,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|1.0|-1.0|-1.0|0.0|1.0|-1.0
267,11,0.28|0.56|0.51|0.68|0.44|0.44|0.62|7|4|1|3|8|13|3|2|4|5|2|4|5|10,0.83|0.18|0.73|0.51|0.91|0.75|0.82|17|23|8|22|18|11|13|3|2|9|6|9|7|8,0.55|0.37|0.62|0.6|0.68|0.6|0.72|7|23|1|22|18|13|3|4|2|5|6|9|7|10,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
268,11,0.28|0.56|0.51|0.68|0.44|0.44|0.62|7|4|1|3|8|13|3|2|4|5|2|4|5|10,0.83|0.18|0.73|0.51|0.91|0.75|0.82|17|23|8|22|18|11|13|3|2|9|6|9|7|8,0.55|0.37|0.62|0.6|0.68|0.6|0.72|17|23|1|3|18|11|3|2|2|9|2|4|5|10,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
269,11,0.28|0.56|0.51|0.68|0.44|0.44|0.62|7|4|1|3|8|13|3|2|4|5|2|4|5|10,0.83|0.18|0.73|0.51|0.91|0.75|0.82|17|23|8|22|18|11|13|3|2|9|6|9|7|8,0.55|0.37|0.62|0.6|0.68|0.6|0.72|17|23|8|22|18|13|3|3|4|9|6|8|5|8,10.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
270,11,0.28|0.56|0.51|0.68|0.44|0.44|0.62|7|4|1|3|8|13|3|2|4|5|2|4|5|10,0.83|0.18|0.73|0.51|0.91|0.75|0.82|17|23|8|22|18|11|13|3|2|9|6|9|7|8,0.55|0.37|0.62|0.6|0.68|0.6|0.72|7|23|1|3|18|11|13|3|2|10|2|4|5|10,11.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
271,11,0.28|0.56|0.51|0.68|0.44|0.44|0.62|7|4|1|3|8|13|3|2|4|5|2|4|5|10,0.83|0.18|0.73|0.51|0.91|0.75|0.82|17|23|8|22|18|11|13|3|2|9|6|9|7|8,0.55|0.37|0.62|0.6|0.68|0.6|0.72|7|4|8|3|18|11|13|2|2|2|2|2|2|2,12.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|7.0|0.0|2.0|5.0|6.0
272,11,0.28|0.56|0.51|0.68|0.44|0.44|0.62|7|4|1|3|8|13|3|2|4|5|2|4|5|10,0.83|0.18|0.73|0.51|0.91|0.75|0.82|17|23|8|22|18|11|13|3|2|9|6|9|7|8,0.55|0.37|0.62|0.6|0.68|0.6|0.72|17|4|1|3|18|13|3|2|5|5|7|8|4|8,13.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|-1.0|1.0|1.0|0.0
273,11,0.28|0.56|0.51|0.68|0.44|0.44|0.62|7|4|1|3|8|13|3|2|4|5|2|4|5|10,0.83|0.18|0.73|0.51|0.91|0.75|0.82|17|23|8|22|18|11|13|3|2|9|6|9|7|8,0.55|0.37|0.62|0.6|0.68|0.6|0.72|20|24|3|5|20|16|3|2|2|9|2|9|5|8,14.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|-1.0|-2.0|-2.0|-2.0|-3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
274,11,0.28|0.56|0.51|0.68|0.44|0.44|0.62|7|4|1|3|8|13|3|2|4|5|2|4|5|10,0.83|0.18|0.73|0.51|0.91|0.75|0.82|17|23|8|22|18|11|13|3|2|9|6|9|7|8,0.55|0.37|0.62|0.6|0.68|0.6|0.72|7|23|8|22|18|13|3|3|4|5|2|9|5|8,15.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
275,11,0.28|0.56|0.51|0.68|0.44|0.44|0.62|7|4|1|3|8|13|3|2|4|5|2|4|5|10,0.83|0.18|0.73|0.51|0.91|0.75|0.82|17|23|8|22|18|11|13|3|2|9|6|9|7|8,0.55|0.37|0.62|0.6|0.68|0.6|0.72|7|4|1|3|8|11|13|2|4|9|6|9|7|10,16.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
276,11,0.28|0.56|0.51|0.68|0.44|0.44|0.62|7|4|1|3|8|13|3|2|4|5|2|4|5|10,0.83|0.18|0.73|0.51|0.91|0.75|0.82|17|23|8|22|18|11|13|3|2|9|6|9|7|8,0.55|0.37|0.62|0.6|0.68|0.6|0.72|17|4|8|3|18|11|3|2|2|6|6|9|5|8,17.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
277,11,0.28|0.56|0.51|0.68|0.44|0.44|0.62|7|4|1|3|8|13|3|2|4|5|2|4|5|10,0.83|0.18|0.73|0.51|0.91|0.75|0.82|17|23|8|22|18|11|13|3|2|9|6|9|7|8,0.55|0.3|0.94|0.22|0.27|0.48|0.01|7|4|8|22|18|11|3|3|2|5|6|9|5|10,18.0,0.0|0.07|-0.32|0.38|0.41|0.12|0.71|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
278,11,0.28|0.56|0.51|0.68|0.44|0.44|0.62|7|4|1|3|8|13|3|2|4|5|2|4|5|10,0.83|0.18|0.73|0.51|0.91|0.75|0.82|17|23|8|22|18|11|13|3|2|9|6|9|7|8,0.55|0.37|0.62|0.6|0.68|0.6|0.72|18|4|8|3|18|13|3|2|4|5|2|4|7|8,19.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
279,11,0.28|0.56|0.51|0.68|0.44|0.44|0.62|7|4|1|3|8|13|3|2|4|5|2|4|5|10,0.83|0.18|0.73|0.51|0.91|0.75|0.82|17|23|8|22|18|11|13|3|2|9|6|9|7|8,0.55|0.37|0.62|0.6|0.68|0.6|0.72|17|4|8|22|18|13|3|3|2|5|2|4|7|10,20.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
280,11,0.28|0.56|0.51|0.68|0.44|0.44|0.62|7|4|1|3|8|13|3|2|4|5|2|4|5|10,0.83|0.18|0.73|0.51|0.91|0.75|0.82|17|23|8|22|18|11|13|3|2|9|6|9|7|8,0.55|0.37|0.62|0.6|0.68|0.6|0.72|16|5|1|3|10|13|14|3|2|9|2|4|5|8,21.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|-1.0|0.0|0.0|-2.0|-2.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
281,11,0.28|0.56|0.51|0.68|0.44|0.44|0.62|7|4|1|3|8|13|3|2|4|5|2|4|5|10,0.83|0.18|0.73|0.51|0.91|0.75|0.82|17|23|8|22|18|11|13|3|2|9|6|9|7|8,0.4|0.46|0.24|0.04|0.71|0.67|0.24|17|23|8|22|8|11|13|3|2|9|6|9|7|8,22.0,0.15|-0.09|0.38|0.56|-0.03|-0.07|0.48|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
282,11,0.28|0.56|0.51|0.68|0.44|0.44|0.62|7|4|1|3|8|13|3|2|4|5|2|4|5|10,0.83|0.18|0.73|0.51|0.91|0.75|0.82|17|23|8|22|18|11|13|3|2|9|6|9|7|8,0.55|0.37|0.62|0.6|0.68|0.6|0.72|17|23|8|22|18|11|13|2|2|9|2|9|5|8,23.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
283,11,0.28|0.56|0.51|0.68|0.44|0.44|0.62|7|4|1|3|8|13|3|2|4|5|2|4|5|10,0.83|0.18|0.73|0.51|0.91|0.75|0.82|17|23|8|22|18|11|13|3|2|9|6|9|7|8,0.55|0.37|0.62|0.6|0.68|0.6|0.72|10|23|9|24|21|13|14|2|2|9|6|4|7|8,24.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|0.0|-1.0|-2.0|-3.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
284,11,0.28|0.56|0.51|0.68|0.44|0.44|0.62|7|4|1|3|8|13|3|2|4|5|2|4|5|10,0.83|0.18|0.73|0.51|0.91|0.75|0.82|17|23|8|22|18|11|13|3|2|9|6|9|7|8,0.55|0.37|0.62|0.6|0.68|0.6|0.72|16|5|10|3|21|12|16|2|4|9|2|9|5|10,25.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|-1.0|-2.0|0.0|-3.0|-1.0|-3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
285,11,0.28|0.56|0.51|0.68|0.44|0.44|0.62|7|4|1|3|8|13|3|2|4|5|2|4|5|10,0.83|0.18|0.73|0.51|0.91|0.75|0.82|17|23|8|22|18|11|13|3|2|9|6|9|7|8,0.55|0.37|0.62|0.6|0.68|0.6|0.72|7|23|8|3|18|11|3|2|2|9|3|4|7|10,26.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
286,12,0.37|0.61|0.72|0.48|0.35|0.55|0.7|5|1|3|8|6|11|11|4|6|2|2|2|5|9,0.4|0.48|0.32|0.66|0.55|0.41|0.73|7|4|8|9|8|1|2|8|3|5|4|4|4|3,0.38|0.54|0.52|0.57|0.45|0.48|0.72|7|1|3|8|8|11|2|9|7|4|3|3|4|4,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|1.0|-1.0|-1.0|0.0|-1.0
287,12,0.37|0.61|0.72|0.48|0.35|0.55|0.7|5|1|3|8|6|11|11|4|6|2|2|2|5|9,0.4|0.48|0.32|0.66|0.55|0.41|0.73|7|4|8|9|8|1|2|8|3|5|4|4|4|3,0.38|0.54|0.52|0.57|0.45|0.48|0.72|5|5|3|9|6|11|2|4|3|2|4|2|5|3,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
288,12,0.37|0.61|0.72|0.48|0.35|0.55|0.7|5|1|3|8|6|11|11|4|6|2|2|2|5|9,0.4|0.48|0.32|0.66|0.55|0.41|0.73|7|4|8|9|8|1|2|8|3|5|4|4|4|3,0.38|0.54|0.52|0.57|0.45|0.48|0.72|5|1|3|9|8|11|11|7|6|6|3|5|5|4,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|-1.0|1.0|-1.0|0.0|-1.0
289,12,0.37|0.61|0.72|0.48|0.35|0.55|0.7|5|1|3|8|6|11|11|4|6|2|2|2|5|9,0.4|0.48|0.32|0.66|0.55|0.41|0.73|7|4|8|9|8|1|2|8|3|5|4|4|4|3,0.38|0.54|0.52|0.57|0.45|0.48|0.72|5|4|3|9|6|1|11|4|3|2|2|5|5|3,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
290,12,0.37|0.61|0.72|0.48|0.35|0.55|0.7|5|1|3|8|6|11|11|4|6|2|2|2|5|9,0.4|0.48|0.32|0.66|0.55|0.41|0.73|7|4|8|9|8|1|2|8|3|5|4|4|4|3,0.38|0.54|0.52|0.57|0.45|0.48|0.72|5|1|3|8|8|11|2|3|5|4|2|2|6|3,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|1.0|0.0|0.0|-1.0|0.0
291,12,0.37|0.61|0.72|0.48|0.35|0.55|0.7|5|1|3|8|6|11|11|4|6|2|2|2|5|9,0.4|0.48|0.32|0.66|0.55|0.41|0.73|7|4|8|9|8|1|2|8|3|5|4|4|4|3,0.38|0.54|0.52|0.57|0.45|0.48|0.72|5|4|3|8|6|11|11|4|6|2|4|2|5|9,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
