,generation,mother,father,child,child_no,mutation
444,50,0.58|0.48|0.3|0.1|0.04|0.26|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.38|0.54|0.64|0.3|0.26|0.76|12.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.48|0.51|0.47|0.2|0.15|0.51|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
445,50,0.58|0.48|0.3|0.1|0.04|0.26|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.38|0.54|0.64|0.3|0.26|0.76|12.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.13|0.91|0.04|0.41|0.46|0.81|12.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,5.0,0.35|-0.4|0.43|-0.20999999999999996|-0.31000000000000005|-0.30000000000000004|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
446,50,0.58|0.48|0.3|0.1|0.04|0.26|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.38|0.54|0.64|0.3|0.26|0.76|12.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.48|0.51|0.47|0.2|0.15|0.51|12.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
447,50,0.58|0.48|0.3|0.1|0.04|0.26|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.38|0.54|0.64|0.3|0.26|0.76|12.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.48|0.51|0.47|0.2|0.15|0.51|10.0|28.0|18.0|13.0|3.0|16.0|10|10|9|10|7|6,7.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
448,50,0.58|0.48|0.3|0.1|0.04|0.26|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.38|0.54|0.64|0.3|0.26|0.76|12.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.48|0.51|0.47|0.2|0.15|0.51|11.0|28.0|18.0|12.0|3.0|16.0|9|10|10|10|7|6,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
449,50,0.58|0.48|0.3|0.1|0.04|0.26|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.38|0.54|0.64|0.3|0.26|0.76|12.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.48|0.51|0.47|0.2|0.15|0.51|12.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,9.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
450,51,0.58|0.48|0.3|0.1|0.04|0.26|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.48|0.51|0.47|0.2|0.15|0.51|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.53|0.5|0.38|0.15|0.1|0.38|12.0|28.0|17.0|14.0|6.0|15.0|10|10|10|10|7|6,1.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|1.0|-1.0|-3.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
451,51,0.58|0.48|0.3|0.1|0.04|0.26|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.48|0.51|0.47|0.2|0.15|0.51|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.53|0.5|0.38|0.15|0.1|0.38|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|8|7,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0
452,51,0.58|0.48|0.3|0.1|0.04|0.26|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.48|0.51|0.47|0.2|0.15|0.51|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.53|0.5|0.38|0.15|0.1|0.38|11.0|28.0|18.0|13.0|4.0|16.0|10|10|10|10|7|6,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
453,51,0.58|0.48|0.3|0.1|0.04|0.26|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.48|0.51|0.47|0.2|0.15|0.51|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.53|0.5|0.38|0.15|0.1|0.38|11.0|28.0|18.0|13.0|3.0|16.0|10|10|9|10|7|6,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
454,51,0.58|0.48|0.3|0.1|0.04|0.26|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.48|0.51|0.47|0.2|0.15|0.51|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.53|0.5|0.38|0.15|0.1|0.38|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
455,51,0.58|0.48|0.3|0.1|0.04|0.26|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.48|0.51|0.47|0.2|0.15|0.51|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.53|0.5|0.38|0.15|0.1|0.38|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|9|7|6,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
456,51,0.58|0.48|0.3|0.1|0.04|0.26|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.48|0.51|0.47|0.2|0.15|0.51|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.53|0.5|0.38|0.15|0.1|0.38|11.0|28.0|18.0|12.0|3.0|16.0|9|10|10|10|7|6,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
457,51,0.58|0.48|0.3|0.1|0.04|0.26|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.48|0.51|0.47|0.2|0.15|0.51|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.53|0.5|0.38|0.15|0.1|0.38|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
458,51,0.58|0.48|0.3|0.1|0.04|0.26|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.48|0.51|0.47|0.2|0.15|0.51|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.53|0.5|0.38|0.15|0.1|0.38|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
459,52,0.53|0.5|0.38|0.15|0.1|0.38|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.37|0.55|0.65|0.29|0.25|0.78|11.0|29.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.45|0.52|0.52|0.22|0.18|0.58|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
460,52,0.53|0.5|0.38|0.15|0.1|0.38|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.37|0.55|0.65|0.29|0.25|0.78|11.0|29.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.45|0.52|0.52|0.22|0.18|0.58|11.0|28.0|18.0|12.0|3.0|16.0|10|10|10|10|7|6,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
461,52,0.53|0.5|0.38|0.15|0.1|0.38|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.37|0.55|0.65|0.29|0.25|0.78|11.0|29.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.45|0.52|0.52|0.22|0.18|0.58|11.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
462,52,0.53|0.5|0.38|0.15|0.1|0.38|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.37|0.55|0.65|0.29|0.25|0.78|11.0|29.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.45|0.52|0.52|0.22|0.18|0.58|10.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,4.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
463,52,0.53|0.5|0.38|0.15|0.1|0.38|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.37|0.55|0.65|0.29|0.25|0.78|11.0|29.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.45|0.52|0.52|0.22|0.18|0.58|11.0|30.0|18.0|13.0|3.0|16.0|10|10|10|10|6|6,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
464,52,0.53|0.5|0.38|0.15|0.1|0.38|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.37|0.55|0.65|0.29|0.25|0.78|11.0|29.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.45|0.52|0.52|0.22|0.18|0.58|11.0|28.0|18.0|14.0|3.0|16.0|10|10|10|10|7|6,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
465,52,0.53|0.5|0.38|0.15|0.1|0.38|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.37|0.55|0.65|0.29|0.25|0.78|11.0|29.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.87|0.83|0.17|0.95|0.56|0.15|11.0|29.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,7.0,-0.42|-0.30999999999999994|0.35|-0.73|-0.38000000000000006|0.42999999999999994|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
466,52,0.53|0.5|0.38|0.15|0.1|0.38|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.37|0.55|0.65|0.29|0.25|0.78|11.0|29.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.45|0.52|0.52|0.22|0.18|0.58|14.0|29.0|21.0|13.0|3.0|15.0|10|10|10|10|7|6,8.0,0.0|0.0|0.0|0.0|0.0|0.0|-3.0|0.0|-3.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
467,52,0.53|0.5|0.38|0.15|0.1|0.38|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.37|0.55|0.65|0.29|0.25|0.78|11.0|29.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.25|0.6|0.05|0.46|0.94|0.75|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,9.0,0.2|-0.07999999999999996|0.47000000000000003|-0.24000000000000002|-0.76|-0.17000000000000004|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
468,53,0.45|0.52|0.52|0.22|0.18|0.58|11.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.29|0.44|0.84|0.64|0.41|0.31|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.37|0.48|0.68|0.43|0.3|0.44|11.0|27.0|18.0|13.0|4.0|16.0|10|10|10|10|7|6,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
469,53,0.45|0.52|0.52|0.22|0.18|0.58|11.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.29|0.44|0.84|0.64|0.41|0.31|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.37|0.48|0.68|0.43|0.3|0.44|10.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,2.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
470,53,0.45|0.52|0.52|0.22|0.18|0.58|11.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.29|0.44|0.84|0.64|0.41|0.31|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.37|0.48|0.68|0.43|0.3|0.44|12.0|29.0|20.0|16.0|4.0|17.0|10|10|10|10|7|6,3.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|-2.0|-3.0|-1.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
471,53,0.45|0.52|0.52|0.22|0.18|0.58|11.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.29|0.44|0.84|0.64|0.41|0.31|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.36|0.28|0.55|0.6|0.11|0.3|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,4.0,0.010000000000000009|0.19999999999999996|0.13|-0.16999999999999998|0.19|0.14|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
472,53,0.45|0.52|0.52|0.22|0.18|0.58|11.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.29|0.44|0.84|0.64|0.41|0.31|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.37|0.48|0.68|0.43|0.3|0.44|14.0|29.0|20.0|16.0|3.0|17.0|10|10|10|10|7|6,5.0,0.0|0.0|0.0|0.0|0.0|0.0|-3.0|-2.0|-2.0|-3.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
473,53,0.45|0.52|0.52|0.22|0.18|0.58|11.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.29|0.44|0.84|0.64|0.41|0.31|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.37|0.48|0.68|0.43|0.3|0.44|11.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
474,53,0.45|0.52|0.52|0.22|0.18|0.58|11.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.29|0.44|0.84|0.64|0.41|0.31|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.37|0.48|0.68|0.43|0.3|0.44|10.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,7.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
475,53,0.45|0.52|0.52|0.22|0.18|0.58|11.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.29|0.44|0.84|0.64|0.41|0.31|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.37|0.48|0.68|0.43|0.3|0.44|10.0|28.0|18.0|13.0|3.0|16.0|9|10|10|10|7|6,8.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
476,53,0.45|0.52|0.52|0.22|0.18|0.58|11.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.29|0.44|0.84|0.64|0.41|0.31|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.18|0.85|0.61|0.67|0.89|0.05|11.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,9.0,0.19|-0.37|0.07000000000000006|-0.24000000000000005|-0.5900000000000001|0.39|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
477,54,0.37|0.48|0.68|0.43|0.3|0.44|10.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.45|0.52|0.52|0.22|0.18|0.58|11.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.41|0.5|0.6|0.32|0.24|0.51|11.0|27.0|18.0|13.0|3.0|16.0|10|9|10|10|7|6,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0
478,54,0.37|0.48|0.68|0.43|0.3|0.44|10.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.45|0.52|0.52|0.22|0.18|0.58|11.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.41|0.5|0.6|0.32|0.24|0.51|10.0|28.0|18.0|13.0|3.0|16.0|9|10|10|10|7|6,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
479,54,0.37|0.48|0.68|0.43|0.3|0.44|10.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.45|0.52|0.52|0.22|0.18|0.58|11.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.97|0.47|0.86|0.04|0.51|0.76|11.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,3.0,-0.56|0.030000000000000027|-0.26|0.28|-0.27|-0.25|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
480,54,0.37|0.48|0.68|0.43|0.3|0.44|10.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.45|0.52|0.52|0.22|0.18|0.58|11.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.41|0.5|0.6|0.32|0.24|0.51|12.0|27.0|18.0|13.0|3.0|16.0|10|10|10|9|7|6,4.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
481,54,0.37|0.48|0.68|0.43|0.3|0.44|10.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.45|0.52|0.52|0.22|0.18|0.58|11.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.41|0.5|0.6|0.32|0.24|0.51|11.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|8|6,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
482,54,0.37|0.48|0.68|0.43|0.3|0.44|10.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.45|0.52|0.52|0.22|0.18|0.58|11.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.41|0.5|0.6|0.32|0.24|0.51|10.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|8|6,6.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
483,54,0.37|0.48|0.68|0.43|0.3|0.44|10.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.45|0.52|0.52|0.22|0.18|0.58|11.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.41|0.5|0.6|0.32|0.24|0.51|10.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
484,54,0.37|0.48|0.68|0.43|0.3|0.44|10.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.45|0.52|0.52|0.22|0.18|0.58|11.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.41|0.5|0.6|0.32|0.24|0.51|9.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,8.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
485,54,0.37|0.48|0.68|0.43|0.3|0.44|10.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.45|0.52|0.52|0.22|0.18|0.58|11.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.41|0.5|0.6|0.32|0.24|0.51|10.0|28.0|18.0|13.0|3.0|16.0|10|10|9|10|7|6,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
486,55,0.45|0.52|0.52|0.22|0.18|0.58|11.0|28.0|18.0|12.0|3.0|16.0|10|10|10|10|7|6,0.37|0.48|0.68|0.43|0.3|0.44|10.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.41|0.5|0.6|0.32|0.24|0.51|11.0|27.0|18.0|12.0|3.0|16.0|10|10|9|10|7|5,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0
487,55,0.45|0.52|0.52|0.22|0.18|0.58|11.0|28.0|18.0|12.0|3.0|16.0|10|10|10|10|7|6,0.37|0.48|0.68|0.43|0.3|0.44|10.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.36|0.35|0.58|0.88|0.51|0.82|10.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,2.0,0.04999999999999999|0.15000000000000002|0.020000000000000018|-0.56|-0.27|-0.30999999999999994|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
488,55,0.45|0.52|0.52|0.22|0.18|0.58|11.0|28.0|18.0|12.0|3.0|16.0|10|10|10|10|7|6,0.37|0.48|0.68|0.43|0.3|0.44|10.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.41|0.5|0.6|0.32|0.24|0.51|10.0|27.0|19.0|13.0|3.0|16.0|10|10|9|10|7|6,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
489,55,0.45|0.52|0.52|0.22|0.18|0.58|11.0|28.0|18.0|12.0|3.0|16.0|10|10|10|10|7|6,0.37|0.48|0.68|0.43|0.3|0.44|10.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.41|0.5|0.6|0.32|0.24|0.51|10.0|27.0|20.0|13.0|6.0|15.0|10|10|10|10|7|6,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|-2.0|0.0|-3.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
490,55,0.45|0.52|0.52|0.22|0.18|0.58|11.0|28.0|18.0|12.0|3.0|16.0|10|10|10|10|7|6,0.37|0.48|0.68|0.43|0.3|0.44|10.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.41|0.5|0.6|0.32|0.24|0.51|10.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
491,55,0.45|0.52|0.52|0.22|0.18|0.58|11.0|28.0|18.0|12.0|3.0|16.0|10|10|10|10|7|6,0.37|0.48|0.68|0.43|0.3|0.44|10.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.41|0.5|0.6|0.32|0.24|0.51|10.0|27.0|19.0|13.0|3.0|16.0|10|10|10|10|7|6,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
492,55,0.45|0.52|0.52|0.22|0.18|0.58|11.0|28.0|18.0|12.0|3.0|16.0|10|10|10|10|7|6,0.37|0.48|0.68|0.43|0.3|0.44|10.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.81|0.75|0.01|0.76|0.11|0.92|11.0|27.0|18.0|12.0|3.0|16.0|10|10|10|10|7|6,7.0,-0.4000000000000001|-0.25|0.59|-0.44|0.13|-0.41000000000000003|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
493,55,0.45|0.52|0.52|0.22|0.18|0.58|11.0|28.0|18.0|12.0|3.0|16.0|10|10|10|10|7|6,0.37|0.48|0.68|0.43|0.3|0.44|10.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.41|0.5|0.6|0.32|0.24|0.51|11.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
494,55,0.45|0.52|0.52|0.22|0.18|0.58|11.0|28.0|18.0|12.0|3.0|16.0|10|10|10|10|7|6,0.37|0.48|0.68|0.43|0.3|0.44|10.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.41|0.5|0.6|0.32|0.24|0.51|10.0|28.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
495,56,0.45|0.52|0.52|0.22|0.18|0.58|11.0|28.0|18.0|12.0|3.0|16.0|10|10|10|10|7|6,0.36|0.35|0.58|0.88|0.51|0.82|10.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.4|0.44|0.55|0.55|0.34|0.7|10.0|27.0|18.0|13.0|3.0|16.0|10|10|10|9|7|6,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
496,56,0.45|0.52|0.52|0.22|0.18|0.58|11.0|28.0|18.0|12.0|3.0|16.0|10|10|10|10|7|6,0.36|0.35|0.58|0.88|0.51|0.82|10.0|27.0|18.0|13.0|3.0|16.0|10|10|10|10|7|6,0.4|0.44|0.55|0.55|0.34|0.7|10.0|28.0|18.0|12.0|3.0|16.0|10|10|10|10|7|6,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
