,generation,mother,father,child,child_no,mutation
265,30,0.27|0.66|0.6|0.65|6.0|8.0|10.0|8.0|6|8|9|8,0.41|0.54|0.71|0.73|6.0|8.0|11.0|8.0|6|8|9|8,0.34|0.6|0.66|0.69|7.0|8.0|10.0|8.0|6|8|9|8,5.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
266,30,0.27|0.66|0.6|0.65|6.0|8.0|10.0|8.0|6|8|9|8,0.41|0.54|0.71|0.73|6.0|8.0|11.0|8.0|6|8|9|8,0.03|0.13|0.76|0.41|6.0|8.0|11.0|8.0|6|8|9|8,6.0,0.31000000000000005|0.47|-0.09999999999999998|0.27999999999999997|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
267,30,0.27|0.66|0.6|0.65|6.0|8.0|10.0|8.0|6|8|9|8,0.41|0.54|0.71|0.73|6.0|8.0|11.0|8.0|6|8|9|8,0.34|0.6|0.66|0.69|6.0|9.0|10.0|8.0|6|8|9|8,7.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
268,30,0.27|0.66|0.6|0.65|6.0|8.0|10.0|8.0|6|8|9|8,0.41|0.54|0.71|0.73|6.0|8.0|11.0|8.0|6|8|9|8,0.34|0.6|0.66|0.69|6.0|8.0|11.0|8.0|5|7|8|8,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|1.0|0.0
269,30,0.27|0.66|0.6|0.65|6.0|8.0|10.0|8.0|6|8|9|8,0.41|0.54|0.71|0.73|6.0|8.0|11.0|8.0|6|8|9|8,0.34|0.6|0.66|0.69|6.0|8.0|10.0|8.0|6|8|9|8,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
270,31,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|8,0.34|0.6|0.66|0.69|6.0|8.0|10.0|8.0|6|8|9|8,0.45|0.51|0.74|0.74|7.0|8.0|10.0|9.0|6|8|9|8,1.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
271,31,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|8,0.34|0.6|0.66|0.69|6.0|8.0|10.0|8.0|6|8|9|8,0.45|0.51|0.74|0.74|6.0|9.0|9.0|8.0|6|8|9|8,2.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
272,31,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|8,0.34|0.6|0.66|0.69|6.0|8.0|10.0|8.0|6|8|9|8,0.7|0.33|0.14|0.97|6.0|8.0|10.0|8.0|6|8|9|8,3.0,-0.24999999999999994|0.18|0.6|-0.22999999999999998|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
273,31,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|8,0.34|0.6|0.66|0.69|6.0|8.0|10.0|8.0|6|8|9|8,0.45|0.51|0.74|0.74|9.0|8.0|10.0|11.0|6|8|9|8,4.0,0.0|0.0|0.0|0.0|-3.0|0.0|-1.0|-3.0|0.0|0.0|0.0|0.0
274,31,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|8,0.34|0.6|0.66|0.69|6.0|8.0|10.0|8.0|6|8|9|8,0.15|0.8|0.57|0.49|6.0|8.0|10.0|8.0|6|8|9|8,5.0,0.30000000000000004|-0.29000000000000004|0.17000000000000004|0.25|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
275,31,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|8,0.34|0.6|0.66|0.69|6.0|8.0|10.0|8.0|6|8|9|8,0.45|0.51|0.74|0.74|6.0|7.0|10.0|8.0|7|8|9|8,6.0,0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|-1.0|0.0|0.0|0.0
276,31,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|8,0.34|0.6|0.66|0.69|6.0|8.0|10.0|8.0|6|8|9|8,0.45|0.51|0.74|0.74|6.0|8.0|10.0|8.0|6|9|9|8,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
277,31,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|8,0.34|0.6|0.66|0.69|6.0|8.0|10.0|8.0|6|8|9|8,0.45|0.51|0.74|0.74|6.0|8.0|9.0|8.0|6|7|9|9,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|-1.0
278,31,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|8,0.34|0.6|0.66|0.69|6.0|8.0|10.0|8.0|6|8|9|8,0.27|0.2|0.94|1.0|6.0|8.0|10.0|8.0|6|8|9|8,9.0,0.18|0.31|-0.19999999999999996|-0.26|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
279,32,0.95|0.51|0.36|0.09|6.0|8.0|9.0|8.0|6|8|9|8,0.27|0.66|0.6|0.65|6.0|8.0|10.0|8.0|6|8|9|8,0.61|0.58|0.48|0.37|6.0|8.0|10.0|8.0|5|8|9|8,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
280,32,0.95|0.51|0.36|0.09|6.0|8.0|9.0|8.0|6|8|9|8,0.27|0.66|0.6|0.65|6.0|8.0|10.0|8.0|6|8|9|8,0.61|0.58|0.48|0.37|7.0|8.0|9.0|8.0|6|8|9|8,2.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
281,32,0.95|0.51|0.36|0.09|6.0|8.0|9.0|8.0|6|8|9|8,0.27|0.66|0.6|0.65|6.0|8.0|10.0|8.0|6|8|9|8,0.61|0.58|0.48|0.37|6.0|7.0|9.0|8.0|6|9|9|8,3.0,0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|-1.0|0.0|0.0
282,32,0.95|0.51|0.36|0.09|6.0|8.0|9.0|8.0|6|8|9|8,0.27|0.66|0.6|0.65|6.0|8.0|10.0|8.0|6|8|9|8,0.61|0.58|0.48|0.37|6.0|8.0|9.0|8.0|6|8|8|8,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
283,32,0.95|0.51|0.36|0.09|6.0|8.0|9.0|8.0|6|8|9|8,0.27|0.66|0.6|0.65|6.0|8.0|10.0|8.0|6|8|9|8,0.21|0.54|0.19|0.79|6.0|8.0|9.0|8.0|6|8|9|8,5.0,0.4|0.039999999999999925|0.29|-0.42000000000000004|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
284,32,0.95|0.51|0.36|0.09|6.0|8.0|9.0|8.0|6|8|9|8,0.27|0.66|0.6|0.65|6.0|8.0|10.0|8.0|6|8|9|8,0.59|0.42|0.68|0.39|6.0|8.0|10.0|8.0|6|8|9|8,6.0,0.020000000000000018|0.15999999999999998|-0.20000000000000007|-0.020000000000000018|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
285,32,0.95|0.51|0.36|0.09|6.0|8.0|9.0|8.0|6|8|9|8,0.27|0.66|0.6|0.65|6.0|8.0|10.0|8.0|6|8|9|8,0.61|0.58|0.48|0.37|6.0|8.0|9.0|8.0|5|8|9|8,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
286,32,0.95|0.51|0.36|0.09|6.0|8.0|9.0|8.0|6|8|9|8,0.27|0.66|0.6|0.65|6.0|8.0|10.0|8.0|6|8|9|8,0.61|0.58|0.48|0.37|6.0|8.0|9.0|8.0|6|7|9|8,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
287,32,0.95|0.51|0.36|0.09|6.0|8.0|9.0|8.0|6|8|9|8,0.27|0.66|0.6|0.65|6.0|8.0|10.0|8.0|6|8|9|8,0.61|0.58|0.48|0.37|7.0|8.0|9.0|8.0|6|8|8|8,9.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
288,33,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|8,0.95|0.51|0.36|0.09|6.0|8.0|9.0|8.0|6|8|9|8,0.75|0.46|0.59|0.44|6.0|8.0|9.0|8.0|5|8|9|8,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
289,33,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|8,0.95|0.51|0.36|0.09|6.0|8.0|9.0|8.0|6|8|9|8,0.75|0.46|0.59|0.44|8.0|8.0|10.0|9.0|6|8|9|8,2.0,0.0|0.0|0.0|0.0|-2.0|0.0|-1.0|-1.0|0.0|0.0|0.0|0.0
290,33,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|8,0.95|0.51|0.36|0.09|6.0|8.0|9.0|8.0|6|8|9|8,0.75|0.46|0.59|0.44|7.0|8.0|9.0|8.0|6|9|9|8,3.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
291,33,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|8,0.95|0.51|0.36|0.09|6.0|8.0|9.0|8.0|6|8|9|8,0.75|0.46|0.59|0.44|9.0|8.0|9.0|9.0|6|8|9|8,4.0,0.0|0.0|0.0|0.0|-3.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
292,33,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|8,0.95|0.51|0.36|0.09|6.0|8.0|9.0|8.0|6|8|9|8,0.75|0.46|0.59|0.44|6.0|8.0|9.0|8.0|6|7|9|8,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
293,33,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|8,0.95|0.51|0.36|0.09|6.0|8.0|9.0|8.0|6|8|9|8,0.58|0.78|0.99|0.28|6.0|8.0|9.0|8.0|6|8|9|8,6.0,0.17000000000000004|-0.32|-0.4|0.15999999999999998|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
294,33,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|8,0.95|0.51|0.36|0.09|6.0|8.0|9.0|8.0|6|8|9|8,0.75|0.46|0.59|0.44|7.0|8.0|9.0|8.0|6|9|9|8,7.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
295,33,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|8,0.95|0.51|0.36|0.09|6.0|8.0|9.0|8.0|6|8|9|8,0.76|0.51|0.66|0.25|6.0|8.0|9.0|8.0|6|8|9|8,8.0,-0.010000000000000009|-0.04999999999999999|-0.07000000000000006|0.19|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
296,33,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|8,0.95|0.51|0.36|0.09|6.0|8.0|9.0|8.0|6|8|9|8,0.21|0.9|0.91|0.2|6.0|8.0|9.0|8.0|6|8|9|8,9.0,0.54|-0.44|-0.32000000000000006|0.24|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
297,34,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|8,0.21|0.54|0.19|0.79|6.0|8.0|9.0|8.0|6|8|9|8,0.38|0.48|0.5|0.8|6.0|8.0|9.0|8.0|6|9|9|8,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
298,34,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|8,0.21|0.54|0.19|0.79|6.0|8.0|9.0|8.0|6|8|9|8,0.38|0.48|0.5|0.8|7.0|8.0|9.0|8.0|6|8|9|8,2.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
299,34,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|8,0.21|0.54|0.19|0.79|6.0|8.0|9.0|8.0|6|8|9|8,0.38|0.48|0.5|0.8|6.0|7.0|12.0|10.0|6|8|9|8,3.0,0.0|0.0|0.0|0.0|0.0|1.0|-3.0|-2.0|0.0|0.0|0.0|0.0
300,34,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|8,0.21|0.54|0.19|0.79|6.0|8.0|9.0|8.0|6|8|9|8,0.38|0.48|0.5|0.8|6.0|7.0|9.0|8.0|6|8|9|8,4.0,0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
301,34,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|8,0.21|0.54|0.19|0.79|6.0|8.0|9.0|8.0|6|8|9|8,0.38|0.48|0.5|0.8|6.0|8.0|9.0|8.0|7|9|10|8,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|-1.0|0.0
302,34,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|8,0.21|0.54|0.19|0.79|6.0|8.0|9.0|8.0|6|8|9|8,0.38|0.48|0.5|0.8|6.0|8.0|9.0|8.0|7|8|9|8,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
303,34,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|8,0.21|0.54|0.19|0.79|6.0|8.0|9.0|8.0|6|8|9|8,0.38|0.48|0.5|0.8|6.0|8.0|9.0|8.0|5|7|10|9,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|-1.0|-1.0
304,34,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|8,0.21|0.54|0.19|0.79|6.0|8.0|9.0|8.0|6|8|9|8,0.38|0.48|0.5|0.8|7.0|8.0|9.0|8.0|6|8|9|8,8.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
305,34,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|8,0.21|0.54|0.19|0.79|6.0|8.0|9.0|8.0|6|8|9|8,0.38|0.48|0.5|0.8|6.0|8.0|9.0|8.0|6|7|9|8,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
306,35,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|9,0.45|0.51|0.74|0.74|6.0|8.0|9.0|8.0|6|7|9|9,0.5|0.46|0.78|0.77|7.0|10.0|10.0|9.0|6|8|9|9,1.0,0.0|0.0|0.0|0.0|-1.0|-2.0|-1.0|-1.0|0.0|0.0|0.0|0.0
307,35,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|9,0.45|0.51|0.74|0.74|6.0|8.0|9.0|8.0|6|7|9|9,0.5|0.46|0.78|0.77|6.0|9.0|9.0|8.0|6|7|9|9,2.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
308,35,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|9,0.45|0.51|0.74|0.74|6.0|8.0|9.0|8.0|6|7|9|9,0.5|0.46|0.78|0.77|6.0|8.0|9.0|8.0|6|9|9|9,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
309,35,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|9,0.45|0.51|0.74|0.74|6.0|8.0|9.0|8.0|6|7|9|9,0.5|0.46|0.78|0.77|7.0|8.0|9.0|8.0|6|7|9|9,4.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
310,35,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|9,0.45|0.51|0.74|0.74|6.0|8.0|9.0|8.0|6|7|9|9,0.5|0.46|0.78|0.77|6.0|8.0|8.0|8.0|6|7|8|9,5.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0
311,35,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|9,0.45|0.51|0.74|0.74|6.0|8.0|9.0|8.0|6|7|9|9,0.5|0.46|0.78|0.77|6.0|8.0|8.0|8.0|6|7|9|9,6.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
312,35,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|9,0.45|0.51|0.74|0.74|6.0|8.0|9.0|8.0|6|7|9|9,0.5|0.46|0.78|0.77|6.0|7.0|11.0|7.0|6|7|9|9,7.0,0.0|0.0|0.0|0.0|0.0|1.0|-2.0|1.0|0.0|0.0|0.0|0.0
313,35,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|9,0.45|0.51|0.74|0.74|6.0|8.0|9.0|8.0|6|7|9|9,0.5|0.46|0.78|0.77|6.0|8.0|10.0|8.0|6|7|9|9,8.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
314,35,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|9,0.45|0.51|0.74|0.74|6.0|8.0|9.0|8.0|6|7|9|9,0.5|0.46|0.78|0.77|6.0|8.0|9.0|8.0|5|8|9|9,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
315,36,0.5|0.46|0.78|0.77|6.0|8.0|8.0|8.0|6|7|8|9,0.5|0.46|0.78|0.77|6.0|9.0|9.0|8.0|6|7|9|9,0.5|0.46|0.78|0.77|6.0|8.0|9.0|8.0|7|7|8|9,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
316,36,0.5|0.46|0.78|0.77|6.0|8.0|8.0|8.0|6|7|8|9,0.5|0.46|0.78|0.77|6.0|9.0|9.0|8.0|6|7|9|9,0.5|0.46|0.78|0.77|6.0|8.0|8.0|8.0|6|7|9|9,2.0,0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
317,36,0.5|0.46|0.78|0.77|6.0|8.0|8.0|8.0|6|7|8|9,0.5|0.46|0.78|0.77|6.0|9.0|9.0|8.0|6|7|9|9,0.32|0.88|0.72|0.57|6.0|8.0|8.0|8.0|6|7|8|9,3.0,0.18|-0.42|0.06000000000000005|0.20000000000000007|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
318,36,0.5|0.46|0.78|0.77|6.0|8.0|8.0|8.0|6|7|8|9,0.5|0.46|0.78|0.77|6.0|9.0|9.0|8.0|6|7|9|9,0.5|0.46|0.78|0.77|6.0|9.0|9.0|8.0|7|7|8|9,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
319,36,0.5|0.46|0.78|0.77|6.0|8.0|8.0|8.0|6|7|8|9,0.5|0.46|0.78|0.77|6.0|9.0|9.0|8.0|6|7|9|9,0.5|0.46|0.78|0.77|8.0|11.0|12.0|11.0|6|7|8|9,5.0,0.0|0.0|0.0|0.0|-2.0|-3.0|-3.0|-3.0|0.0|0.0|0.0|0.0
320,36,0.5|0.46|0.78|0.77|6.0|8.0|8.0|8.0|6|7|8|9,0.5|0.46|0.78|0.77|6.0|9.0|9.0|8.0|6|7|9|9,0.5|0.46|0.78|0.77|6.0|9.0|9.0|8.0|5|7|9|9,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
321,36,0.5|0.46|0.78|0.77|6.0|8.0|8.0|8.0|6|7|8|9,0.5|0.46|0.78|0.77|6.0|9.0|9.0|8.0|6|7|9|9,0.5|0.46|0.78|0.77|6.0|8.0|8.0|8.0|6|7|7|8,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0
322,36,0.5|0.46|0.78|0.77|6.0|8.0|8.0|8.0|6|7|8|9,0.5|0.46|0.78|0.77|6.0|9.0|9.0|8.0|6|7|9|9,0.5|0.46|0.78|0.77|6.0|8.0|9.0|8.0|6|6|9|9,8.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|1.0|0.0|0.0
323,36,0.5|0.46|0.78|0.77|6.0|8.0|8.0|8.0|6|7|8|9,0.5|0.46|0.78|0.77|6.0|9.0|9.0|8.0|6|7|9|9,0.69|0.93|0.44|0.88|6.0|9.0|8.0|8.0|6|7|9|9,9.0,-0.18999999999999995|-0.47000000000000003|0.34|-0.10999999999999999|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
324,37,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|9,0.45|0.51|0.74|0.74|6.0|8.0|9.0|8.0|6|7|9|9,0.85|0.49|0.79|0.37|6.0|8.0|9.0|8.0|6|7|9|9,1.0,-0.35|-0.02999999999999997|-0.010000000000000009|0.4|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
325,37,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|9,0.45|0.51|0.74|0.74|6.0|8.0|9.0|8.0|6|7|9|9,0.5|0.46|0.78|0.77|6.0|10.0|9.0|10.0|6|7|9|9,2.0,0.0|0.0|0.0|0.0|0.0|-2.0|0.0|-2.0|0.0|0.0|0.0|0.0
326,37,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|9,0.45|0.51|0.74|0.74|6.0|8.0|9.0|8.0|6|7|9|9,0.77|0.09|0.36|0.98|6.0|8.0|9.0|8.0|6|7|9|9,3.0,-0.27|0.37|0.42000000000000004|-0.20999999999999996|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
327,37,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|9,0.45|0.51|0.74|0.74|6.0|8.0|9.0|8.0|6|7|9|9,0.5|0.46|0.78|0.77|6.0|8.0|9.0|8.0|6|7|8|9,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
328,37,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|9,0.45|0.51|0.74|0.74|6.0|8.0|9.0|8.0|6|7|9|9,0.5|0.46|0.78|0.77|8.0|10.0|11.0|7.0|6|7|9|9,5.0,0.0|0.0|0.0|0.0|-2.0|-2.0|-2.0|1.0|0.0|0.0|0.0|0.0
329,37,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|9,0.45|0.51|0.74|0.74|6.0|8.0|9.0|8.0|6|7|9|9,0.35|0.33|0.03|0.14|6.0|8.0|9.0|8.0|6|7|9|9,6.0,0.15000000000000002|0.13|0.75|0.63|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
330,37,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|9,0.45|0.51|0.74|0.74|6.0|8.0|9.0|8.0|6|7|9|9,0.5|0.46|0.78|0.77|6.0|8.0|9.0|8.0|6|8|8|9,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
331,37,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|9,0.45|0.51|0.74|0.74|6.0|8.0|9.0|8.0|6|7|9|9,0.72|0.46|0.42|0.8|6.0|8.0|9.0|8.0|6|7|9|9,8.0,-0.21999999999999997|0.0|0.36000000000000004|-0.030000000000000027|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
332,37,0.55|0.42|0.82|0.8|6.0|8.0|9.0|8.0|6|8|9|9,0.45|0.51|0.74|0.74|6.0|8.0|9.0|8.0|6|7|9|9,0.5|0.46|0.78|0.77|6.0|9.0|9.0|8.0|6|8|9|9,9.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
333,38,0.5|0.46|0.78|0.77|6.0|9.0|9.0|8.0|6|8|9|9,0.5|0.46|0.78|0.77|6.0|8.0|9.0|8.0|6|8|8|9,0.5|0.46|0.78|0.77|6.0|9.0|9.0|8.0|6|7|8|9,1.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|1.0|0.0|0.0
334,38,0.5|0.46|0.78|0.77|6.0|9.0|9.0|8.0|6|8|9|9,0.5|0.46|0.78|0.77|6.0|8.0|9.0|8.0|6|8|8|9,0.5|0.46|0.78|0.77|6.0|9.0|10.0|8.0|6|8|8|9,2.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
335,38,0.5|0.46|0.78|0.77|6.0|9.0|9.0|8.0|6|8|9|9,0.5|0.46|0.78|0.77|6.0|8.0|9.0|8.0|6|8|8|9,0.5|0.46|0.78|0.77|7.0|9.0|8.0|8.0|6|8|8|9,3.0,0.0|0.0|0.0|0.0|-1.0|-1.0|1.0|0.0|0.0|0.0|0.0|0.0
336,38,0.5|0.46|0.78|0.77|6.0|9.0|9.0|8.0|6|8|9|9,0.5|0.46|0.78|0.77|6.0|8.0|9.0|8.0|6|8|8|9,0.5|0.46|0.78|0.77|7.0|7.0|11.0|8.0|6|8|8|9,4.0,0.0|0.0|0.0|0.0|-1.0|1.0|-2.0|0.0|0.0|0.0|0.0|0.0
337,38,0.5|0.46|0.78|0.77|6.0|9.0|9.0|8.0|6|8|9|9,0.5|0.46|0.78|0.77|6.0|8.0|9.0|8.0|6|8|8|9,0.5|0.46|0.78|0.77|6.0|8.0|9.0|8.0|5|8|8|9,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
338,38,0.5|0.46|0.78|0.77|6.0|9.0|9.0|8.0|6|8|9|9,0.5|0.46|0.78|0.77|6.0|8.0|9.0|8.0|6|8|8|9,0.5|0.46|0.78|0.77|6.0|9.0|10.0|8.0|7|8|9|9,6.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|-1.0|0.0|0.0|0.0
339,38,0.5|0.46|0.78|0.77|6.0|9.0|9.0|8.0|6|8|9|9,0.5|0.46|0.78|0.77|6.0|8.0|9.0|8.0|6|8|8|9,0.57|0.11|0.01|0.49|6.0|8.0|9.0|8.0|6|8|8|9,7.0,-0.06999999999999995|0.35000000000000003|0.77|0.28|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
340,38,0.5|0.46|0.78|0.77|6.0|9.0|9.0|8.0|6|8|9|9,0.5|0.46|0.78|0.77|6.0|8.0|9.0|8.0|6|8|8|9,0.5|0.46|0.78|0.77|6.0|8.0|9.0|8.0|5|9|9|8,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|-1.0|-1.0|1.0
341,38,0.5|0.46|0.78|0.77|6.0|9.0|9.0|8.0|6|8|9|9,0.5|0.46|0.78|0.77|6.0|8.0|9.0|8.0|6|8|8|9,0.5|0.46|0.78|0.77|6.0|8.0|9.0|8.0|6|7|9|10,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|-1.0
