,generation,mother,father,child,child_no,mutation
199,23,0.05|0.66|0.53|0.47|0.82|5.0|3.0|6.0|10.0|6.0|8|7|8|10|7,0.64|0.8|0.37|0.73|0.6|4.0|4.0|6.0|10.0|6.0|9|7|8|9|7,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|10.0|6.0|9|7|9|10|8,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|-1.0
200,23,0.05|0.66|0.53|0.47|0.82|5.0|3.0|6.0|10.0|6.0|8|7|8|10|7,0.64|0.8|0.37|0.73|0.6|4.0|4.0|6.0|10.0|6.0|9|7|8|9|7,0.63|0.5|0.87|0.65|0.49|5.0|4.0|6.0|10.0|6.0|9|7|8|10|7,3.0,-0.29|0.22999999999999998|-0.42|-0.050000000000000044|0.21999999999999997|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
201,23,0.05|0.66|0.53|0.47|0.82|5.0|3.0|6.0|10.0|6.0|8|7|8|10|7,0.64|0.8|0.37|0.73|0.6|4.0|4.0|6.0|10.0|6.0|9|7|8|9|7,0.95|0.57|0.04|0.24|0.72|5.0|4.0|6.0|10.0|6.0|9|7|8|10|7,4.0,-0.6099999999999999|0.16000000000000003|0.41000000000000003|0.36|-0.010000000000000009|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
202,23,0.05|0.66|0.53|0.47|0.82|5.0|3.0|6.0|10.0|6.0|8|7|8|10|7,0.64|0.8|0.37|0.73|0.6|4.0|4.0|6.0|10.0|6.0|9|7|8|9|7,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|10.0|6.0|9|7|8|10|7,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
203,23,0.05|0.66|0.53|0.47|0.82|5.0|3.0|6.0|10.0|6.0|8|7|8|10|7,0.64|0.8|0.37|0.73|0.6|4.0|4.0|6.0|10.0|6.0|9|7|8|9|7,0.34|0.73|0.45|0.6|0.71|4.0|4.0|6.0|10.0|8.0|8|7|8|10|7,6.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|-2.0|0.0|0.0|0.0|0.0|0.0
204,23,0.05|0.66|0.53|0.47|0.82|5.0|3.0|6.0|10.0|6.0|8|7|8|10|7,0.64|0.8|0.37|0.73|0.6|4.0|4.0|6.0|10.0|6.0|9|7|8|9|7,0.34|0.73|0.45|0.6|0.71|4.0|7.0|8.0|12.0|6.0|8|7|8|10|7,7.0,0.0|0.0|0.0|0.0|0.0|1.0|-3.0|-2.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0
205,23,0.05|0.66|0.53|0.47|0.82|5.0|3.0|6.0|10.0|6.0|8|7|8|10|7,0.64|0.8|0.37|0.73|0.6|4.0|4.0|6.0|10.0|6.0|9|7|8|9|7,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|9.0|6.0|8|7|8|9|7,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
206,23,0.05|0.66|0.53|0.47|0.82|5.0|3.0|6.0|10.0|6.0|8|7|8|10|7,0.64|0.8|0.37|0.73|0.6|4.0|4.0|6.0|10.0|6.0|9|7|8|9|7,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|9.0|6.0|8|7|8|9|7,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
207,24,0.05|0.66|0.53|0.47|0.82|5.0|3.0|6.0|10.0|6.0|8|7|8|10|7,0.64|0.8|0.37|0.73|0.6|4.0|4.0|6.0|10.0|6.0|9|7|8|9|7,0.34|0.73|0.45|0.6|0.71|4.0|4.0|6.0|10.0|6.0|9|6|8|10|7,1.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
208,24,0.05|0.66|0.53|0.47|0.82|5.0|3.0|6.0|10.0|6.0|8|7|8|10|7,0.64|0.8|0.37|0.73|0.6|4.0|4.0|6.0|10.0|6.0|9|7|8|9|7,0.34|0.73|0.45|0.6|0.71|6.0|6.0|5.0|9.0|6.0|9|7|8|10|7,2.0,0.0|0.0|0.0|0.0|0.0|-2.0|-2.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
209,24,0.05|0.66|0.53|0.47|0.82|5.0|3.0|6.0|10.0|6.0|8|7|8|10|7,0.64|0.8|0.37|0.73|0.6|4.0|4.0|6.0|10.0|6.0|9|7|8|9|7,0.34|0.73|0.45|0.6|0.71|5.0|4.0|6.0|10.0|6.0|9|7|7|10|7,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
210,24,0.05|0.66|0.53|0.47|0.82|5.0|3.0|6.0|10.0|6.0|8|7|8|10|7,0.64|0.8|0.37|0.73|0.6|4.0|4.0|6.0|10.0|6.0|9|7|8|9|7,0.14|0.94|0.75|0.43|0.49|4.0|3.0|6.0|10.0|6.0|8|7|8|10|7,4.0,0.2|-0.20999999999999996|-0.3|0.16999999999999998|0.21999999999999997|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
211,24,0.05|0.66|0.53|0.47|0.82|5.0|3.0|6.0|10.0|6.0|8|7|8|10|7,0.64|0.8|0.37|0.73|0.6|4.0|4.0|6.0|10.0|6.0|9|7|8|9|7,0.34|0.73|0.45|0.6|0.71|5.0|4.0|7.0|9.0|7.0|8|7|8|9|7,5.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|-1.0|1.0|-1.0|0.0|0.0|0.0|0.0|0.0
212,24,0.05|0.66|0.53|0.47|0.82|5.0|3.0|6.0|10.0|6.0|8|7|8|10|7,0.64|0.8|0.37|0.73|0.6|4.0|4.0|6.0|10.0|6.0|9|7|8|9|7,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|10.0|6.0|9|6|9|9|7,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|1.0|-1.0|1.0|0.0
213,24,0.05|0.66|0.53|0.47|0.82|5.0|3.0|6.0|10.0|6.0|8|7|8|10|7,0.64|0.8|0.37|0.73|0.6|4.0|4.0|6.0|10.0|6.0|9|7|8|9|7,0.34|0.73|0.45|0.6|0.71|5.0|3.0|7.0|10.0|6.0|8|7|8|9|7,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
214,24,0.05|0.66|0.53|0.47|0.82|5.0|3.0|6.0|10.0|6.0|8|7|8|10|7,0.64|0.8|0.37|0.73|0.6|4.0|4.0|6.0|10.0|6.0|9|7|8|9|7,0.34|0.73|0.45|0.6|0.71|5.0|4.0|6.0|10.0|6.0|7|7|8|9|7,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0
215,24,0.05|0.66|0.53|0.47|0.82|5.0|3.0|6.0|10.0|6.0|8|7|8|10|7,0.64|0.8|0.37|0.73|0.6|4.0|4.0|6.0|10.0|6.0|9|7|8|9|7,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|12.0|8.0|9|7|8|9|7,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|-2.0|0.0|0.0|0.0|0.0|0.0
216,25,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|9.0|6.0|8|7|8|9|7,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|10.0|6.0|9|6|9|9|7,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|10.0|6.0|8|6|9|9|7,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0
217,25,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|9.0|6.0|8|7|8|9|7,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|10.0|6.0|9|6|9|9|7,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|10.0|6.0|9|7|9|9|7,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
218,25,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|9.0|6.0|8|7|8|9|7,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|10.0|6.0|9|6|9|9|7,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|10.0|6.0|8|7|10|9|7,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
219,25,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|9.0|6.0|8|7|8|9|7,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|10.0|6.0|9|6|9|9|7,0.5|0.5|0.78|0.69|0.59|5.0|3.0|6.0|9.0|6.0|9|7|9|9|7,4.0,-0.15999999999999998|0.22999999999999998|-0.33|-0.08999999999999997|0.12|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
220,25,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|9.0|6.0|8|7|8|9|7,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|10.0|6.0|9|6|9|9|7,0.35|0.58|0.23|0.88|0.11|4.0|3.0|6.0|9.0|6.0|9|7|8|9|7,5.0,-0.009999999999999953|0.15000000000000002|0.22|-0.28|0.6|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
221,25,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|9.0|6.0|8|7|8|9|7,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|10.0|6.0|9|6|9|9|7,0.75|0.52|0.36|0.69|0.93|5.0|3.0|6.0|9.0|6.0|8|6|9|9|7,6.0,-0.41|0.20999999999999996|0.09000000000000002|-0.08999999999999997|-0.22000000000000008|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
222,25,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|9.0|6.0|8|7|8|9|7,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|10.0|6.0|9|6|9|9|7,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|10.0|6.0|9|7|9|8|7,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|1.0|0.0
223,25,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|9.0|6.0|8|7|8|9|7,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|10.0|6.0|9|6|9|9|7,0.51|0.28|0.33|0.87|0.89|5.0|3.0|6.0|9.0|6.0|9|7|8|9|7,8.0,-0.16999999999999998|0.44999999999999996|0.12|-0.27|-0.18000000000000005|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
224,25,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|9.0|6.0|8|7|8|9|7,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|10.0|6.0|9|6|9|9|7,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|9.0|6.0|8|6|10|9|7,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
225,26,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|10.0|6.0|8|7|10|9|7,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|10.0|6.0|9|7|8|10|7,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|9.0|6.0|8|7|8|9|7,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
226,26,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|10.0|6.0|8|7|10|9|7,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|10.0|6.0|9|7|8|10|7,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|10.0|6.0|8|7|9|10|7,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
227,26,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|10.0|6.0|8|7|10|9|7,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|10.0|6.0|9|7|8|10|7,0.34|0.73|0.45|0.6|0.71|7.0|4.0|9.0|12.0|6.0|9|7|8|10|7,3.0,0.0|0.0|0.0|0.0|0.0|-2.0|-1.0|-3.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0
228,26,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|10.0|6.0|8|7|10|9|7,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|10.0|6.0|9|7|8|10|7,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|9.0|6.0|8|7|10|9|7,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
229,26,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|10.0|6.0|8|7|10|9|7,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|10.0|6.0|9|7|8|10|7,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|10.0|6.0|9|7|8|9|7,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
230,26,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|10.0|6.0|8|7|10|9|7,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|10.0|6.0|9|7|8|10|7,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|10.0|6.0|8|6|10|10|7,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
231,26,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|10.0|6.0|8|7|10|9|7,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|10.0|6.0|9|7|8|10|7,0.61|0.92|0.28|0.41|0.07|5.0|3.0|6.0|10.0|6.0|9|7|10|10|7,7.0,-0.26999999999999996|-0.19000000000000006|0.16999999999999998|0.19|0.6399999999999999|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
232,26,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|10.0|6.0|8|7|10|9|7,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|10.0|6.0|9|7|8|10|7,0.34|0.73|0.45|0.6|0.71|5.0|4.0|6.0|10.0|6.0|8|7|10|9|7,8.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
233,26,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|10.0|6.0|8|7|10|9|7,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|10.0|6.0|9|7|8|10|7,0.34|0.73|0.45|0.6|0.71|5.0|3.0|7.0|10.0|6.0|8|7|8|9|7,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
234,27,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|10.0|6.0|9|7|9|10|8,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|10.0|6.0|9|7|9|9|7,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|11.0|6.0|9|7|8|9|7,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|1.0|0.0|0.0
235,27,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|10.0|6.0|9|7|9|10|8,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|10.0|6.0|9|7|9|9|7,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|11.0|6.0|9|7|9|9|8,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
236,27,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|10.0|6.0|9|7|9|10|8,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|10.0|6.0|9|7|9|9|7,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|11.0|6.0|10|7|9|10|8,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|-1.0|0.0|0.0|0.0|0.0
237,27,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|10.0|6.0|9|7|9|10|8,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|10.0|6.0|9|7|9|9|7,0.34|0.73|0.45|0.6|0.71|7.0|6.0|8.0|12.0|7.0|9|7|9|9|7,4.0,0.0|0.0|0.0|0.0|0.0|-2.0|-3.0|-2.0|-2.0|-1.0|0.0|0.0|0.0|0.0|0.0
238,27,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|10.0|6.0|9|7|9|10|8,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|10.0|6.0|9|7|9|9|7,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|9.0|6.0|9|7|9|10|7,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
239,27,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|10.0|6.0|9|7|9|10|8,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|10.0|6.0|9|7|9|9|7,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|10.0|6.0|10|7|8|9|7,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|1.0|1.0|1.0
240,27,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|10.0|6.0|9|7|9|10|8,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|10.0|6.0|9|7|9|9|7,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|11.0|6.0|8|7|9|10|8,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|1.0|0.0|0.0|0.0|0.0
241,27,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|10.0|6.0|9|7|9|10|8,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|10.0|6.0|9|7|9|9|7,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|10.0|6.0|9|6|8|10|6,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|-1.0|1.0
242,27,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|10.0|6.0|9|7|9|10|8,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|10.0|6.0|9|7|9|9|7,0.05|0.96|0.84|0.04|0.81|4.0|3.0|6.0|10.0|6.0|9|7|9|9|7,9.0,0.29000000000000004|-0.22999999999999998|-0.38999999999999996|0.5599999999999999|-0.10000000000000009|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
243,28,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|11.0|6.0|10|7|9|10|8,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|11.0|6.0|8|7|9|10|8,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|11.0|6.0|9|7|9|10|8,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
244,28,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|11.0|6.0|10|7|9|10|8,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|11.0|6.0|8|7|9|10|8,0.95|0.01|0.07|0.27|0.26|4.0|3.0|6.0|11.0|6.0|10|7|9|10|8,2.0,-0.6099999999999999|0.72|0.38|0.32999999999999996|0.44999999999999996|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
245,28,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|11.0|6.0|10|7|9|10|8,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|11.0|6.0|8|7|9|10|8,0.34|0.73|0.45|0.6|0.71|7.0|3.0|5.0|11.0|7.0|8|7|9|10|8,3.0,0.0|0.0|0.0|0.0|0.0|-3.0|0.0|1.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
246,28,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|11.0|6.0|10|7|9|10|8,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|11.0|6.0|8|7|9|10|8,0.55|0.2|0.91|0.53|0.33|4.0|3.0|6.0|11.0|6.0|8|7|9|10|8,4.0,-0.21000000000000002|0.53|-0.46|0.06999999999999995|0.37999999999999995|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
247,28,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|11.0|6.0|10|7|9|10|8,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|11.0|6.0|8|7|9|10|8,0.34|0.73|0.45|0.6|0.71|5.0|3.0|6.0|11.0|6.0|8|7|9|10|8,5.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
248,28,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|11.0|6.0|10|7|9|10|8,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|11.0|6.0|8|7|9|10|8,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|11.0|6.0|8|8|9|10|8,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
249,28,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|11.0|6.0|10|7|9|10|8,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|11.0|6.0|8|7|9|10|8,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|11.0|6.0|9|7|9|10|8,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
250,28,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|11.0|6.0|10|7|9|10|8,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|11.0|6.0|8|7|9|10|8,0.72|0.95|0.62|0.07|0.34|4.0|3.0|6.0|11.0|6.0|10|7|9|10|8,8.0,-0.37999999999999995|-0.21999999999999997|-0.16999999999999998|0.53|0.36999999999999994|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
251,28,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|11.0|6.0|10|7|9|10|8,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|11.0|6.0|8|7|9|10|8,0.34|0.73|0.45|0.6|0.71|4.0|4.0|6.0|11.0|6.0|10|7|9|10|8,9.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
252,29,0.95|0.01|0.07|0.27|0.26|4.0|3.0|6.0|11.0|6.0|10|7|9|10|8,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|11.0|6.0|8|8|9|10|8,0.64|0.37|0.26|0.44|0.48|4.0|3.0|6.0|11.0|6.0|10|8|9|10|8,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
253,29,0.95|0.01|0.07|0.27|0.26|4.0|3.0|6.0|11.0|6.0|10|7|9|10|8,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|11.0|6.0|8|8|9|10|8,0.64|0.37|0.26|0.44|0.48|4.0|3.0|6.0|11.0|6.0|9|7|9|10|8,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
254,29,0.95|0.01|0.07|0.27|0.26|4.0|3.0|6.0|11.0|6.0|10|7|9|10|8,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|11.0|6.0|8|8|9|10|8,0.64|0.37|0.26|0.44|0.48|4.0|3.0|6.0|10.0|6.0|10|8|9|10|8,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
255,29,0.95|0.01|0.07|0.27|0.26|4.0|3.0|6.0|11.0|6.0|10|7|9|10|8,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|11.0|6.0|8|8|9|10|8,0.64|0.37|0.26|0.44|0.48|4.0|3.0|6.0|11.0|6.0|9|8|9|10|8,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0
256,29,0.95|0.01|0.07|0.27|0.26|4.0|3.0|6.0|11.0|6.0|10|7|9|10|8,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|11.0|6.0|8|8|9|10|8,0.64|0.37|0.26|0.44|0.48|5.0|3.0|6.0|11.0|6.0|8|7|10|10|8,5.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
257,29,0.95|0.01|0.07|0.27|0.26|4.0|3.0|6.0|11.0|6.0|10|7|9|10|8,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|11.0|6.0|8|8|9|10|8,0.64|0.37|0.26|0.44|0.48|4.0|3.0|5.0|11.0|6.0|10|7|9|10|8,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
258,29,0.95|0.01|0.07|0.27|0.26|4.0|3.0|6.0|11.0|6.0|10|7|9|10|8,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|11.0|6.0|8|8|9|10|8,0.64|0.37|0.26|0.44|0.48|4.0|3.0|5.0|11.0|6.0|10|7|10|10|8,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
259,29,0.95|0.01|0.07|0.27|0.26|4.0|3.0|6.0|11.0|6.0|10|7|9|10|8,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|11.0|6.0|8|8|9|10|8,0.64|0.37|0.26|0.44|0.48|4.0|3.0|6.0|11.0|6.0|10|7|8|10|8,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
260,29,0.95|0.01|0.07|0.27|0.26|4.0|3.0|6.0|11.0|6.0|10|7|9|10|8,0.34|0.73|0.45|0.6|0.71|4.0|3.0|6.0|11.0|6.0|8|8|9|10|8,0.64|0.37|0.26|0.44|0.48|4.0|3.0|6.0|11.0|6.0|8|7|10|10|9,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|-1.0
