,generation,mother,father,child,child_no,mutation
0,1,0.55|0.22|0.5|0.18|0.74|11|20|11|3|8|4|8|4|8|6,0.77|0.96|0.8|0.47|0.0|20|5|25|19|6|8|2|4|9|2,0.66|0.59|0.65|0.32|0.37|11|5|25|3|8|9|8|4|9|6,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
1,1,0.55|0.22|0.5|0.18|0.74|11|20|11|3|8|4|8|4|8|6,0.77|0.96|0.8|0.47|0.0|20|5|25|19|6|8|2|4|9|2,0.66|0.59|0.65|0.32|0.37|20|20|11|3|8|4|2|4|9|2,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2,1,0.55|0.22|0.5|0.18|0.74|11|20|11|3|8|4|8|4|8|6,0.77|0.96|0.8|0.47|0.0|20|5|25|19|6|8|2|4|9|2,0.66|0.59|0.65|0.32|0.37|20|20|25|19|8|8|3|4|9|6,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
3,1,0.55|0.22|0.5|0.18|0.74|11|20|11|3|8|4|8|4|8|6,0.77|0.96|0.8|0.47|0.0|20|5|25|19|6|8|2|4|9|2,0.66|0.59|0.65|0.32|0.37|11|19|28|4|8|8|8|4|8|6,4.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|-3.0|-1.0|-2.0|0.0|0.0|0.0|0.0|0.0
4,1,0.55|0.22|0.5|0.18|0.74|11|20|11|3|8|4|8|4|8|6,0.77|0.96|0.8|0.47|0.0|20|5|25|19|6|8|2|4|9|2,0.66|0.59|0.65|0.32|0.37|11|20|25|3|8|4|8|4|7|6,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
5,1,0.55|0.22|0.5|0.18|0.74|11|20|11|3|8|4|8|4|8|6,0.77|0.96|0.8|0.47|0.0|20|5|25|19|6|8|2|4|9|2,0.66|0.59|0.65|0.32|0.37|10|5|11|19|8|4|8|4|9|6,6.0,0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
6,1,0.55|0.22|0.5|0.18|0.74|11|20|11|3|8|4|8|4|8|6,0.77|0.96|0.8|0.47|0.0|20|5|25|19|6|8|2|4|9|2,0.66|0.59|0.65|0.32|0.37|11|5|11|19|6|4|2|4|9|6,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
7,1,0.55|0.22|0.5|0.18|0.74|11|20|11|3|8|4|8|4|8|6,0.77|0.96|0.8|0.47|0.0|20|5|25|19|6|8|2|4|9|2,0.68|0.18|0.74|0.26|0.5|11|5|11|19|6|4|8|4|8|2,8.0,-0.020000000000000018|0.41|-0.08999999999999997|0.06|-0.13|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
8,1,0.55|0.22|0.5|0.18|0.74|11|20|11|3|8|4|8|4|8|6,0.77|0.96|0.8|0.47|0.0|20|5|25|19|6|8|2|4|9|2,0.66|0.59|0.65|0.32|0.37|11|5|25|19|8|9|2|4|10|2,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|-1.0|0.0
9,2,0.66|0.59|0.65|0.32|0.37|11|5|25|3|8|9|8|4|9|6,0.76|0.56|0.9|0.14|0.68|6|6|5|12|19|7|7|9|4|6,0.17|0.47|0.41|0.04|0.88|11|6|25|3|19|9|7|4|9|6,1.0,0.5399999999999999|0.09999999999999998|0.37000000000000005|0.19|-0.36|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
10,2,0.66|0.59|0.65|0.32|0.37|11|5|25|3|8|9|8|4|9|6,0.76|0.56|0.9|0.14|0.68|6|6|5|12|19|7|7|9|4|6,0.71|0.57|0.78|0.23|0.52|6|5|25|12|19|9|7|8|9|6,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
11,2,0.66|0.59|0.65|0.32|0.37|11|5|25|3|8|9|8|4|9|6,0.76|0.56|0.9|0.14|0.68|6|6|5|12|19|7|7|9|4|6,0.71|0.57|0.78|0.23|0.52|6|5|5|3|19|9|8|4|5|6,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
12,2,0.66|0.59|0.65|0.32|0.37|11|5|25|3|8|9|8|4|9|6,0.76|0.56|0.9|0.14|0.68|6|6|5|12|19|7|7|9|4|6,0.71|0.57|0.78|0.23|0.52|11|6|25|12|19|8|7|9|9|6,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
13,2,0.66|0.59|0.65|0.32|0.37|11|5|25|3|8|9|8|4|9|6,0.76|0.56|0.9|0.14|0.68|6|6|5|12|19|7|7|9|4|6,0.44|0.82|0.62|0.1|0.74|11|6|25|3|8|9|7|4|4|6,5.0,0.26999999999999996|-0.25|0.16000000000000003|0.13|-0.21999999999999997|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
14,2,0.66|0.59|0.65|0.32|0.37|11|5|25|3|8|9|8|4|9|6,0.76|0.56|0.9|0.14|0.68|6|6|5|12|19|7|7|9|4|6,0.71|0.57|0.78|0.23|0.52|11|4|5|3|19|9|7|4|4|6,6.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
15,2,0.66|0.59|0.65|0.32|0.37|11|5|25|3|8|9|8|4|9|6,0.76|0.56|0.9|0.14|0.68|6|6|5|12|19|7|7|9|4|6,0.76|0.07|0.1|0.73|0.11|6|6|25|12|8|7|7|9|9|6,7.0,-0.050000000000000044|0.49999999999999994|0.68|-0.5|0.41000000000000003|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
16,2,0.66|0.59|0.65|0.32|0.37|11|5|25|3|8|9|8|4|9|6,0.76|0.56|0.9|0.14|0.68|6|6|5|12|19|7|7|9|4|6,0.71|0.57|0.78|0.23|0.52|10|6|8|3|10|9|7|9|9|6,8.0,0.0|0.0|0.0|0.0|0.0|1.0|-1.0|-3.0|0.0|-2.0|0.0|0.0|0.0|0.0|0.0
17,2,0.66|0.59|0.65|0.32|0.37|11|5|25|3|8|9|8|4|9|6,0.76|0.56|0.9|0.14|0.68|6|6|5|12|19|7|7|9|4|6,0.71|0.57|0.78|0.23|0.52|14|4|25|12|21|9|8|9|9|6,9.0,0.0|0.0|0.0|0.0|0.0|-3.0|1.0|0.0|0.0|-2.0|0.0|0.0|0.0|0.0|0.0
18,3,0.06|0.97|0.78|0.61|0.33|4|10|7|3|21|2|9|4|8|3,0.17|0.46|0.23|0.46|0.61|4|17|13|4|8|7|3|4|3|8,0.12|0.72|0.5|0.54|0.47|4|16|13|4|8|7|8|4|3|3,1.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
19,3,0.06|0.97|0.78|0.61|0.33|4|10|7|3|21|2|9|4|8|3,0.17|0.46|0.23|0.46|0.61|4|17|13|4|8|7|3|4|3|8,0.12|0.72|0.5|0.54|0.47|4|16|13|3|8|2|3|3|8|8,2.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
20,3,0.06|0.97|0.78|0.61|0.33|4|10|7|3|21|2|9|4|8|3,0.17|0.46|0.23|0.46|0.61|4|17|13|4|8|7|3|4|3|8,0.12|0.72|0.5|0.54|0.47|4|17|13|4|21|6|9|4|8|3,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0
21,3,0.06|0.97|0.78|0.61|0.33|4|10|7|3|21|2|9|4|8|3,0.17|0.46|0.23|0.46|0.61|4|17|13|4|8|7|3|4|3|8,0.23|0.79|0.75|0.82|0.16|4|17|13|3|21|2|9|4|8|8,4.0,-0.11000000000000001|-0.07000000000000006|-0.25|-0.2799999999999999|0.30999999999999994|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
22,3,0.06|0.97|0.78|0.61|0.33|4|10|7|3|21|2|9|4|8|3,0.17|0.46|0.23|0.46|0.61|4|17|13|4|8|7|3|4|3|8,0.12|0.72|0.5|0.54|0.47|4|17|7|5|8|7|8|4|8|3,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|1.0|0.0|0.0|0.0
23,3,0.06|0.97|0.78|0.61|0.33|4|10|7|3|21|2|9|4|8|3,0.17|0.46|0.23|0.46|0.61|4|17|13|4|8|7|3|4|3|8,0.12|0.72|0.5|0.54|0.47|4|10|7|3|8|7|9|4|3|3,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
24,3,0.06|0.97|0.78|0.61|0.33|4|10|7|3|21|2|9|4|8|3,0.17|0.46|0.23|0.46|0.61|4|17|13|4|8|7|3|4|3|8,0.12|0.72|0.5|0.54|0.47|5|19|13|4|9|7|3|4|3|3,7.0,0.0|0.0|0.0|0.0|0.0|-1.0|-2.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
25,3,0.06|0.97|0.78|0.61|0.33|4|10|7|3|21|2|9|4|8|3,0.17|0.46|0.23|0.46|0.61|4|17|13|4|8|7|3|4|3|8,0.12|0.72|0.5|0.54|0.47|4|9|13|3|21|2|3|4|3|8,8.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
26,3,0.06|0.97|0.78|0.61|0.33|4|10|7|3|21|2|9|4|8|3,0.17|0.46|0.23|0.46|0.61|4|17|13|4|8|7|3|4|3|8,0.12|0.72|0.5|0.54|0.47|4|17|7|3|21|2|3|3|8|3,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0
27,4,0.55|0.45|0.86|0.75|0.56|5|8|15|15|6|5|8|8|9|6,0.95|0.79|0.29|0.92|0.94|9|6|15|6|12|9|8|9|6|9,0.5|0.5|0.24|0.87|0.81|5|6|15|6|6|5|8|8|9|6,1.0,0.25|0.12|0.32999999999999996|-0.030000000000000027|-0.06000000000000005|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
28,4,0.55|0.45|0.86|0.75|0.56|5|8|15|15|6|5|8|8|9|6,0.95|0.79|0.29|0.92|0.94|9|6|15|6|12|9|8|9|6|9,0.75|0.62|0.57|0.84|0.75|5|8|15|6|6|5|8|7|6|5,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0
29,4,0.55|0.45|0.86|0.75|0.56|5|8|15|15|6|5|8|8|9|6,0.95|0.79|0.29|0.92|0.94|9|6|15|6|12|9|8|9|6|9,0.75|0.62|0.57|0.84|0.75|9|8|15|14|12|6|8|8|9|9,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|-1.0|0.0|0.0|0.0|0.0
30,4,0.55|0.45|0.86|0.75|0.56|5|8|15|15|6|5|8|8|9|6,0.95|0.79|0.29|0.92|0.94|9|6|15|6|12|9|8|9|6|9,0.75|0.62|0.57|0.84|0.75|9|6|14|15|12|9|8|8|9|6,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
31,4,0.55|0.45|0.86|0.75|0.56|5|8|15|15|6|5|8|8|9|6,0.95|0.79|0.29|0.92|0.94|9|6|15|6|12|9|8|9|6|9,0.49|0.21|0.23|0.87|0.44|9|6|15|6|6|5|8|8|9|6,5.0,0.26|0.41000000000000003|0.33999999999999997|-0.030000000000000027|0.31|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
32,4,0.55|0.45|0.86|0.75|0.56|5|8|15|15|6|5|8|8|9|6,0.95|0.79|0.29|0.92|0.94|9|6|15|6|12|9|8|9|6|9,0.21|0.04|0.43|0.53|0.25|5|8|15|6|6|9|8|8|6|9,6.0,0.54|0.58|0.13999999999999996|0.30999999999999994|0.5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
33,4,0.55|0.45|0.86|0.75|0.56|5|8|15|15|6|5|8|8|9|6,0.95|0.79|0.29|0.92|0.94|9|6|15|6|12|9|8|9|6|9,0.75|0.62|0.57|0.84|0.75|10|8|15|15|12|9|7|9|6|6,7.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
34,4,0.55|0.45|0.86|0.75|0.56|5|8|15|15|6|5|8|8|9|6,0.95|0.79|0.29|0.92|0.94|9|6|15|6|12|9|8|9|6|9,0.92|0.31|0.15|0.73|0.29|9|6|15|6|6|9|8|8|9|6,8.0,-0.17000000000000004|0.31|0.41999999999999993|0.10999999999999999|0.46|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
35,4,0.55|0.45|0.86|0.75|0.56|5|8|15|15|6|5|8|8|9|6,0.95|0.79|0.29|0.92|0.94|9|6|15|6|12|9|8|9|6|9,0.75|0.62|0.57|0.84|0.75|9|6|15|6|6|5|7|8|6|6,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
36,5,0.95|0.93|0.69|0.11|0.94|11|3|5|10|6|4|4|4|9|7,0.55|0.45|0.86|0.75|0.56|5|8|15|15|6|5|8|8|9|6,0.75|0.69|0.77|0.43|0.75|4|3|15|15|6|5|4|8|9|7,1.0,0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
37,5,0.95|0.93|0.69|0.11|0.94|11|3|5|10|6|4|4|4|9|7,0.55|0.45|0.86|0.75|0.56|5|8|15|15|6|5|8|8|9|6,0.75|0.69|0.77|0.43|0.75|11|8|6|15|6|5|8|4|8|7,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
38,5,0.95|0.93|0.69|0.11|0.94|11|3|5|10|6|4|4|4|9|7,0.55|0.45|0.86|0.75|0.56|5|8|15|15|6|5|8|8|9|6,0.75|0.69|0.77|0.43|0.75|11|8|15|15|6|5|4|7|10|6,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|1.0|-1.0|0.0
39,5,0.95|0.93|0.69|0.11|0.94|11|3|5|10|6|4|4|4|9|7,0.55|0.45|0.86|0.75|0.56|5|8|15|15|6|5|8|8|9|6,0.22|0.68|0.31|0.69|0.15|5|8|15|10|6|4|4|4|9|7,4.0,0.53|0.009999999999999898|0.46|-0.25999999999999995|0.6|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
40,5,0.95|0.93|0.69|0.11|0.94|11|3|5|10|6|4|4|4|9|7,0.55|0.45|0.86|0.75|0.56|5|8|15|15|6|5|8|8|9|6,0.75|0.69|0.77|0.43|0.75|11|7|15|10|6|4|8|4|9|7,5.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0
41,5,0.95|0.93|0.69|0.11|0.94|11|3|5|10|6|4|4|4|9|7,0.55|0.45|0.86|0.75|0.56|5|8|15|15|6|5|8|8|9|6,0.75|0.69|0.77|0.43|0.75|5|3|5|15|6|5|4|4|10|7,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
42,5,0.95|0.93|0.69|0.11|0.94|11|3|5|10|6|4|4|4|9|7,0.55|0.45|0.86|0.75|0.56|5|8|15|15|6|5|8|8|9|6,0.72|0.13|0.74|0.42|0.64|5|3|5|10|6|4|4|8|9|7,7.0,0.030000000000000027|0.5599999999999999|0.030000000000000027|0.010000000000000009|0.10999999999999999|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
43,5,0.95|0.93|0.69|0.11|0.94|11|3|5|10|6|4|4|4|9|7,0.55|0.45|0.86|0.75|0.56|5|8|15|15|6|5|8|8|9|6,0.54|1.0|0.96|0.43|0.48|5|8|5|15|6|4|8|4|9|6,8.0,0.20999999999999996|-0.31000000000000005|-0.18999999999999995|0.0|0.27|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
44,5,0.95|0.93|0.69|0.11|0.94|11|3|5|10|6|4|4|4|9|7,0.55|0.45|0.86|0.75|0.56|5|8|15|15|6|5|8|8|9|6,0.75|0.69|0.77|0.43|0.75|5.0|8.0|5.0|10.0|6.0|4|4|3|9|7,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
45,6,0.95|0.93|0.69|0.11|0.94|11|3|5|10|6|4|4|4|9|7,0.75|0.69|0.77|0.43|0.75|5.0|8.0|5.0|10.0|6.0|4|4|3|9|7,0.78|0.67|0.9|0.34|0.16|11.0|3.0|5.0|10.0|6.0|4|4|3|9|7,1.0,0.06999999999999995|0.14|-0.17000000000000004|-0.07|0.6799999999999999|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
46,6,0.95|0.93|0.69|0.11|0.94|11|3|5|10|6|4|4|4|9|7,0.75|0.69|0.77|0.43|0.75|5.0|8.0|5.0|10.0|6.0|4|4|3|9|7,0.85|0.81|0.73|0.27|0.84|11.0|9.0|5.0|10.0|6.0|4|4|3|9|7,2.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
47,6,0.95|0.93|0.69|0.11|0.94|11|3|5|10|6|4|4|4|9|7,0.75|0.69|0.77|0.43|0.75|5.0|8.0|5.0|10.0|6.0|4|4|3|9|7,0.87|0.19|0.17|0.88|0.21|5.0|3.0|5.0|10.0|6.0|4|4|3|9|7,3.0,-0.020000000000000018|0.6200000000000001|0.5599999999999999|-0.61|0.63|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
48,6,0.95|0.93|0.69|0.11|0.94|11|3|5|10|6|4|4|4|9|7,0.75|0.69|0.77|0.43|0.75|5.0|8.0|5.0|10.0|6.0|4|4|3|9|7,0.85|0.81|0.73|0.27|0.84|14.0|3.0|6.0|13.0|9.0|4|4|3|9|7,4.0,0.0|0.0|0.0|0.0|0.0|-3.0|0.0|-1.0|-3.0|-3.0|0.0|0.0|0.0|0.0|0.0
49,6,0.95|0.93|0.69|0.11|0.94|11|3|5|10|6|4|4|4|9|7,0.75|0.69|0.77|0.43|0.75|5.0|8.0|5.0|10.0|6.0|4|4|3|9|7,0.96|0.0|0.14|0.44|0.62|11.0|8.0|5.0|10.0|6.0|4|4|3|9|7,5.0,-0.10999999999999999|0.81|0.59|-0.16999999999999998|0.21999999999999997|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
50,6,0.95|0.93|0.69|0.11|0.94|11|3|5|10|6|4|4|4|9|7,0.75|0.69|0.77|0.43|0.75|5.0|8.0|5.0|10.0|6.0|4|4|3|9|7,0.85|0.81|0.73|0.27|0.84|5.0|8.0|5.0|11.0|6.0|4|3|4|9|7,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|1.0|0.0|0.0|0.0
51,6,0.95|0.93|0.69|0.11|0.94|11|3|5|10|6|4|4|4|9|7,0.75|0.69|0.77|0.43|0.75|5.0|8.0|5.0|10.0|6.0|4|4|3|9|7,0.85|0.81|0.73|0.27|0.84|8.0|11.0|8.0|10.0|9.0|4|4|4|9|7,7.0,0.0|0.0|0.0|0.0|0.0|-3.0|-3.0|-3.0|0.0|-3.0|0.0|0.0|0.0|0.0|0.0
52,6,0.95|0.93|0.69|0.11|0.94|11|3|5|10|6|4|4|4|9|7,0.75|0.69|0.77|0.43|0.75|5.0|8.0|5.0|10.0|6.0|4|4|3|9|7,0.85|0.81|0.73|0.27|0.84|5.0|3.0|5.0|10.0|6.0|4|4|3|9|7,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
53,6,0.95|0.93|0.69|0.11|0.94|11|3|5|10|6|4|4|4|9|7,0.75|0.69|0.77|0.43|0.75|5.0|8.0|5.0|10.0|6.0|4|4|3|9|7,0.85|0.81|0.73|0.27|0.84|5.0|3.0|5.0|10.0|6.0|3|4|3|9|7,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0
54,7,0.12|0.72|0.5|0.54|0.47|4|10|7|3|8|7|9|4|3|3,0.95|0.93|0.69|0.11|0.94|11|3|5|10|6|4|4|4|9|7,0.94|0.77|0.98|0.35|0.53|11|3|7|10|6|4|9|4|3|7,1.0,-0.4099999999999999|0.04999999999999993|-0.38|-0.02999999999999997|0.16999999999999993|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
55,7,0.12|0.72|0.5|0.54|0.47|4|10|7|3|8|7|9|4|3|3,0.95|0.93|0.69|0.11|0.94|11|3|5|10|6|4|4|4|9|7,0.53|0.82|0.6|0.32|0.7|11|3|8|3|8|7|9|4|3|3,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
56,7,0.12|0.72|0.5|0.54|0.47|4|10|7|3|8|7|9|4|3|3,0.95|0.93|0.69|0.11|0.94|11|3|5|10|6|4|4|4|9|7,0.53|0.82|0.6|0.32|0.7|4|10|5|3|8|7|9|4|2|3,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
57,7,0.12|0.72|0.5|0.54|0.47|4|10|7|3|8|7|9|4|3|3,0.95|0.93|0.69|0.11|0.94|11|3|5|10|6|4|4|4|9|7,0.53|0.82|0.6|0.32|0.7|4|10|5|10|8|4|9|5|3|3,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
58,7,0.12|0.72|0.5|0.54|0.47|4|10|7|3|8|7|9|4|3|3,0.95|0.93|0.69|0.11|0.94|11|3|5|10|6|4|4|4|9|7,0.42|0.86|0.6|0.07|0.31|11|10|5|10|8|7|9|4|9|7,5.0,0.11000000000000004|-0.040000000000000036|0.0|0.25|0.38999999999999996|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
59,7,0.12|0.72|0.5|0.54|0.47|4|10|7|3|8|7|9|4|3|3,0.95|0.93|0.69|0.11|0.94|11|3|5|10|6|4|4|4|9|7,0.53|0.82|0.6|0.32|0.7|4|3|5|10|6|4|3|4|3|3,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
60,7,0.12|0.72|0.5|0.54|0.47|4|10|7|3|8|7|9|4|3|3,0.95|0.93|0.69|0.11|0.94|11|3|5|10|6|4|4|4|9|7,0.53|0.82|0.6|0.32|0.7|11|11|5|10|6|7|4|4|9|7,7.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
61,7,0.12|0.72|0.5|0.54|0.47|4|10|7|3|8|7|9|4|3|3,0.95|0.93|0.69|0.11|0.94|11|3|5|10|6|4|4|4|9|7,0.53|0.82|0.6|0.32|0.7|4|10|7|10|8|8|9|4|8|7,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|1.0|0.0
62,7,0.12|0.72|0.5|0.54|0.47|4|10|7|3|8|7|9|4|3|3,0.95|0.93|0.69|0.11|0.94|11|3|5|10|6|4|4|4|9|7,0.53|0.82|0.6|0.32|0.7|12|11|6|11|7|7|4|4|3|7,9.0,0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|1.0|-1.0|-1.0|0.0|0.0|0.0|0.0|0.0
63,8,0.75|0.69|0.77|0.43|0.75|5|3|5|15|6|5|4|4|10|7,0.95|0.93|0.69|0.11|0.94|11|3|5|10|6|4|4|4|9|7,0.85|0.81|0.73|0.27|0.84|5|4|7|17|6|4|4|4|9|7,1.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-2.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0
64,8,0.75|0.69|0.77|0.43|0.75|5|3|5|15|6|5|4|4|10|7,0.95|0.93|0.69|0.11|0.94|11|3|5|10|6|4|4|4|9|7,0.85|0.81|0.73|0.27|0.84|5.0|3.0|5.0|10.0|6.0|5|4|4|10|7,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
65,8,0.75|0.69|0.77|0.43|0.75|5|3|5|15|6|5|4|4|10|7,0.95|0.93|0.69|0.11|0.94|11|3|5|10|6|4|4|4|9|7,0.85|0.81|0.73|0.27|0.84|5|3|5|15|6|6|5|4|9|6,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|0.0|0.0|1.0
66,8,0.75|0.69|0.77|0.43|0.75|5|3|5|15|6|5|4|4|10|7,0.95|0.93|0.69|0.11|0.94|11|3|5|10|6|4|4|4|9|7,0.85|0.81|0.73|0.27|0.84|6|3|5|10|6|4|4|4|9|7,4.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0
67,8,0.75|0.69|0.77|0.43|0.75|5|3|5|15|6|5|4|4|10|7,0.95|0.93|0.69|0.11|0.94|11|3|5|10|6|4|4|4|9|7,0.51|0.42|0.77|0.99|0.14|11|3|5|10|6|4|4|4|10|7,5.0,0.33999999999999997|0.39000000000000007|-0.040000000000000036|-0.72|0.7|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
68,8,0.75|0.69|0.77|0.43|0.75|5|3|5|15|6|5|4|4|10|7,0.95|0.93|0.69|0.11|0.94|11|3|5|10|6|4|4|4|9|7,0.85|0.81|0.73|0.27|0.84|11|3|5|15|6|4|5|4|10|7,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
69,8,0.75|0.69|0.77|0.43|0.75|5|3|5|15|6|5|4|4|10|7,0.95|0.93|0.69|0.11|0.94|11|3|5|10|6|4|4|4|9|7,0.42|0.33|0.12|0.65|0.61|5|3|5|15|6|4|4|4|10|7,7.0,0.43|0.48000000000000004|0.61|-0.38|0.22999999999999998|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
70,8,0.75|0.69|0.77|0.43|0.75|5|3|5|15|6|5|4|4|10|7,0.95|0.93|0.69|0.11|0.94|11|3|5|10|6|4|4|4|9|7,0.85|0.81|0.73|0.27|0.84|6|3|8|16|6|4|4|4|9|7,8.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|-3.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
