,generation,mother,father,child,child_no
18,5,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.06-0.11-0.29-0.67-0.61-20-16-16-19-15-4-2-2-2-2,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-6-2-2-3-2,1.0
19,5,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.06-0.11-0.29-0.67-0.61-20-16-16-19-15-4-2-2-2-2,0.31-0.24-0.95-0.26-0.77-20.0-16.0-16.0-19.0-15.0-4-2-2-2-2,2.0
20,5,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.06-0.11-0.29-0.67-0.61-20-16-16-19-15-4-2-2-2-2,0.06-0.11-0.29-0.67-0.61-20.0-16.0-17.0-19.0-15.0-4-2-2-2-2,3.0
21,5,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.06-0.11-0.29-0.67-0.61-20-16-16-19-15-4-2-2-2-2,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,4.0
22,5,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.06-0.11-0.29-0.67-0.61-20-16-16-19-15-4-2-2-2-2,0.06-0.11-0.29-0.67-0.61-21.0-17.0-18.0-18.0-15.0-5-2-2-2-2,5.0
23,5,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.06-0.11-0.29-0.67-0.61-20-16-16-19-15-4-2-2-2-2,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,6.0
24,5,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.06-0.11-0.29-0.67-0.61-20-16-16-19-15-4-2-2-2-2,0.84-0.15-0.86-0.87-0.68-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,7.0
25,5,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.06-0.11-0.29-0.67-0.61-20-16-16-19-15-4-2-2-2-2,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-3-2-2-2-2,8.0
26,5,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.06-0.11-0.29-0.67-0.61-20-16-16-19-15-4-2-2-2-2,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-20.0-15.0-5-2-2-2-2,9.0
27,6,0.6-0.97-0.39-0.06-0.03-20-16-16-19-15-4-2-2-2-2,0.78-0.58-0.21-0.14-0.09-20-16-16-19-15-4-2-2-2-2,0.69-0.77-0.3-0.1-0.06-23-16-17-19-15-4-2-2-2-2,1.0
28,6,0.6-0.97-0.39-0.06-0.03-20-16-16-19-15-4-2-2-2-2,0.78-0.58-0.21-0.14-0.09-20-16-16-19-15-4-2-2-2-2,0.69-0.77-0.3-0.1-0.06-20-16-16-19-15-4-2-2-3-2,2.0
29,6,0.6-0.97-0.39-0.06-0.03-20-16-16-19-15-4-2-2-2-2,0.78-0.58-0.21-0.14-0.09-20-16-16-19-15-4-2-2-2-2,0.69-0.77-0.3-0.1-0.06-20-16-16-19-15-4-2-2-2-2,3.0
30,6,0.6-0.97-0.39-0.06-0.03-20-16-16-19-15-4-2-2-2-2,0.78-0.58-0.21-0.14-0.09-20-16-16-19-15-4-2-2-2-2,0.69-0.77-0.3-0.1-0.06-20-16-16-19-15-4-2-3-2-2,4.0
31,6,0.6-0.97-0.39-0.06-0.03-20-16-16-19-15-4-2-2-2-2,0.78-0.58-0.21-0.14-0.09-20-16-16-19-15-4-2-2-2-2,0.69-0.77-0.3-0.1-0.06-20-16-16-18-15-4-2-2-2-2,5.0
32,6,0.6-0.97-0.39-0.06-0.03-20-16-16-19-15-4-2-2-2-2,0.78-0.58-0.21-0.14-0.09-20-16-16-19-15-4-2-2-2-2,0.69-0.77-0.3-0.1-0.06-20-16-16-18-15-4-2-2-2-2,6.0
33,6,0.6-0.97-0.39-0.06-0.03-20-16-16-19-15-4-2-2-2-2,0.78-0.58-0.21-0.14-0.09-20-16-16-19-15-4-2-2-2-2,0.69-0.77-0.3-0.1-0.06-20-16-16-19-15-4-2-3-2-2,7.0
34,6,0.6-0.97-0.39-0.06-0.03-20-16-16-19-15-4-2-2-2-2,0.78-0.58-0.21-0.14-0.09-20-16-16-19-15-4-2-2-2-2,0.69-0.77-0.3-0.1-0.06-21-16-19-21-15-4-2-2-2-2,8.0
35,6,0.6-0.97-0.39-0.06-0.03-20-16-16-19-15-4-2-2-2-2,0.78-0.58-0.21-0.14-0.09-20-16-16-19-15-4-2-2-2-2,0.69-0.77-0.3-0.1-0.06-22-18-18-19-17-4-2-2-2-2,9.0
36,7,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.69-0.77-0.3-0.1-0.06-20-16-16-18-15-4-2-2-2-2,0.38-0.44-0.3-0.38-0.34-23.0-18.0-19.0-19.0-15.0-4-2-2-2-2,1.0
37,7,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.69-0.77-0.3-0.1-0.06-20-16-16-18-15-4-2-2-2-2,0.38-0.44-0.3-0.38-0.34-20.0-16.0-16.0-18.0-15.0-5-2-3-2-2,2.0
38,7,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.69-0.77-0.3-0.1-0.06-20-16-16-18-15-4-2-2-2-2,0.38-0.44-0.3-0.38-0.34-19.0-16.0-16.0-19.0-15.0-4-2-2-2-2,3.0
39,7,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.69-0.77-0.3-0.1-0.06-20-16-16-18-15-4-2-2-2-2,0.38-0.44-0.3-0.38-0.34-22.0-19.0-17.0-20.0-16.0-4-2-2-2-2,4.0
40,7,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.69-0.77-0.3-0.1-0.06-20-16-16-18-15-4-2-2-2-2,0.38-0.44-0.3-0.38-0.34-20.0-16.0-16.0-19.0-15.0-5-2-3-3-3,5.0
41,7,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.69-0.77-0.3-0.1-0.06-20-16-16-18-15-4-2-2-2-2,0.84-0.79-0.79-0.47-0.11-20.0-16.0-16.0-18.0-15.0-4-2-2-2-2,6.0
42,7,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.69-0.77-0.3-0.1-0.06-20-16-16-18-15-4-2-2-2-2,0.38-0.44-0.3-0.38-0.34-20.0-16.0-16.0-18.0-15.0-5-3-3-2-2,7.0
43,7,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.69-0.77-0.3-0.1-0.06-20-16-16-18-15-4-2-2-2-2,0.38-0.44-0.3-0.38-0.34-20.0-16.0-16.0-18.0-15.0-4-2-2-2-2,8.0
44,7,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.69-0.77-0.3-0.1-0.06-20-16-16-18-15-4-2-2-2-2,0.38-0.44-0.3-0.38-0.34-20.0-16.0-16.0-18.0-15.0-5-3-2-2-2,9.0
45,8,0.69-0.77-0.3-0.1-0.06-20-16-16-18-15-4-2-2-2-2,0.38-0.44-0.3-0.38-0.34-20.0-16.0-16.0-18.0-15.0-4-2-2-2-2,0.53-0.6-0.3-0.24-0.2-20.0-16.0-16.0-18.0-15.0-4-2-2-2-2,1.0
46,8,0.69-0.77-0.3-0.1-0.06-20-16-16-18-15-4-2-2-2-2,0.38-0.44-0.3-0.38-0.34-20.0-16.0-16.0-18.0-15.0-4-2-2-2-2,0.56-0.1-0.65-0.88-0.85-20.0-16.0-16.0-18.0-15.0-4-2-2-2-2,2.0
47,8,0.69-0.77-0.3-0.1-0.06-20-16-16-18-15-4-2-2-2-2,0.38-0.44-0.3-0.38-0.34-20.0-16.0-16.0-18.0-15.0-4-2-2-2-2,0.53-0.6-0.3-0.24-0.2-20.0-16.0-16.0-18.0-15.0-4-2-2-2-2,3.0
48,8,0.69-0.77-0.3-0.1-0.06-20-16-16-18-15-4-2-2-2-2,0.38-0.44-0.3-0.38-0.34-20.0-16.0-16.0-18.0-15.0-4-2-2-2-2,0.53-0.6-0.3-0.24-0.2-20.0-16.0-16.0-18.0-15.0-4-2-2-2-2,4.0
49,8,0.69-0.77-0.3-0.1-0.06-20-16-16-18-15-4-2-2-2-2,0.38-0.44-0.3-0.38-0.34-20.0-16.0-16.0-18.0-15.0-4-2-2-2-2,0.53-0.6-0.3-0.24-0.2-20.0-16.0-16.0-18.0-15.0-4-2-2-2-2,5.0
50,8,0.69-0.77-0.3-0.1-0.06-20-16-16-18-15-4-2-2-2-2,0.38-0.44-0.3-0.38-0.34-20.0-16.0-16.0-18.0-15.0-4-2-2-2-2,0.53-0.6-0.3-0.24-0.2-20.0-17.0-16.0-18.0-15.0-4-2-2-2-2,6.0
51,8,0.69-0.77-0.3-0.1-0.06-20-16-16-18-15-4-2-2-2-2,0.38-0.44-0.3-0.38-0.34-20.0-16.0-16.0-18.0-15.0-4-2-2-2-2,0.53-0.6-0.3-0.24-0.2-20-16-17-18-15-4-3-2-2-2,7.0
52,8,0.69-0.77-0.3-0.1-0.06-20-16-16-18-15-4-2-2-2-2,0.38-0.44-0.3-0.38-0.34-20.0-16.0-16.0-18.0-15.0-4-2-2-2-2,0.05-0.49-0.16-0.47-0.27-20.0-16.0-16.0-18.0-15.0-4-2-2-2-2,8.0
53,8,0.69-0.77-0.3-0.1-0.06-20-16-16-18-15-4-2-2-2-2,0.38-0.44-0.3-0.38-0.34-20.0-16.0-16.0-18.0-15.0-4-2-2-2-2,0.53-0.6-0.3-0.24-0.2-20.0-16.0-17.0-18.0-15.0-4-2-2-2-2,9.0
54,9,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.84-0.79-0.79-0.47-0.11-20.0-16.0-16.0-18.0-15.0-4-2-2-2-2,0.45-0.45-0.54-0.57-0.36-20.0-16.0-16.0-18.0-15.0-6-2-2-3-2,1.0
55,9,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.84-0.79-0.79-0.47-0.11-20.0-16.0-16.0-18.0-15.0-4-2-2-2-2,0.45-0.45-0.54-0.57-0.36-20.0-16.0-16.0-19.0-15.0-5-2-3-2-2,2.0
56,9,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.84-0.79-0.79-0.47-0.11-20.0-16.0-16.0-18.0-15.0-4-2-2-2-2,0.45-0.45-0.54-0.57-0.36-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,3.0
57,9,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.84-0.79-0.79-0.47-0.11-20.0-16.0-16.0-18.0-15.0-4-2-2-2-2,0.45-0.45-0.54-0.57-0.36-20.0-16.0-16.0-19.0-15.0-4-2-2-2-2,4.0
58,9,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.84-0.79-0.79-0.47-0.11-20.0-16.0-16.0-18.0-15.0-4-2-2-2-2,0.45-0.45-0.54-0.57-0.36-20.0-16.0-16.0-19.0-15.0-4-2-2-2-2,5.0
59,9,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.84-0.79-0.79-0.47-0.11-20.0-16.0-16.0-18.0-15.0-4-2-2-2-2,0.45-0.45-0.54-0.57-0.36-20.0-16.0-16.0-19.0-15.0-4-2-2-3-2,6.0
60,9,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.84-0.79-0.79-0.47-0.11-20.0-16.0-16.0-18.0-15.0-4-2-2-2-2,0.45-0.45-0.54-0.57-0.36-20.0-16.0-16.0-18.0-15.0-4-2-2-2-2,7.0
61,9,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.84-0.79-0.79-0.47-0.11-20.0-16.0-16.0-18.0-15.0-4-2-2-2-2,0.45-0.45-0.54-0.57-0.36-20.0-16.0-17.0-19.0-15.0-4-2-2-2-2,8.0
62,9,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.84-0.79-0.79-0.47-0.11-20.0-16.0-16.0-18.0-15.0-4-2-2-2-2,0.45-0.45-0.54-0.57-0.36-20.0-16.0-16.0-19.0-15.0-4-2-2-2-2,9.0
63,10,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.69-0.77-0.3-0.1-0.06-20-16-16-18-15-4-2-2-2-2,0.38-0.44-0.3-0.38-0.34-22.0-17.0-16.0-22.0-16.0-4-2-2-2-2,1.0
64,10,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.69-0.77-0.3-0.1-0.06-20-16-16-18-15-4-2-2-2-2,0.38-0.44-0.3-0.38-0.34-20.0-16.0-16.0-19.0-15.0-6-2-2-2-2,2.0
65,10,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.69-0.77-0.3-0.1-0.06-20-16-16-18-15-4-2-2-2-2,0.38-0.44-0.3-0.38-0.34-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,3.0
66,10,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.69-0.77-0.3-0.1-0.06-20-16-16-18-15-4-2-2-2-2,0.38-0.44-0.3-0.38-0.34-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,4.0
67,10,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.69-0.77-0.3-0.1-0.06-20-16-16-18-15-4-2-2-2-2,0.38-0.44-0.3-0.38-0.34-20.0-16.0-16.0-18.0-15.0-3-2-2-2-2,5.0
68,10,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.69-0.77-0.3-0.1-0.06-20-16-16-18-15-4-2-2-2-2,0.38-0.44-0.3-0.38-0.34-20.0-16.0-16.0-19.0-15.0-5-2-2-3-2,6.0
69,10,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.69-0.77-0.3-0.1-0.06-20-16-16-18-15-4-2-2-2-2,0.42-0.14-0.61-0.3-0.01-20-16-16-18-15-5-2-2-2-2,7.0
70,10,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.69-0.77-0.3-0.1-0.06-20-16-16-18-15-4-2-2-2-2,0.38-0.44-0.3-0.38-0.34-21.0-16.0-16.0-19.0-15.0-5-2-2-2-2,8.0
71,10,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.69-0.77-0.3-0.1-0.06-20-16-16-18-15-4-2-2-2-2,0.38-0.44-0.3-0.38-0.34-20.0-17.0-16.0-19.0-15.0-5-2-2-2-2,9.0
72,11,0.42-0.14-0.61-0.3-0.01-20-16-16-18-15-5-2-2-2-2,0.84-0.15-0.86-0.87-0.68-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.63-0.15-0.74-0.58-0.34-19.0-19.0-16.0-19.0-18.0-5-2-2-2-2,1.0
73,11,0.42-0.14-0.61-0.3-0.01-20-16-16-18-15-5-2-2-2-2,0.84-0.15-0.86-0.87-0.68-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.63-0.15-0.74-0.58-0.34-20.0-17.0-16.0-18.0-15.0-5-2-2-2-2,2.0
74,11,0.42-0.14-0.61-0.3-0.01-20-16-16-18-15-5-2-2-2-2,0.84-0.15-0.86-0.87-0.68-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.63-0.15-0.74-0.58-0.34-20.0-16.0-16.0-18.0-15.0-5-2-2-3-2,3.0
75,11,0.42-0.14-0.61-0.3-0.01-20-16-16-18-15-5-2-2-2-2,0.84-0.15-0.86-0.87-0.68-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.63-0.15-0.74-0.58-0.34-20.0-16.0-16.0-19.0-15.0-4-2-2-2-2,4.0
76,11,0.42-0.14-0.61-0.3-0.01-20-16-16-18-15-5-2-2-2-2,0.84-0.15-0.86-0.87-0.68-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.63-0.15-0.74-0.58-0.34-21.0-16.0-16.0-18.0-16.0-5-2-2-2-2,5.0
77,11,0.42-0.14-0.61-0.3-0.01-20-16-16-18-15-5-2-2-2-2,0.84-0.15-0.86-0.87-0.68-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.63-0.15-0.74-0.58-0.34-20.0-16.0-16.0-18.0-15.0-5-2-2-2-2,6.0
78,11,0.42-0.14-0.61-0.3-0.01-20-16-16-18-15-5-2-2-2-2,0.84-0.15-0.86-0.87-0.68-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.63-0.15-0.74-0.58-0.34-20.0-16.0-16.0-19.0-15.0-5-3-2-2-2,7.0
79,11,0.42-0.14-0.61-0.3-0.01-20-16-16-18-15-5-2-2-2-2,0.84-0.15-0.86-0.87-0.68-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.47-0.26-0.86-0.24-0.63-20.0-16.0-16.0-18.0-15.0-5-2-2-2-2,8.0
80,11,0.42-0.14-0.61-0.3-0.01-20-16-16-18-15-5-2-2-2-2,0.84-0.15-0.86-0.87-0.68-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.63-0.15-0.74-0.58-0.34-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,9.0
81,12,0.42-0.14-0.61-0.3-0.01-20-16-16-18-15-5-2-2-2-2,0.84-0.15-0.86-0.87-0.68-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.69-0.37-0.79-0.64-0.73-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,1.0
82,12,0.42-0.14-0.61-0.3-0.01-20-16-16-18-15-5-2-2-2-2,0.84-0.15-0.86-0.87-0.68-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.63-0.15-0.74-0.58-0.34-22.0-16.0-16.0-19.0-15.0-5-2-2-2-2,2.0
83,12,0.42-0.14-0.61-0.3-0.01-20-16-16-18-15-5-2-2-2-2,0.84-0.15-0.86-0.87-0.68-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.27-0.49-0.82-0.6-0.7-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,3.0
84,12,0.42-0.14-0.61-0.3-0.01-20-16-16-18-15-5-2-2-2-2,0.84-0.15-0.86-0.87-0.68-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.63-0.15-0.74-0.58-0.34-20.0-16.0-16.0-18.0-15.0-5-2-2-2-2,4.0
85,12,0.42-0.14-0.61-0.3-0.01-20-16-16-18-15-5-2-2-2-2,0.84-0.15-0.86-0.87-0.68-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.63-0.15-0.74-0.58-0.34-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,5.0
86,12,0.42-0.14-0.61-0.3-0.01-20-16-16-18-15-5-2-2-2-2,0.84-0.15-0.86-0.87-0.68-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.63-0.15-0.74-0.58-0.34-20.0-16.0-16.0-18.0-15.0-4-2-2-2-2,6.0
87,12,0.42-0.14-0.61-0.3-0.01-20-16-16-18-15-5-2-2-2-2,0.84-0.15-0.86-0.87-0.68-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.63-0.15-0.74-0.58-0.34-20.0-16.0-17.0-19.0-15.0-5-2-2-2-2,7.0
88,12,0.42-0.14-0.61-0.3-0.01-20-16-16-18-15-5-2-2-2-2,0.84-0.15-0.86-0.87-0.68-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.63-0.15-0.74-0.58-0.34-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,8.0
89,12,0.42-0.14-0.61-0.3-0.01-20-16-16-18-15-5-2-2-2-2,0.84-0.15-0.86-0.87-0.68-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.31-0.17-0.67-0.47-0.79-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,9.0
90,13,0.63-0.15-0.74-0.58-0.34-20.0-16.0-16.0-18.0-15.0-5-2-2-2-2,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.34-0.13-0.52-0.62-0.48-21.0-16.0-16.0-19.0-15.0-5-2-3-2-2,1.0
91,13,0.63-0.15-0.74-0.58-0.34-20.0-16.0-16.0-18.0-15.0-5-2-2-2-2,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.94-0.92-0.73-0.53-0.44-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,2.0
92,13,0.63-0.15-0.74-0.58-0.34-20.0-16.0-16.0-18.0-15.0-5-2-2-2-2,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.34-0.13-0.52-0.62-0.48-19.0-16.0-16.0-18.0-15.0-5-2-2-2-2,3.0
93,13,0.63-0.15-0.74-0.58-0.34-20.0-16.0-16.0-18.0-15.0-5-2-2-2-2,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.34-0.13-0.52-0.62-0.48-20.0-16.0-16.0-18.0-15.0-5-2-2-2-2,4.0
94,13,0.63-0.15-0.74-0.58-0.34-20.0-16.0-16.0-18.0-15.0-5-2-2-2-2,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.34-0.13-0.52-0.62-0.48-20.0-16.0-16.0-18.0-15.0-5-2-2-3-2,5.0
95,13,0.63-0.15-0.74-0.58-0.34-20.0-16.0-16.0-18.0-15.0-5-2-2-2-2,0.06-0.11-0.29-0.67-0.61-20.0-16.0-16.0-19.0-15.0-5-2-2-2-2,0.34-0.13-0.52-0.62-0.48-20.0-16.0-16.0-19.0-15.0-5-2-3-2-2,6.0
