,generation,mother,father,child,child_no
0,1,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-7-3-3-3-7,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-7-3-3-3-7,0.93-0.09-0.13-0.33-0.84-0.11-0.68-0.34-0.69-14-20-22-18-9-16-23-14-13-2-3-2-2-7-3-3-3-7,1.0
1,1,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-7-3-3-3-7,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-7-3-3-3-7,0.01-0.41-0.44-0.63-0.22-0.77-0.83-0.97-0.16-14-20-22-18-9-16-23-14-13-2-3-2-2-7-3-3-3-7,2.0
2,1,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-7-3-3-3-7,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-7-3-3-3-7,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-7-3-3-3-7,3.0
3,1,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-7-3-3-3-7,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-7-3-3-3-7,0.4-0.13-0.76-0.67-0.35-0.92-0.49-0.86-0.39-14-20-22-18-9-16-23-14-13-2-3-2-2-7-3-3-3-7,4.0
4,1,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-7-3-3-3-7,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-7-3-3-3-7,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-3-2-2-7-3-3-3-7,5.0
5,1,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-7-3-3-3-7,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-7-3-3-3-7,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-6-2-4-3-6,6.0
6,1,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-7-3-3-3-7,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-7-3-3-3-7,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-15-20-22-18-9-16-23-14-13-2-3-2-2-6-3-3-3-7,7.0
7,1,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-7-3-3-3-7,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-7-3-3-3-7,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-17-21-25-20-9-18-23-13-16-2-3-2-2-7-3-3-3-7,8.0
8,1,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-7-3-3-3-7,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-7-3-3-3-7,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-17-9-16-23-14-13-2-3-3-2-7-3-3-3-7,9.0
9,2,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-3-2-2-7-3-3-3-7,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-6-2-4-3-6,0.81-0.34-0.96-0.32-0.14-0.05-0.79-0.89-0.89-14-20-22-18-9-16-23-14-13-2-3-2-2-6-3-3-3-7,1.0
10,2,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-3-2-2-7-3-3-3-7,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-6-2-4-3-6,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-3-4-3-2-6-2-5-3-7,2.0
11,2,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-3-2-2-7-3-3-3-7,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-6-2-4-3-6,0.54-0.6-0.38-0.98-0.96-0.84-0.27-0.73-0.02-14-20-22-18-9-16-23-13-13-2-3-2-2-6-2-4-3-7,3.0
12,2,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-3-2-2-7-3-3-3-7,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-6-2-4-3-6,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-4-2-2-6-3-3-3-6,4.0
13,2,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-3-2-2-7-3-3-3-7,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-6-2-4-3-6,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-10-16-23-14-13-2-3-2-2-6-3-4-3-7,5.0
14,2,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-3-2-2-7-3-3-3-7,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-6-2-4-3-6,0.37-0.27-0.33-0.15-0.11-0.33-0.7-0.68-0.15-14-20-22-18-9-16-23-14-13-2-3-2-2-7-3-3-3-6,6.0
15,2,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-3-2-2-7-3-3-3-7,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-6-2-4-3-6,0.8-0.84-0.37-0.37-0.69-0.85-0.16-0.73-0.96-14-20-22-18-9-16-23-14-13-2-3-2-2-7-3-3-3-7,7.0
16,2,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-3-2-2-7-3-3-3-7,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-6-2-4-3-6,0.69-0.85-0.71-0.52-0.47-0.66-0.29-0.25-0.36-14-20-22-18-9-16-23-14-13-2-3-2-2-7-2-4-3-6,8.0
17,2,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-3-2-2-7-3-3-3-7,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-6-2-4-3-6,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-3-2-2-7-3-4-3-6,9.0
18,3,0.81-0.34-0.96-0.32-0.14-0.05-0.79-0.89-0.89-14-20-22-18-9-16-23-14-13-2-3-2-2-6-3-3-3-7,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-4-2-2-6-3-3-3-6,0.29-0.03-0.46-0.53-0.37-0.06-0.65-0.66-0.48-14-20-22-18-9-16-23-14-13-2-3-2-2-6-3-3-3-7,1.0
19,3,0.81-0.34-0.96-0.32-0.14-0.05-0.79-0.89-0.89-14-20-22-18-9-16-23-14-13-2-3-2-2-6-3-3-3-7,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-4-2-2-6-3-3-3-6,0.49-0.64-0.62-0.62-0.36-0.1-0.8-0.74-0.74-14-20-22-18-9-16-23-14-13-2-3-2-2-6-3-3-2-6,2.0
20,3,0.81-0.34-0.96-0.32-0.14-0.05-0.79-0.89-0.89-14-20-22-18-9-16-23-14-13-2-3-2-2-6-3-3-3-7,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-4-2-2-6-3-3-3-6,0.49-0.64-0.62-0.62-0.36-0.1-0.8-0.74-0.74-14-20-22-18-9-16-23-14-13-3-2-2-3-5-4-2-4-8,3.0
21,3,0.81-0.34-0.96-0.32-0.14-0.05-0.79-0.89-0.89-14-20-22-18-9-16-23-14-13-2-3-2-2-6-3-3-3-7,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-4-2-2-6-3-3-3-6,0.49-0.64-0.62-0.62-0.36-0.1-0.8-0.74-0.74-14-20-22-18-9-16-23-14-13-2-4-2-2-7-3-3-3-7,4.0
22,3,0.81-0.34-0.96-0.32-0.14-0.05-0.79-0.89-0.89-14-20-22-18-9-16-23-14-13-2-3-2-2-6-3-3-3-7,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-4-2-2-6-3-3-3-6,0.29-0.14-0.26-0.56-0.54-0.94-0.54-0.91-0.08-14-20-22-18-9-16-23-13-13-2-3-2-2-6-3-3-3-6,5.0
23,3,0.81-0.34-0.96-0.32-0.14-0.05-0.79-0.89-0.89-14-20-22-18-9-16-23-14-13-2-3-2-2-6-3-3-3-7,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-4-2-2-6-3-3-3-6,0.49-0.64-0.62-0.62-0.36-0.1-0.8-0.74-0.74-14-20-22-18-9-16-23-13-13-2-2-2-2-6-3-4-4-7,6.0
24,3,0.81-0.34-0.96-0.32-0.14-0.05-0.79-0.89-0.89-14-20-22-18-9-16-23-14-13-2-3-2-2-6-3-3-3-7,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-4-2-2-6-3-3-3-6,0.49-0.64-0.62-0.62-0.36-0.1-0.8-0.74-0.74-14-20-22-18-9-16-22-13-13-2-3-2-2-6-4-3-3-6,7.0
25,3,0.81-0.34-0.96-0.32-0.14-0.05-0.79-0.89-0.89-14-20-22-18-9-16-23-14-13-2-3-2-2-6-3-3-3-7,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-4-2-2-6-3-3-3-6,0.21-0.77-0.17-0.95-0.05-0.56-0.21-0.95-0.0-14-20-22-18-9-16-23-14-13-2-4-2-2-6-3-3-3-6,8.0
26,3,0.81-0.34-0.96-0.32-0.14-0.05-0.79-0.89-0.89-14-20-22-18-9-16-23-14-13-2-3-2-2-6-3-3-3-7,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-4-2-2-6-3-3-3-6,0.49-0.64-0.62-0.62-0.36-0.1-0.8-0.74-0.74-14-20-22-18-9-16-23-13-13-2-4-2-2-6-2-3-3-6,9.0
27,4,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-4-2-2-6-3-3-3-6,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-6-2-4-3-6,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-17-23-14-13-2-4-2-2-6-2-3-3-6,1.0
28,4,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-4-2-2-6-3-3-3-6,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-6-2-4-3-6,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-4-2-2-6-2-3-3-6,2.0
29,4,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-4-2-2-6-3-3-3-6,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-6-2-4-3-6,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-3-4-2-2-6-3-4-3-6,3.0
30,4,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-4-2-2-6-3-3-3-6,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-6-2-4-3-6,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-19-9-16-23-13-13-2-4-2-2-6-2-3-3-6,4.0
31,4,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-4-2-2-6-3-3-3-6,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-6-2-4-3-6,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-3-2-2-5-2-4-3-6,5.0
32,4,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-4-2-2-6-3-3-3-6,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-6-2-4-3-6,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-2-3-3-7-2-3-4-7,6.0
33,4,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-4-2-2-6-3-3-3-6,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-6-2-4-3-6,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-3-2-2-6-2-3-3-6,7.0
34,4,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-4-2-2-6-3-3-3-6,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-6-2-4-3-6,0.12-0.99-0.16-0.01-0.49-0.35-0.29-0.44-0.27-14-20-22-18-9-16-23-14-13-2-3-2-2-6-2-3-3-6,8.0
35,4,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-4-2-2-6-3-3-3-6,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-6-2-4-3-6,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-5-3-2-5-2-4-3-7,9.0
36,5,0.57-0.24-0.33-0.12-0.3-0.95-0.53-0.09-0.99-14-8-2-27-18-11-10-10-2-8-5-3-3-4-2-8-6-6,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-3-2-2-7-3-3-3-7,0.37-0.6-0.31-0.52-0.44-0.54-0.67-0.34-0.78-14-11-21-30-10-16-25-9-2-8-3-2-3-7-3-8-3-7,1.0
37,5,0.57-0.24-0.33-0.12-0.3-0.95-0.53-0.09-0.99-14-8-2-27-18-11-10-10-2-8-5-3-3-4-2-8-6-6,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-3-2-2-7-3-3-3-7,0.37-0.6-0.31-0.52-0.44-0.54-0.67-0.34-0.78-14-20-2-18-9-15-10-13-13-2-5-4-3-4-3-3-6-6,2.0
38,5,0.57-0.24-0.33-0.12-0.3-0.95-0.53-0.09-0.99-14-8-2-27-18-11-10-10-2-8-5-3-3-4-2-8-6-6,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-3-2-2-7-3-3-3-7,0.37-0.6-0.31-0.52-0.44-0.54-0.67-0.34-0.78-14-7-2-27-18-11-23-10-13-2-5-2-2-7-3-9-3-6,3.0
39,5,0.57-0.24-0.33-0.12-0.3-0.95-0.53-0.09-0.99-14-8-2-27-18-11-10-10-2-8-5-3-3-4-2-8-6-6,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-3-2-2-7-3-3-3-7,0.37-0.6-0.31-0.52-0.44-0.54-0.67-0.34-0.78-14-8-22-27-18-11-23-13-2-2-6-2-3-5-3-7-3-7,4.0
40,5,0.57-0.24-0.33-0.12-0.3-0.95-0.53-0.09-0.99-14-8-2-27-18-11-10-10-2-8-5-3-3-4-2-8-6-6,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-3-2-2-7-3-3-3-7,0.37-0.6-0.31-0.52-0.44-0.54-0.67-0.34-0.78-14-20-23-18-18-16-23-13-13-2-3-3-4-4-3-3-3-7,5.0
41,5,0.57-0.24-0.33-0.12-0.3-0.95-0.53-0.09-0.99-14-8-2-27-18-11-10-10-2-8-5-3-3-4-2-8-6-6,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-3-2-2-7-3-3-3-7,0.37-0.6-0.31-0.52-0.44-0.54-0.67-0.34-0.78-14-20-21-18-18-11-10-13-13-7-5-3-3-7-3-3-3-6,6.0
42,5,0.57-0.24-0.33-0.12-0.3-0.95-0.53-0.09-0.99-14-8-2-27-18-11-10-10-2-8-5-3-3-4-2-8-6-6,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-3-2-2-7-3-3-3-7,0.37-0.6-0.31-0.52-0.44-0.54-0.67-0.34-0.78-14-20-22-27-18-11-23-10-2-8-3-2-3-7-3-8-6-7,7.0
43,5,0.57-0.24-0.33-0.12-0.3-0.95-0.53-0.09-0.99-14-8-2-27-18-11-10-10-2-8-5-3-3-4-2-8-6-6,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-3-2-2-7-3-3-3-7,0.37-0.6-0.31-0.52-0.44-0.54-0.67-0.34-0.78-14-8-22-18-9-16-10-13-2-9-3-3-2-7-2-8-3-6,8.0
44,5,0.57-0.24-0.33-0.12-0.3-0.95-0.53-0.09-0.99-14-8-2-27-18-11-10-10-2-8-5-3-3-4-2-8-6-6,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-3-2-2-7-3-3-3-7,0.37-0.6-0.31-0.52-0.44-0.54-0.67-0.34-0.78-14-20-22-18-9-11-23-10-13-2-3-3-2-7-3-3-5-7,9.0
45,6,0.06-0.84-0.96-0.25-0.95-0.67-0.14-0.91-0.13-10-13-27-25-9-7-9-17-3-2-4-2-4-6-9-3-3-9,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-7-3-3-3-7,0.12-0.9-0.62-0.58-0.76-0.4-0.48-0.76-0.36-10-20-22-24-9-16-23-14-3-2-4-2-2-7-3-2-3-9,1.0
46,6,0.06-0.84-0.96-0.25-0.95-0.67-0.14-0.91-0.13-10-13-27-25-9-7-9-17-3-2-4-2-4-6-9-3-3-9,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-7-3-3-3-7,0.12-0.9-0.62-0.58-0.76-0.4-0.48-0.76-0.36-14-13-27-25-9-7-8-14-13-2-4-2-2-6-3-3-3-7,2.0
47,6,0.06-0.84-0.96-0.25-0.95-0.67-0.14-0.91-0.13-10-13-27-25-9-7-9-17-3-2-4-2-4-6-9-3-3-9,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-7-3-3-3-7,0.12-0.9-0.62-0.58-0.76-0.4-0.48-0.76-0.36-10-13-22-25-9-16-23-18-3-3-3-2-2-6-3-3-3-9,3.0
48,6,0.06-0.84-0.96-0.25-0.95-0.67-0.14-0.91-0.13-10-13-27-25-9-7-9-17-3-2-4-2-4-6-9-3-3-9,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-7-3-3-3-7,0.12-0.9-0.62-0.58-0.76-0.4-0.48-0.76-0.36-14-13-28-18-9-7-9-17-3-2-4-2-2-6-9-3-3-7,4.0
49,6,0.06-0.84-0.96-0.25-0.95-0.67-0.14-0.91-0.13-10-13-27-25-9-7-9-17-3-2-4-2-4-6-9-3-3-9,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-7-3-3-3-7,0.12-0.9-0.62-0.58-0.76-0.4-0.48-0.76-0.36-14-13-22-25-9-16-23-16-3-2-4-2-2-6-3-3-3-9,5.0
50,6,0.06-0.84-0.96-0.25-0.95-0.67-0.14-0.91-0.13-10-13-27-25-9-7-9-17-3-2-4-2-4-6-9-3-3-9,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-7-3-3-3-7,0.12-0.9-0.62-0.58-0.76-0.4-0.48-0.76-0.36-16-21-25-25-8-19-12-16-15-2-3-2-4-6-9-3-3-7,6.0
51,6,0.06-0.84-0.96-0.25-0.95-0.67-0.14-0.91-0.13-10-13-27-25-9-7-9-17-3-2-4-2-4-6-9-3-3-9,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-7-3-3-3-7,0.12-0.9-0.62-0.58-0.76-0.4-0.48-0.76-0.36-10-20-27-18-9-16-9-17-3-2-4-2-4-6-9-3-3-7,7.0
52,6,0.06-0.84-0.96-0.25-0.95-0.67-0.14-0.91-0.13-10-13-27-25-9-7-9-17-3-2-4-2-4-6-9-3-3-9,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-7-3-3-3-7,0.12-0.9-0.62-0.58-0.76-0.4-0.48-0.76-0.36-14-13-28-25-9-16-9-17-13-2-4-2-4-6-9-3-3-7,8.0
53,6,0.06-0.84-0.96-0.25-0.95-0.67-0.14-0.91-0.13-10-13-27-25-9-7-9-17-3-2-4-2-4-6-9-3-3-9,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-14-13-2-3-2-2-7-3-3-3-7,0.12-0.9-0.62-0.58-0.76-0.4-0.48-0.76-0.36-10-15-24-19-12-9-25-13-15-2-4-2-4-7-9-3-3-9,9.0
54,7,0.06-0.84-0.96-0.25-0.95-0.67-0.14-0.91-0.13-10-13-27-25-9-7-9-17-3-2-4-2-4-6-9-3-3-9,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-4-2-2-6-3-3-3-6,0.12-0.9-0.62-0.58-0.76-0.4-0.48-0.76-0.36-14-20-23-18-9-7-9-17-3-2-4-2-2-6-3-3-3-9,1.0
55,7,0.06-0.84-0.96-0.25-0.95-0.67-0.14-0.91-0.13-10-13-27-25-9-7-9-17-3-2-4-2-4-6-9-3-3-9,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-4-2-2-6-3-3-3-6,0.12-0.9-0.62-0.58-0.76-0.4-0.48-0.76-0.36-10-13-27-18-9-17-9-17-13-2-4-2-2-6-9-3-3-6,2.0
56,7,0.06-0.84-0.96-0.25-0.95-0.67-0.14-0.91-0.13-10-13-27-25-9-7-9-17-3-2-4-2-4-6-9-3-3-9,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-4-2-2-6-3-3-3-6,0.26-0.24-0.8-0.67-0.59-0.48-0.11-0.06-0.51-10-13-27-25-9-16-23-17-13-2-4-2-4-6-9-3-3-6,3.0
57,7,0.06-0.84-0.96-0.25-0.95-0.67-0.14-0.91-0.13-10-13-27-25-9-7-9-17-3-2-4-2-4-6-9-3-3-9,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-4-2-2-6-3-3-3-6,0.12-0.9-0.62-0.58-0.76-0.4-0.48-0.76-0.36-13-13-30-28-12-17-24-16-6-2-4-2-2-6-3-3-3-9,4.0
58,7,0.06-0.84-0.96-0.25-0.95-0.67-0.14-0.91-0.13-10-13-27-25-9-7-9-17-3-2-4-2-4-6-9-3-3-9,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-4-2-2-6-3-3-3-6,0.35-0.23-0.29-0.21-0.85-0.2-0.47-0.61-0.08-10-20-22-18-9-7-9-13-3-2-4-2-2-6-9-3-3-9,5.0
59,7,0.06-0.84-0.96-0.25-0.95-0.67-0.14-0.91-0.13-10-13-27-25-9-7-9-17-3-2-4-2-4-6-9-3-3-9,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-4-2-2-6-3-3-3-6,0.12-0.9-0.62-0.58-0.76-0.4-0.48-0.76-0.36-9-20-22-25-9-16-9-17-13-2-4-2-2-6-3-3-2-9,6.0
60,7,0.06-0.84-0.96-0.25-0.95-0.67-0.14-0.91-0.13-10-13-27-25-9-7-9-17-3-2-4-2-4-6-9-3-3-9,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-4-2-2-6-3-3-3-6,0.58-0.55-0.83-0.66-0.52-0.36-0.17-0.82-0.35-10-20-27-18-9-7-9-17-13-2-4-2-4-6-9-3-3-6,7.0
61,7,0.06-0.84-0.96-0.25-0.95-0.67-0.14-0.91-0.13-10-13-27-25-9-7-9-17-3-2-4-2-4-6-9-3-3-9,0.17-0.95-0.28-0.91-0.58-0.14-0.81-0.6-0.58-14-20-22-18-9-16-23-13-13-2-4-2-2-6-3-3-3-6,0.12-0.9-0.62-0.58-0.76-0.4-0.48-0.76-0.36-14-20-27-25-9-16-9-17-3-2-4-2-2-5-9-3-3-9,8.0
