,generation,mother,father,child,child_no,mutation
272,31,0.61|0.84|0.64|0.61|0.78|0.32|0.48|14.0|4.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.61|0.84|0.64|0.61|0.78|0.32|0.48|14.0|3.0|8.0|12.0|12.0|11.0|10.0|10|8|10|8|8|5|3,0.61|0.84|0.64|0.61|0.78|0.32|0.48|13.0|4.0|7.0|12.0|12.0|11.0|10.0|10|8|10|8|8|5|3,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
273,31,0.61|0.84|0.64|0.61|0.78|0.32|0.48|14.0|4.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.61|0.84|0.64|0.61|0.78|0.32|0.48|14.0|3.0|8.0|12.0|12.0|11.0|10.0|10|8|10|8|8|5|3,0.61|0.84|0.64|0.61|0.78|0.32|0.48|14.0|3.0|8.0|12.0|12.0|11.0|10.0|10|9|9|9|7|4|2,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|1.0|-1.0|1.0|1.0|1.0
274,31,0.61|0.84|0.64|0.61|0.78|0.32|0.48|14.0|4.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.61|0.84|0.64|0.61|0.78|0.32|0.48|14.0|3.0|8.0|12.0|12.0|11.0|10.0|10|8|10|8|8|5|3,0.61|0.84|0.64|0.61|0.78|0.32|0.48|14.0|4.0|8.0|12.0|12.0|11.0|10.0|10|9|10|8|8|5|3,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
275,31,0.61|0.84|0.64|0.61|0.78|0.32|0.48|14.0|4.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.61|0.84|0.64|0.61|0.78|0.32|0.48|14.0|3.0|8.0|12.0|12.0|11.0|10.0|10|8|10|8|8|5|3,0.61|0.84|0.64|0.61|0.78|0.32|0.48|14.0|3.0|7.0|12.0|12.0|11.0|10.0|9|7|10|8|8|5|4,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|-1.0
276,31,0.61|0.84|0.64|0.61|0.78|0.32|0.48|14.0|4.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.61|0.84|0.64|0.61|0.78|0.32|0.48|14.0|3.0|8.0|12.0|12.0|11.0|10.0|10|8|10|8|8|5|3,0.61|0.84|0.64|0.61|0.78|0.32|0.48|14.0|3.0|8.0|12.0|12.0|12.0|10.0|10|7|10|8|8|5|3,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
277,31,0.61|0.84|0.64|0.61|0.78|0.32|0.48|14.0|4.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.61|0.84|0.64|0.61|0.78|0.32|0.48|14.0|3.0|8.0|12.0|12.0|11.0|10.0|10|8|10|8|8|5|3,0.61|0.84|0.64|0.61|0.78|0.32|0.48|14.0|3.0|8.0|12.0|12.0|11.0|10.0|10|8|10|9|8|4|3,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
278,31,0.61|0.84|0.64|0.61|0.78|0.32|0.48|14.0|4.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.61|0.84|0.64|0.61|0.78|0.32|0.48|14.0|3.0|8.0|12.0|12.0|11.0|10.0|10|8|10|8|8|5|3,0.61|0.84|0.64|0.61|0.78|0.32|0.48|15.0|4.0|10.0|14.0|15.0|11.0|10.0|10|8|10|9|8|5|3,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|-2.0|-2.0|-3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
279,32,0.56|0.33|0.58|0.29|0.4|0.92|0.36|14.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.61|0.84|0.64|0.61|0.78|0.32|0.48|13.0|4.0|7.0|12.0|12.0|11.0|10.0|10|8|10|8|8|5|3,0.58|0.58|0.61|0.45|0.59|0.62|0.42|13.0|4.0|7.0|12.0|12.0|11.0|10.0|10|8|10|8|8|5|3,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
280,32,0.56|0.33|0.58|0.29|0.4|0.92|0.36|14.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.61|0.84|0.64|0.61|0.78|0.32|0.48|13.0|4.0|7.0|12.0|12.0|11.0|10.0|10|8|10|8|8|5|3,0.96|0.67|0.92|0.62|0.9|0.59|0.93|14.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|8|8|5|3,2.0,-0.38|-0.09000000000000008|-0.31000000000000005|-0.16999999999999998|-0.31000000000000005|0.030000000000000027|-0.51|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
281,32,0.56|0.33|0.58|0.29|0.4|0.92|0.36|14.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.61|0.84|0.64|0.61|0.78|0.32|0.48|13.0|4.0|7.0|12.0|12.0|11.0|10.0|10|8|10|8|8|5|3,0.58|0.58|0.61|0.45|0.59|0.62|0.42|13.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
282,32,0.56|0.33|0.58|0.29|0.4|0.92|0.36|14.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.61|0.84|0.64|0.61|0.78|0.32|0.48|13.0|4.0|7.0|12.0|12.0|11.0|10.0|10|8|10|8|8|5|3,0.58|0.58|0.61|0.45|0.59|0.62|0.42|14.0|4.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|6|3,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
283,32,0.56|0.33|0.58|0.29|0.4|0.92|0.36|14.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.61|0.84|0.64|0.61|0.78|0.32|0.48|13.0|4.0|7.0|12.0|12.0|11.0|10.0|10|8|10|8|8|5|3,0.58|0.58|0.61|0.45|0.59|0.62|0.42|14.0|3.0|6.0|12.0|12.0|11.0|10.0|10|8|10|8|8|5|3,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
284,32,0.56|0.33|0.58|0.29|0.4|0.92|0.36|14.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.61|0.84|0.64|0.61|0.78|0.32|0.48|13.0|4.0|7.0|12.0|12.0|11.0|10.0|10|8|10|8|8|5|3,0.9|0.2|0.77|0.29|0.75|0.01|0.65|14.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,6.0,-0.32000000000000006|0.37999999999999995|-0.16000000000000003|0.16000000000000003|-0.16000000000000003|0.61|-0.23000000000000004|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
285,32,0.56|0.33|0.58|0.29|0.4|0.92|0.36|14.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.61|0.84|0.64|0.61|0.78|0.32|0.48|13.0|4.0|7.0|12.0|12.0|11.0|10.0|10|8|10|8|8|5|3,0.58|0.58|0.61|0.45|0.59|0.62|0.42|14.0|4.0|7.0|12.0|12.0|11.0|10.0|10|8|10|8|9|5|3,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
286,32,0.56|0.33|0.58|0.29|0.4|0.92|0.36|14.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.61|0.84|0.64|0.61|0.78|0.32|0.48|13.0|4.0|7.0|12.0|12.0|11.0|10.0|10|8|10|8|8|5|3,0.54|0.06|0.57|0.89|0.8|0.87|0.59|14.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,8.0,0.039999999999999925|0.52|0.040000000000000036|-0.44|-0.21000000000000008|-0.25|-0.16999999999999998|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
287,32,0.56|0.33|0.58|0.29|0.4|0.92|0.36|14.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.61|0.84|0.64|0.61|0.78|0.32|0.48|13.0|4.0|7.0|12.0|12.0|11.0|10.0|10|8|10|8|8|5|3,0.58|0.58|0.61|0.45|0.59|0.62|0.42|14.0|4.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|7|5|3,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
288,33,0.56|0.33|0.58|0.29|0.4|0.92|0.36|14.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.58|0.58|0.61|0.45|0.59|0.62|0.42|14.0|3.0|6.0|12.0|12.0|11.0|10.0|10|8|10|8|8|5|3,0.86|0.7|0.28|0.79|0.01|0.02|0.14|14.0|3.0|6.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,1.0,-0.29000000000000004|-0.24999999999999994|0.31999999999999995|-0.42000000000000004|0.49|0.75|0.25|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
289,33,0.56|0.33|0.58|0.29|0.4|0.92|0.36|14.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.58|0.58|0.61|0.45|0.59|0.62|0.42|14.0|3.0|6.0|12.0|12.0|11.0|10.0|10|8|10|8|8|5|3,0.57|0.45|0.6|0.37|0.5|0.77|0.39|14.0|3.0|6.0|12.0|12.0|11.0|10.0|10|8|9|9|8|5|3,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0
290,33,0.56|0.33|0.58|0.29|0.4|0.92|0.36|14.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.58|0.58|0.61|0.45|0.59|0.62|0.42|14.0|3.0|6.0|12.0|12.0|11.0|10.0|10|8|10|8|8|5|3,0.57|0.45|0.6|0.37|0.5|0.77|0.39|13.0|5.0|10.0|14.0|14.0|12.0|10.0|10|8|10|9|8|5|3,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|-2.0|-3.0|-2.0|-2.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
291,33,0.56|0.33|0.58|0.29|0.4|0.92|0.36|14.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.58|0.58|0.61|0.45|0.59|0.62|0.42|14.0|3.0|6.0|12.0|12.0|11.0|10.0|10|8|10|8|8|5|3,0.57|0.45|0.6|0.37|0.5|0.77|0.39|14.0|3.0|6.0|12.0|11.0|11.0|10.0|9|8|10|9|8|5|3,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
292,33,0.56|0.33|0.58|0.29|0.4|0.92|0.36|14.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.58|0.58|0.61|0.45|0.59|0.62|0.42|14.0|3.0|6.0|12.0|12.0|11.0|10.0|10|8|10|8|8|5|3,0.57|0.45|0.6|0.37|0.5|0.77|0.39|14.0|3.0|6.0|12.0|12.0|11.0|10.0|10|8|10|8|8|6|3,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
293,33,0.56|0.33|0.58|0.29|0.4|0.92|0.36|14.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.58|0.58|0.61|0.45|0.59|0.62|0.42|14.0|3.0|6.0|12.0|12.0|11.0|10.0|10|8|10|8|8|5|3,0.57|0.45|0.6|0.37|0.5|0.77|0.39|14.0|3.0|6.0|12.0|13.0|11.0|10.0|10|8|10|9|8|6|3,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
294,33,0.56|0.33|0.58|0.29|0.4|0.92|0.36|14.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.58|0.58|0.61|0.45|0.59|0.62|0.42|14.0|3.0|6.0|12.0|12.0|11.0|10.0|10|8|10|8|8|5|3,0.57|0.45|0.6|0.37|0.5|0.77|0.39|14.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|8|8|5|3,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
295,33,0.56|0.33|0.58|0.29|0.4|0.92|0.36|14.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.58|0.58|0.61|0.45|0.59|0.62|0.42|14.0|3.0|6.0|12.0|12.0|11.0|10.0|10|8|10|8|8|5|3,0.73|0.44|0.96|0.86|0.51|0.01|0.26|14.0|3.0|6.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,8.0,-0.16000000000000003|0.010000000000000009|-0.36|-0.49|-0.010000000000000009|0.76|0.13|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
296,33,0.56|0.33|0.58|0.29|0.4|0.92|0.36|14.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.58|0.58|0.61|0.45|0.59|0.62|0.42|14.0|3.0|6.0|12.0|12.0|11.0|10.0|10|8|10|8|8|5|3,0.1|0.57|0.5|0.82|0.74|0.28|0.66|14.0|3.0|6.0|12.0|12.0|11.0|10.0|10|8|10|8|8|5|3,9.0,0.47|-0.11999999999999994|0.09999999999999998|-0.44999999999999996|-0.24|0.49|-0.27|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
297,34,0.58|0.58|0.61|0.45|0.59|0.62|0.42|13.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.9|0.2|0.77|0.29|0.75|0.01|0.65|14.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.74|0.39|0.69|0.37|0.67|0.32|0.54|13.0|3.0|7.0|11.0|12.0|11.0|10.0|10|8|10|9|8|5|3,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
298,34,0.58|0.58|0.61|0.45|0.59|0.62|0.42|13.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.9|0.2|0.77|0.29|0.75|0.01|0.65|14.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.94|0.61|0.04|0.0|0.12|0.88|1.0|14.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,2.0,-0.19999999999999996|-0.21999999999999997|0.6499999999999999|0.37|0.55|-0.56|-0.45999999999999996|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
299,34,0.58|0.58|0.61|0.45|0.59|0.62|0.42|13.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.9|0.2|0.77|0.29|0.75|0.01|0.65|14.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.74|0.39|0.69|0.37|0.67|0.32|0.54|14.0|5.0|7.0|14.0|13.0|10.0|10.0|10|8|10|9|8|5|3,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|-2.0|-1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
300,34,0.58|0.58|0.61|0.45|0.59|0.62|0.42|13.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.9|0.2|0.77|0.29|0.75|0.01|0.65|14.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.74|0.39|0.69|0.37|0.67|0.32|0.54|14.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
301,34,0.58|0.58|0.61|0.45|0.59|0.62|0.42|13.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.9|0.2|0.77|0.29|0.75|0.01|0.65|14.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.74|0.39|0.69|0.37|0.67|0.32|0.54|13.0|3.0|7.0|12.0|12.0|12.0|10.0|10|8|10|9|8|5|3,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
302,34,0.58|0.58|0.61|0.45|0.59|0.62|0.42|13.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.9|0.2|0.77|0.29|0.75|0.01|0.65|14.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.74|0.39|0.69|0.37|0.67|0.32|0.54|14.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|10|8|5|3,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
303,34,0.58|0.58|0.61|0.45|0.59|0.62|0.42|13.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.9|0.2|0.77|0.29|0.75|0.01|0.65|14.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.72|0.58|0.55|0.12|0.1|0.77|0.5|13.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,7.0,0.020000000000000018|-0.18999999999999995|0.1399999999999999|0.25|0.5700000000000001|-0.45|0.040000000000000036|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
304,34,0.58|0.58|0.61|0.45|0.59|0.62|0.42|13.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.9|0.2|0.77|0.29|0.75|0.01|0.65|14.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.74|0.39|0.69|0.37|0.67|0.32|0.54|14.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|6|3,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
305,34,0.58|0.58|0.61|0.45|0.59|0.62|0.42|13.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.9|0.2|0.77|0.29|0.75|0.01|0.65|14.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.74|0.39|0.69|0.37|0.67|0.32|0.54|13.0|3.0|7.0|12.0|13.0|11.0|10.0|9|8|10|9|8|5|3,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
306,35,0.86|0.7|0.28|0.79|0.01|0.02|0.14|14.0|3.0|6.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.58|0.58|0.61|0.45|0.59|0.62|0.42|13.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.52|0.45|0.67|0.4|0.32|0.19|0.23|13.0|3.0|6.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,1.0,0.19999999999999996|0.19|-0.23000000000000004|0.21999999999999997|-0.020000000000000018|0.13|0.05000000000000002|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
307,35,0.86|0.7|0.28|0.79|0.01|0.02|0.14|14.0|3.0|6.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.58|0.58|0.61|0.45|0.59|0.62|0.42|13.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.84|0.14|0.27|0.39|0.48|0.52|0.67|13.0|3.0|6.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,2.0,-0.12|0.5|0.16999999999999998|0.22999999999999998|-0.18|-0.2|-0.39|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
308,35,0.86|0.7|0.28|0.79|0.01|0.02|0.14|14.0|3.0|6.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.58|0.58|0.61|0.45|0.59|0.62|0.42|13.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.72|0.64|0.44|0.62|0.3|0.32|0.28|14.0|3.0|7.0|12.0|12.0|10.0|10.0|10|8|10|9|8|4|3,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
309,35,0.86|0.7|0.28|0.79|0.01|0.02|0.14|14.0|3.0|6.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.58|0.58|0.61|0.45|0.59|0.62|0.42|13.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.72|0.64|0.44|0.62|0.3|0.32|0.28|12.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
310,35,0.86|0.7|0.28|0.79|0.01|0.02|0.14|14.0|3.0|6.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.58|0.58|0.61|0.45|0.59|0.62|0.42|13.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.72|0.64|0.44|0.62|0.3|0.32|0.28|15.0|3.0|6.0|12.0|12.0|11.0|10.0|10|8|9|9|8|5|3,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0
311,35,0.86|0.7|0.28|0.79|0.01|0.02|0.14|14.0|3.0|6.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.58|0.58|0.61|0.45|0.59|0.62|0.42|13.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.72|0.64|0.44|0.62|0.3|0.32|0.28|13.0|3.0|9.0|12.0|11.0|14.0|13.0|10|8|10|9|8|5|3,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|-3.0|0.0|1.0|-3.0|-3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
312,35,0.86|0.7|0.28|0.79|0.01|0.02|0.14|14.0|3.0|6.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.58|0.58|0.61|0.45|0.59|0.62|0.42|13.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.72|0.64|0.44|0.62|0.3|0.32|0.28|13.0|3.0|6.0|12.0|12.0|11.0|10.0|10|8|10|9|9|5|3,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
313,35,0.86|0.7|0.28|0.79|0.01|0.02|0.14|14.0|3.0|6.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.58|0.58|0.61|0.45|0.59|0.62|0.42|13.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.91|0.42|0.89|0.69|0.5|0.59|0.71|14.0|3.0|6.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,8.0,-0.19000000000000006|0.22000000000000003|-0.45|-0.06999999999999995|-0.2|-0.26999999999999996|-0.42999999999999994|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
314,35,0.86|0.7|0.28|0.79|0.01|0.02|0.14|14.0|3.0|6.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.58|0.58|0.61|0.45|0.59|0.62|0.42|13.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.23|0.1|0.29|0.96|0.34|0.98|0.49|13.0|3.0|7.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,9.0,0.49|0.54|0.15000000000000002|-0.33999999999999997|-0.040000000000000036|-0.6599999999999999|-0.20999999999999996|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
315,36,0.84|0.14|0.27|0.39|0.48|0.52|0.67|13.0|3.0|6.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.86|0.7|0.28|0.79|0.01|0.02|0.14|14.0|3.0|6.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.85|0.42|0.28|0.59|0.24|0.27|0.4|14.0|4.0|6.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
316,36,0.84|0.14|0.27|0.39|0.48|0.52|0.67|13.0|3.0|6.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.86|0.7|0.28|0.79|0.01|0.02|0.14|14.0|3.0|6.0|12.0|12.0|11.0|10.0|10|8|10|9|8|5|3,0.85|0.42|0.28|0.59|0.24|0.27|0.4|13.0|3.0|6.0|11.0|12.0|11.0|10.0|10|8|10|9|8|5|3,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
