,generation,mother,father,child,child_no,mutation
170,19,0.55|0.33|0.32|0.05|0.0|0.61|0.91|0.14|3.0|10.0|2.0|1.0|3.0|5.0|2.0|2.0|6|2|10|8|4|9|5|7,0.49|0.6|0.23|0.09|0.46|0.79|0.6|0.5|3.0|10.0|2.0|1.0|3.0|5.0|2.0|2.0|7|2|10|8|4|8|5|7,0.52|0.46|0.28|0.07|0.23|0.7|0.76|0.32|3.0|10.0|2.0|1.0|3.0|5.0|2.0|2.0|8|2|10|9|4|9|6|7,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|-1.0|0.0|-1.0|-1.0|0.0
171,20,0.52|0.46|0.28|0.07|0.23|0.7|0.76|0.32|3.0|10.0|2.0|1.0|3.0|5.0|2.0|2.0|8|2|10|9|4|9|6|7,0.55|0.48|0.12|0.41|0.45|0.62|0.3|0.42|4.0|10.0|2.0|1.0|2.0|4.0|2.0|2.0|6|2|10|7|3|8|5|7,0.54|0.47|0.2|0.24|0.34|0.66|0.53|0.37|4.0|10.0|2.0|1.0|3.0|5.0|2.0|2.0|8|2|10|7|4|8|5|7,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
172,20,0.52|0.46|0.28|0.07|0.23|0.7|0.76|0.32|3.0|10.0|2.0|1.0|3.0|5.0|2.0|2.0|8|2|10|9|4|9|6|7,0.55|0.48|0.12|0.41|0.45|0.62|0.3|0.42|4.0|10.0|2.0|1.0|2.0|4.0|2.0|2.0|6|2|10|7|3|8|5|7,0.54|0.47|0.2|0.24|0.34|0.66|0.53|0.37|4.0|10.0|2.0|1.0|3.0|5.0|2.0|2.0|8|2|10|7|3|9|6|7,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
173,20,0.52|0.46|0.28|0.07|0.23|0.7|0.76|0.32|3.0|10.0|2.0|1.0|3.0|5.0|2.0|2.0|8|2|10|9|4|9|6|7,0.55|0.48|0.12|0.41|0.45|0.62|0.3|0.42|4.0|10.0|2.0|1.0|2.0|4.0|2.0|2.0|6|2|10|7|3|8|5|7,0.54|0.47|0.2|0.24|0.34|0.66|0.53|0.37|3.0|10.0|2.0|1.0|2.0|5.0|3.0|2.0|7|2|10|7|3|9|5|7,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
174,20,0.52|0.46|0.28|0.07|0.23|0.7|0.76|0.32|3.0|10.0|2.0|1.0|3.0|5.0|2.0|2.0|8|2|10|9|4|9|6|7,0.55|0.48|0.12|0.41|0.45|0.62|0.3|0.42|4.0|10.0|2.0|1.0|2.0|4.0|2.0|2.0|6|2|10|7|3|8|5|7,0.4|0.97|0.7|0.82|0.41|0.85|0.1|0.31|4.0|10.0|2.0|1.0|3.0|5.0|2.0|2.0|6|2|10|9|3|9|6|7,4.0,0.14|-0.5|-0.49999999999999994|-0.58|-0.06999999999999995|-0.18999999999999995|0.43000000000000005|0.06|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
175,20,0.52|0.46|0.28|0.07|0.23|0.7|0.76|0.32|3.0|10.0|2.0|1.0|3.0|5.0|2.0|2.0|8|2|10|9|4|9|6|7,0.55|0.48|0.12|0.41|0.45|0.62|0.3|0.42|4.0|10.0|2.0|1.0|2.0|4.0|2.0|2.0|6|2|10|7|3|8|5|7,0.33|0.08|0.52|0.9|0.69|0.77|0.29|0.7|4.0|10.0|2.0|1.0|2.0|5.0|2.0|2.0|8|2|10|7|4|8|6|7,5.0,0.21000000000000002|0.38999999999999996|-0.32|-0.66|-0.3499999999999999|-0.10999999999999999|0.24000000000000005|-0.32999999999999996|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
176,20,0.52|0.46|0.28|0.07|0.23|0.7|0.76|0.32|3.0|10.0|2.0|1.0|3.0|5.0|2.0|2.0|8|2|10|9|4|9|6|7,0.55|0.48|0.12|0.41|0.45|0.62|0.3|0.42|4.0|10.0|2.0|1.0|2.0|4.0|2.0|2.0|6|2|10|7|3|8|5|7,0.54|0.47|0.2|0.24|0.34|0.66|0.53|0.37|3.0|10.0|2.0|1.0|3.0|5.0|2.0|2.0|7|2|10|9|4|8|6|7,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
177,20,0.52|0.46|0.28|0.07|0.23|0.7|0.76|0.32|3.0|10.0|2.0|1.0|3.0|5.0|2.0|2.0|8|2|10|9|4|9|6|7,0.55|0.48|0.12|0.41|0.45|0.62|0.3|0.42|4.0|10.0|2.0|1.0|2.0|4.0|2.0|2.0|6|2|10|7|3|8|5|7,0.54|0.47|0.2|0.24|0.34|0.66|0.53|0.37|4.0|10.0|2.0|1.0|3.0|5.0|2.0|2.0|8|2|10|10|3|8|6|7,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
178,20,0.52|0.46|0.28|0.07|0.23|0.7|0.76|0.32|3.0|10.0|2.0|1.0|3.0|5.0|2.0|2.0|8|2|10|9|4|9|6|7,0.55|0.48|0.12|0.41|0.45|0.62|0.3|0.42|4.0|10.0|2.0|1.0|2.0|4.0|2.0|2.0|6|2|10|7|3|8|5|7,0.54|0.47|0.2|0.24|0.34|0.66|0.53|0.37|4.0|10.0|3.0|1.0|3.0|4.0|2.0|2.0|8|2|10|7|4|8|6|7,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
179,20,0.52|0.46|0.28|0.07|0.23|0.7|0.76|0.32|3.0|10.0|2.0|1.0|3.0|5.0|2.0|2.0|8|2|10|9|4|9|6|7,0.55|0.48|0.12|0.41|0.45|0.62|0.3|0.42|4.0|10.0|2.0|1.0|2.0|4.0|2.0|2.0|6|2|10|7|3|8|5|7,0.54|0.17|0.92|0.89|0.93|0.71|0.24|0.01|3.0|10.0|2.0|1.0|2.0|4.0|2.0|2.0|8|2|10|9|4|9|6|7,9.0,0.0|0.29999999999999993|-0.72|-0.65|-0.5900000000000001|-0.04999999999999993|0.29000000000000004|0.36|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
180,21,0.33|0.08|0.52|0.9|0.69|0.77|0.29|0.7|4.0|10.0|2.0|1.0|2.0|5.0|2.0|2.0|8|2|10|7|4|8|6|7,0.52|0.46|0.28|0.07|0.23|0.7|0.76|0.32|3.0|10.0|2.0|1.0|3.0|5.0|2.0|2.0|8|2|10|9|4|9|6|7,0.98|0.51|0.52|0.35|0.54|0.82|0.5|0.06|3.0|10.0|2.0|1.0|2.0|5.0|2.0|2.0|8|2|10|7|4|8|6|7,1.0,-0.55|-0.24|-0.12|0.13|-0.08000000000000002|-0.07999999999999996|0.020000000000000018|0.45|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
181,21,0.33|0.08|0.52|0.9|0.69|0.77|0.29|0.7|4.0|10.0|2.0|1.0|2.0|5.0|2.0|2.0|8|2|10|7|4|8|6|7,0.52|0.46|0.28|0.07|0.23|0.7|0.76|0.32|3.0|10.0|2.0|1.0|3.0|5.0|2.0|2.0|8|2|10|9|4|9|6|7,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|1.0|2.0|5.0|2.0|2.0|8|2|10|6|4|8|6|7,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0
182,21,0.33|0.08|0.52|0.9|0.69|0.77|0.29|0.7|4.0|10.0|2.0|1.0|2.0|5.0|2.0|2.0|8|2|10|7|4|8|6|7,0.52|0.46|0.28|0.07|0.23|0.7|0.76|0.32|3.0|10.0|2.0|1.0|3.0|5.0|2.0|2.0|8|2|10|9|4|9|6|7,0.12|0.94|0.88|0.1|0.96|0.46|0.42|0.49|3.0|10.0|2.0|1.0|3.0|5.0|2.0|2.0|8|2|10|9|4|8|6|7,3.0,0.31|-0.6699999999999999|-0.48|0.38|-0.49999999999999994|0.27999999999999997|0.10000000000000003|0.020000000000000018|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
183,21,0.33|0.08|0.52|0.9|0.69|0.77|0.29|0.7|4.0|10.0|2.0|1.0|2.0|5.0|2.0|2.0|8|2|10|7|4|8|6|7,0.52|0.46|0.28|0.07|0.23|0.7|0.76|0.32|3.0|10.0|2.0|1.0|3.0|5.0|2.0|2.0|8|2|10|9|4|9|6|7,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|1.0|2.0|4.0|2.0|2.0|8|2|10|7|4|8|6|7,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
184,21,0.33|0.08|0.52|0.9|0.69|0.77|0.29|0.7|4.0|10.0|2.0|1.0|2.0|5.0|2.0|2.0|8|2|10|7|4|8|6|7,0.52|0.46|0.28|0.07|0.23|0.7|0.76|0.32|3.0|10.0|2.0|1.0|3.0|5.0|2.0|2.0|8|2|10|9|4|9|6|7,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|3.0|10.0|2.0|1.0|3.0|5.0|2.0|2.0|8|2|10|6|4|9|6|7,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0
185,21,0.33|0.08|0.52|0.9|0.69|0.77|0.29|0.7|4.0|10.0|2.0|1.0|2.0|5.0|2.0|2.0|8|2|10|7|4|8|6|7,0.52|0.46|0.28|0.07|0.23|0.7|0.76|0.32|3.0|10.0|2.0|1.0|3.0|5.0|2.0|2.0|8|2|10|9|4|9|6|7,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|1.0|3.0|5.0|2.0|2.0|9|2|9|8|4|7|5|6,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|1.0|1.0|0.0|1.0|1.0|1.0
186,21,0.33|0.08|0.52|0.9|0.69|0.77|0.29|0.7|4.0|10.0|2.0|1.0|2.0|5.0|2.0|2.0|8|2|10|7|4|8|6|7,0.52|0.46|0.28|0.07|0.23|0.7|0.76|0.32|3.0|10.0|2.0|1.0|3.0|5.0|2.0|2.0|8|2|10|9|4|9|6|7,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|1.0|2.0|5.0|2.0|2.0|8|2|10|9|4|8|6|7,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
187,21,0.33|0.08|0.52|0.9|0.69|0.77|0.29|0.7|4.0|10.0|2.0|1.0|2.0|5.0|2.0|2.0|8|2|10|7|4|8|6|7,0.52|0.46|0.28|0.07|0.23|0.7|0.76|0.32|3.0|10.0|2.0|1.0|3.0|5.0|2.0|2.0|8|2|10|9|4|9|6|7,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|1.0|2.0|5.0|2.0|2.0|7|2|10|7|4|8|6|7,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
188,21,0.33|0.08|0.52|0.9|0.69|0.77|0.29|0.7|4.0|10.0|2.0|1.0|2.0|5.0|2.0|2.0|8|2|10|7|4|8|6|7,0.52|0.46|0.28|0.07|0.23|0.7|0.76|0.32|3.0|10.0|2.0|1.0|3.0|5.0|2.0|2.0|8|2|10|9|4|9|6|7,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|1.0|3.0|5.0|2.0|2.0|7|2|9|9|3|7|7|7,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|1.0|1.0|-1.0|0.0
189,22,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|1.0|2.0|4.0|2.0|2.0|8|2|10|7|4|8|6|7,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|1.0|2.0|5.0|2.0|2.0|8|2|10|9|4|8|6|7,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|1.0|2.0|4.0|2.0|2.0|8|2|10|7|4|7|6|7,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
190,22,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|1.0|2.0|4.0|2.0|2.0|8|2|10|7|4|8|6|7,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|1.0|2.0|5.0|2.0|2.0|8|2|10|9|4|8|6|7,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|1.0|2.0|3.0|2.0|2.0|8|2|10|7|4|8|6|7,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
191,22,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|1.0|2.0|4.0|2.0|2.0|8|2|10|7|4|8|6|7,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|1.0|2.0|5.0|2.0|2.0|8|2|10|9|4|8|6|7,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|1.0|2.0|4.0|2.0|2.0|9|2|10|7|4|8|6|7,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
192,22,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|1.0|2.0|4.0|2.0|2.0|8|2|10|7|4|8|6|7,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|1.0|2.0|5.0|2.0|2.0|8|2|10|9|4|8|6|7,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|1.0|2.0|3.0|2.0|2.0|8|2|10|7|3|8|6|7,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
193,22,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|1.0|2.0|4.0|2.0|2.0|8|2|10|7|4|8|6|7,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|1.0|2.0|5.0|2.0|2.0|8|2|10|9|4|8|6|7,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|3.0|10.0|2.0|1.0|2.0|4.0|2.0|2.0|8|2|10|7|4|8|6|7,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
194,22,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|1.0|2.0|4.0|2.0|2.0|8|2|10|7|4|8|6|7,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|1.0|2.0|5.0|2.0|2.0|8|2|10|9|4|8|6|7,0.2|0.15|0.64|0.86|0.82|0.67|0.32|0.49|4.0|10.0|2.0|1.0|2.0|5.0|2.0|2.0|8|2|10|7|4|8|6|7,6.0,0.22999999999999998|0.12000000000000002|-0.24|-0.38|-0.35999999999999993|0.06999999999999995|0.2|0.020000000000000018|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
195,22,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|1.0|2.0|4.0|2.0|2.0|8|2|10|7|4|8|6|7,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|1.0|2.0|5.0|2.0|2.0|8|2|10|9|4|8|6|7,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|1.0|2.0|5.0|2.0|2.0|8|2|9|7|4|8|6|7,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
196,22,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|1.0|2.0|4.0|2.0|2.0|8|2|10|7|4|8|6|7,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|1.0|2.0|5.0|2.0|2.0|8|2|10|9|4|8|6|7,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|2.0|2.0|4.0|2.0|2.0|9|2|10|9|4|8|6|7,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
197,22,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|1.0|2.0|4.0|2.0|2.0|8|2|10|7|4|8|6|7,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|1.0|2.0|5.0|2.0|2.0|8|2|10|9|4|8|6|7,0.32|0.19|0.37|0.99|0.77|0.04|0.27|0.44|4.0|10.0|2.0|1.0|2.0|5.0|2.0|2.0|8|2|10|9|4|8|6|7,9.0,0.10999999999999999|0.08000000000000002|0.030000000000000027|-0.51|-0.31|0.7|0.25|0.07|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
198,23,0.52|0.46|0.28|0.07|0.23|0.7|0.76|0.32|3.0|11.0|2.0|1.0|3.0|5.0|2.0|2.0|6|2|10|8|4|8|6|7,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|2.0|2.0|4.0|2.0|2.0|9|2|10|9|4|8|6|7,0.23|0.59|0.78|0.62|0.16|0.93|0.32|0.16|4.0|11.0|2.0|1.0|3.0|5.0|2.0|2.0|6|2|10|8|4|8|6|7,1.0,0.24999999999999997|-0.22999999999999998|-0.44|-0.33999999999999997|0.18000000000000002|-0.21000000000000008|0.32|0.26|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
199,23,0.52|0.46|0.28|0.07|0.23|0.7|0.76|0.32|3.0|11.0|2.0|1.0|3.0|5.0|2.0|2.0|6|2|10|8|4|8|6|7,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|2.0|2.0|4.0|2.0|2.0|9|2|10|9|4|8|6|7,0.48|0.36|0.34|0.28|0.34|0.72|0.64|0.42|4.0|10.0|2.0|1.0|3.0|5.0|2.0|2.0|9|2|10|9|4|8|6|7,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
200,23,0.52|0.46|0.28|0.07|0.23|0.7|0.76|0.32|3.0|11.0|2.0|1.0|3.0|5.0|2.0|2.0|6|2|10|8|4|8|6|7,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|2.0|2.0|4.0|2.0|2.0|9|2|10|9|4|8|6|7,0.6|0.45|0.24|0.92|0.83|0.36|0.17|0.9|3.0|11.0|2.0|2.0|3.0|5.0|2.0|2.0|6|2|10|8|4|8|6|7,3.0,-0.12|-0.09000000000000002|0.10000000000000003|-0.64|-0.48999999999999994|0.36|0.47|-0.48000000000000004|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
201,23,0.52|0.46|0.28|0.07|0.23|0.7|0.76|0.32|3.0|11.0|2.0|1.0|3.0|5.0|2.0|2.0|6|2|10|8|4|8|6|7,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|2.0|2.0|4.0|2.0|2.0|9|2|10|9|4|8|6|7,0.17|0.33|0.17|0.74|0.11|0.16|0.62|0.94|3.0|10.0|2.0|2.0|3.0|5.0|2.0|2.0|6|2|10|8|4|8|6|7,4.0,0.30999999999999994|0.02999999999999997|0.17|-0.45999999999999996|0.23000000000000004|0.5599999999999999|0.020000000000000018|-0.52|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
202,23,0.52|0.46|0.28|0.07|0.23|0.7|0.76|0.32|3.0|11.0|2.0|1.0|3.0|5.0|2.0|2.0|6|2|10|8|4|8|6|7,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|2.0|2.0|4.0|2.0|2.0|9|2|10|9|4|8|6|7,0.48|0.36|0.34|0.28|0.34|0.72|0.64|0.42|3.0|10.0|2.0|1.0|2.0|5.0|2.0|2.0|9|2|10|9|4|7|6|7,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
203,23,0.52|0.46|0.28|0.07|0.23|0.7|0.76|0.32|3.0|11.0|2.0|1.0|3.0|5.0|2.0|2.0|6|2|10|8|4|8|6|7,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|2.0|2.0|4.0|2.0|2.0|9|2|10|9|4|8|6|7,0.48|0.36|0.34|0.28|0.34|0.72|0.64|0.42|3.0|11.0|2.0|2.0|3.0|4.0|2.0|2.0|10|3|9|7|3|9|5|6,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|1.0|1.0|1.0|-1.0|1.0|1.0
204,23,0.52|0.46|0.28|0.07|0.23|0.7|0.76|0.32|3.0|11.0|2.0|1.0|3.0|5.0|2.0|2.0|6|2|10|8|4|8|6|7,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|2.0|2.0|4.0|2.0|2.0|9|2|10|9|4|8|6|7,0.48|0.36|0.34|0.28|0.34|0.72|0.64|0.42|4.0|11.0|2.0|1.0|2.0|4.0|2.0|2.0|9|3|10|8|4|8|6|7,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
205,23,0.52|0.46|0.28|0.07|0.23|0.7|0.76|0.32|3.0|11.0|2.0|1.0|3.0|5.0|2.0|2.0|6|2|10|8|4|8|6|7,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|2.0|2.0|4.0|2.0|2.0|9|2|10|9|4|8|6|7,0.48|0.36|0.34|0.28|0.34|0.72|0.64|0.42|4.0|10.0|2.0|2.0|2.0|3.0|2.0|2.0|6|2|10|9|4|8|6|7,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
206,23,0.52|0.46|0.28|0.07|0.23|0.7|0.76|0.32|3.0|11.0|2.0|1.0|3.0|5.0|2.0|2.0|6|2|10|8|4|8|6|7,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|2.0|2.0|4.0|2.0|2.0|9|2|10|9|4|8|6|7,0.4|0.42|0.88|0.47|0.11|0.24|0.43|0.76|3.0|11.0|2.0|2.0|3.0|5.0|2.0|2.0|9|2|10|9|4|8|6|7,9.0,0.07999999999999996|-0.06|-0.54|-0.18999999999999995|0.23000000000000004|0.48|0.21000000000000002|-0.34|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
207,24,0.52|0.46|0.28|0.07|0.23|0.7|0.76|0.32|3.0|11.0|2.0|1.0|3.0|5.0|2.0|2.0|6|2|10|8|4|8|6|7,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|1.0|2.0|3.0|2.0|2.0|8|2|10|7|4|8|6|7,0.48|0.36|0.34|0.28|0.34|0.72|0.64|0.42|4.0|11.0|2.0|2.0|3.0|3.0|2.0|2.0|6|2|10|8|4|9|6|7,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
208,24,0.52|0.46|0.28|0.07|0.23|0.7|0.76|0.32|3.0|11.0|2.0|1.0|3.0|5.0|2.0|2.0|6|2|10|8|4|8|6|7,0.43|0.27|0.4|0.48|0.46|0.74|0.52|0.51|4.0|10.0|2.0|1.0|2.0|3.0|2.0|2.0|8|2|10|7|4|8|6|7,0.61|0.25|0.26|0.47|0.02|0.14|0.64|0.03|3.0|11.0|2.0|1.0|2.0|3.0|2.0|2.0|8|2|10|8|4|8|6|7,2.0,-0.13|0.10999999999999999|0.08000000000000002|-0.18999999999999995|0.32|0.58|0.0|0.39|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
