,generation,mother,father,child,child_no
11,5,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-23-9-16-14-7-4-9-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-22-9-16-14-7-4-8-3-2-7-2-2,0.74-0.98-0.73-0.59-0.2-0.73-0.52-12-11-23-9-16-14-7-4-8-3-2-7-2-2,3.0
12,5,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-23-9-16-14-7-4-9-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-22-9-16-14-7-4-8-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-13-25-12-18-16-9-4-9-3-2-7-2-2,4.0
13,5,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-23-9-16-14-7-4-9-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-22-9-16-14-7-4-8-3-2-7-2-2,0.05-0.37-0.65-0.69-0.44-0.38-0.29-12-11-23-9-16-14-7-4-8-3-2-7-2-2,5.0
14,5,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-23-9-16-14-7-4-9-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-22-9-16-14-7-4-8-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-10-22-9-16-14-7-4-8-3-2-7-2-2,6.0
15,5,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-23-9-16-14-7-4-9-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-22-9-16-14-7-4-8-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-23-8-16-14-7-4-8-3-2-7-2-2,7.0
16,5,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-23-9-16-14-7-4-9-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-22-9-16-14-7-4-8-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-23-9-16-14-7-3-8-2-2-8-2-3,8.0
17,5,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-23-9-16-14-7-4-9-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-22-9-16-14-7-4-8-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-23-9-16-14-7-4-8-3-2-7-2-2,9.0
18,6,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-11-22-9-16-14-7-4-9-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-23-8-16-14-7-4-8-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-23-8-16-14-7-4-9-3-2-7-2-2,1.0
19,6,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-11-22-9-16-14-7-4-9-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-23-8-16-14-7-4-8-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-23-9-17-14-7-4-9-4-2-7-2-2,2.0
20,6,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-11-22-9-16-14-7-4-9-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-23-8-16-14-7-4-8-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-11-23-8-16-14-7-5-8-3-2-7-2-2,3.0
21,6,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-11-22-9-16-14-7-4-9-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-23-8-16-14-7-4-8-3-2-7-2-2,0.17-0.76-0.04-0.52-0.29-0.65-0.62-12-11-23-9-16-14-7-4-8-3-2-7-2-2,4.0
22,6,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-11-22-9-16-14-7-4-9-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-23-8-16-14-7-4-8-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-10-23-8-16-14-7-4-9-3-2-7-2-2,5.0
23,6,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-11-22-9-16-14-7-4-9-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-23-8-16-14-7-4-8-3-2-7-2-2,0.65-0.78-0.92-0.47-0.19-0.71-0.8-12-11-22-9-16-14-7-4-8-3-2-7-2-2,6.0
24,6,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-11-22-9-16-14-7-4-9-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-23-8-16-14-7-4-8-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-11-23-9-16-14-7-3-8-4-2-7-2-2,7.0
25,6,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-11-22-9-16-14-7-4-9-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-23-8-16-14-7-4-8-3-2-7-2-2,0.57-0.15-0.66-0.54-0.86-0.96-0.09-12-11-23-9-16-14-7-4-8-3-2-7-2-2,8.0
26,6,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-11-22-9-16-14-7-4-9-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-23-8-16-14-7-4-8-3-2-7-2-2,0.28-0.57-0.96-0.26-0.79-0.52-0.08-11-11-22-9-16-14-7-4-9-3-2-7-2-2,9.0
27,7,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-13-25-12-18-16-9-4-9-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-23-9-17-14-7-4-9-4-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-25-9-18-16-7-4-9-3-2-8-2-2,1.0
28,7,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-13-25-12-18-16-9-4-9-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-23-9-17-14-7-4-9-4-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-13-23-9-18-16-7-4-9-4-2-7-2-2,2.0
29,7,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-13-25-12-18-16-9-4-9-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-23-9-17-14-7-4-9-4-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-10-13-26-10-21-18-8-4-9-4-2-7-2-2,3.0
30,7,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-13-25-12-18-16-9-4-9-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-23-9-17-14-7-4-9-4-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-14-13-23-11-18-15-6-4-9-3-2-7-2-2,4.0
31,7,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-13-25-12-18-16-9-4-9-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-23-9-17-14-7-4-9-4-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-13-23-12-18-14-7-3-10-4-2-7-2-2,5.0
32,7,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-13-25-12-18-16-9-4-9-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-23-9-17-14-7-4-9-4-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-11-23-13-17-14-9-4-9-3-2-7-2-2,6.0
33,7,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-13-25-12-18-16-9-4-9-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-23-9-17-14-7-4-9-4-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-12-17-14-7-4-9-4-2-7-2-2,7.0
34,7,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-13-25-12-18-16-9-4-9-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-23-9-17-14-7-4-9-4-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-25-12-16-14-7-4-9-4-2-7-3-2,8.0
35,7,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-13-25-12-18-16-9-4-9-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-11-23-9-17-14-7-4-9-4-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-12-10-27-11-18-17-8-4-9-3-2-7-2-2,9.0
36,8,0.44-0.01-0.99-0.84-0.56-0.86-0.81-14-13-23-11-18-15-6-4-9-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-12-17-14-7-4-9-4-2-7-2-2,0.18-0.19-0.73-0.11-0.19-0.75-0.32-11-12-23-12-17-14-6-4-9-4-2-7-2-2,1.0
37,8,0.44-0.01-0.99-0.84-0.56-0.86-0.81-14-13-23-11-18-15-6-4-9-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-12-17-14-7-4-9-4-2-7-2-2,0.65-0.09-0.86-0.63-0.1-0.81-0.38-11-12-23-11-17-15-7-4-9-4-2-7-2-2,2.0
38,8,0.44-0.01-0.99-0.84-0.56-0.86-0.81-14-13-23-11-18-15-6-4-9-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-12-17-14-7-4-9-4-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-12-17-14-6-4-9-4-2-8-2-2,3.0
39,8,0.44-0.01-0.99-0.84-0.56-0.86-0.81-14-13-23-11-18-15-6-4-9-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-12-17-14-7-4-9-4-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-13-23-11-18-14-7-3-9-4-2-7-2-2,4.0
40,8,0.44-0.01-0.99-0.84-0.56-0.86-0.81-14-13-23-11-18-15-6-4-9-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-12-17-14-7-4-9-4-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-14-13-23-11-17-15-6-4-9-4-2-8-2-2,5.0
41,8,0.44-0.01-0.99-0.84-0.56-0.86-0.81-14-13-23-11-18-15-6-4-9-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-12-17-14-7-4-9-4-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-13-13-23-11-17-15-7-4-9-4-2-7-2-2,6.0
42,8,0.44-0.01-0.99-0.84-0.56-0.86-0.81-14-13-23-11-18-15-6-4-9-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-12-17-14-7-4-9-4-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-11-17-14-7-4-9-4-2-7-3-2,7.0
43,8,0.44-0.01-0.99-0.84-0.56-0.86-0.81-14-13-23-11-18-15-6-4-9-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-12-17-14-7-4-9-4-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-11-17-14-7-4-9-4-3-7-2-2,8.0
44,8,0.44-0.01-0.99-0.84-0.56-0.86-0.81-14-13-23-11-18-15-6-4-9-3-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-12-17-14-7-4-9-4-2-7-2-2,0.6-0.94-0.18-0.24-0.64-0.55-0.79-11-12-23-11-18-14-7-4-9-4-2-7-2-2,9.0
45,9,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-25-9-18-16-7-4-9-3-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-14-13-23-11-17-15-6-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-14-12-23-12-17-16-6-4-9-3-2-8-2-2,1.0
46,9,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-25-9-18-16-7-4-9-3-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-14-13-23-11-17-15-6-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-25-10-17-16-7-4-9-3-2-8-2-2,2.0
47,9,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-25-9-18-16-7-4-9-3-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-14-13-23-11-17-15-6-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-9-17-16-7-3-9-4-3-8-3-3,3.0
48,9,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-25-9-18-16-7-4-9-3-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-14-13-23-11-17-15-6-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-11-17-16-7-4-9-4-2-8-2-2,4.0
49,9,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-25-9-18-16-7-4-9-3-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-14-13-23-11-17-15-6-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-14-13-25-9-17-15-6-3-8-3-2-7-2-3,5.0
50,9,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-25-9-18-16-7-4-9-3-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-14-13-23-11-17-15-6-4-9-4-2-8-2-2,0.29-0.69-0.14-0.43-0.61-0.52-0.62-14-13-23-9-18-15-6-4-9-4-2-8-2-2,6.0
51,9,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-25-9-18-16-7-4-9-3-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-14-13-23-11-17-15-6-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-14-13-25-11-17-16-7-4-9-3-2-8-2-2,7.0
52,9,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-25-9-18-16-7-4-9-3-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-14-13-23-11-17-15-6-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-14-12-25-9-17-16-7-4-10-4-2-8-2-2,8.0
53,9,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-25-9-18-16-7-4-9-3-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-14-13-23-11-17-15-6-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-14-12-25-11-18-15-6-3-10-3-2-9-3-2,9.0
54,10,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-13-23-9-18-16-7-4-9-4-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-11-17-16-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-9-17-16-7-4-9-4-2-8-2-2,1.0
55,10,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-13-23-9-18-16-7-4-9-4-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-11-17-16-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-11-18-17-7-4-9-4-2-8-2-2,2.0
56,10,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-13-23-9-18-16-7-4-9-4-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-11-17-16-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-11-23-9-17-16-7-4-9-4-2-7-2-2,3.0
57,10,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-13-23-9-18-16-7-4-9-4-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-11-17-16-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-13-23-11-18-16-7-4-10-4-2-9-2-2,4.0
58,10,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-13-23-9-18-16-7-4-9-4-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-11-17-16-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-9-18-16-7-4-9-4-2-7-2-2,5.0
59,10,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-13-23-9-18-16-7-4-9-4-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-11-17-16-7-4-9-4-2-8-2-2,0.76-0.44-0.97-0.8-0.18-0.49-0.68-11-13-23-9-18-16-7-4-9-4-2-7-2-2,6.0
60,10,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-13-23-9-18-16-7-4-9-4-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-11-17-16-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-13-23-11-18-16-7-4-8-5-2-6-2-2,7.0
61,10,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-13-23-9-18-16-7-4-9-4-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-11-17-16-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-14-11-24-9-21-19-9-4-9-4-2-7-2-2,8.0
62,10,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-13-23-9-18-16-7-4-9-4-2-7-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-11-17-16-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-13-23-8-17-16-7-3-9-4-2-7-2-2,9.0
63,11,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-11-18-17-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-9-17-16-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-25-11-18-15-7-4-9-4-2-8-2-2,1.0
64,11,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-11-18-17-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-9-17-16-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-22-9-18-17-7-4-9-4-2-8-2-2,2.0
65,11,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-11-18-17-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-9-17-16-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-13-23-11-17-16-7-3-9-4-2-8-2-2,3.0
66,11,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-11-18-17-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-9-17-16-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-9-18-17-7-5-9-4-2-8-2-2,4.0
67,11,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-11-18-17-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-9-17-16-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-9-18-17-7-4-9-4-3-8-2-2,5.0
68,11,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-11-18-17-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-9-17-16-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-11-23-11-18-16-7-4-9-3-2-8-2-2,6.0
69,11,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-11-18-17-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-9-17-16-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-9-16-17-7-4-9-4-2-9-2-2,7.0
70,11,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-11-18-17-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-9-17-16-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-10-18-16-7-4-9-4-2-8-2-2,8.0
71,11,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-11-18-17-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-9-17-16-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-9-17-17-7-5-8-5-3-7-2-2,9.0
72,12,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-22-9-18-17-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-10-18-16-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-22-10-18-16-7-4-8-5-2-8-2-2,1.0
73,12,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-22-9-18-17-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-10-18-16-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-9-18-16-7-4-9-4-2-8-2-2,2.0
74,12,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-22-9-18-17-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-10-18-16-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-13-23-9-18-16-7-4-9-4-2-8-2-2,3.0
75,12,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-22-9-18-17-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-10-18-16-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-9-18-16-7-4-9-4-2-8-2-2,4.0
76,12,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-22-9-18-17-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-10-18-16-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-22-9-18-17-7-4-9-4-2-8-2-2,5.0
77,12,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-22-9-18-17-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-10-18-16-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-9-18-17-7-4-9-4-2-7-2-2,6.0
78,12,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-22-9-18-17-7-4-9-4-2-8-2-2,0.44-0.01-0.99-0.84-0.56-0.86-0.81-11-12-23-10-18-16-7-4-9-4-2-8-2-2,0.53-0.3-0.43-0.29-0.65-0.55-0.33-11-12-23-10-18-16-7-4-9-4-2-8-2-2,7.0
