,generation,mother,father,child,child_no,mutation
23,1,0.41|0.28|0.01|0.94|0.99|0.78|0.37|0.55|0.2|2|18|6|4|17|18|5|7|5|2|4|2|6|2|2|8|6|9,0.45|0.79|0.18|0.23|0.23|0.26|0.02|0.38|0.52|20|16|15|1|2|1|6|12|9|5|4|8|2|3|2|5|4|4,0.43|0.54|0.1|0.58|0.61|0.52|0.2|0.46|0.36|2|16|6|1|2|1|6|5|5|5|4|8|6|2|2|5|8|9,24.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0
24,1,0.41|0.28|0.01|0.94|0.99|0.78|0.37|0.55|0.2|2|18|6|4|17|18|5|7|5|2|4|2|6|2|2|8|6|9,0.45|0.79|0.18|0.23|0.23|0.26|0.02|0.38|0.52|20|16|15|1|2|1|6|12|9|5|4|8|2|3|2|5|4|4,0.43|0.54|0.1|0.58|0.61|0.52|0.2|0.46|0.36|2|18|15|1|2|18|3|7|5|5|4|2|6|3|2|10|4|4,25.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|0.0
25,1,0.41|0.28|0.01|0.94|0.99|0.78|0.37|0.55|0.2|2|18|6|4|17|18|5|7|5|2|4|2|6|2|2|8|6|9,0.45|0.79|0.18|0.23|0.23|0.26|0.02|0.38|0.52|20|16|15|1|2|1|6|12|9|5|4|8|2|3|2|5|4|4,0.64|0.58|0.99|0.46|0.96|0.83|0.4|0.62|0.26|2|18|15|1|2|1|6|7|9|2|4|8|6|3|2|8|4|9,26.0,-0.21|-0.04|-0.89|0.12|-0.35|-0.31|-0.2|-0.16|0.1|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
26,1,0.41|0.28|0.01|0.94|0.99|0.78|0.37|0.55|0.2|2|18|6|4|17|18|5|7|5|2|4|2|6|2|2|8|6|9,0.45|0.79|0.18|0.23|0.23|0.26|0.02|0.38|0.52|20|16|15|1|2|1|6|12|9|5|4|8|2|3|2|5|4|4,0.43|0.54|0.1|0.58|0.61|0.52|0.2|0.46|0.36|20|18|6|4|17|1|5|7|9|2|3|2|2|4|3|7|4|8,27.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|-1.0|-1.0|1.0|0.0|1.0
27,1,0.41|0.28|0.01|0.94|0.99|0.78|0.37|0.55|0.2|2|18|6|4|17|18|5|7|5|2|4|2|6|2|2|8|6|9,0.45|0.79|0.18|0.23|0.23|0.26|0.02|0.38|0.52|20|16|15|1|2|1|6|12|9|5|4|8|2|3|2|5|4|4,0.43|0.54|0.1|0.58|0.61|0.52|0.2|0.46|0.36|20|16|15|1|17|18|5|7|5|5|4|8|2|2|2|5|4|9,28.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
28,1,0.41|0.28|0.01|0.94|0.99|0.78|0.37|0.55|0.2|2|18|6|4|17|18|5|7|5|2|4|2|6|2|2|8|6|9,0.45|0.79|0.18|0.23|0.23|0.26|0.02|0.38|0.52|20|16|15|1|2|1|6|12|9|5|4|8|2|3|2|5|4|4,0.43|0.54|0.1|0.58|0.61|0.52|0.2|0.46|0.36|2|17|17|1|19|4|8|13|8|2|4|8|2|3|2|8|6|4,29.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-2.0|0.0|-2.0|-3.0|-3.0|-1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
29,1,0.41|0.28|0.01|0.94|0.99|0.78|0.37|0.55|0.2|2|18|6|4|17|18|5|7|5|2|4|2|6|2|2|8|6|9,0.45|0.79|0.18|0.23|0.23|0.26|0.02|0.38|0.52|20|16|15|1|2|1|6|12|9|5|4|8|2|3|2|5|4|4,0.43|0.54|0.1|0.58|0.61|0.52|0.2|0.46|0.36|2|16|15|4|2|1|5|7|9|2|4|2|2|2|2|5|4|4,30.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
30,1,0.41|0.28|0.01|0.94|0.99|0.78|0.37|0.55|0.2|2|18|6|4|17|18|5|7|5|2|4|2|6|2|2|8|6|9,0.45|0.79|0.18|0.23|0.23|0.26|0.02|0.38|0.52|20|16|15|1|2|1|6|12|9|5|4|8|2|3|2|5|4|4,0.43|0.54|0.1|0.58|0.61|0.52|0.2|0.46|0.36|2|18|15|1|2|18|6|12|5|2|4|8|2|3|2|5|4|4,31.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
31,1,0.41|0.28|0.01|0.94|0.99|0.78|0.37|0.55|0.2|2|18|6|4|17|18|5|7|5|2|4|2|6|2|2|8|6|9,0.45|0.79|0.18|0.23|0.23|0.26|0.02|0.38|0.52|20|16|15|1|2|1|6|12|9|5|4|8|2|3|2|5|4|4,0.43|0.54|0.1|0.58|0.61|0.52|0.2|0.46|0.36|2|18|6|1|2|1|5|7|5|2|4|2|2|2|2|8|5|4,32.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
32,1,0.41|0.28|0.01|0.94|0.99|0.78|0.37|0.55|0.2|2|18|6|4|17|18|5|7|5|2|4|2|6|2|2|8|6|9,0.45|0.79|0.18|0.23|0.23|0.26|0.02|0.38|0.52|20|16|15|1|2|1|6|12|9|5|4|8|2|3|2|5|4|4,0.43|0.54|0.1|0.58|0.61|0.52|0.2|0.46|0.36|2|16|6|4|17|18|6|12|5|4|5|3|5|3|2|7|5|9,33.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|-1.0|-1.0|1.0|0.0|0.0|1.0|1.0|0.0
33,1,0.41|0.28|0.01|0.94|0.99|0.78|0.37|0.55|0.2|2|18|6|4|17|18|5|7|5|2|4|2|6|2|2|8|6|9,0.45|0.79|0.18|0.23|0.23|0.26|0.02|0.38|0.52|20|16|15|1|2|1|6|12|9|5|4|8|2|3|2|5|4|4,0.43|0.54|0.1|0.58|0.61|0.52|0.2|0.46|0.36|22|21|14|5|4|18|8|12|5|2|4|2|6|3|2|8|6|4,34.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|-3.0|1.0|-1.0|-2.0|0.0|-3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
34,1,0.41|0.28|0.01|0.94|0.99|0.78|0.37|0.55|0.2|2|18|6|4|17|18|5|7|5|2|4|2|6|2|2|8|6|9,0.45|0.79|0.18|0.23|0.23|0.26|0.02|0.38|0.52|20|16|15|1|2|1|6|12|9|5|4|8|2|3|2|5|4|4,0.77|0.75|0.9|0.62|0.39|0.13|0.96|0.2|0.47|20|16|15|1|2|1|6|7|9|5|4|8|6|2|2|8|4|4,35.0,-0.34|-0.21|-0.8|-0.04|0.22|0.39|-0.76|0.26|-0.11|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
35,1,0.41|0.28|0.01|0.94|0.99|0.78|0.37|0.55|0.2|2|18|6|4|17|18|5|7|5|2|4|2|6|2|2|8|6|9,0.45|0.79|0.18|0.23|0.23|0.26|0.02|0.38|0.52|20|16|15|1|2|1|6|12|9|5|4|8|2|3|2|5|4|4,0.43|0.54|0.1|0.58|0.61|0.52|0.2|0.46|0.36|2|15|6|1|2|18|5|7|5|5|4|2|2|3|2|5|4|4,36.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
36,1,0.41|0.28|0.01|0.94|0.99|0.78|0.37|0.55|0.2|2|18|6|4|17|18|5|7|5|2|4|2|6|2|2|8|6|9,0.45|0.79|0.18|0.23|0.23|0.26|0.02|0.38|0.52|20|16|15|1|2|1|6|12|9|5|4|8|2|3|2|5|4|4,0.43|0.54|0.1|0.58|0.61|0.52|0.2|0.46|0.36|2|16|6|4|2|1|6|7|9|5|3|7|6|2|3|6|6|3,37.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|-1.0|-1.0|0.0|1.0
37,1,0.41|0.28|0.01|0.94|0.99|0.78|0.37|0.55|0.2|2|18|6|4|17|18|5|7|5|2|4|2|6|2|2|8|6|9,0.45|0.79|0.18|0.23|0.23|0.26|0.02|0.38|0.52|20|16|15|1|2|1|6|12|9|5|4|8|2|3|2|5|4|4,0.43|0.54|0.1|0.58|0.61|0.52|0.2|0.46|0.36|20|18|15|4|2|18|6|7|9|5|4|2|2|3|2|8|4|4,38.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
38,1,0.41|0.28|0.01|0.94|0.99|0.78|0.37|0.55|0.2|2|18|6|4|17|18|5|7|5|2|4|2|6|2|2|8|6|9,0.45|0.79|0.18|0.23|0.23|0.26|0.02|0.38|0.52|20|16|15|1|2|1|6|12|9|5|4|8|2|3|2|5|4|4,0.43|0.54|0.1|0.58|0.61|0.52|0.2|0.46|0.36|20|18|13|4|17|1|6|12|9|2|4|4|2|3|2|5|4|4,39.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0
39,1,0.41|0.28|0.01|0.94|0.99|0.78|0.37|0.55|0.2|2|18|6|4|17|18|5|7|5|2|4|2|6|2|2|8|6|9,0.45|0.79|0.18|0.23|0.23|0.26|0.02|0.38|0.52|20|16|15|1|2|1|6|12|9|5|4|8|2|3|2|5|4|4,0.43|0.54|0.1|0.58|0.61|0.52|0.2|0.46|0.36|18|18|6|1|17|1|6|12|9|4|4|8|2|3|2|5|4|9,40.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
40,1,0.41|0.28|0.01|0.94|0.99|0.78|0.37|0.55|0.2|2|18|6|4|17|18|5|7|5|2|4|2|6|2|2|8|6|9,0.45|0.79|0.18|0.23|0.23|0.26|0.02|0.38|0.52|20|16|15|1|2|1|6|12|9|5|4|8|2|3|2|5|4|4,0.43|0.54|0.1|0.58|0.61|0.52|0.2|0.46|0.36|20|18|15|1|17|1|6|7|9|2|4|8|5|2|2|8|6|4,41.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
