,generation,mother,father,child,child_no,mutation
10,6,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|15|5|13|15|23|6|3|5|2|4|5|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|28|15|7|15|5|13|15|23|6|2|5|2|4|5|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|17|30|16|7|18|4|16|14|22|6|3|5|2|4|5|7|2|8,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|-1.0|-1.0|0.0|-3.0|1.0|-3.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
11,6,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|15|5|13|15|23|6|3|5|2|4|5|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|28|15|7|15|5|13|15|23|6|2|5|2|4|5|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|28|14|7|15|5|13|15|23|6|2|5|2|4|5|8|2|8,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
12,6,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|15|5|13|15|23|6|3|5|2|4|5|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|28|15|7|15|5|13|15|23|6|2|5|2|4|5|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|28|14|7|15|5|12|15|23|6|3|5|2|4|4|7|2|8,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
13,6,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|15|5|13|15|23|6|3|5|2|4|5|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|28|15|7|15|5|13|15|23|6|2|5|2|4|5|7|2|8,0.53|0.35|0.76|0.91|0.34|0.84|0.27|0.94|0.56|14|28|14|7|15|5|13|15|23|6|3|5|2|4|5|7|2|8,5.0,-0.4|0.38|-0.31|-0.8500000000000001|0.09999999999999998|-0.27|0.29000000000000004|-0.19999999999999996|-0.33000000000000007|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
14,6,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|15|5|13|15|23|6|3|5|2|4|5|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|28|15|7|15|5|13|15|23|6|2|5|2|4|5|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|28|13|7|15|5|13|15|23|6|2|5|2|3|5|7|2|8,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0
15,6,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|15|5|13|15|23|6|3|5|2|4|5|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|28|15|7|15|5|13|15|23|6|2|5|2|4|5|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|30|16|6|18|6|12|15|26|6|3|5|2|4|5|7|2|8,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|1.0|-3.0|-1.0|1.0|0.0|-3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
16,6,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|15|5|13|15|23|6|3|5|2|4|5|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|28|15|7|15|5|13|15|23|6|2|5|2|4|5|7|2|8,0.45|0.84|0.52|0.59|0.37|0.14|0.3|0.9|0.91|14|28|14|7|15|5|13|15|23|6|2|5|2|4|5|7|2|8,8.0,-0.32|-0.10999999999999999|-0.07|-0.53|0.07|0.42999999999999994|0.26000000000000006|-0.16000000000000003|-0.68|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
17,6,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|15|5|13|15|23|6|3|5|2|4|5|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|28|15|7|15|5|13|15|23|6|2|5|2|4|5|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|15|5|13|15|23|6|2|5|2|4|5|8|2|8,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
18,7,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|28|14|7|15|5|12|15|23|6|3|5|2|4|4|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|15|5|13|15|23|6|3|5|2|4|5|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|15|5|13|16|23|6|3|5|2|5|5|7|2|8,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
19,7,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|28|14|7|15|5|12|15|23|6|3|5|2|4|4|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|15|5|13|15|23|6|3|5|2|4|5|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|28|14|7|15|5|12|15|23|7|4|5|3|3|5|6|2|9,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|0.0|-1.0|1.0|0.0|1.0|0.0|-1.0
20,7,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|28|14|7|15|5|12|15|23|6|3|5|2|4|4|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|15|5|13|15|23|6|3|5|2|4|5|7|2|8,0.34|0.04|0.74|0.64|0.93|0.52|0.67|0.5|0.26|14|29|14|7|15|5|12|15|23|6|3|5|2|4|5|7|2|8,3.0,-0.21000000000000002|0.69|-0.29|-0.5800000000000001|-0.49000000000000005|0.04999999999999993|-0.10999999999999999|0.24|-0.03|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
21,7,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|28|14|7|15|5|12|15|23|6|3|5|2|4|4|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|15|5|13|15|23|6|3|5|2|4|5|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|15|5|13|15|23|7|2|6|2|3|4|6|2|7,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|1.0|-1.0|0.0|1.0|0.0|1.0|0.0|1.0
22,7,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|28|14|7|15|5|12|15|23|6|3|5|2|4|4|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|15|5|13|15|23|6|3|5|2|4|5|7|2|8,0.72|0.34|0.46|0.24|0.47|0.56|0.26|0.02|0.81|14|28|14|7|15|5|12|15|23|6|3|5|2|4|5|7|2|8,5.0,-0.59|0.38999999999999996|-0.010000000000000009|-0.18|-0.02999999999999997|0.009999999999999898|0.30000000000000004|0.72|-0.5800000000000001|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
23,7,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|28|14|7|15|5|12|15|23|6|3|5|2|4|4|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|15|5|13|15|23|6|3|5|2|4|5|7|2|8,0.36|0.82|0.07|0.53|0.79|0.04|0.6|0.82|0.29|14|28|14|7|15|5|12|15|23|6|3|5|2|4|5|7|2|8,6.0,-0.22999999999999998|-0.08999999999999997|0.38|-0.47000000000000003|-0.35000000000000003|0.5299999999999999|-0.039999999999999925|-0.07999999999999996|-0.05999999999999997|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
24,7,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|28|14|7|15|5|12|15|23|6|3|5|2|4|4|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|15|5|13|15|23|6|3|5|2|4|5|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|14|5|13|15|23|6|3|5|2|4|4|7|2|8,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
25,7,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|28|14|7|15|5|12|15|23|6|3|5|2|4|4|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|15|5|13|15|23|6|3|5|2|4|5|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|28|14|7|14|5|13|15|23|6|3|5|2|4|5|7|2|8,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
26,7,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|28|14|7|15|5|12|15|23|6|3|5|2|4|4|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|15|5|13|15|23|6|3|5|2|4|5|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|15|5|12|15|23|6|3|4|2|4|5|7|2|8,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
27,8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|14|5|13|15|23|6|3|5|2|4|4|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|15|7|15|5|13|15|23|6|3|5|3|4|5|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|13|29|15|7|14|5|13|15|23|6|3|5|2|4|4|7|2|8,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
28,8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|14|5|13|15|23|6|3|5|2|4|4|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|15|7|15|5|13|15|23|6|3|5|3|4|5|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|15|5|13|15|23|6|3|5|2|4|4|8|2|8,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
29,8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|14|5|13|15|23|6|3|5|2|4|4|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|15|7|15|5|13|15|23|6|3|5|3|4|5|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|15|7|15|5|13|15|23|6|3|5|2|4|4|7|3|8,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
30,8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|14|5|13|15|23|6|3|5|2|4|4|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|15|7|15|5|13|15|23|6|3|5|3|4|5|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|15|5|13|15|23|6|3|5|2|3|6|7|2|9,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|-1.0|0.0|0.0|-1.0
31,8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|14|5|13|15|23|6|3|5|2|4|4|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|15|7|15|5|13|15|23|6|3|5|3|4|5|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|15|7|14|5|12|15|23|6|3|5|3|4|3|7|2|8,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
32,8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|14|5|13|15|23|6|3|5|2|4|4|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|15|7|15|5|13|15|23|6|3|5|3|4|5|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|15|7|15|5|13|15|23|5|4|4|2|5|6|6|2|9,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|-1.0|1.0|1.0|-1.0|-1.0|1.0|0.0|-1.0
33,8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|14|5|13|15|23|6|3|5|2|4|4|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|15|7|15|5|13|15|23|6|3|5|3|4|5|7|2|8,0.77|0.41|0.1|0.9|0.64|0.87|0.72|0.01|0.26|14|29|14|7|15|5|13|15|23|6|3|5|3|4|4|7|2|8,7.0,-0.64|0.32|0.35|-0.8400000000000001|-0.2|-0.30000000000000004|-0.15999999999999992|0.73|-0.03|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
34,8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|14|5|13|15|23|6|3|5|2|4|4|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|15|7|15|5|13|15|23|6|3|5|3|4|5|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|13|28|13|9|14|5|12|18|26|6|3|5|3|4|5|7|2|8,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|1.0|-2.0|0.0|0.0|1.0|-3.0|-3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
35,8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|14|5|13|15|23|6|3|5|2|4|4|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|15|7|15|5|13|15|23|6|3|5|3|4|5|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|14|5|13|15|23|6|4|5|2|4|4|7|2|8,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
36,9,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|15|7|15|5|13|15|23|6|3|5|2|4|4|7|3|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|14|5|13|15|23|6|3|5|2|4|4|7|2|8,0.28|0.4|0.55|0.77|0.59|0.56|0.89|0.63|0.94|14|29|15|7|14|5|13|15|23|6|3|5|2|4|4|7|3|8,1.0,-0.15000000000000002|0.32999999999999996|-0.10000000000000003|-0.71|-0.14999999999999997|0.009999999999999898|-0.32999999999999996|0.10999999999999999|-0.71|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
37,9,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|15|7|15|5|13|15|23|6|3|5|2|4|4|7|3|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|14|5|13|15|23|6|3|5|2|4|4|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|15|7|15|5|13|15|23|6|3|5|2|4|4|7|3|8,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
38,9,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|15|7|15|5|13|15|23|6|3|5|2|4|4|7|3|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|14|5|13|15|23|6|3|5|2|4|4|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|15|7|15|6|13|15|23|6|3|5|2|4|4|7|3|8,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
39,9,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|15|7|15|5|13|15|23|6|3|5|2|4|4|7|3|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|14|5|13|15|23|6|3|5|2|4|4|7|2|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|15|7|14|5|13|15|23|7|3|5|2|4|4|7|3|8,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
40,9,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|15|7|15|5|13|15|23|6|3|5|2|4|4|7|3|8,0.13|0.73|0.45|0.06|0.44|0.57|0.56|0.74|0.23|14|29|14|7|14|5|13|15|23|6|3|5|2|4|4|7|2|8,0.65|0.68|0.77|0.87|0.3|0.66|0.17|0.12|0.95|14|29|14|7|15|5|13|15|23|6|3|5|2|4|4|7|3|8,5.0,-0.52|0.04999999999999993|-0.32|-0.81|0.14|-0.09000000000000008|0.39|0.62|-0.72|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
