,generation,mother,father,child,child_no,mutation
24,1,0.7|0.6777777777777777|0.15555555555555556|0.5333333333333333|0.8777777777777778|1.0|0.2888888888888889|0.022222222222222223|0.6333333333333333|0.07777777777777778|0.911111111111111|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,1.0|0.030303030303030304|0.17171717171717174|0.29292929292929293|0.20202020202020204|0.3434343434343435|0.04040404040404041|0.6161616161616161|0.41414141414141414|0.9191919191919192|0.9292929292929294|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,0.85|0.35|0.16|0.41|0.54|0.67|0.16|0.32|0.52|0.5|0.92|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,25.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
25,1,0.7|0.6777777777777777|0.15555555555555556|0.5333333333333333|0.8777777777777778|1.0|0.2888888888888889|0.022222222222222223|0.6333333333333333|0.07777777777777778|0.911111111111111|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,1.0|0.030303030303030304|0.17171717171717174|0.29292929292929293|0.20202020202020204|0.3434343434343435|0.04040404040404041|0.6161616161616161|0.41414141414141414|0.9191919191919192|0.9292929292929294|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,0.85|0.35|0.16|0.41|0.54|0.67|0.16|0.32|0.52|0.5|0.92|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|3|2|2|2|2|2|2|2,26.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
26,1,0.7|0.6777777777777777|0.15555555555555556|0.5333333333333333|0.8777777777777778|1.0|0.2888888888888889|0.022222222222222223|0.6333333333333333|0.07777777777777778|0.911111111111111|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,1.0|0.030303030303030304|0.17171717171717174|0.29292929292929293|0.20202020202020204|0.3434343434343435|0.04040404040404041|0.6161616161616161|0.41414141414141414|0.9191919191919192|0.9292929292929294|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,0.85|0.35|0.16|0.41|0.54|0.67|0.16|0.32|0.52|0.5|0.92|8.0|8.0|8.0|8.0|6.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|4|2|2|2|2|2|2,27.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0
27,1,0.7|0.6777777777777777|0.15555555555555556|0.5333333333333333|0.8777777777777778|1.0|0.2888888888888889|0.022222222222222223|0.6333333333333333|0.07777777777777778|0.911111111111111|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,1.0|0.030303030303030304|0.17171717171717174|0.29292929292929293|0.20202020202020204|0.3434343434343435|0.04040404040404041|0.6161616161616161|0.41414141414141414|0.9191919191919192|0.9292929292929294|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,0.85|0.35|0.16|0.41|0.54|0.67|0.16|0.32|0.52|0.5|0.92|6.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|4|2|2|2|2|2|2|2|2|2|2,28.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
28,1,0.7|0.6777777777777777|0.15555555555555556|0.5333333333333333|0.8777777777777778|1.0|0.2888888888888889|0.022222222222222223|0.6333333333333333|0.07777777777777778|0.911111111111111|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,1.0|0.030303030303030304|0.17171717171717174|0.29292929292929293|0.20202020202020204|0.3434343434343435|0.04040404040404041|0.6161616161616161|0.41414141414141414|0.9191919191919192|0.9292929292929294|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,0.85|0.35|0.16|0.41|0.54|0.67|0.16|0.32|0.52|0.5|0.92|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|6.0|2|2|2|2|2|2|2|2|2|2|4,29.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0
29,1,0.7|0.6777777777777777|0.15555555555555556|0.5333333333333333|0.8777777777777778|1.0|0.2888888888888889|0.022222222222222223|0.6333333333333333|0.07777777777777778|0.911111111111111|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,1.0|0.030303030303030304|0.17171717171717174|0.29292929292929293|0.20202020202020204|0.3434343434343435|0.04040404040404041|0.6161616161616161|0.41414141414141414|0.9191919191919192|0.9292929292929294|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,0.85|0.35|0.16|0.41|0.54|0.67|0.16|0.32|0.52|0.5|0.92|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|3|2|2|2|2|2|2|2|2,30.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
30,1,0.7|0.6777777777777777|0.15555555555555556|0.5333333333333333|0.8777777777777778|1.0|0.2888888888888889|0.022222222222222223|0.6333333333333333|0.07777777777777778|0.911111111111111|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,1.0|0.030303030303030304|0.17171717171717174|0.29292929292929293|0.20202020202020204|0.3434343434343435|0.04040404040404041|0.6161616161616161|0.41414141414141414|0.9191919191919192|0.9292929292929294|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,0.85|0.35|0.16|0.41|0.54|0.67|0.16|0.32|0.52|0.5|0.92|10.0|5.0|6.0|10.0|5.0|6.0|5.0|6.0|6.0|6.0|15.0|2|2|2|2|2|2|2|2|2|2|2,31.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|3.0|2.0|-2.0|3.0|2.0|3.0|2.0|2.0|2.0|-7.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
31,1,0.7|0.6777777777777777|0.15555555555555556|0.5333333333333333|0.8777777777777778|1.0|0.2888888888888889|0.022222222222222223|0.6333333333333333|0.07777777777777778|0.911111111111111|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,1.0|0.030303030303030304|0.17171717171717174|0.29292929292929293|0.20202020202020204|0.3434343434343435|0.04040404040404041|0.6161616161616161|0.41414141414141414|0.9191919191919192|0.9292929292929294|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,0.85|0.35|0.16|0.41|0.54|0.67|0.16|0.32|0.52|0.5|0.92|8.0|8.0|8.0|8.0|8.0|8.0|9.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,32.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
32,1,0.7|0.6777777777777777|0.15555555555555556|0.5333333333333333|0.8777777777777778|1.0|0.2888888888888889|0.022222222222222223|0.6333333333333333|0.07777777777777778|0.911111111111111|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,1.0|0.030303030303030304|0.17171717171717174|0.29292929292929293|0.20202020202020204|0.3434343434343435|0.04040404040404041|0.6161616161616161|0.41414141414141414|0.9191919191919192|0.9292929292929294|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,0.67|0.09|0.43|0.15|0.49|0.9|0.02|0.34|0.26|0.84|0.16|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,33.0,0.18|0.26|-0.27|0.26|0.05|-0.23|0.14|-0.02|0.26|-0.34|0.76|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
33,1,0.7|0.6777777777777777|0.15555555555555556|0.5333333333333333|0.8777777777777778|1.0|0.2888888888888889|0.022222222222222223|0.6333333333333333|0.07777777777777778|0.911111111111111|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,1.0|0.030303030303030304|0.17171717171717174|0.29292929292929293|0.20202020202020204|0.3434343434343435|0.04040404040404041|0.6161616161616161|0.41414141414141414|0.9191919191919192|0.9292929292929294|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,0.85|0.35|0.16|0.41|0.54|0.67|0.16|0.32|0.52|0.5|0.92|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|3|2|2|2|2|2|2,34.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
34,1,0.7|0.6777777777777777|0.15555555555555556|0.5333333333333333|0.8777777777777778|1.0|0.2888888888888889|0.022222222222222223|0.6333333333333333|0.07777777777777778|0.911111111111111|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,1.0|0.030303030303030304|0.17171717171717174|0.29292929292929293|0.20202020202020204|0.3434343434343435|0.04040404040404041|0.6161616161616161|0.41414141414141414|0.9191919191919192|0.9292929292929294|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,0.85|0.35|0.16|0.41|0.54|0.67|0.16|0.32|0.52|0.5|0.92|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|3|2|2|3|3|2|2,35.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|-1.0|-1.0|0.0|0.0
35,1,0.7|0.6777777777777777|0.15555555555555556|0.5333333333333333|0.8777777777777778|1.0|0.2888888888888889|0.022222222222222223|0.6333333333333333|0.07777777777777778|0.911111111111111|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,1.0|0.030303030303030304|0.17171717171717174|0.29292929292929293|0.20202020202020204|0.3434343434343435|0.04040404040404041|0.6161616161616161|0.41414141414141414|0.9191919191919192|0.9292929292929294|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,0.85|0.35|0.16|0.41|0.54|0.67|0.16|0.32|0.52|0.5|0.92|8.0|8.0|8.0|8.0|8.0|8.0|6.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|4|2|2|2|2,36.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|0.0|0.0|0.0
36,1,0.7|0.6777777777777777|0.15555555555555556|0.5333333333333333|0.8777777777777778|1.0|0.2888888888888889|0.022222222222222223|0.6333333333333333|0.07777777777777778|0.911111111111111|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,1.0|0.030303030303030304|0.17171717171717174|0.29292929292929293|0.20202020202020204|0.3434343434343435|0.04040404040404041|0.6161616161616161|0.41414141414141414|0.9191919191919192|0.9292929292929294|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,0.85|0.35|0.16|0.41|0.54|0.67|0.16|0.32|0.52|0.5|0.92|2.0|2.0|5.0|10.0|5.0|10.0|10.0|2.0|2.0|3.0|2.0|2|2|2|2|2|2|2|2|2|2|2,37.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|6.0|6.0|3.0|-2.0|3.0|-2.0|-2.0|6.0|6.0|5.0|6.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
37,1,0.7|0.6777777777777777|0.15555555555555556|0.5333333333333333|0.8777777777777778|1.0|0.2888888888888889|0.022222222222222223|0.6333333333333333|0.07777777777777778|0.911111111111111|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,1.0|0.030303030303030304|0.17171717171717174|0.29292929292929293|0.20202020202020204|0.3434343434343435|0.04040404040404041|0.6161616161616161|0.41414141414141414|0.9191919191919192|0.9292929292929294|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,0.85|0.35|0.16|0.41|0.54|0.67|0.16|0.32|0.52|0.5|0.92|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,38.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
38,1,0.7|0.6777777777777777|0.15555555555555556|0.5333333333333333|0.8777777777777778|1.0|0.2888888888888889|0.022222222222222223|0.6333333333333333|0.07777777777777778|0.911111111111111|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,1.0|0.030303030303030304|0.17171717171717174|0.29292929292929293|0.20202020202020204|0.3434343434343435|0.04040404040404041|0.6161616161616161|0.41414141414141414|0.9191919191919192|0.9292929292929294|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,0.85|0.35|0.16|0.41|0.54|0.67|0.16|0.32|0.52|0.5|0.92|6.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|4|2|2|2|2|2|2|2|2|2|2,39.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
39,1,0.7|0.6777777777777777|0.15555555555555556|0.5333333333333333|0.8777777777777778|1.0|0.2888888888888889|0.022222222222222223|0.6333333333333333|0.07777777777777778|0.911111111111111|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,1.0|0.030303030303030304|0.17171717171717174|0.29292929292929293|0.20202020202020204|0.3434343434343435|0.04040404040404041|0.6161616161616161|0.41414141414141414|0.9191919191919192|0.9292929292929294|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,0.85|0.35|0.16|0.41|0.54|0.67|0.16|0.32|0.52|0.5|0.92|8.0|8.0|6.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|4|2|2|2|2|2|2|2|2,40.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
40,1,0.7|0.6777777777777777|0.15555555555555556|0.5333333333333333|0.8777777777777778|1.0|0.2888888888888889|0.022222222222222223|0.6333333333333333|0.07777777777777778|0.911111111111111|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,1.0|0.030303030303030304|0.17171717171717174|0.29292929292929293|0.20202020202020204|0.3434343434343435|0.04040404040404041|0.6161616161616161|0.41414141414141414|0.9191919191919192|0.9292929292929294|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,0.85|0.35|0.16|0.41|0.54|0.67|0.16|0.32|0.52|0.5|0.92|7.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,41.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
41,1,0.7|0.6777777777777777|0.15555555555555556|0.5333333333333333|0.8777777777777778|1.0|0.2888888888888889|0.022222222222222223|0.6333333333333333|0.07777777777777778|0.911111111111111|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,1.0|0.030303030303030304|0.17171717171717174|0.29292929292929293|0.20202020202020204|0.3434343434343435|0.04040404040404041|0.6161616161616161|0.41414141414141414|0.9191919191919192|0.9292929292929294|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,0.85|0.35|0.16|0.41|0.54|0.67|0.16|0.32|0.52|0.5|0.92|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|3|2|2|2|2|2|2|2|2|2|3,42.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0
42,1,0.7|0.6777777777777777|0.15555555555555556|0.5333333333333333|0.8777777777777778|1.0|0.2888888888888889|0.022222222222222223|0.6333333333333333|0.07777777777777778|0.911111111111111|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,1.0|0.030303030303030304|0.17171717171717174|0.29292929292929293|0.20202020202020204|0.3434343434343435|0.04040404040404041|0.6161616161616161|0.41414141414141414|0.9191919191919192|0.9292929292929294|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,0.85|0.35|0.16|0.41|0.54|0.67|0.16|0.32|0.52|0.5|0.92|3.0|10.0|6.0|3.0|5.0|6.0|10.0|10.0|6.0|6.0|10.0|2|2|2|2|2|2|2|2|2|2|2,43.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|5.0|-2.0|2.0|5.0|3.0|2.0|-2.0|-2.0|2.0|2.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
43,1,0.7|0.6777777777777777|0.15555555555555556|0.5333333333333333|0.8777777777777778|1.0|0.2888888888888889|0.022222222222222223|0.6333333333333333|0.07777777777777778|0.911111111111111|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,1.0|0.030303030303030304|0.17171717171717174|0.29292929292929293|0.20202020202020204|0.3434343434343435|0.04040404040404041|0.6161616161616161|0.41414141414141414|0.9191919191919192|0.9292929292929294|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,0.85|0.35|0.16|0.41|0.54|0.67|0.16|0.32|0.52|0.5|0.92|8.0|8.0|8.0|8.0|8.0|7.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,44.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
44,1,0.7|0.6777777777777777|0.15555555555555556|0.5333333333333333|0.8777777777777778|1.0|0.2888888888888889|0.022222222222222223|0.6333333333333333|0.07777777777777778|0.911111111111111|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,1.0|0.030303030303030304|0.17171717171717174|0.29292929292929293|0.20202020202020204|0.3434343434343435|0.04040404040404041|0.6161616161616161|0.41414141414141414|0.9191919191919192|0.9292929292929294|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,0.85|0.35|0.16|0.41|0.54|0.67|0.16|0.32|0.52|0.5|0.92|8.0|8.0|9.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,45.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
45,1,0.7|0.6777777777777777|0.15555555555555556|0.5333333333333333|0.8777777777777778|1.0|0.2888888888888889|0.022222222222222223|0.6333333333333333|0.07777777777777778|0.911111111111111|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,1.0|0.030303030303030304|0.17171717171717174|0.29292929292929293|0.20202020202020204|0.3434343434343435|0.04040404040404041|0.6161616161616161|0.41414141414141414|0.9191919191919192|0.9292929292929294|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,0.85|0.35|0.16|0.41|0.54|0.67|0.16|0.32|0.52|0.5|0.92|15.0|5.0|2.0|15.0|10.0|2.0|6.0|2.0|5.0|10.0|10.0|2|2|2|2|2|2|2|2|2|2|2,46.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-7.0|3.0|6.0|-7.0|-2.0|6.0|2.0|6.0|3.0|-2.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
46,1,0.7|0.6777777777777777|0.15555555555555556|0.5333333333333333|0.8777777777777778|1.0|0.2888888888888889|0.022222222222222223|0.6333333333333333|0.07777777777777778|0.911111111111111|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,1.0|0.030303030303030304|0.17171717171717174|0.29292929292929293|0.20202020202020204|0.3434343434343435|0.04040404040404041|0.6161616161616161|0.41414141414141414|0.9191919191919192|0.9292929292929294|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,0.85|0.35|0.16|0.41|0.54|0.67|0.16|0.32|0.52|0.5|0.92|11.0|11.0|9.0|10.0|8.0|8.0|11.0|11.0|8.0|11.0|10.0|2|2|2|2|2|2|2|2|2|2|2,47.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|-3.0|-1.0|-2.0|0.0|0.0|-3.0|-3.0|0.0|-3.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
47,1,0.7|0.6777777777777777|0.15555555555555556|0.5333333333333333|0.8777777777777778|1.0|0.2888888888888889|0.022222222222222223|0.6333333333333333|0.07777777777777778|0.911111111111111|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,1.0|0.030303030303030304|0.17171717171717174|0.29292929292929293|0.20202020202020204|0.3434343434343435|0.04040404040404041|0.6161616161616161|0.41414141414141414|0.9191919191919192|0.9292929292929294|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|2|2|2|2|2|2|2|2|2|2|2,0.85|0.35|0.16|0.41|0.54|0.67|0.16|0.32|0.52|0.5|0.92|8.0|8.0|8.0|8.0|8.0|8.0|8.0|8.0|6.0|8.0|8.0|2|2|2|2|2|2|2|2|4|2|2,48.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|0.0
