,generation,mother,father,child,child_no
10,9,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-5-5-13-25-2-5-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-11-19-5-12-21-5-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-11-19-5-12-21-5-5-13-25-2-3-4-4-3-2-5-6-3,2.0
11,9,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-5-5-13-25-2-5-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-11-19-5-12-21-5-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-11-20-5-12-21-5-5-13-25-2-5-5-5-2-2-5-5-2,3.0
12,9,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-5-5-13-25-2-5-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-11-19-5-12-21-5-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-20-5-5-13-25-2-4-5-5-2-2-5-5-2,4.0
13,9,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-5-5-13-25-2-5-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-11-19-5-12-21-5-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-11-19-5-12-21-5-5-13-25-2-5-4-5-2-3-6-6-2,5.0
14,9,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-5-5-13-25-2-5-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-11-19-5-12-21-5-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-11-18-5-12-21-5-5-13-25-2-4-5-5-2-2-5-5-2,6.0
15,9,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-5-5-13-25-2-5-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-11-19-5-12-21-5-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-11-19-5-12-21-5-5-13-25-2-4-5-5-2-2-4-5-2,7.0
16,9,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-5-5-13-25-2-5-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-11-19-5-12-21-5-5-13-25-2-4-5-5-2-2-5-5-2,0.73-0.85-0.66-0.59-0.41-0.91-0.87-0.51-0.91-10-19-5-12-21-5-5-13-25-2-4-5-5-2-2-5-5-2,8.0
17,9,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-5-5-13-25-2-5-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-11-19-5-12-21-5-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-12-22-4-11-21-8-7-13-25-2-4-5-5-2-2-5-5-2,9.0
18,10,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-20-5-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-11-19-5-12-21-5-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-6-5-13-25-2-4-5-5-2-2-5-5-2,1.0
19,10,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-20-5-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-11-19-5-12-21-5-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-11-19-6-12-20-5-5-13-25-2-4-5-6-2-2-5-5-2,2.0
20,10,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-20-5-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-11-19-5-12-21-5-5-13-25-2-4-5-5-2-2-5-5-2,0.33-0.67-0.44-0.9-0.92-0.32-0.6-0.8-0.36-11-19-5-12-21-5-5-13-25-2-4-5-5-2-2-5-5-2,3.0
21,10,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-20-5-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-11-19-5-12-21-5-5-13-25-2-4-5-5-2-2-5-5-2,0.78-0.25-0.09-0.55-0.76-0.63-0.48-0.68-0.13-11-19-5-12-20-5-5-13-25-2-4-5-5-2-2-5-5-2,4.0
22,10,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-20-5-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-11-19-5-12-21-5-5-13-25-2-4-5-5-2-2-5-5-2,0.41-0.07-0.62-0.09-0.95-0.0-0.03-0.25-0.8-11-19-5-12-21-5-5-13-25-2-4-5-5-2-2-5-5-2,5.0
23,10,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-20-5-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-11-19-5-12-21-5-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-20-4-5-13-25-2-4-5-5-2-2-5-5-2,6.0
24,10,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-20-5-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-11-19-5-12-21-5-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-11-19-5-12-20-4-5-13-25-2-4-5-5-2-2-5-5-2,7.0
25,10,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-20-5-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-11-19-5-12-21-5-5-13-25-2-4-5-5-2-2-5-5-2,0.14-0.8-0.95-0.18-0.28-0.05-0.07-0.2-0.17-10-19-5-12-21-5-5-13-25-2-4-5-5-2-2-5-5-2,8.0
26,10,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-20-5-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-11-19-5-12-21-5-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-4-5-5-2-2-5-5-2,9.0
27,11,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-20-4-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-9-19-5-12-21-4-5-13-25-2-4-5-5-2-2-5-5-2,1.0
28,11,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-20-4-5-13-25-2-4-5-5-2-2-5-5-2,0.23-0.79-0.84-0.87-0.91-0.96-0.32-0.17-0.03-10-19-5-12-21-4-5-13-25-2-4-5-5-2-2-5-5-2,2.0
29,11,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-20-4-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-6-12-20-4-5-13-25-2-4-5-5-2-2-6-5-2,3.0
30,11,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-20-4-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-18-5-12-21-4-5-13-25-2-4-5-5-2-2-6-5-2,4.0
31,11,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-20-4-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-11-20-4-5-13-25-2-4-5-5-2-2-5-5-2,5.0
32,11,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-20-4-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-11-19-7-12-22-5-4-14-26-2-4-5-5-2-2-5-5-2,6.0
33,11,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-20-4-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-20-4-5-13-25-2-4-5-5-2-3-5-5-2,7.0
34,11,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-20-4-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-20-4-5-13-25-2-3-5-5-2-2-5-5-2,8.0
35,11,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-20-4-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-20-4-5-13-25-2-5-5-5-2-2-5-5-2,9.0
36,12,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-20-4-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-18-5-12-20-4-5-13-25-2-4-5-5-2-2-5-5-2,1.0
37,12,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-20-4-5-13-25-2-4-5-5-2-2-5-5-2,0.53-0.68-0.59-0.14-0.58-0.17-0.07-0.87-0.31-10-19-5-12-21-4-5-13-25-2-4-5-5-2-2-5-5-2,2.0
38,12,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-20-4-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-9-22-6-12-20-5-7-15-24-2-4-5-5-2-2-5-5-2,3.0
39,12,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-20-4-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-6-12-21-4-5-13-25-2-4-5-4-2-2-5-5-2,4.0
40,12,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-20-4-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-4-5-5-2-2-5-5-2,5.0
41,12,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-20-4-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-12-18-6-14-22-6-7-16-26-2-4-5-5-2-2-5-5-2,6.0
42,12,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-20-4-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-6-13-25-2-4-5-5-2-2-5-5-2,7.0
43,12,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-20-4-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-20-4-6-13-25-2-4-5-5-2-2-5-6-2,8.0
44,12,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-20-4-5-13-25-2-4-5-5-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-3-6-5-3-3-4-5-2,9.0
45,13,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-3-6-5-3-3-4-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-6-12-21-4-5-13-25-2-4-5-4-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-20-4-5-13-25-2-3-6-5-3-2-5-5-2,1.0
46,13,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-3-6-5-3-3-4-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-6-12-21-4-5-13-25-2-4-5-4-2-2-5-5-2,0.37-0.2-0.49-0.55-0.21-0.59-0.3-0.29-0.54-10-19-5-12-21-4-5-13-25-2-4-5-4-3-3-5-5-2,2.0
47,13,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-3-6-5-3-3-4-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-6-12-21-4-5-13-25-2-4-5-4-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-5-5-5-3-2-5-5-2,3.0
48,13,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-3-6-5-3-3-4-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-6-12-21-4-5-13-25-2-4-5-4-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-18-5-12-21-4-5-13-25-2-3-5-4-3-2-5-5-2,4.0
49,13,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-3-6-5-3-3-4-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-6-12-21-4-5-13-25-2-4-5-4-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-4-6-5-3-2-4-5-2,5.0
50,13,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-3-6-5-3-3-4-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-6-12-21-4-5-13-25-2-4-5-4-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-6-12-21-4-5-13-25-2-3-5-3-3-2-5-5-2,6.0
51,13,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-3-6-5-3-3-4-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-6-12-21-4-5-13-25-2-4-5-4-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-12-22-8-12-23-6-5-14-28-2-3-5-4-3-2-4-5-2,7.0
52,13,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-3-6-5-3-3-4-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-6-12-21-4-5-13-25-2-4-5-4-2-2-5-5-2,0.83-0.84-0.52-0.8-0.59-0.48-0.7-0.74-0.45-10-19-6-12-21-4-5-13-25-2-3-6-5-2-2-4-5-2,8.0
53,13,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-3-6-5-3-3-4-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-6-12-21-4-5-13-25-2-4-5-4-2-2-5-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-3-6-4-2-2-4-5-2,9.0
54,14,0.83-0.84-0.52-0.8-0.59-0.48-0.7-0.74-0.45-10-19-6-12-21-4-5-13-25-2-3-6-5-2-2-4-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-3-6-5-3-3-4-5-2,0.84-0.64-0.36-0.78-0.51-0.3-0.54-0.55-0.54-10-19-6-12-21-4-5-13-25-2-3-6-5-2-3-4-5-2,1.0
55,14,0.83-0.84-0.52-0.8-0.59-0.48-0.7-0.74-0.45-10-19-6-12-21-4-5-13-25-2-3-6-5-2-2-4-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-3-6-5-3-3-4-5-2,0.84-0.64-0.36-0.78-0.51-0.3-0.54-0.55-0.54-10-19-5-12-21-4-5-13-25-2-4-7-6-2-2-3-5-2,2.0
56,14,0.83-0.84-0.52-0.8-0.59-0.48-0.7-0.74-0.45-10-19-6-12-21-4-5-13-25-2-3-6-5-2-2-4-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-3-6-5-3-3-4-5-2,0.09-0.33-0.46-0.53-0.88-0.74-0.35-0.29-0.91-10-19-5-12-21-4-5-13-25-2-3-6-5-3-3-4-5-2,3.0
57,14,0.83-0.84-0.52-0.8-0.59-0.48-0.7-0.74-0.45-10-19-6-12-21-4-5-13-25-2-3-6-5-2-2-4-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-3-6-5-3-3-4-5-2,0.84-0.64-0.36-0.78-0.51-0.3-0.54-0.55-0.54-10-19-6-12-21-4-5-13-25-2-3-6-5-2-3-4-5-2,4.0
58,14,0.83-0.84-0.52-0.8-0.59-0.48-0.7-0.74-0.45-10-19-6-12-21-4-5-13-25-2-3-6-5-2-2-4-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-3-6-5-3-3-4-5-2,0.84-0.64-0.36-0.78-0.51-0.3-0.54-0.55-0.54-10-18-5-12-21-4-5-13-25-2-3-6-5-2-3-4-5-2,5.0
59,14,0.83-0.84-0.52-0.8-0.59-0.48-0.7-0.74-0.45-10-19-6-12-21-4-5-13-25-2-3-6-5-2-2-4-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-3-6-5-3-3-4-5-2,0.84-0.64-0.36-0.78-0.51-0.3-0.54-0.55-0.54-10-19-4-12-21-4-5-13-25-2-3-6-5-2-2-4-5-2,6.0
60,14,0.83-0.84-0.52-0.8-0.59-0.48-0.7-0.74-0.45-10-19-6-12-21-4-5-13-25-2-3-6-5-2-2-4-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-3-6-5-3-3-4-5-2,0.29-0.55-0.72-0.27-0.01-0.87-0.24-0.09-0.83-10-19-5-12-21-4-5-13-25-2-3-6-5-2-2-4-5-2,7.0
61,14,0.83-0.84-0.52-0.8-0.59-0.48-0.7-0.74-0.45-10-19-6-12-21-4-5-13-25-2-3-6-5-2-2-4-5-2,0.86-0.44-0.19-0.75-0.43-0.11-0.38-0.36-0.63-10-19-5-12-21-4-5-13-25-2-3-6-5-3-3-4-5-2,0.84-0.64-0.36-0.78-0.51-0.3-0.54-0.55-0.54-10-19-6-12-21-4-4-13-25-2-3-6-5-2-3-4-5-2,8.0
