,generation,mother,father,child,child_no,mutation
10,9,0.19|0.95|0.23|0.84|0.49|0.26|0.48|11|23|8|8|27|27|24|8|2|5|2|2|2|2,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|8|27|27|24|8|2|4|2|2|2|2,0.26|0.76|0.5|0.85|0.4|0.18|0.68|10|25|8|9|27|28|26|8|2|4|2|2|2|2,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|-2.0|0.0|-1.0|0.0|-1.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
11,9,0.19|0.95|0.23|0.84|0.49|0.26|0.48|11|23|8|8|27|27|24|8|2|5|2|2|2|2,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|8|27|27|24|8|2|4|2|2|2|2,0.26|0.76|0.5|0.85|0.4|0.18|0.68|11|23|8|8|27|27|24|8|2|5|2|2|3|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
12,9,0.19|0.95|0.23|0.84|0.49|0.26|0.48|11|23|8|8|27|27|24|8|2|5|2|2|2|2,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|8|27|27|24|8|2|4|2|2|2|2,0.26|0.76|0.5|0.85|0.4|0.18|0.68|11|23|8|8|27|27|24|8|2|4|2|3|2|2,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
13,9,0.19|0.95|0.23|0.84|0.49|0.26|0.48|11|23|8|8|27|27|24|8|2|5|2|2|2|2,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|8|27|27|24|8|2|4|2|2|2|2,0.23|0.61|0.4|0.68|0.62|0.28|0.62|11|23|8|8|27|27|24|8|2|4|2|2|2|2,5.0,0.03|0.15000000000000002|0.09999999999999998|0.16999999999999993|-0.21999999999999997|-0.10000000000000003|0.06000000000000005|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
14,9,0.19|0.95|0.23|0.84|0.49|0.26|0.48|11|23|8|8|27|27|24|8|2|5|2|2|2|2,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|8|27|27|24|8|2|4|2|2|2|2,0.26|0.76|0.5|0.85|0.4|0.18|0.68|12|23|8|8|27|27|24|8|2|6|2|2|2|2,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
15,9,0.19|0.95|0.23|0.84|0.49|0.26|0.48|11|23|8|8|27|27|24|8|2|5|2|2|2|2,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|8|27|27|24|8|2|4|2|2|2|2,0.26|0.76|0.5|0.85|0.4|0.18|0.68|11|23|8|8|27|27|24|9|2|4|2|2|2|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
16,9,0.19|0.95|0.23|0.84|0.49|0.26|0.48|11|23|8|8|27|27|24|8|2|5|2|2|2|2,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|8|27|27|24|8|2|4|2|2|2|2,0.26|0.76|0.5|0.85|0.4|0.18|0.68|11|23|8|8|27|27|24|8|2|4|2|3|2|2,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
17,9,0.19|0.95|0.23|0.84|0.49|0.26|0.48|11|23|8|8|27|27|24|8|2|5|2|2|2|2,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|8|27|27|24|8|2|4|2|2|2|2,0.26|0.76|0.5|0.85|0.4|0.18|0.68|11|23|8|8|27|27|24|8|2|6|3|3|3|2,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|-1.0|-1.0|0.0
18,10,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|8|28|27|24|8|2|5|2|2|2|2,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|9|27|27|24|9|2|5|2|2|2|2,0.27|0.4|0.43|0.96|0.67|0.48|0.48|11|23|8|9|27|27|24|9|2|5|2|2|2|2,1.0,0.06|0.16000000000000003|0.33|-0.09999999999999998|-0.35000000000000003|-0.37|0.41000000000000003|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
19,10,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|8|28|27|24|8|2|5|2|2|2|2,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|9|27|27|24|9|2|5|2|2|2|2,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|22|8|9|27|27|24|10|2|5|2|2|2|2,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
20,10,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|8|28|27|24|8|2|5|2|2|2|2,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|9|27|27|24|9|2|5|2|2|2|2,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|9|28|27|24|9|2|6|2|2|2|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
21,10,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|8|28|27|24|8|2|5|2|2|2|2,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|9|27|27|24|9|2|5|2|2|2|2,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|10|28|27|24|8|2|5|2|3|2|2,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
22,10,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|8|28|27|24|8|2|5|2|2|2|2,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|9|27|27|24|9|2|5|2|2|2|2,0.33|0.56|0.76|0.86|0.32|0.11|0.89|10|23|8|9|27|27|24|8|2|5|2|2|2|2,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
23,10,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|8|28|27|24|8|2|5|2|2|2|2,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|9|27|27|24|9|2|5|2|2|2|2,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|8|28|27|24|8|2|5|2|2|2|2,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
24,10,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|8|28|27|24|8|2|5|2|2|2|2,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|9|27|27|24|9|2|5|2|2|2|2,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11.0|23.0|8.0|8.0|28.0|27.0|24.0|9|2|5|2|2|2|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
25,10,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|8|28|27|24|8|2|5|2|2|2|2,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|9|27|27|24|9|2|5|2|2|2|2,0.79|0.52|0.39|0.86|0.66|0.33|0.14|11|23|8|8|28|27|24|8|2|5|2|2|2|2,8.0,-0.46|0.040000000000000036|0.37|0.0|-0.34|-0.22000000000000003|0.75|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
26,10,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|8|28|27|24|8|2|5|2|2|2|2,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|9|27|27|24|9|2|5|2|2|2|2,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|9|28|27|24|8|2|5|2|3|2|2,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
27,11,0.19|0.95|0.23|0.84|0.49|0.26|0.48|11|23|8|8|27|27|24|8|2|5|2|2|2|2,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|8|28|27|24|8|2|5|2|2|2|2,0.26|0.76|0.5|0.85|0.4|0.18|0.68|11|23|8|8|28|27|24|7|2|4|3|3|2|3,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|-1.0|-1.0|0.0|-1.0
28,11,0.19|0.95|0.23|0.84|0.49|0.26|0.48|11|23|8|8|27|27|24|8|2|5|2|2|2|2,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|8|28|27|24|8|2|5|2|2|2|2,0.26|0.76|0.5|0.85|0.4|0.18|0.68|11|23|8|8|28|27|24|8|2|5|3|2|2|2,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
29,11,0.19|0.95|0.23|0.84|0.49|0.26|0.48|11|23|8|8|27|27|24|8|2|5|2|2|2|2,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|8|28|27|24|8|2|5|2|2|2|2,0.26|0.76|0.5|0.85|0.4|0.18|0.68|11|23|8|8|27|27|24|8|2|4|3|3|2|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|-1.0|-1.0|0.0|0.0
30,11,0.19|0.95|0.23|0.84|0.49|0.26|0.48|11|23|8|8|27|27|24|8|2|5|2|2|2|2,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|8|28|27|24|8|2|5|2|2|2|2,0.26|0.76|0.5|0.85|0.4|0.18|0.68|11|23|8|8|27|28|24|8|2|5|2|2|2|2,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
31,11,0.19|0.95|0.23|0.84|0.49|0.26|0.48|11|23|8|8|27|27|24|8|2|5|2|2|2|2,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|8|28|27|24|8|2|5|2|2|2|2,0.26|0.76|0.5|0.85|0.4|0.18|0.68|11|23|8|8|28|27|24|8|3|5|2|2|2|2,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
32,11,0.19|0.95|0.23|0.84|0.49|0.26|0.48|11|23|8|8|27|27|24|8|2|5|2|2|2|2,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|8|28|27|24|8|2|5|2|2|2|2,0.26|0.76|0.5|0.85|0.4|0.18|0.68|11|23|9|8|27|27|24|8|2|5|2|2|2|2,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
33,11,0.19|0.95|0.23|0.84|0.49|0.26|0.48|11|23|8|8|27|27|24|8|2|5|2|2|2|2,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|8|28|27|24|8|2|5|2|2|2|2,0.26|0.76|0.5|0.85|0.4|0.18|0.68|11|23|8|8|28|27|24|8|2|5|2|3|2|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
34,11,0.19|0.95|0.23|0.84|0.49|0.26|0.48|11|23|8|8|27|27|24|8|2|5|2|2|2|2,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|8|28|27|24|8|2|5|2|2|2|2,0.26|0.76|0.5|0.85|0.4|0.18|0.68|11|23|8|8|28|27|24|8|2|6|2|2|2|2,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
35,11,0.19|0.95|0.23|0.84|0.49|0.26|0.48|11|23|8|8|27|27|24|8|2|5|2|2|2|2,0.33|0.56|0.76|0.86|0.32|0.11|0.89|11|23|8|8|28|27|24|8|2|5|2|2|2|2,0.26|0.76|0.5|0.85|0.4|0.18|0.68|11|23|8|9|28|27|24|8|2|5|2|2|3|2,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
36,12,0.19|0.95|0.23|0.84|0.49|0.26|0.48|11|23|8|8|27|27|24|8|2|5|2|2|2|2,0.26|0.76|0.5|0.85|0.4|0.18|0.68|11|23|8|8|28|27|24|8|3|5|2|2|2|2,0.22|0.86|0.36|0.84|0.44|0.22|0.58|12|23|8|8|27|27|24|8|2|5|2|2|2|2,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
37,12,0.19|0.95|0.23|0.84|0.49|0.26|0.48|11|23|8|8|27|27|24|8|2|5|2|2|2|2,0.26|0.76|0.5|0.85|0.4|0.18|0.68|11|23|8|8|28|27|24|8|3|5|2|2|2|2,0.22|0.86|0.36|0.84|0.44|0.22|0.58|11|23|8|8|28|27|24|8|3|4|2|2|2|2,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0
38,12,0.19|0.95|0.23|0.84|0.49|0.26|0.48|11|23|8|8|27|27|24|8|2|5|2|2|2|2,0.26|0.76|0.5|0.85|0.4|0.18|0.68|11|23|8|8|28|27|24|8|3|5|2|2|2|2,0.44|0.54|0.67|0.04|0.73|0.37|0.6|11|23|8|8|27|27|24|8|3|5|2|2|2|2,3.0,-0.22|0.31999999999999995|-0.31000000000000005|0.7999999999999999|-0.29|-0.15|-0.020000000000000018|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
39,12,0.19|0.95|0.23|0.84|0.49|0.26|0.48|11|23|8|8|27|27|24|8|2|5|2|2|2|2,0.26|0.76|0.5|0.85|0.4|0.18|0.68|11|23|8|8|28|27|24|8|3|5|2|2|2|2,0.22|0.86|0.36|0.84|0.44|0.22|0.58|11|23|8|8|28|27|24|8|2|5|2|2|2|2,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
40,12,0.19|0.95|0.23|0.84|0.49|0.26|0.48|11|23|8|8|27|27|24|8|2|5|2|2|2|2,0.26|0.76|0.5|0.85|0.4|0.18|0.68|11|23|8|8|28|27|24|8|3|5|2|2|2|2,0.22|0.86|0.36|0.84|0.44|0.22|0.58|10|23|8|8|27|27|24|8|3|5|2|2|2|2,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
41,12,0.19|0.95|0.23|0.84|0.49|0.26|0.48|11|23|8|8|27|27|24|8|2|5|2|2|2|2,0.26|0.76|0.5|0.85|0.4|0.18|0.68|11|23|8|8|28|27|24|8|3|5|2|2|2|2,0.22|0.86|0.36|0.84|0.44|0.22|0.58|11|23|8|8|26|27|25|8|3|5|2|2|2|2,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
42,12,0.19|0.95|0.23|0.84|0.49|0.26|0.48|11|23|8|8|27|27|24|8|2|5|2|2|2|2,0.26|0.76|0.5|0.85|0.4|0.18|0.68|11|23|8|8|28|27|24|8|3|5|2|2|2|2,0.22|0.86|0.36|0.84|0.44|0.22|0.58|10|25|11|8|26|30|25|8|2|5|2|2|2|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|-2.0|-3.0|0.0|1.0|-3.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
43,12,0.19|0.95|0.23|0.84|0.49|0.26|0.48|11|23|8|8|27|27|24|8|2|5|2|2|2|2,0.26|0.76|0.5|0.85|0.4|0.18|0.68|11|23|8|8|28|27|24|8|3|5|2|2|2|2,0.22|0.86|0.36|0.84|0.44|0.22|0.58|11|23|8|8|28|27|24|7|2|5|2|2|2|2,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
44,12,0.19|0.95|0.23|0.84|0.49|0.26|0.48|11|23|8|8|27|27|24|8|2|5|2|2|2|2,0.26|0.76|0.5|0.85|0.4|0.18|0.68|11|23|8|8|28|27|24|8|3|5|2|2|2|2,0.22|0.86|0.36|0.84|0.44|0.22|0.58|13|26|9|9|27|27|23|8|3|5|2|2|2|2,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|-3.0|-1.0|-1.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
45,13,0.19|0.95|0.23|0.84|0.49|0.26|0.48|11|23|8|8|27|27|24|8|2|5|2|2|2|2,0.27|0.4|0.43|0.96|0.67|0.48|0.48|11|23|8|9|27|27|24|9|2|5|2|2|2|2,0.23|0.68|0.33|0.9|0.58|0.37|0.48|11|23|8|8|27|27|24|8|2|5|2|2|2|2,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
46,13,0.19|0.95|0.23|0.84|0.49|0.26|0.48|11|23|8|8|27|27|24|8|2|5|2|2|2|2,0.27|0.4|0.43|0.96|0.67|0.48|0.48|11|23|8|9|27|27|24|9|2|5|2|2|2|2,0.79|0.86|0.44|0.45|0.45|0.89|0.55|11|23|8|9|27|27|24|8|2|5|2|2|2|2,2.0,-0.56|-0.17999999999999994|-0.10999999999999999|0.45|0.12999999999999995|-0.52|-0.07000000000000006|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
47,13,0.19|0.95|0.23|0.84|0.49|0.26|0.48|11|23|8|8|27|27|24|8|2|5|2|2|2|2,0.27|0.4|0.43|0.96|0.67|0.48|0.48|11|23|8|9|27|27|24|9|2|5|2|2|2|2,0.23|0.68|0.33|0.9|0.58|0.37|0.48|11|24|8|9|27|27|24|9|2|5|2|2|3|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
48,13,0.19|0.95|0.23|0.84|0.49|0.26|0.48|11|23|8|8|27|27|24|8|2|5|2|2|2|2,0.27|0.4|0.43|0.96|0.67|0.48|0.48|11|23|8|9|27|27|24|9|2|5|2|2|2|2,0.23|0.68|0.33|0.9|0.58|0.37|0.48|11|23|8|8|27|27|24|7|3|5|2|2|2|3,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|-1.0|0.0|0.0|0.0|0.0|-1.0
49,13,0.19|0.95|0.23|0.84|0.49|0.26|0.48|11|23|8|8|27|27|24|8|2|5|2|2|2|2,0.27|0.4|0.43|0.96|0.67|0.48|0.48|11|23|8|9|27|27|24|9|2|5|2|2|2|2,0.96|0.17|0.99|0.99|0.38|0.31|0.63|11|23|8|8|27|27|24|9|2|5|2|2|2|2,5.0,-0.73|0.51|-0.6599999999999999|-0.08999999999999997|0.19999999999999996|0.06|-0.15000000000000002|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
50,13,0.19|0.95|0.23|0.84|0.49|0.26|0.48|11|23|8|8|27|27|24|8|2|5|2|2|2|2,0.27|0.4|0.43|0.96|0.67|0.48|0.48|11|23|8|9|27|27|24|9|2|5|2|2|2|2,0.23|0.68|0.33|0.9|0.58|0.37|0.48|11|23|8|9|27|27|24|8|2|5|2|2|3|2,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
51,13,0.19|0.95|0.23|0.84|0.49|0.26|0.48|11|23|8|8|27|27|24|8|2|5|2|2|2|2,0.27|0.4|0.43|0.96|0.67|0.48|0.48|11|23|8|9|27|27|24|9|2|5|2|2|2|2,0.23|0.68|0.33|0.9|0.58|0.37|0.48|11|23|8|8|27|27|24|8|2|5|2|2|2|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
