,generation,mother,father,child,child_no,mutation
88,13,0.2|0.53|0.32|0.4|7.0|7.0|8.0|3.0|9|3|7|7,0.03|0.96|0.99|0.18|6.0|7.0|8.0|3.0|8|3|6|8,0.47|0.11|0.94|0.11|6.0|7.0|8.0|3.0|9|3|6|7,8.0,-0.35|0.63|-0.2799999999999999|0.18|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
89,13,0.2|0.53|0.32|0.4|7.0|7.0|8.0|3.0|9|3|7|7,0.03|0.96|0.99|0.18|6.0|7.0|8.0|3.0|8|3|6|8,0.23|0.91|0.74|0.28|6.0|7.0|8.0|3.0|9|3|7|7,9.0,-0.11000000000000001|-0.17000000000000004|-0.07999999999999996|0.009999999999999953|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
90,14,0.2|0.53|0.32|0.4|7.0|7.0|8.0|3.0|9|3|7|7,0.2|0.53|0.32|0.4|6|7|8|3|8|3|6|8,0.2|0.53|0.32|0.4|7.0|7.0|8.0|3.0|9|3|6|7,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
91,14,0.2|0.53|0.32|0.4|7.0|7.0|8.0|3.0|9|3|7|7,0.2|0.53|0.32|0.4|6|7|8|3|8|3|6|8,0.2|0.53|0.32|0.4|7.0|8.0|8.0|3.0|8|3|7|8,2.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|1.0|0.0|0.0|0.0
92,14,0.2|0.53|0.32|0.4|7.0|7.0|8.0|3.0|9|3|7|7,0.2|0.53|0.32|0.4|6|7|8|3|8|3|6|8,0.78|0.33|0.8|0.46|7.0|7.0|8.0|3.0|8|3|7|7,3.0,-0.5800000000000001|0.2|-0.48000000000000004|-0.06|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
93,14,0.2|0.53|0.32|0.4|7.0|7.0|8.0|3.0|9|3|7|7,0.2|0.53|0.32|0.4|6|7|8|3|8|3|6|8,0.2|0.53|0.32|0.4|8.0|8.0|8.0|3.0|8|3|6|8,4.0,0.0|0.0|0.0|0.0|-1.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
94,14,0.2|0.53|0.32|0.4|7.0|7.0|8.0|3.0|9|3|7|7,0.2|0.53|0.32|0.4|6|7|8|3|8|3|6|8,0.2|0.53|0.32|0.4|6.0|7.0|9.0|3.0|8|3|8|8,5.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|-1.0|0.0
95,14,0.2|0.53|0.32|0.4|7.0|7.0|8.0|3.0|9|3|7|7,0.2|0.53|0.32|0.4|6|7|8|3|8|3|6|8,0.2|0.53|0.32|0.4|6.0|7.0|8.0|3.0|9|3|7|7,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
96,14,0.2|0.53|0.32|0.4|7.0|7.0|8.0|3.0|9|3|7|7,0.2|0.53|0.32|0.4|6|7|8|3|8|3|6|8,0.2|0.53|0.32|0.4|7.0|7.0|8.0|3.0|8|3|7|7,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
97,14,0.2|0.53|0.32|0.4|7.0|7.0|8.0|3.0|9|3|7|7,0.2|0.53|0.32|0.4|6|7|8|3|8|3|6|8,0.2|0.53|0.32|0.4|5.0|7.0|8.0|3.0|10|3|6|8,8.0,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
98,14,0.2|0.53|0.32|0.4|7.0|7.0|8.0|3.0|9|3|7|7,0.2|0.53|0.32|0.4|6|7|8|3|8|3|6|8,0.2|0.53|0.32|0.4|7.0|7.0|8.0|3.0|8|3|7|8,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
99,15,0.19|0.55|0.29|0.46|7.0|7.0|8.0|3.0|8|3|7|8,0.1|0.51|0.8|0.98|7.0|7.0|8.0|3.0|8|3|7|8,0.15|0.53|0.55|0.72|7.0|7.0|8.0|3.0|7|2|7|8,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0
100,15,0.19|0.55|0.29|0.46|7.0|7.0|8.0|3.0|8|3|7|8,0.1|0.51|0.8|0.98|7.0|7.0|8.0|3.0|8|3|7|8,0.15|0.53|0.55|0.72|7.0|7.0|8.0|3.0|7|3|8|9,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|-1.0|-1.0
101,15,0.19|0.55|0.29|0.46|7.0|7.0|8.0|3.0|8|3|7|8,0.1|0.51|0.8|0.98|7.0|7.0|8.0|3.0|8|3|7|8,0.15|0.53|0.55|0.72|7.0|7.0|8.0|3.0|8|3|6|8,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
102,15,0.19|0.55|0.29|0.46|7.0|7.0|8.0|3.0|8|3|7|8,0.1|0.51|0.8|0.98|7.0|7.0|8.0|3.0|8|3|7|8,0.15|0.53|0.55|0.72|8.0|7.0|8.0|3.0|8|3|7|8,4.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
103,15,0.19|0.55|0.29|0.46|7.0|7.0|8.0|3.0|8|3|7|8,0.1|0.51|0.8|0.98|7.0|7.0|8.0|3.0|8|3|7|8,0.15|0.53|0.55|0.72|7.0|7.0|7.0|3.0|8|3|7|8,5.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
104,15,0.19|0.55|0.29|0.46|7.0|7.0|8.0|3.0|8|3|7|8,0.1|0.51|0.8|0.98|7.0|7.0|8.0|3.0|8|3|7|8,0.15|0.53|0.55|0.72|7.0|7.0|9.0|3.0|9|3|7|8,6.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|-1.0|0.0|0.0|0.0
105,15,0.19|0.55|0.29|0.46|7.0|7.0|8.0|3.0|8|3|7|8,0.1|0.51|0.8|0.98|7.0|7.0|8.0|3.0|8|3|7|8,0.15|0.53|0.55|0.72|7.0|7.0|8.0|3.0|8|2|7|8,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
106,15,0.19|0.55|0.29|0.46|7.0|7.0|8.0|3.0|8|3|7|8,0.1|0.51|0.8|0.98|7.0|7.0|8.0|3.0|8|3|7|8,0.15|0.53|0.55|0.72|7.0|7.0|8.0|3.0|8|2|7|8,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
107,15,0.19|0.55|0.29|0.46|7.0|7.0|8.0|3.0|8|3|7|8,0.1|0.51|0.8|0.98|7.0|7.0|8.0|3.0|8|3|7|8,0.15|0.53|0.55|0.72|7.0|7.0|8.0|3.0|7|4|8|7,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|-1.0|-1.0|1.0
108,16,0.15|0.53|0.55|0.72|7.0|7.0|7.0|3.0|8|3|7|8,0.19|0.55|0.29|0.46|7.0|7.0|8.0|3.0|8|3|7|8,0.17|0.54|0.42|0.59|7.0|7.0|8.0|3.0|7|3|7|8,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
109,16,0.15|0.53|0.55|0.72|7.0|7.0|7.0|3.0|8|3|7|8,0.19|0.55|0.29|0.46|7.0|7.0|8.0|3.0|8|3|7|8,0.17|0.54|0.42|0.59|7.0|8.0|8.0|3.0|8|3|6|8,2.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|1.0|0.0
110,16,0.15|0.53|0.55|0.72|7.0|7.0|7.0|3.0|8|3|7|8,0.19|0.55|0.29|0.46|7.0|7.0|8.0|3.0|8|3|7|8,0.53|0.53|0.91|0.37|7.0|7.0|7.0|3.0|8|3|7|8,3.0,-0.36|0.010000000000000009|-0.49000000000000005|0.21999999999999997|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
111,16,0.15|0.53|0.55|0.72|7.0|7.0|7.0|3.0|8|3|7|8,0.19|0.55|0.29|0.46|7.0|7.0|8.0|3.0|8|3|7|8,0.16|0.48|0.4|0.46|7.0|7.0|7.0|3.0|8|3|7|8,4.0,0.010000000000000009|0.06000000000000005|0.019999999999999962|0.12999999999999995|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
112,16,0.15|0.53|0.55|0.72|7.0|7.0|7.0|3.0|8|3|7|8,0.19|0.55|0.29|0.46|7.0|7.0|8.0|3.0|8|3|7|8,0.17|0.54|0.42|0.59|7.0|7.0|8.0|3.0|9|3|7|8,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
113,16,0.15|0.53|0.55|0.72|7.0|7.0|7.0|3.0|8|3|7|8,0.19|0.55|0.29|0.46|7.0|7.0|8.0|3.0|8|3|7|8,0.17|0.54|0.42|0.59|7.0|7.0|8.0|3.0|7|3|7|8,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
114,16,0.15|0.53|0.55|0.72|7.0|7.0|7.0|3.0|8|3|7|8,0.19|0.55|0.29|0.46|7.0|7.0|8.0|3.0|8|3|7|8,0.17|0.54|0.42|0.59|7.0|7.0|7.0|3.0|8|3|6|8,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
115,16,0.15|0.53|0.55|0.72|7.0|7.0|7.0|3.0|8|3|7|8,0.19|0.55|0.29|0.46|7.0|7.0|8.0|3.0|8|3|7|8,0.17|0.54|0.42|0.59|7.0|7.0|9.0|3.0|8|2|7|8,8.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|1.0|0.0|0.0
116,16,0.15|0.53|0.55|0.72|7.0|7.0|7.0|3.0|8|3|7|8,0.19|0.55|0.29|0.46|7.0|7.0|8.0|3.0|8|3|7|8,0.17|0.54|0.42|0.59|7.0|7.0|8.0|3.0|8|2|7|8,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
117,17,0.17|0.54|0.42|0.59|7.0|7.0|8.0|3.0|9|3|7|8,0.53|0.53|0.91|0.37|7.0|7.0|7.0|3.0|8|3|7|8,0.89|0.81|0.16|0.29|7.0|7.0|8.0|3.0|9|3|7|8,1.0,-0.54|-0.27|0.5|0.19|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
118,17,0.17|0.54|0.42|0.59|7.0|7.0|8.0|3.0|9|3|7|8,0.53|0.53|0.91|0.37|7.0|7.0|7.0|3.0|8|3|7|8,0.35|0.54|0.66|0.48|7.0|7.0|7.0|3.0|9|4|7|8,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
119,17,0.17|0.54|0.42|0.59|7.0|7.0|8.0|3.0|9|3|7|8,0.53|0.53|0.91|0.37|7.0|7.0|7.0|3.0|8|3|7|8,0.35|0.54|0.66|0.48|7.0|7.0|7.0|3.0|9|4|7|8,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
120,17,0.17|0.54|0.42|0.59|7.0|7.0|8.0|3.0|9|3|7|8,0.53|0.53|0.91|0.37|7.0|7.0|7.0|3.0|8|3|7|8,0.99|0.4|0.04|0.99|7.0|7.0|8.0|3.0|8|3|7|8,4.0,-0.64|0.14|0.62|-0.51|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
121,17,0.17|0.54|0.42|0.59|7.0|7.0|8.0|3.0|9|3|7|8,0.53|0.53|0.91|0.37|7.0|7.0|7.0|3.0|8|3|7|8,0.35|0.54|0.66|0.48|7.0|8.0|8.0|3.0|10|3|7|8,5.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|-1.0|0.0|0.0|0.0
122,17,0.17|0.54|0.42|0.59|7.0|7.0|8.0|3.0|9|3|7|8,0.53|0.53|0.91|0.37|7.0|7.0|7.0|3.0|8|3|7|8,0.35|0.54|0.66|0.48|7.0|7.0|9.0|3.0|8|3|7|8,6.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
123,17,0.17|0.54|0.42|0.59|7.0|7.0|8.0|3.0|9|3|7|8,0.53|0.53|0.91|0.37|7.0|7.0|7.0|3.0|8|3|7|8,0.35|0.54|0.66|0.48|8.0|7.0|7.0|3.0|8|2|7|8,7.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
124,17,0.17|0.54|0.42|0.59|7.0|7.0|8.0|3.0|9|3|7|8,0.53|0.53|0.91|0.37|7.0|7.0|7.0|3.0|8|3|7|8,0.03|0.43|0.59|0.22|7.0|7.0|8.0|3.0|9|3|7|8,8.0,0.31999999999999995|0.11000000000000004|0.07000000000000006|0.26|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
125,17,0.17|0.54|0.42|0.59|7.0|7.0|8.0|3.0|9|3|7|8,0.53|0.53|0.91|0.37|7.0|7.0|7.0|3.0|8|3|7|8,0.35|0.54|0.66|0.48|7.0|7.0|7.0|3.0|8|4|7|8,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
126,18,0.2|0.53|0.32|0.4|6.0|7.0|9.0|3.0|8|3|8|8,0.89|0.81|0.16|0.29|7.0|7.0|8.0|3.0|9|3|7|8,0.55|0.67|0.24|0.34|6.0|7.0|8.0|3.0|8|3|8|8,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
127,18,0.2|0.53|0.32|0.4|6.0|7.0|9.0|3.0|8|3|8|8,0.89|0.81|0.16|0.29|7.0|7.0|8.0|3.0|9|3|7|8,0.13|0.96|0.22|0.88|7.0|7.0|8.0|3.0|9|3|8|8,2.0,0.42000000000000004|-0.2899999999999999|0.01999999999999999|-0.54|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
128,18,0.2|0.53|0.32|0.4|6.0|7.0|9.0|3.0|8|3|8|8,0.89|0.81|0.16|0.29|7.0|7.0|8.0|3.0|9|3|7|8,0.55|0.67|0.24|0.34|6.0|7.0|9.0|3.0|8|3|8|8,3.0,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
129,18,0.2|0.53|0.32|0.4|6.0|7.0|9.0|3.0|8|3|8|8,0.89|0.81|0.16|0.29|7.0|7.0|8.0|3.0|9|3|7|8,0.55|0.67|0.24|0.34|8.0|7.0|8.0|3.0|8|3|8|8,4.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
130,18,0.2|0.53|0.32|0.4|6.0|7.0|9.0|3.0|8|3|8|8,0.89|0.81|0.16|0.29|7.0|7.0|8.0|3.0|9|3|7|8,0.55|0.67|0.24|0.34|6.0|7.0|9.0|3.0|9|2|8|8,5.0,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
131,18,0.2|0.53|0.32|0.4|6.0|7.0|9.0|3.0|8|3|8|8,0.89|0.81|0.16|0.29|7.0|7.0|8.0|3.0|9|3|7|8,0.55|0.67|0.24|0.34|6.0|7.0|8.0|3.0|10|3|7|8,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
132,18,0.2|0.53|0.32|0.4|6.0|7.0|9.0|3.0|8|3|8|8,0.89|0.81|0.16|0.29|7.0|7.0|8.0|3.0|9|3|7|8,0.55|0.67|0.24|0.34|7.0|7.0|9.0|3.0|9|3|8|8,7.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
133,18,0.2|0.53|0.32|0.4|6.0|7.0|9.0|3.0|8|3|8|8,0.89|0.81|0.16|0.29|7.0|7.0|8.0|3.0|9|3|7|8,0.55|0.67|0.24|0.34|6.0|7.0|8.0|3.0|8|3|7|8,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
134,18,0.2|0.53|0.32|0.4|6.0|7.0|9.0|3.0|8|3|8|8,0.89|0.81|0.16|0.29|7.0|7.0|8.0|3.0|9|3|7|8,0.55|0.67|0.24|0.34|10.0|9.0|10.0|6.0|8|3|7|8,9.0,0.0|0.0|0.0|0.0|-3.0|-2.0|-2.0|-3.0|0.0|0.0|0.0|0.0
135,19,0.13|0.96|0.22|0.88|7.0|7.0|8.0|3.0|9|3|8|8,0.55|0.67|0.24|0.34|6.0|7.0|9.0|3.0|8|3|8|8,0.39|0.13|0.93|0.62|6.0|7.0|9.0|3.0|8|3|8|8,1.0,-0.04999999999999999|0.69|-0.7000000000000001|-0.010000000000000009|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
136,19,0.13|0.96|0.22|0.88|7.0|7.0|8.0|3.0|9|3|8|8,0.55|0.67|0.24|0.34|6.0|7.0|9.0|3.0|8|3|8|8,0.34|0.82|0.23|0.61|7.0|7.0|9.0|3.0|8|3|8|8,2.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
137,19,0.13|0.96|0.22|0.88|7.0|7.0|8.0|3.0|9|3|8|8,0.55|0.67|0.24|0.34|6.0|7.0|9.0|3.0|8|3|8|8,0.34|0.82|0.23|0.61|7.0|7.0|9.0|3.0|8|3|8|8,3.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
138,19,0.13|0.96|0.22|0.88|7.0|7.0|8.0|3.0|9|3|8|8,0.55|0.67|0.24|0.34|6.0|7.0|9.0|3.0|8|3|8|8,0.06|0.71|0.36|0.47|7.0|7.0|8.0|3.0|9|3|8|8,4.0,0.28|0.10999999999999999|-0.12999999999999998|0.14|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
139,19,0.13|0.96|0.22|0.88|7.0|7.0|8.0|3.0|9|3|8|8,0.55|0.67|0.24|0.34|6.0|7.0|9.0|3.0|8|3|8|8,0.38|0.24|0.08|0.47|7.0|7.0|9.0|3.0|8|3|8|8,5.0,-0.03999999999999998|0.58|0.15000000000000002|0.14|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
140,19,0.13|0.96|0.22|0.88|7.0|7.0|8.0|3.0|9|3|8|8,0.55|0.67|0.24|0.34|6.0|7.0|9.0|3.0|8|3|8|8,0.34|0.82|0.23|0.61|5.0|7.0|12.0|3.0|8|3|8|8,6.0,0.0|0.0|0.0|0.0|1.0|0.0|-3.0|0.0|0.0|0.0|0.0|0.0
141,19,0.13|0.96|0.22|0.88|7.0|7.0|8.0|3.0|9|3|8|8,0.55|0.67|0.24|0.34|6.0|7.0|9.0|3.0|8|3|8|8,0.34|0.82|0.23|0.61|7.0|7.0|8.0|3.0|7|3|8|8,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
142,19,0.13|0.96|0.22|0.88|7.0|7.0|8.0|3.0|9|3|8|8,0.55|0.67|0.24|0.34|6.0|7.0|9.0|3.0|8|3|8|8,0.54|0.4|0.16|0.91|7.0|7.0|9.0|3.0|9|3|8|8,8.0,-0.2|0.41999999999999993|0.07|-0.30000000000000004|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
143,19,0.13|0.96|0.22|0.88|7.0|7.0|8.0|3.0|9|3|8|8,0.55|0.67|0.24|0.34|6.0|7.0|9.0|3.0|8|3|8|8,0.34|0.82|0.23|0.61|7.0|7.0|9.0|3.0|9|3|8|8,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
144,20,0.55|0.67|0.24|0.34|6.0|7.0|8.0|3.0|10|3|7|8,0.55|0.67|0.24|0.34|6.0|7.0|9.0|3.0|8|3|8|8,0.55|0.67|0.24|0.34|7.0|7.0|8.0|3.0|10|3|8|8,1.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
145,20,0.55|0.67|0.24|0.34|6.0|7.0|8.0|3.0|10|3|7|8,0.55|0.67|0.24|0.34|6.0|7.0|9.0|3.0|8|3|8|8,0.95|0.97|0.15|0.58|6.0|7.0|8.0|3.0|8|3|8|8,2.0,-0.3999999999999999|-0.29999999999999993|0.09|-0.23999999999999994|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
146,20,0.55|0.67|0.24|0.34|6.0|7.0|8.0|3.0|10|3|7|8,0.55|0.67|0.24|0.34|6.0|7.0|9.0|3.0|8|3|8|8,0.55|0.67|0.24|0.34|6.0|7.0|8.0|3.0|8|2|7|8,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
147,20,0.55|0.67|0.24|0.34|6.0|7.0|8.0|3.0|10|3|7|8,0.55|0.67|0.24|0.34|6.0|7.0|9.0|3.0|8|3|8|8,0.82|0.19|0.64|0.25|6.0|7.0|9.0|3.0|10|3|7|8,4.0,-0.2699999999999999|0.48000000000000004|-0.4|0.09000000000000002|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
148,20,0.55|0.67|0.24|0.34|6.0|7.0|8.0|3.0|10|3|7|8,0.55|0.67|0.24|0.34|6.0|7.0|9.0|3.0|8|3|8|8,0.55|0.67|0.24|0.34|6.0|7.0|10.0|3.0|7|3|7|8,5.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|1.0|0.0|0.0|0.0
149,20,0.55|0.67|0.24|0.34|6.0|7.0|8.0|3.0|10|3|7|8,0.55|0.67|0.24|0.34|6.0|7.0|9.0|3.0|8|3|8|8,0.55|0.67|0.24|0.34|6.0|7.0|9.0|3.0|9|3|8|8,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
150,20,0.55|0.67|0.24|0.34|6.0|7.0|8.0|3.0|10|3|7|8,0.55|0.67|0.24|0.34|6.0|7.0|9.0|3.0|8|3|8|8,0.55|0.67|0.24|0.34|6.0|7.0|9.0|3.0|8|3|7|8,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
151,20,0.55|0.67|0.24|0.34|6.0|7.0|8.0|3.0|10|3|7|8,0.55|0.67|0.24|0.34|6.0|7.0|9.0|3.0|8|3|8|8,0.55|0.67|0.24|0.34|6.0|8.0|8.0|3.0|10|3|7|8,8.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
152,20,0.55|0.67|0.24|0.34|6.0|7.0|8.0|3.0|10|3|7|8,0.55|0.67|0.24|0.34|6.0|7.0|9.0|3.0|8|3|8|8,0.19|0.27|0.97|0.72|6.0|7.0|8.0|3.0|10|3|8|8,9.0,0.36000000000000004|0.4|-0.73|-0.37999999999999995|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
153,21,0.19|0.27|0.97|0.72|6.0|7.0|8.0|3.0|10|3|8|8,0.06|0.71|0.36|0.47|7.0|7.0|8.0|3.0|9|3|8|8,0.12|0.49|0.66|0.6|6.0|7.0|7.0|3.0|8|3|8|8,1.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0
154,21,0.19|0.27|0.97|0.72|6.0|7.0|8.0|3.0|10|3|8|8,0.06|0.71|0.36|0.47|7.0|7.0|8.0|3.0|9|3|8|8,0.18|0.77|0.88|0.98|7.0|7.0|8.0|3.0|10|3|8|8,2.0,-0.06|-0.28|-0.21999999999999997|-0.38|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
155,21,0.19|0.27|0.97|0.72|6.0|7.0|8.0|3.0|10|3|8|8,0.06|0.71|0.36|0.47|7.0|7.0|8.0|3.0|9|3|8|8,0.12|0.49|0.66|0.6|6.0|7.0|7.0|3.0|9|3|8|8,3.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
156,21,0.19|0.27|0.97|0.72|6.0|7.0|8.0|3.0|10|3|8|8,0.06|0.71|0.36|0.47|7.0|7.0|8.0|3.0|9|3|8|8,0.12|0.49|0.66|0.6|9.0|8.0|11.0|5.0|9|3|8|8,4.0,0.0|0.0|0.0|0.0|-3.0|-1.0|-3.0|-2.0|0.0|0.0|0.0|0.0
157,21,0.19|0.27|0.97|0.72|6.0|7.0|8.0|3.0|10|3|8|8,0.06|0.71|0.36|0.47|7.0|7.0|8.0|3.0|9|3|8|8,0.12|0.49|0.66|0.6|6.0|7.0|8.0|3.0|9|4|8|9,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|-1.0
158,21,0.19|0.27|0.97|0.72|6.0|7.0|8.0|3.0|10|3|8|8,0.06|0.71|0.36|0.47|7.0|7.0|8.0|3.0|9|3|8|8,0.2|0.01|0.78|0.38|7.0|7.0|8.0|3.0|10|3|8|8,6.0,-0.08000000000000002|0.48|-0.12|0.21999999999999997|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
159,21,0.19|0.27|0.97|0.72|6.0|7.0|8.0|3.0|10|3|8|8,0.06|0.71|0.36|0.47|7.0|7.0|8.0|3.0|9|3|8|8,0.12|0.49|0.66|0.6|6.0|8.0|8.0|3.0|10|3|8|8,7.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
160,21,0.19|0.27|0.97|0.72|6.0|7.0|8.0|3.0|10|3|8|8,0.06|0.71|0.36|0.47|7.0|7.0|8.0|3.0|9|3|8|8,0.12|0.49|0.66|0.6|6.0|7.0|8.0|3.0|10|3|9|8,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
161,21,0.19|0.27|0.97|0.72|6.0|7.0|8.0|3.0|10|3|8|8,0.06|0.71|0.36|0.47|7.0|7.0|8.0|3.0|9|3|8|8,0.12|0.49|0.66|0.6|6.0|7.0|8.0|3.0|10|3|8|8,9.0,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
162,22,0.19|0.27|0.97|0.72|6.0|7.0|8.0|3.0|10|3|8|8,0.2|0.01|0.78|0.38|7.0|7.0|8.0|3.0|10|3|8|8,0.2|0.14|0.88|0.55|7.0|7.0|8.0|3.0|10|3|8|8,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
163,22,0.19|0.27|0.97|0.72|6.0|7.0|8.0|3.0|10|3|8|8,0.2|0.01|0.78|0.38|7.0|7.0|8.0|3.0|10|3|8|8,0.2|0.14|0.88|0.55|7.0|7.0|8.0|3.0|10|3|8|8,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
164,22,0.19|0.27|0.97|0.72|6.0|7.0|8.0|3.0|10|3|8|8,0.2|0.01|0.78|0.38|7.0|7.0|8.0|3.0|10|3|8|8,0.2|0.14|0.88|0.55|7.0|7.0|8.0|3.0|10|3|8|8,3.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
165,22,0.19|0.27|0.97|0.72|6.0|7.0|8.0|3.0|10|3|8|8,0.2|0.01|0.78|0.38|7.0|7.0|8.0|3.0|10|3|8|8,0.18|0.56|0.63|0.71|7.0|7.0|8.0|3.0|10|3|8|8,4.0,0.020000000000000018|-0.42000000000000004|0.25|-0.15999999999999992|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
