,generation,mother,father,child,child_no,mutation
385,49,0.35|0.36|0.11|0.77|0.48|0.7|13.0|15.0|18.0|7.0|13.0|11.0|5|7|7|2|3|2,0.47|0.53|0.53|0.58|0.68|0.58|13.0|15.0|18.0|7.0|13.0|11.0|5|7|7|2|3|2,0.41|0.44|0.32|0.68|0.58|0.64|13.0|15.0|18.0|7.0|13.0|11.0|6|6|7|2|2|2,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|1.0|0.0|0.0|1.0|0.0
386,49,0.35|0.36|0.11|0.77|0.48|0.7|13.0|15.0|18.0|7.0|13.0|11.0|5|7|7|2|3|2,0.47|0.53|0.53|0.58|0.68|0.58|13.0|15.0|18.0|7.0|13.0|11.0|5|7|7|2|3|2,0.41|0.44|0.32|0.68|0.58|0.64|13.0|15.0|18.0|7.0|13.0|11.0|5|7|7|3|4|2,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|0.0
387,50,0.48|0.86|0.58|0.42|0.36|0.78|13.0|15.0|18.0|7.0|13.0|11.0|5|7|7|2|3|2,0.35|0.36|0.11|0.77|0.48|0.7|13.0|15.0|18.0|7.0|13.0|11.0|5|7|7|2|3|2,0.42|0.61|0.34|0.6|0.42|0.74|13.0|15.0|18.0|7.0|13.0|11.0|5|8|7|2|4|2,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|-1.0|0.0
388,50,0.48|0.86|0.58|0.42|0.36|0.78|13.0|15.0|18.0|7.0|13.0|11.0|5|7|7|2|3|2,0.35|0.36|0.11|0.77|0.48|0.7|13.0|15.0|18.0|7.0|13.0|11.0|5|7|7|2|3|2,0.42|0.61|0.34|0.6|0.42|0.74|13.0|15.0|18.0|7.0|13.0|11.0|6|8|8|2|2|3,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|-1.0|0.0|1.0|-1.0
389,50,0.48|0.86|0.58|0.42|0.36|0.78|13.0|15.0|18.0|7.0|13.0|11.0|5|7|7|2|3|2,0.35|0.36|0.11|0.77|0.48|0.7|13.0|15.0|18.0|7.0|13.0|11.0|5|7|7|2|3|2,0.42|0.61|0.34|0.6|0.42|0.74|13.0|14.0|18.0|7.0|13.0|11.0|6|7|7|2|3|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
390,50,0.48|0.86|0.58|0.42|0.36|0.78|13.0|15.0|18.0|7.0|13.0|11.0|5|7|7|2|3|2,0.35|0.36|0.11|0.77|0.48|0.7|13.0|15.0|18.0|7.0|13.0|11.0|5|7|7|2|3|2,0.42|0.61|0.34|0.6|0.42|0.74|13.0|15.0|19.0|7.0|13.0|11.0|5|6|7|2|3|2,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0
391,50,0.48|0.86|0.58|0.42|0.36|0.78|13.0|15.0|18.0|7.0|13.0|11.0|5|7|7|2|3|2,0.35|0.36|0.11|0.77|0.48|0.7|13.0|15.0|18.0|7.0|13.0|11.0|5|7|7|2|3|2,0.42|0.61|0.34|0.6|0.42|0.74|13.0|15.0|18.0|7.0|13.0|11.0|5|7|8|2|3|2,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
392,50,0.48|0.86|0.58|0.42|0.36|0.78|13.0|15.0|18.0|7.0|13.0|11.0|5|7|7|2|3|2,0.35|0.36|0.11|0.77|0.48|0.7|13.0|15.0|18.0|7.0|13.0|11.0|5|7|7|2|3|2,0.32|0.11|0.45|0.33|0.63|0.51|13.0|15.0|18.0|7.0|13.0|11.0|5|7|7|2|3|2,6.0,0.09999999999999998|0.5|-0.10999999999999999|0.26999999999999996|-0.21000000000000002|0.22999999999999998|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
393,50,0.48|0.86|0.58|0.42|0.36|0.78|13.0|15.0|18.0|7.0|13.0|11.0|5|7|7|2|3|2,0.35|0.36|0.11|0.77|0.48|0.7|13.0|15.0|18.0|7.0|13.0|11.0|5|7|7|2|3|2,0.42|0.61|0.34|0.6|0.42|0.74|13.0|15.0|18.0|7.0|13.0|11.0|5|7|7|2|3|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
394,50,0.48|0.86|0.58|0.42|0.36|0.78|13.0|15.0|18.0|7.0|13.0|11.0|5|7|7|2|3|2,0.35|0.36|0.11|0.77|0.48|0.7|13.0|15.0|18.0|7.0|13.0|11.0|5|7|7|2|3|2,0.42|0.61|0.34|0.6|0.42|0.74|13.0|15.0|19.0|7.0|13.0|11.0|5|7|7|2|3|2,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
395,50,0.48|0.86|0.58|0.42|0.36|0.78|13.0|15.0|18.0|7.0|13.0|11.0|5|7|7|2|3|2,0.35|0.36|0.11|0.77|0.48|0.7|13.0|15.0|18.0|7.0|13.0|11.0|5|7|7|2|3|2,0.42|0.61|0.34|0.6|0.42|0.74|13.0|15.0|18.0|7.0|13.0|11.0|5|7|7|3|3|2,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
