,generation,mother,father,child,child_no,mutation
0,7,0.34|0.87|0.98|0.96|0.0|0.59|13|16|21|7|14|11|3|4|6|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13|16|21|7|14|11|3|4|6|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13|17|21|7|14|11|3|4|6|2|2|2,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1,7,0.34|0.87|0.98|0.96|0.0|0.59|13|16|21|7|14|11|3|4|6|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13|16|21|7|14|11|3|4|6|2|2|2,0.64|0.57|0.69|0.79|0.29|0.38|13|16|21|7|14|11|3|4|6|2|2|2,2.0,-0.3|0.30000000000000004|0.29000000000000004|0.16999999999999993|-0.29|0.20999999999999996|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2,7,0.34|0.87|0.98|0.96|0.0|0.59|13|16|21|7|14|11|3|4|6|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13|16|21|7|14|11|3|4|6|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|3|4|6|2|2|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3,7,0.34|0.87|0.98|0.96|0.0|0.59|13|16|21|7|14|11|3|4|6|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13|16|21|7|14|11|3|4|6|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13.0|16.0|21.0|7.0|14.0|11.0|3|4|6|2|2|2,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
4,7,0.34|0.87|0.98|0.96|0.0|0.59|13|16|21|7|14|11|3|4|6|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13|16|21|7|14|11|3|4|6|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13|16|21|7|14|11|2|4|7|2|2|2,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|-1.0|0.0|0.0|0.0
5,7,0.34|0.87|0.98|0.96|0.0|0.59|13|16|21|7|14|11|3|4|6|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13|16|21|7|14|11|3|4|6|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13|16|22|7|14|11|3|4|6|2|2|2,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
6,7,0.34|0.87|0.98|0.96|0.0|0.59|13|16|21|7|14|11|3|4|6|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13|16|21|7|14|11|3|4|6|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13|16|21|8|14|11|3|5|6|2|2|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
7,7,0.34|0.87|0.98|0.96|0.0|0.59|13|16|21|7|14|11|3|4|6|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13|16|21|7|14|11|3|4|6|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|16|16|21|10|17|11|3|4|6|2|2|2,8.0,0.0|0.0|0.0|0.0|0.0|0.0|-3.0|0.0|0.0|-3.0|-3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
8,7,0.34|0.87|0.98|0.96|0.0|0.59|13|16|21|7|14|11|3|4|6|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13|16|21|7|14|11|3|4|6|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13|16|21|7|14|11|3|4|6|2|3|2,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
9,8,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|3|4|6|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13|16|21|7|14|11|3|4|6|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|14|16|21|7|14|11|3|4|6|2|2|2,1.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
10,8,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|3|4|6|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13|16|21|7|14|11|3|4|6|2|2|2,0.12|0.15|0.47|0.21|0.0|0.66|13|15|21|7|14|11|3|4|6|2|2|2,2.0,0.22000000000000003|0.72|0.51|0.75|0.0|-0.07000000000000006|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
11,8,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|3|4|6|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13|16|21|7|14|11|3|4|6|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|4|4|5|3|2|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|1.0|-1.0|0.0|0.0
12,8,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|3|4|6|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13|16|21|7|14|11|3|4|6|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13|16|22|7|14|11|4|4|6|2|2|2,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
13,8,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|3|4|6|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13|16|21|7|14|11|3|4|6|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13|16|21|7|14|11|3|4|6|2|2|2,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
14,8,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|3|4|6|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13|16|21|7|14|11|3|4|6|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13|16|21|7|14|11|4|3|7|2|2|3,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|1.0|-1.0|0.0|0.0|-1.0
15,8,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|3|4|6|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13|16|21|7|14|11|3|4|6|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|4|5|7|2|2|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|-1.0|0.0|0.0|0.0
16,8,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|3|4|6|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13|16|21|7|14|11|3|4|6|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|3|5|7|2|3|2,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|0.0|-1.0|0.0
17,8,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|3|4|6|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13|16|21|7|14|11|3|4|6|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|15|11|3|4|6|2|2|2,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
18,9,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|3|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|4|5|7|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|3|5|6|3|2|2,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|-1.0|0.0|0.0
19,9,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|3|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|4|5|7|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13.0|15.0|21.0|7.0|14.0|11.0|3|5|7|2|3|2,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
20,9,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|3|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|4|5|7|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13.0|15.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
21,9,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|3|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|4|5|7|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|15|14|24|10|16|12|4|5|7|2|3|2,4.0,0.0|0.0|0.0|0.0|0.0|0.0|-2.0|1.0|-3.0|-3.0|-2.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
22,9,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|3|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|4|5|7|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|4|5|7|2|3|2,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
23,9,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|3|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|4|5|7|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13|14|21|7|14|11|4|5|7|2|3|2,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
24,9,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|3|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|4|5|7|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|4|6|7|2|2|3,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|1.0|-1.0
25,9,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|3|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|4|5|7|2|2|2,0.92|0.96|0.58|0.73|0.98|0.22|13|15|21|7|14|11|4|5|7|2|3|2,8.0,-0.5800000000000001|-0.08999999999999997|0.4|0.22999999999999998|-0.98|0.37|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
26,9,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|3|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|4|5|7|2|2|2,0.34|0.87|0.98|0.96|0.0|0.59|12|17|21|7|15|12|3|5|7|2|3|2,9.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|-2.0|0.0|0.0|-1.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
27,10,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|3|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|14|14|22|9|15|14|3|5|7|2|3|2,1.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|1.0|-1.0|-2.0|-1.0|-3.0|0.0|0.0|0.0|0.0|0.0|0.0
28,10,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|3|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|14|15|21|7|14|11|4|5|6|2|3|2,2.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
29,10,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|3|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13.0|15.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
30,10,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|3|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13|14|21|7|14|11|4|5|8|2|3|2,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
31,10,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|3|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|12|15|21|7|14|11|3|5|8|2|3|2,5.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
32,10,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|3|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|12|15|21|7|14|11|4|5|8|2|3|2,6.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
33,10,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|3|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|14|17|23|7|16|11|4|5|7|2|3|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-2.0|-2.0|0.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
34,10,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|3|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|5|5|8|2|4|2,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|-1.0|0.0|-1.0|0.0
35,10,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13|15|21|7|14|11|3|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13.0|15.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
36,11,0.34|0.87|0.98|0.96|0.0|0.59|13|14|21|7|14|11|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13.0|15.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13.0|16.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
37,11,0.34|0.87|0.98|0.96|0.0|0.59|13|14|21|7|14|11|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13.0|15.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|12.0|14.0|21.0|7.0|14.0|11.0|4|5|6|2|3|2,2.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
38,11,0.34|0.87|0.98|0.96|0.0|0.59|13|14|21|7|14|11|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13.0|15.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13.0|15.0|21.0|7.0|13.0|11.0|4|5|7|2|3|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
39,11,0.34|0.87|0.98|0.96|0.0|0.59|13|14|21|7|14|11|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13.0|15.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|14.0|13.0|20.0|7.0|13.0|11.0|4|5|7|2|3|2,4.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|1.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
40,11,0.34|0.87|0.98|0.96|0.0|0.59|13|14|21|7|14|11|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13.0|15.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13.0|13.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
41,11,0.34|0.87|0.98|0.96|0.0|0.59|13|14|21|7|14|11|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13.0|15.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13.0|16.0|21.0|7.0|14.0|11.0|4|5|8|2|3|2,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
42,11,0.34|0.87|0.98|0.96|0.0|0.59|13|14|21|7|14|11|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13.0|15.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13.0|16.0|21.0|8.0|14.0|14.0|4|5|7|2|3|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|-1.0|0.0|-3.0|0.0|0.0|0.0|0.0|0.0|0.0
43,11,0.34|0.87|0.98|0.96|0.0|0.59|13|14|21|7|14|11|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13.0|15.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,0.47|0.04|0.07|0.17|0.34|0.64|13.0|14.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,8.0,-0.12999999999999995|0.83|0.9099999999999999|0.7899999999999999|-0.34|-0.050000000000000044|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
44,11,0.34|0.87|0.98|0.96|0.0|0.59|13|14|21|7|14|11|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13.0|15.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13.0|14.0|21.0|7.0|15.0|11.0|4|5|7|2|3|2,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
45,12,0.34|0.87|0.98|0.96|0.0|0.59|13.0|13.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13.0|15.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13.0|13.0|21.0|8.0|14.0|11.0|4|6|7|2|3|2,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
46,12,0.34|0.87|0.98|0.96|0.0|0.59|13.0|13.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13.0|15.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13.0|13.0|21.0|7.0|13.0|11.0|3|5|7|2|3|2,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
47,12,0.34|0.87|0.98|0.96|0.0|0.59|13.0|13.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13.0|15.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13.0|15.0|21.0|7.0|13.0|11.0|4|5|7|2|3|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
48,12,0.34|0.87|0.98|0.96|0.0|0.59|13.0|13.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13.0|15.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,0.94|0.0|0.71|0.97|0.79|0.2|13.0|13.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,4.0,-0.5999999999999999|0.87|0.27|-0.010000000000000009|-0.79|0.38999999999999996|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
49,12,0.34|0.87|0.98|0.96|0.0|0.59|13.0|13.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13.0|15.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,0.87|0.5|0.82|0.01|0.89|0.19|13.0|13.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,5.0,-0.53|0.37|0.16000000000000003|0.95|-0.89|0.39999999999999997|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
50,12,0.34|0.87|0.98|0.96|0.0|0.59|13.0|13.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13.0|15.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13.0|15.0|21.0|7.0|14.0|11.0|3|5|7|2|3|2,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
51,12,0.34|0.87|0.98|0.96|0.0|0.59|13.0|13.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13.0|15.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13.0|17.0|21.0|7.0|15.0|11.0|4|5|7|2|3|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
52,12,0.34|0.87|0.98|0.96|0.0|0.59|13.0|13.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13.0|15.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13.0|15.0|21.0|7.0|14.0|11.0|4|5|6|2|3|2,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
53,12,0.34|0.87|0.98|0.96|0.0|0.59|13.0|13.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13.0|15.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,0.34|0.87|0.98|0.96|0.0|0.59|13.0|13.0|22.0|7.0|14.0|11.0|4|5|7|2|3|2,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
54,13,0.34|0.87|0.98|0.96|0.0|0.59|13.0|13.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,0.87|0.5|0.82|0.01|0.89|0.19|13.0|13.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,0.4|0.73|0.88|0.76|0.03|0.89|13.0|13.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,1.0,0.19999999999999996|-0.04999999999999993|0.020000000000000018|-0.28|0.41000000000000003|-0.5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
55,13,0.34|0.87|0.98|0.96|0.0|0.59|13.0|13.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,0.87|0.5|0.82|0.01|0.89|0.19|13.0|13.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,0.6|0.68|0.9|0.48|0.44|0.39|13.0|13.0|21.0|7.0|14.0|11.0|3|5|6|3|3|2,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|-1.0|0.0|0.0
56,13,0.34|0.87|0.98|0.96|0.0|0.59|13.0|13.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,0.87|0.5|0.82|0.01|0.89|0.19|13.0|13.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,0.6|0.68|0.9|0.48|0.44|0.39|13.0|12.0|21.0|7.0|14.0|11.0|4|5|7|3|3|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
57,13,0.34|0.87|0.98|0.96|0.0|0.59|13.0|13.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,0.87|0.5|0.82|0.01|0.89|0.19|13.0|13.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,0.6|0.68|0.9|0.48|0.44|0.39|13.0|13.0|21.0|7.0|14.0|11.0|4|5|7|2|3|2,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
