,generation,mother,father,child,child_no,mutation
40,6,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|6|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|5|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|6|2|2|5|9|5|6|4|7,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
41,6,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|6|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|5|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|15|28|9|8|8|11|6|5|21|6|2|3|5|9|5|6|4|7,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|-1.0|-3.0|0.0|-1.0|-1.0|-2.0|-3.0|-3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
42,6,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|6|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|5|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|8|10|4|2|18|6|2|3|5|9|5|6|4|7,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
43,6,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|6|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|5|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|6|2|3|5|9|5|6|4|7,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
44,6,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|6|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|5|2|3|5|9|5|6|4|7,0.51|0.6|0.61|0.33|0.37|0.92|0.28|0.35|0.53|13|27|6|8|7|10|4|2|18|5|2|3|5|9|5|6|4|7,9.0,0.14|-0.31999999999999995|-0.5599999999999999|0.6199999999999999|0.25|-0.55|0.06|0.54|0.2899999999999999|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
45,7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|28|6|8|7|10|4|2|18|6|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|5|2|3|5|9|5|6|5|7,0.94|0.45|0.3|0.02|0.8|0.58|0.16|0.34|0.47|13.0|27.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|6|2|3|5|9|5|6|4|7,1.0,-0.2899999999999999|-0.16999999999999998|-0.25|0.9299999999999999|-0.18000000000000005|-0.20999999999999996|0.18000000000000002|0.55|0.35|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
46,7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|28|6|8|7|10|4|2|18|6|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|5|2|3|5|9|5|6|5|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|6|2|3|5|9|5|6|4|7,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
47,7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|28|6|8|7|10|4|2|18|6|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|5|2|3|5|9|5|6|5|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|12.0|28.0|9.0|11.0|6.0|13.0|4.0|3.0|20.0|5|2|3|5|9|5|6|4|7,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|-1.0|-3.0|-3.0|1.0|-3.0|0.0|-1.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
48,7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|28|6|8|7|10|4|2|18|6|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|5|2|3|5|9|5|6|5|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|14.0|27.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|6|2|3|5|10|5|6|4|7,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
49,7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|28|6|8|7|10|4|2|18|6|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|5|2|3|5|9|5|6|5|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|9.0|4.0|2.0|18.0|5|2|3|5|9|5|6|5|7,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
50,7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|28|6|8|7|10|4|2|18|6|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|5|2|3|5|9|5|6|5|7,0.17|0.79|0.61|0.99|0.32|0.43|0.33|0.77|0.43|13.0|27.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|5|2|3|5|9|5|6|4|7,6.0,0.48|-0.51|-0.5599999999999999|-0.040000000000000036|0.3|-0.06|0.010000000000000009|0.12|0.38999999999999996|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
51,7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|28|6|8|7|10|4|2|18|6|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|5|2|3|5|9|5|6|5|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|10.0|3.0|2.0|18.0|5|2|3|5|9|4|6|4|7,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
52,7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|28|6|8|7|10|4|2|18|6|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|5|2|3|5|9|5|6|5|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|9.0|7.0|10.0|4.0|2.0|18.0|5|2|3|5|9|5|5|5|7,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
53,7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|28|6|8|7|10|4|2|18|6|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|5|2|3|5|9|5|6|5|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|29.0|6.0|9.0|7.0|13.0|7.0|2.0|17.0|6|2|3|5|9|5|6|5|7,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|-1.0|0.0|-3.0|-3.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
54,8,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|6|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|9.0|4.0|2.0|18.0|5|2|3|5|9|5|6|5|7,0.03|0.8|0.34|0.24|0.76|0.78|0.64|0.83|0.96|13.0|28.0|6.0|8.0|7.0|9.0|4.0|2.0|18.0|5|2|3|5|9|5|6|5|7,1.0,0.62|-0.52|-0.29000000000000004|0.71|-0.14|-0.41000000000000003|-0.3|0.06000000000000005|-0.14|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
55,8,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|6|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|9.0|4.0|2.0|18.0|5|2|3|5|9|5|6|5|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|5|2|3|5|9|5|6|4|7,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
56,8,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|6|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|9.0|4.0|2.0|18.0|5|2|3|5|9|5|6|5|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|9.0|4.0|2.0|18.0|6|3|3|5|10|4|7|3|8,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|0.0|0.0|-1.0|1.0|-1.0|1.0|-1.0
57,8,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|6|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|9.0|4.0|2.0|18.0|5|2|3|5|9|5|6|5|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|9.0|4.0|2.0|18.0|6|2|3|5|9|5|6|5|7,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
58,8,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|6|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|9.0|4.0|2.0|18.0|5|2|3|5|9|5|6|5|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|9.0|4.0|3.0|18.0|5|2|3|5|9|5|6|4|7,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
59,8,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|6|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|9.0|4.0|2.0|18.0|5|2|3|5|9|5|6|5|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|12.0|28.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|6|2|3|5|9|5|6|5|7,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
60,8,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|6|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|9.0|4.0|2.0|18.0|5|2|3|5|9|5|6|5|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|6|2|3|5|9|5|6|3|7,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
61,8,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|6|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|9.0|4.0|2.0|18.0|5|2|3|5|9|5|6|5|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|5|2|3|6|10|5|6|5|6,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|0.0|0.0|-1.0|1.0
62,8,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|6|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|9.0|4.0|2.0|18.0|5|2|3|5|9|5|6|5|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|8.0|4.0|2.0|18.0|6|2|3|5|10|5|6|5|7,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
63,9,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|3|2|18|5|2|2|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|6|2|3|5|9|5|6|3|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|9.0|7.0|10.0|3.0|2.0|18.0|5|2|3|5|9|5|6|3|7,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
64,9,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|3|2|18|5|2|2|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|6|2|3|5|9|5|6|3|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|5|2|2|5|9|5|5|3|7,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
65,9,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|3|2|18|5|2|2|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|6|2|3|5|9|5|6|3|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|5|2|2|5|9|5|5|5|7,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|-1.0|0.0
66,9,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|3|2|18|5|2|2|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|6|2|3|5|9|5|6|3|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|6.0|10.0|3.0|2.0|18.0|6|2|3|5|9|5|6|3|7,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
67,9,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|3|2|18|5|2|2|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|6|2|3|5|9|5|6|3|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|10.0|3.0|3.0|18.0|5|2|2|5|9|5|6|3|7,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
68,9,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|3|2|18|5|2|2|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|6|2|3|5|9|5|6|3|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|10.0|3.0|2.0|18.0|4|2|2|4|8|5|5|2|6,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0
69,9,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|3|2|18|5|2|2|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|6|2|3|5|9|5|6|3|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|7.0|8.0|7.0|10.0|4.0|2.0|18.0|6|2|2|5|9|5|6|3|7,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
70,9,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|3|2|18|5|2|2|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|6|2|3|5|9|5|6|3|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|10.0|3.0|2.0|18.0|6|2|2|4|9|5|6|3|7,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
71,9,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|3|2|18|5|2|2|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|6|2|3|5|9|5|6|3|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|16.0|30.0|7.0|7.0|6.0|10.0|6.0|5.0|21.0|6|2|2|5|9|5|6|3|7,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|-3.0|-1.0|1.0|1.0|0.0|-3.0|-3.0|-3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
72,10,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|10.0|3.0|2.0|18.0|4|2|2|4|8|5|5|2|6,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|10.0|3.0|2.0|18.0|5|2|3|5|9|4|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|16.0|26.0|9.0|7.0|6.0|10.0|3.0|2.0|20.0|4|2|3|5|8|4|5|2|6,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|1.0|-3.0|1.0|1.0|0.0|0.0|0.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
73,10,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|10.0|3.0|2.0|18.0|4|2|2|4|8|5|5|2|6,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|10.0|3.0|2.0|18.0|5|2|3|5|9|4|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|11.0|3.0|2.0|18.0|5|2|3|5|8|5|5|2|7,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
74,10,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|10.0|3.0|2.0|18.0|4|2|2|4|8|5|5|2|6,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|10.0|3.0|2.0|18.0|5|2|3|5|9|4|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|10.0|3.0|2.0|18.0|5|2|2|5|10|6|4|5|7,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|-1.0|1.0|-1.0|0.0
75,10,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|10.0|3.0|2.0|18.0|4|2|2|4|8|5|5|2|6,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|10.0|3.0|2.0|18.0|5|2|3|5|9|4|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|29.0|5.0|9.0|10.0|12.0|6.0|3.0|20.0|5|2|3|4|9|4|5|4|7,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|1.0|-1.0|-3.0|-2.0|-3.0|-1.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
76,10,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|10.0|3.0|2.0|18.0|4|2|2|4|8|5|5|2|6,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|10.0|3.0|2.0|18.0|5|2|3|5|9|4|6|4|7,0.37|0.41|0.02|0.18|0.4|0.55|0.57|0.37|0.42|13.0|27.0|6.0|8.0|7.0|10.0|3.0|2.0|18.0|4|2|3|5|9|5|6|2|6,5.0,0.28|-0.12999999999999995|0.030000000000000002|0.77|0.21999999999999997|-0.18000000000000005|-0.22999999999999993|0.52|0.39999999999999997|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
