,generation,mother,father,child,child_no,mutation
84,11,0.36|0.48|0.28|0.5|18|10|9|9|2|4|3|5,0.28|0.43|0.26|0.5|17|12|8|10|2|4|3|5,0.32|0.45|0.27|0.5|21|11|12|13|2|4|3|5,4.0,0.0|0.0|0.0|0.0|-3.0|1.0|-3.0|-3.0|0.0|0.0|0.0|0.0
85,11,0.36|0.48|0.28|0.5|18|10|9|9|2|4|3|5,0.28|0.43|0.26|0.5|17|12|8|10|2|4|3|5,0.32|0.45|0.27|0.5|17|12|7|9|2|4|3|5,5.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
86,11,0.36|0.48|0.28|0.5|18|10|9|9|2|4|3|5,0.28|0.43|0.26|0.5|17|12|8|10|2|4|3|5,0.32|0.45|0.27|0.5|17|12|10|13|2|4|3|5,6.0,0.0|0.0|0.0|0.0|0.0|-2.0|-2.0|-3.0|0.0|0.0|0.0|0.0
87,11,0.36|0.48|0.28|0.5|18|10|9|9|2|4|3|5,0.28|0.43|0.26|0.5|17|12|8|10|2|4|3|5,0.32|0.45|0.27|0.5|17.0|12.0|9.0|9.0|2|4|2|5,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
88,11,0.36|0.48|0.28|0.5|18|10|9|9|2|4|3|5,0.28|0.43|0.26|0.5|17|12|8|10|2|4|3|5,0.32|0.45|0.27|0.5|19|12|9|10|2|4|3|5,8.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
89,11,0.36|0.48|0.28|0.5|18|10|9|9|2|4|3|5,0.28|0.43|0.26|0.5|17|12|8|10|2|4|3|5,0.32|0.45|0.27|0.5|17|12|8|10|2|5|2|4,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|1.0|1.0
90,12,0.33|0.28|0.75|0.55|18|10|9|9|2|4|3|5,0.28|0.43|0.26|0.5|17|12|8|10|2|4|3|5,0.31|0.36|0.5|0.52|18|10|8|9|2|3|3|5,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
91,12,0.33|0.28|0.75|0.55|18|10|9|9|2|4|3|5,0.28|0.43|0.26|0.5|17|12|8|10|2|4|3|5,0.31|0.36|0.5|0.52|21|12|12|11|2|4|3|5,2.0,0.0|0.0|0.0|0.0|-3.0|0.0|-3.0|-1.0|0.0|0.0|0.0|0.0
92,12,0.33|0.28|0.75|0.55|18|10|9|9|2|4|3|5,0.28|0.43|0.26|0.5|17|12|8|10|2|4|3|5,0.31|0.36|0.5|0.52|17|10|10|10|2|3|3|5,3.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|1.0|0.0|0.0
93,12,0.33|0.28|0.75|0.55|18|10|9|9|2|4|3|5,0.28|0.43|0.26|0.5|17|12|8|10|2|4|3|5,0.78|0.02|0.18|0.77|18|12|9|10|2|4|3|5,4.0,-0.47000000000000003|0.33999999999999997|0.32|-0.25|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
94,12,0.33|0.28|0.75|0.55|18|10|9|9|2|4|3|5,0.28|0.43|0.26|0.5|17|12|8|10|2|4|3|5,0.31|0.36|0.5|0.52|18|13|8|9|2|4|4|5,5.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|-1.0|0.0
95,12,0.33|0.28|0.75|0.55|18|10|9|9|2|4|3|5,0.28|0.43|0.26|0.5|17|12|8|10|2|4|3|5,0.31|0.36|0.5|0.52|19|12|8|10|2|3|3|5,6.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
96,12,0.33|0.28|0.75|0.55|18|10|9|9|2|4|3|5,0.28|0.43|0.26|0.5|17|12|8|10|2|4|3|5,0.46|0.62|0.75|0.19|17|12|8|10|2|4|3|5,7.0,-0.15000000000000002|-0.26|-0.25|0.33|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
97,12,0.33|0.28|0.75|0.55|18|10|9|9|2|4|3|5,0.28|0.43|0.26|0.5|17|12|8|10|2|4|3|5,0.18|0.6|0.6|0.19|17|10|8|10|2|4|3|5,8.0,0.13|-0.24|-0.09999999999999998|0.33|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
98,12,0.33|0.28|0.75|0.55|18|10|9|9|2|4|3|5,0.28|0.43|0.26|0.5|17|12|8|10|2|4|3|5,0.31|0.36|0.5|0.52|18|13|8|10|2|4|4|5,9.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|-1.0|0.0
99,13,0.48|0.28|0.14|0.49|17|12|19|12|2|4|5|4,0.18|0.6|0.6|0.19|17|10|8|10|2|4|3|5,0.33|0.44|0.37|0.34|19|14|20|10|2|4|5|4,1.0,0.0|0.0|0.0|0.0|-2.0|-2.0|-1.0|0.0|0.0|0.0|0.0|0.0
100,13,0.48|0.28|0.14|0.49|17|12|19|12|2|4|5|4,0.18|0.6|0.6|0.19|17|10|8|10|2|4|3|5,0.33|0.44|0.37|0.34|19|9|7|15|2|4|5|5,2.0,0.0|0.0|0.0|0.0|-2.0|1.0|1.0|-3.0|0.0|0.0|0.0|0.0
101,13,0.48|0.28|0.14|0.49|17|12|19|12|2|4|5|4,0.18|0.6|0.6|0.19|17|10|8|10|2|4|3|5,0.33|0.44|0.37|0.34|17|10|19|12|2|5|3|4,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
102,13,0.48|0.28|0.14|0.49|17|12|19|12|2|4|5|4,0.18|0.6|0.6|0.19|17|10|8|10|2|4|3|5,0.33|0.44|0.37|0.34|17|10|8|12|2|3|6|3,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|-1.0|1.0
103,13,0.48|0.28|0.14|0.49|17|12|19|12|2|4|5|4,0.18|0.6|0.6|0.19|17|10|8|10|2|4|3|5,0.33|0.44|0.37|0.34|17|12|19|10|2|4|3|4,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
104,13,0.48|0.28|0.14|0.49|17|12|19|12|2|4|5|4,0.18|0.6|0.6|0.19|17|10|8|10|2|4|3|5,0.33|0.44|0.37|0.34|17.0|12.0|19.0|12.0|2|4|3|4,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
105,13,0.48|0.28|0.14|0.49|17|12|19|12|2|4|5|4,0.18|0.6|0.6|0.19|17|10|8|10|2|4|3|5,0.33|0.44|0.37|0.34|17|10|9|10|2|4|5|4,7.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
106,13,0.48|0.28|0.14|0.49|17|12|19|12|2|4|5|4,0.18|0.6|0.6|0.19|17|10|8|10|2|4|3|5,0.48|0.55|0.68|0.28|17|12|8|10|2|4|5|4,8.0,-0.14999999999999997|-0.11000000000000004|-0.31000000000000005|0.06|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
107,13,0.48|0.28|0.14|0.49|17|12|19|12|2|4|5|4,0.18|0.6|0.6|0.19|17|10|8|10|2|4|3|5,0.33|0.44|0.37|0.34|18|12|19|10|2|4|4|5,9.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
108,14,0.24|0.29|0.4|0.48|18|12|19|12|2|4|5|5,0.33|0.44|0.37|0.34|19|14|20|10|2|4|5|4,0.29|0.36|0.38|0.41|20|14|20|10|2|4|5|4,1.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
109,14,0.24|0.29|0.4|0.48|18|12|19|12|2|4|5|5,0.33|0.44|0.37|0.34|19|14|20|10|2|4|5|4,0.15|0.4|0.46|0.94|19|14|19|12|2|4|5|5,2.0,0.13999999999999999|-0.040000000000000036|-0.08000000000000002|-0.53|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
110,14,0.24|0.29|0.4|0.48|18|12|19|12|2|4|5|5,0.33|0.44|0.37|0.34|19|14|20|10|2|4|5|4,0.29|0.36|0.38|0.41|19|12|20|12|2|5|5|5,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
111,14,0.24|0.29|0.4|0.48|18|12|19|12|2|4|5|5,0.33|0.44|0.37|0.34|19|14|20|10|2|4|5|4,0.11|0.14|0.93|0.33|19|12|19|10|2|4|5|4,4.0,0.18|0.21999999999999997|-0.55|0.07999999999999996|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
112,14,0.24|0.29|0.4|0.48|18|12|19|12|2|4|5|5,0.33|0.44|0.37|0.34|19|14|20|10|2|4|5|4,0.29|0.36|0.38|0.41|19|11|20|10|3|4|5|4,5.0,0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|-1.0|0.0|0.0|0.0
113,14,0.24|0.29|0.4|0.48|18|12|19|12|2|4|5|5,0.33|0.44|0.37|0.34|19|14|20|10|2|4|5|4,0.29|0.36|0.38|0.41|19|14|19|12|2|5|5|4,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
114,14,0.24|0.29|0.4|0.48|18|12|19|12|2|4|5|5,0.33|0.44|0.37|0.34|19|14|20|10|2|4|5|4,0.65|0.36|0.63|0.67|19|14|20|12|2|4|5|4,7.0,-0.36000000000000004|0.0|-0.25|-0.26000000000000006|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
115,14,0.24|0.29|0.4|0.48|18|12|19|12|2|4|5|5,0.33|0.44|0.37|0.34|19|14|20|10|2|4|5|4,0.29|0.36|0.38|0.41|19|12|20|10|2|3|5|5,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
116,14,0.24|0.29|0.4|0.48|18|12|19|12|2|4|5|5,0.33|0.44|0.37|0.34|19|14|20|10|2|4|5|4,0.29|0.36|0.38|0.41|20|14|19|12|2|5|5|4,9.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
117,15,0.29|0.36|0.38|0.41|20|14|19|12|2|5|5|4,0.48|0.28|0.14|0.49|17|12|19|12|2|4|5|4,0.65|0.22|0.06|0.1|20|14|19|12|2|4|5|4,1.0,-0.27|0.1|0.2|0.35|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
118,15,0.29|0.36|0.38|0.41|20|14|19|12|2|5|5|4,0.48|0.28|0.14|0.49|17|12|19|12|2|4|5|4,0.38|0.32|0.26|0.45|20|12|19|12|3|4|5|4,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
119,15,0.29|0.36|0.38|0.41|20|14|19|12|2|5|5|4,0.48|0.28|0.14|0.49|17|12|19|12|2|4|5|4,0.38|0.32|0.26|0.45|22|15|18|12|2|5|5|4,3.0,0.0|0.0|0.0|0.0|-2.0|-1.0|1.0|0.0|0.0|0.0|0.0|0.0
120,15,0.29|0.36|0.38|0.41|20|14|19|12|2|5|5|4,0.48|0.28|0.14|0.49|17|12|19|12|2|4|5|4,0.38|0.32|0.26|0.45|17.0|14.0|19.0|12.0|2|5|5|4,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
121,15,0.29|0.36|0.38|0.41|20|14|19|12|2|5|5|4,0.48|0.28|0.14|0.49|17|12|19|12|2|4|5|4,0.38|0.32|0.26|0.45|17|12|19|12|2|4|6|4,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
122,15,0.29|0.36|0.38|0.41|20|14|19|12|2|5|5|4,0.48|0.28|0.14|0.49|17|12|19|12|2|4|5|4,0.75|0.44|0.53|0.59|17|12|19|12|2|5|5|4,6.0,-0.37|-0.12|-0.27|-0.13999999999999996|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
123,15,0.29|0.36|0.38|0.41|20|14|19|12|2|5|5|4,0.48|0.28|0.14|0.49|17|12|19|12|2|4|5|4,0.78|0.55|0.9|0.72|20|14|19|12|2|5|5|4,7.0,-0.4|-0.23000000000000004|-0.64|-0.26999999999999996|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
124,15,0.29|0.36|0.38|0.41|20|14|19|12|2|5|5|4,0.48|0.28|0.14|0.49|17|12|19|12|2|4|5|4,0.54|0.16|0.87|0.57|17|12|19|12|2|5|5|4,8.0,-0.16000000000000003|0.16|-0.61|-0.11999999999999994|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
125,15,0.29|0.36|0.38|0.41|20|14|19|12|2|5|5|4,0.48|0.28|0.14|0.49|17|12|19|12|2|4|5|4,0.38|0.32|0.26|0.45|17|12|20|12|2|3|5|4,9.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|1.0|0.0|0.0
126,16,0.75|0.44|0.53|0.59|17|12|19|12|2|5|5|4,0.29|0.36|0.38|0.41|19|12|20|12|2|5|5|5,0.52|0.4|0.46|0.5|19|12|20|12|2|5|6|5,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
127,16,0.75|0.44|0.53|0.59|17|12|19|12|2|5|5|4,0.29|0.36|0.38|0.41|19|12|20|12|2|5|5|5,0.52|0.4|0.46|0.5|20|12|20|12|3|5|5|5,2.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
128,16,0.75|0.44|0.53|0.59|17|12|19|12|2|5|5|4,0.29|0.36|0.38|0.41|19|12|20|12|2|5|5|5,0.52|0.4|0.46|0.5|17|12|20|12|2|4|6|4,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|-1.0|1.0
129,16,0.75|0.44|0.53|0.59|17|12|19|12|2|5|5|4,0.29|0.36|0.38|0.41|19|12|20|12|2|5|5|5,0.52|0.4|0.46|0.5|17|12|20|11|2|5|5|4,4.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|1.0|0.0|0.0|0.0|0.0
130,16,0.75|0.44|0.53|0.59|17|12|19|12|2|5|5|4,0.29|0.36|0.38|0.41|19|12|20|12|2|5|5|5,0.52|0.4|0.46|0.5|17|12|19|12|2|5|5|5,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
131,16,0.75|0.44|0.53|0.59|17|12|19|12|2|5|5|4,0.29|0.36|0.38|0.41|19|12|20|12|2|5|5|5,0.32|0.47|0.88|0.68|17|12|20|12|2|5|5|5,6.0,0.2|-0.06999999999999995|-0.42|-0.18000000000000005|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
132,16,0.75|0.44|0.53|0.59|17|12|19|12|2|5|5|4,0.29|0.36|0.38|0.41|19|12|20|12|2|5|5|5,0.52|0.4|0.46|0.5|17|12|21|12|2|5|5|4,7.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
133,16,0.75|0.44|0.53|0.59|17|12|19|12|2|5|5|4,0.29|0.36|0.38|0.41|19|12|20|12|2|5|5|5,0.52|0.4|0.46|0.5|20|12|20|12|2|4|5|4,8.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
134,16,0.75|0.44|0.53|0.59|17|12|19|12|2|5|5|4,0.29|0.36|0.38|0.41|19|12|20|12|2|5|5|5,0.47|0.15|0.17|0.33|17|12|20|12|2|5|5|4,9.0,0.050000000000000044|0.25|0.29000000000000004|0.16999999999999998|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
135,17,0.52|0.4|0.46|0.5|17|12|19|12|2|5|5|5,0.29|0.36|0.38|0.41|19|12|20|12|2|5|5|5,0.4|0.38|0.42|0.45|19|12|20|12|2|4|5|5,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
136,17,0.52|0.4|0.46|0.5|17|12|19|12|2|5|5|5,0.29|0.36|0.38|0.41|19|12|20|12|2|5|5|5,0.4|0.38|0.42|0.45|19|12|19|12|2|4|5|5,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
137,17,0.52|0.4|0.46|0.5|17|12|19|12|2|5|5|5,0.29|0.36|0.38|0.41|19|12|20|12|2|5|5|5,0.54|0.15|0.62|0.4|19|12|20|12|2|5|5|5,3.0,-0.14|0.23|-0.2|0.04999999999999999|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
138,17,0.52|0.4|0.46|0.5|17|12|19|12|2|5|5|5,0.29|0.36|0.38|0.41|19|12|20|12|2|5|5|5,0.4|0.38|0.42|0.45|19|11|20|12|2|5|5|5,4.0,0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
139,17,0.52|0.4|0.46|0.5|17|12|19|12|2|5|5|5,0.29|0.36|0.38|0.41|19|12|20|12|2|5|5|5,0.4|0.38|0.42|0.45|17.0|12.0|20.0|12.0|2|5|5|5,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
140,17,0.52|0.4|0.46|0.5|17|12|19|12|2|5|5|5,0.29|0.36|0.38|0.41|19|12|20|12|2|5|5|5,0.67|0.44|0.06|0.14|17|12|19|12|2|5|5|5,6.0,-0.27|-0.06|0.36|0.31|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
141,17,0.52|0.4|0.46|0.5|17|12|19|12|2|5|5|5,0.29|0.36|0.38|0.41|19|12|20|12|2|5|5|5,0.4|0.38|0.42|0.45|17|12|19|12|2|5|6|5,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
142,17,0.52|0.4|0.46|0.5|17|12|19|12|2|5|5|5,0.29|0.36|0.38|0.41|19|12|20|12|2|5|5|5,0.4|0.38|0.42|0.45|19|12|20|12|2|4|5|5,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
143,17,0.52|0.4|0.46|0.5|17|12|19|12|2|5|5|5,0.29|0.36|0.38|0.41|19|12|20|12|2|5|5|5,0.1|0.28|0.76|0.77|17|12|19|12|2|5|5|5,9.0,0.30000000000000004|0.09999999999999998|-0.34|-0.32|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
144,18,0.1|0.28|0.76|0.77|17|12|19|12|2|5|5|5,0.4|0.38|0.42|0.45|17.0|12.0|20.0|12.0|2|5|5|5,0.25|0.33|0.59|0.61|17.0|11.0|20.0|12.0|3|5|5|5,1.0,0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|-1.0|0.0|0.0|0.0
145,18,0.1|0.28|0.76|0.77|17|12|19|12|2|5|5|5,0.4|0.38|0.42|0.45|17.0|12.0|20.0|12.0|2|5|5|5,0.25|0.33|0.59|0.61|17.0|11.0|20.0|12.0|2|5|6|5,2.0,0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|-1.0|0.0
146,18,0.1|0.28|0.76|0.77|17|12|19|12|2|5|5|5,0.4|0.38|0.42|0.45|17.0|12.0|20.0|12.0|2|5|5|5,0.25|0.33|0.59|0.61|18.0|13.0|21.0|14.0|2|5|5|5,3.0,0.0|0.0|0.0|0.0|-1.0|-1.0|-1.0|-2.0|0.0|0.0|0.0|0.0
147,18,0.1|0.28|0.76|0.77|17|12|19|12|2|5|5|5,0.4|0.38|0.42|0.45|17.0|12.0|20.0|12.0|2|5|5|5,0.25|0.33|0.59|0.61|17.0|12.0|19.0|12.0|2|6|5|6,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|-1.0
148,18,0.1|0.28|0.76|0.77|17|12|19|12|2|5|5|5,0.4|0.38|0.42|0.45|17.0|12.0|20.0|12.0|2|5|5|5,0.25|0.33|0.59|0.61|17.0|13.0|20.0|12.0|2|4|5|5,5.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|1.0|0.0|0.0
149,18,0.1|0.28|0.76|0.77|17|12|19|12|2|5|5|5,0.4|0.38|0.42|0.45|17.0|12.0|20.0|12.0|2|5|5|5,0.25|0.33|0.59|0.61|17.0|12.0|20.0|12.0|2|5|5|4,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0
150,18,0.1|0.28|0.76|0.77|17|12|19|12|2|5|5|5,0.4|0.38|0.42|0.45|17.0|12.0|20.0|12.0|2|5|5|5,0.25|0.33|0.59|0.61|17.0|12.0|21.0|12.0|2|5|5|5,7.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
151,18,0.1|0.28|0.76|0.77|17|12|19|12|2|5|5|5,0.4|0.38|0.42|0.45|17.0|12.0|20.0|12.0|2|5|5|5,0.25|0.33|0.59|0.61|17.0|12.0|20.0|15.0|2|5|5|5,8.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-3.0|0.0|0.0|0.0|0.0
152,18,0.1|0.28|0.76|0.77|17|12|19|12|2|5|5|5,0.4|0.38|0.42|0.45|17.0|12.0|20.0|12.0|2|5|5|5,0.25|0.33|0.59|0.61|17.0|12.0|19.0|12.0|2|4|5|4,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0
153,19,0.67|0.44|0.06|0.14|17|12|19|12|2|5|5|5,0.32|0.47|0.88|0.68|17|12|20|12|2|5|5|5,0.5|0.45|0.47|0.41|17|13|20|12|2|5|5|5,1.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
154,19,0.67|0.44|0.06|0.14|17|12|19|12|2|5|5|5,0.32|0.47|0.88|0.68|17|12|20|12|2|5|5|5,0.5|0.45|0.47|0.41|17|12|20|12|2|5|4|5,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
155,19,0.67|0.44|0.06|0.14|17|12|19|12|2|5|5|5,0.32|0.47|0.88|0.68|17|12|20|12|2|5|5|5,0.5|0.45|0.47|0.41|17|12|20|12|3|4|4|6,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|1.0|1.0|-1.0
156,19,0.67|0.44|0.06|0.14|17|12|19|12|2|5|5|5,0.32|0.47|0.88|0.68|17|12|20|12|2|5|5|5,0.5|0.45|0.47|0.41|17|12|18|12|2|5|5|5,4.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
157,19,0.67|0.44|0.06|0.14|17|12|19|12|2|5|5|5,0.32|0.47|0.88|0.68|17|12|20|12|2|5|5|5,0.5|0.45|0.47|0.41|17|12|20|12|2|5|5|5,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
158,19,0.67|0.44|0.06|0.14|17|12|19|12|2|5|5|5,0.32|0.47|0.88|0.68|17|12|20|12|2|5|5|5,0.5|0.45|0.47|0.41|17|11|19|12|2|6|5|5,6.0,0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|-1.0|0.0|0.0
159,19,0.67|0.44|0.06|0.14|17|12|19|12|2|5|5|5,0.32|0.47|0.88|0.68|17|12|20|12|2|5|5|5,0.5|0.45|0.47|0.41|17|12|19|12|3|4|5|5,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|1.0|0.0|0.0
160,19,0.67|0.44|0.06|0.14|17|12|19|12|2|5|5|5,0.32|0.47|0.88|0.68|17|12|20|12|2|5|5|5,0.13|0.94|0.08|0.18|17|12|19|12|2|5|5|5,8.0,0.37|-0.48999999999999994|0.38999999999999996|0.22999999999999998|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
161,19,0.67|0.44|0.06|0.14|17|12|19|12|2|5|5|5,0.32|0.47|0.88|0.68|17|12|20|12|2|5|5|5,0.5|0.45|0.47|0.41|17|12|20|12|3|5|5|5,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
162,20,0.5|0.45|0.47|0.41|17|12|18|12|2|5|5|5,0.32|0.47|0.88|0.68|17|12|20|12|2|5|5|5,0.41|0.46|0.68|0.55|17|12|19|12|2|6|5|5,1.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|-1.0|0.0|0.0
163,20,0.5|0.45|0.47|0.41|17|12|18|12|2|5|5|5,0.32|0.47|0.88|0.68|17|12|20|12|2|5|5|5,0.41|0.46|0.68|0.55|17|12|20|12|2|5|4|5,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
164,20,0.5|0.45|0.47|0.41|17|12|18|12|2|5|5|5,0.32|0.47|0.88|0.68|17|12|20|12|2|5|5|5,0.41|0.46|0.68|0.55|18|12|18|12|2|5|5|5,3.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
165,20,0.5|0.45|0.47|0.41|17|12|18|12|2|5|5|5,0.32|0.47|0.88|0.68|17|12|20|12|2|5|5|5,0.41|0.46|0.68|0.55|18|14|23|15|2|5|5|5,4.0,0.0|0.0|0.0|0.0|-1.0|-2.0|-3.0|-3.0|0.0|0.0|0.0|0.0
166,20,0.5|0.45|0.47|0.41|17|12|18|12|2|5|5|5,0.32|0.47|0.88|0.68|17|12|20|12|2|5|5|5,0.41|0.46|0.68|0.55|17|12|19|12|2|5|5|5,5.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
167,20,0.5|0.45|0.47|0.41|17|12|18|12|2|5|5|5,0.32|0.47|0.88|0.68|17|12|20|12|2|5|5|5,0.41|0.46|0.68|0.55|18|12|18|12|2|5|5|5,6.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
168,20,0.5|0.45|0.47|0.41|17|12|18|12|2|5|5|5,0.32|0.47|0.88|0.68|17|12|20|12|2|5|5|5,0.41|0.46|0.68|0.55|18|12|20|12|2|5|5|5,7.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
169,20,0.5|0.45|0.47|0.41|17|12|18|12|2|5|5|5,0.32|0.47|0.88|0.68|17|12|20|12|2|5|5|5,0.41|0.46|0.68|0.55|17|12|18|12|2|4|5|5,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
170,20,0.5|0.45|0.47|0.41|17|12|18|12|2|5|5|5,0.32|0.47|0.88|0.68|17|12|20|12|2|5|5|5,0.41|0.46|0.68|0.55|17.0|12.0|20.0|12.0|2|5|4|5,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
171,21,0.5|0.45|0.47|0.41|17|12|18|12|2|5|5|5,0.1|0.28|0.76|0.77|17|12|19|12|2|5|5|5,0.21|0.4|0.25|0.93|17|12|18|12|2|5|5|5,1.0,0.09|-0.040000000000000036|0.37|-0.3400000000000001|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
