,generation,mother,father,child,child_no,mutation
10,3,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15|4|4|21|23|15|4|15|22|3|4|3|3|3|3|3|5|2,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15|4|4|22|23|15|4|15|22|3|4|3|3|3|3|3|6|2,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15|4|4|21|23|15|5|15|22|3|4|3|3|3|3|3|6|2,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
11,3,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15|4|4|21|23|15|4|15|22|3|4|3|3|3|3|3|5|2,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15|4|4|22|23|15|4|15|22|3|4|3|3|3|3|3|6|2,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15|4|4|21|23|15|4|15|22|3|4|3|3|2|3|3|5|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0
12,3,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15|4|4|21|23|15|4|15|22|3|4|3|3|3|3|3|5|2,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15|4|4|22|23|15|4|15|22|3|4|3|3|3|3|3|6|2,1.0|0.86|0.29|0.52|0.53|0.4|0.8|0.09|0.34|15|4|4|21|23|15|4|15|22|3|4|3|3|3|3|3|6|2,4.0,-0.10999999999999999|-0.20999999999999996|0.31|-0.26|-0.16000000000000003|0.39|0.039999999999999925|0.06|-0.31000000000000005|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
13,3,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15|4|4|21|23|15|4|15|22|3|4|3|3|3|3|3|5|2,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15|4|4|22|23|15|4|15|22|3|4|3|3|3|3|3|6|2,0.07|0.12|0.35|0.92|0.72|0.37|0.75|0.03|0.17|15|4|4|22|23|15|4|15|22|3|4|3|3|3|3|3|6|2,5.0,0.8200000000000001|0.53|0.25|-0.66|-0.35|0.42000000000000004|0.08999999999999997|0.12|-0.14|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
14,3,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15|4|4|21|23|15|4|15|22|3|4|3|3|3|3|3|5|2,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15|4|4|22|23|15|4|15|22|3|4|3|3|3|3|3|6|2,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15|4|4|22|23|15|4|15|22|3|3|3|3|3|3|3|6|2,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
15,3,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15|4|4|21|23|15|4|15|22|3|4|3|3|3|3|3|5|2,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15|4|4|22|23|15|4|15|22|3|4|3|3|3|3|3|6|2,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15|5|4|21|23|15|4|15|22|3|4|3|4|3|3|3|6|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
16,3,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15|4|4|21|23|15|4|15|22|3|4|3|3|3|3|3|5|2,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15|4|4|22|23|15|4|15|22|3|4|3|3|3|3|3|6|2,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15|4|4|22|23|15|4|16|22|3|4|3|3|3|3|3|6|2,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
17,3,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15|4|4|21|23|15|4|15|22|3|4|3|3|3|3|3|5|2,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15|4|4|22|23|15|4|15|22|3|4|3|3|3|3|3|6|2,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15.0|4.0|4.0|21.0|23.0|15.0|4.0|15.0|22.0|3|4|3|3|3|3|3|5|2,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
18,4,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15|4|4|21|23|15|4|15|22|3|4|3|3|2|3|3|5|2,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15.0|4.0|4.0|21.0|23.0|15.0|4.0|15.0|22.0|3|4|3|3|3|3|3|5|2,0.41|0.49|0.68|0.74|0.94|1.0|0.03|0.71|0.65|15.0|4.0|4.0|21.0|23.0|15.0|4.0|15.0|22.0|3|4|3|3|2|3|3|5|2,1.0,0.48000000000000004|0.16000000000000003|-0.08000000000000007|-0.48|-0.57|-0.20999999999999996|0.8099999999999999|-0.5599999999999999|-0.62|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
19,4,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15|4|4|21|23|15|4|15|22|3|4|3|3|2|3|3|5|2,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15.0|4.0|4.0|21.0|23.0|15.0|4.0|15.0|22.0|3|4|3|3|3|3|3|5|2,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15.0|4.0|4.0|21.0|23.0|15.0|4.0|15.0|22.0|3|4|3|3|3|3|3|6|2,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
20,4,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15|4|4|21|23|15|4|15|22|3|4|3|3|2|3|3|5|2,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15.0|4.0|4.0|21.0|23.0|15.0|4.0|15.0|22.0|3|4|3|3|3|3|3|5|2,0.69|0.49|0.5|0.05|0.81|0.75|0.37|0.06|0.2|15.0|4.0|4.0|21.0|23.0|15.0|4.0|15.0|22.0|3|4|3|3|2|3|3|5|2,3.0,0.20000000000000007|0.16000000000000003|0.09999999999999998|0.21000000000000002|-0.44000000000000006|0.040000000000000036|0.47|0.09|-0.17|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
21,4,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15|4|4|21|23|15|4|15|22|3|4|3|3|2|3|3|5|2,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15.0|4.0|4.0|21.0|23.0|15.0|4.0|15.0|22.0|3|4|3|3|3|3|3|5|2,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15.0|4.0|4.0|21.0|23.0|15.0|4.0|15.0|22.0|3|4|2|3|3|3|3|5|2,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
22,4,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15|4|4|21|23|15|4|15|22|3|4|3|3|2|3|3|5|2,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15.0|4.0|4.0|21.0|23.0|15.0|4.0|15.0|22.0|3|4|3|3|3|3|3|5|2,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15.0|4.0|4.0|20.0|23.0|15.0|4.0|15.0|22.0|3|4|3|3|2|3|3|5|2,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
23,4,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15|4|4|21|23|15|4|15|22|3|4|3|3|2|3|3|5|2,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15.0|4.0|4.0|21.0|23.0|15.0|4.0|15.0|22.0|3|4|3|3|3|3|3|5|2,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15.0|4.0|4.0|21.0|23.0|15.0|4.0|15.0|22.0|3|4|4|3|3|3|3|5|2,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
24,4,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15|4|4|21|23|15|4|15|22|3|4|3|3|2|3|3|5|2,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15.0|4.0|4.0|21.0|23.0|15.0|4.0|15.0|22.0|3|4|3|3|3|3|3|5|2,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15.0|4.0|4.0|21.0|23.0|15.0|4.0|15.0|22.0|3|4|3|3|3|3|2|5|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
25,4,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15|4|4|21|23|15|4|15|22|3|4|3|3|2|3|3|5|2,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15.0|4.0|4.0|21.0|23.0|15.0|4.0|15.0|22.0|3|4|3|3|3|3|3|5|2,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15.0|4.0|5.0|21.0|23.0|15.0|4.0|15.0|22.0|3|4|3|3|3|3|3|4|2,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
26,4,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15|4|4|21|23|15|4|15|22|3|4|3|3|2|3|3|5|2,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15.0|4.0|4.0|21.0|23.0|15.0|4.0|15.0|22.0|3|4|3|3|3|3|3|5|2,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15.0|4.0|4.0|21.0|23.0|15.0|4.0|16.0|22.0|3|4|3|3|2|3|3|5|2,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
27,5,0.46|0.27|0.74|0.08|0.12|0.59|0.75|0.68|0.08|13|20|27|7|22|1|2|6|9|4|2|8|2|9|4|7|3|6,0.47|0.9|0.12|1.0|0.46|0.68|0.54|0.95|0.19|4|13|9|3|9|3|22|8|20|9|7|7|3|9|6|8|2|5,0.46|0.58|0.43|0.54|0.29|0.64|0.64|0.82|0.14|13.0|13.0|9.0|3.0|9.0|1.0|2.0|8.0|20.0|9|7|7|2|9|6|8|2|6,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
28,5,0.46|0.27|0.74|0.08|0.12|0.59|0.75|0.68|0.08|13|20|27|7|22|1|2|6|9|4|2|8|2|9|4|7|3|6,0.47|0.9|0.12|1.0|0.46|0.68|0.54|0.95|0.19|4|13|9|3|9|3|22|8|20|9|7|7|3|9|6|8|2|5,0.46|0.58|0.43|0.54|0.29|0.64|0.64|0.82|0.14|13|20|10|6|25|3|3|6|20|4|2|7|3|9|4|7|3|5,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-3.0|-3.0|-2.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
29,5,0.46|0.27|0.74|0.08|0.12|0.59|0.75|0.68|0.08|13|20|27|7|22|1|2|6|9|4|2|8|2|9|4|7|3|6,0.47|0.9|0.12|1.0|0.46|0.68|0.54|0.95|0.19|4|13|9|3|9|3|22|8|20|9|7|7|3|9|6|8|2|5,0.46|0.58|0.43|0.54|0.29|0.64|0.64|0.82|0.14|4|13|9|7|22|2|22|6|20|9|7|8|3|9|6|7|3|5,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
30,5,0.46|0.27|0.74|0.08|0.12|0.59|0.75|0.68|0.08|13|20|27|7|22|1|2|6|9|4|2|8|2|9|4|7|3|6,0.47|0.9|0.12|1.0|0.46|0.68|0.54|0.95|0.19|4|13|9|3|9|3|22|8|20|9|7|7|3|9|6|8|2|5,0.46|0.58|0.43|0.54|0.29|0.64|0.64|0.82|0.14|4|20|9|7|22|1|2|6|20|8|2|8|2|9|4|8|2|5,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
31,5,0.46|0.27|0.74|0.08|0.12|0.59|0.75|0.68|0.08|13|20|27|7|22|1|2|6|9|4|2|8|2|9|4|7|3|6,0.47|0.9|0.12|1.0|0.46|0.68|0.54|0.95|0.19|4|13|9|3|9|3|22|8|20|9|7|7|3|9|6|8|2|5,0.68|0.97|0.18|0.7|0.2|0.14|0.88|0.96|0.88|13|13|9|7|22|3|2|8|9|4|2|7|2|9|4|8|2|5,5.0,-0.22000000000000003|-0.39|0.25|-0.15999999999999992|0.08999999999999997|0.5|-0.24|-0.14|-0.74|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
32,5,0.46|0.27|0.74|0.08|0.12|0.59|0.75|0.68|0.08|13|20|27|7|22|1|2|6|9|4|2|8|2|9|4|7|3|6,0.47|0.9|0.12|1.0|0.46|0.68|0.54|0.95|0.19|4|13|9|3|9|3|22|8|20|9|7|7|3|9|6|8|2|5,0.46|0.58|0.43|0.54|0.29|0.64|0.64|0.82|0.14|13|20|9|3|9|1|2|6|20|4|2|7|2|9|5|7|3|5,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
33,5,0.46|0.27|0.74|0.08|0.12|0.59|0.75|0.68|0.08|13|20|27|7|22|1|2|6|9|4|2|8|2|9|4|7|3|6,0.47|0.9|0.12|1.0|0.46|0.68|0.54|0.95|0.19|4|13|9|3|9|3|22|8|20|9|7|7|3|9|6|8|2|5,0.46|0.58|0.43|0.54|0.29|0.64|0.64|0.82|0.14|4|20|9|7|22|3|22|7|20|4|2|7|2|9|6|8|2|5,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
34,5,0.46|0.27|0.74|0.08|0.12|0.59|0.75|0.68|0.08|13|20|27|7|22|1|2|6|9|4|2|8|2|9|4|7|3|6,0.47|0.9|0.12|1.0|0.46|0.68|0.54|0.95|0.19|4|13|9|3|9|3|22|8|20|9|7|7|3|9|6|8|2|5,0.46|0.58|0.43|0.54|0.29|0.64|0.64|0.82|0.14|4|13|9|7|22|1|23|6|9|4|7|8|2|9|4|8|2|5,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
35,5,0.46|0.27|0.74|0.08|0.12|0.59|0.75|0.68|0.08|13|20|27|7|22|1|2|6|9|4|2|8|2|9|4|7|3|6,0.47|0.9|0.12|1.0|0.46|0.68|0.54|0.95|0.19|4|13|9|3|9|3|22|8|20|9|7|7|3|9|6|8|2|5,0.46|0.58|0.43|0.54|0.29|0.64|0.64|0.82|0.14|4|14|27|7|9|1|22|6|20|9|7|8|2|9|4|8|3|5,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
36,6,0.68|0.97|0.18|0.7|0.2|0.14|0.88|0.96|0.88|13|13|9|7|22|3|2|8|9|4|2|7|2|9|4|8|2|5,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15.0|4.0|4.0|21.0|23.0|15.0|4.0|16.0|22.0|3|4|3|3|2|3|3|5|2,0.78|0.81|0.39|0.48|0.29|0.46|0.86|0.55|0.46|15.0|13.0|9.0|7.0|23.0|3.0|4.0|16.0|9.0|5|2|4|4|8|5|4|6|2,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|-1.0|-1.0|1.0|-1.0|-1.0|-1.0|0.0
37,6,0.68|0.97|0.18|0.7|0.2|0.14|0.88|0.96|0.88|13|13|9|7|22|3|2|8|9|4|2|7|2|9|4|8|2|5,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15.0|4.0|4.0|21.0|23.0|15.0|4.0|16.0|22.0|3|4|3|3|2|3|3|5|2,0.78|0.81|0.39|0.48|0.29|0.46|0.86|0.55|0.46|15.0|16.0|12.0|23.0|22.0|2.0|5.0|17.0|25.0|4|4|3|2|2|4|3|5|2,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|-3.0|-2.0|1.0|1.0|-1.0|-1.0|-3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
38,6,0.68|0.97|0.18|0.7|0.2|0.14|0.88|0.96|0.88|13|13|9|7|22|3|2|8|9|4|2|7|2|9|4|8|2|5,0.89|0.65|0.6|0.26|0.37|0.79|0.84|0.15|0.03|15.0|4.0|4.0|21.0|23.0|15.0|4.0|16.0|22.0|3|4|3|3|2|3|3|5|2,0.78|0.81|0.39|0.48|0.29|0.46|0.86|0.55|0.46|13.0|13.0|4.0|21.0|22.0|3.0|2.0|16.0|22.0|3|2|2|3|9|3|3|2|5,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
