A4
352
23509.96
36,0.0,2,10
272,0.0,1,4
44,0.0,1,3
68,0.0,1,10
192,0.0,2,10
72,0.0,2,10
48,0.0,1,2
180,0.0,2,10
8,0.0,1,2
236,0.0,1,4
0,0.0,1,4
200,0.0,1,4
212,0.0,1,2
56,0.0,1,3
12,0.0,2,10
220,0.0,2,10
124,0.0,1,2
112,0.0,1,4
60,0.0,2,9
188,0.0,1,2
52,0.0,1,7
136,0.0,2,10
20,0.0,1,5
80,0.0,2,10
204,0.0,2,10
32,0.0,1,6
276,0.0,1,4
268,0.0,1,10
260,0.0,2,7
108,0.0,1,5
100,0.0,2,2
228,0.0,2,10
128,0.0,2,10
256,0.0,1,3
252,0.0,1,3
176,0.0,1,3
116,0.0,2,8
24,0.0,2,2
88,0.0,3,5
172,0.0,1,3
216,0.0,1,3
144,0.0,7,8
4,0.0,1,3
248,0.0,1,10
240,0.0,2,10
