A4
369
25746.85
174,0.0,1,2
4,0.0,1,2
26,294.0,25,10
180,0.0,2,10
70,0.0,3,10
26,0.0,3,7
20,0.0,1,2
32,0.0,3,10
194,0.0,2,10
92,0.0,3,10
160,0.0,2,9
76,0.0,3,10
0,0.0,2,6
178,0.0,1,7
84,0.0,1,2
176,0.0,1,3
44,0.0,1,2
150,0.0,1,2
10,0.0,2,10
38,0.0,3,5
22,0.0,2,9
116,0.0,1,4
86,0.0,3,9
128,0.0,3,10
152,0.0,2,10
102,0.0,2,10
134,0.0,2,7
138,0.0,2,9
46,0.0,12,2
190,0.0,2,10
146,0.0,2,9
6,0.0,2,10
14,0.0,3,10
106,0.0,3,10
164,0.0,3,3
46,34.83,5,2
124,0.0,2,10
112,0.0,2,10
98,0.0,2,9
184,0.0,3,10
118,0.0,3,10
142,0.0,2,10
170,0.0,2,10
82,0.0,1,2
156,0.0,2,6
