A4
359
22319.61
330,77.0,7,10
60,74.0,4,10
330,0.0,15,2
540,0.0,1,3
315,0.0,3,2
190,64.0,4,10
465,0.0,5,10
85,0.0,6,2
250,0.0,2,8
230,87.43,4,10
80,82.67,7,3
190,0.0,5,2
60,0.0,5,2
520,0.0,2,8
260,0.0,5,10
10,0.0,6,2
320,79.33,2,8
505,54.33,3,7
215,0.0,7,2
490,0.0,6,2
455,0.0,2,3
210,87.43,4,10
445,0.0,2,6
490,54.33,3,10
10,117.0,5,3
365,77.0,2,2
285,99.33,7,2
260,175.33,12,10
395,22.0,2,9
0,0.0,2,7
40,0.0,1,2
330,22.0,10,2
45,0.0,3,10
10,52.67,6,2
115,92.0,5,10
430,0.0,3,10
535,0.0,1,3
380,22.0,3,10
140,0.0,2,2
285,0.0,6,2
175,0.0,3,10
150,0.0,5,9
405,0.0,5,10
530,0.0,1,2
115,0.0,5,2
