A4
435
27713.24
78,74.67,2,7
234,0.0,5,2
184,112.47,5,6
60,136.0,4,10
244,0.0,3,3
116,23.0,5,2
0,0.0,4,10
126,145.0,5,2
40,96.0,5,2
160,72.0,6,2
8,158.0,5,10
126,23.0,5,2
136,23.0,4,10
8,294.0,24,5
184,0.0,25,2
160,130.0,4,10
196,62.8,4,2
194,288.3,24,6
204,62.8,5,3
50,0.0,5,10
116,260.0,22,10
92,131.0,5,3
154,0.0,5,2
82,148.0,4,4
144,0.0,5,2
20,0.0,5,2
60,0.0,5,2
234,128.0,5,4
78,223.0,29,2
82,0.0,5,2
214,62.8,5,10
92,0.0,26,2
92,23.0,7,2
144,54.0,5,2
78,259.28,19,10
250,0.0,1,6
106,23.0,5,10
70,0.0,6,2
174,0.0,5,2
172,122.0,3,10
184,62.8,6,2
224,62.8,5,4
70,74.67,4,2
8,0.0,6,2
164,0.0,5,2
40,0.0,5,2
154,52.0,3,4
178,122.0,3,10
30,0.0,5,10
184,30.0,25,2
