A4
388
32321.47
76,250.0,2,2
84,436.32,19,4
0,90.0,3,10
0,299.47,19,2
84,243.16,19,2
204,220.0,3,7
172,0.0,3,2
84,291.05,19,2
184,133.33,3,10
184,0.0,3,2
228,0.0,1,3
12,0.0,3,6
24,160.0,3,4
84,218.42,19,2
0,402.63,21,2
48,146.67,3,6
84,0.0,19,2
216,220.0,2,8
84,48.95,19,2
224,0.0,1,4
84,70.53,19,2
84,337.89,19,2
48,0.0,3,2
84,360.0,19,2
196,0.0,2,2
24,0.0,3,2
0,441.68,18,3
196,170.0,2,2
84,188.95,19,2
60,0.0,3,10
0,0.0,3,2
72,0.0,3,2
172,273.33,3,3
160,110.0,3,2
0,343.16,19,2
0,370.0,19,2
84,100.53,19,2
36,0.0,3,8
160,280.0,3,8
84,149.47,19,2
204,0.0,2,2
0,250.0,19,2
212,0.0,3,4
160,0.0,3,2
84,396.84,19,2
