A4
307
13016.44
303,0.0,2,10
225,0.0,1,2
246,0.0,5,10
0,0.0,3,10
93,37.08,2,2
42,69.37,17,2
309,0.0,2,10
138,0.0,7,2
294,0.0,3,10
129,0.0,3,10
99,0.0,3,10
18,0.0,3,10
108,0.0,2,10
177,0.0,10,2
261,0.0,3,10
36,0.0,2,9
27,0.0,3,10
9,0.0,2,7
150,46.86,2,10
42,0.0,6,2
228,0.0,6,2
114,44.0,5,10
219,0.0,2,10
207,0.0,1,2
165,0.0,2,6
315,0.0,2,10
15,0.0,1,2
159,0.0,2,9
210,0.0,3,10
114,0.0,5,2
60,0.0,13,2
285,0.0,3,10
138,46.86,4,10
270,0.0,5,2
42,40.67,17,2
228,47.33,4,10
240,106.0,14,10
42,95.73,12,10
177,47.0,10,10
171,0.0,2,6
