A4
383
25785.16
468,127.0,5,2
354,165.53,14,3
354,0,17,2
498,0,2,2
276,219.44,6,5
192,243.63,8,3
468,203.0,5,4
354,43.53,12,3
384,199.82,9,5
108,187.14,4,5
78,224.17,5,2
282,0,9,2
66,0,14,3
120,47.14,2,2
66,93.81,9,3
312,294.44,7,4
18,81.25,8,4
18,0,8,3
354,91.03,12,4
0,294.98,13,3
18,187.5,15,2
252,123.64,4,8
240,86.32,2,2
468,0,5,3
150,0,2,2
0,0,3,6
132,47.14,3,10
66,47.14,9,2
456,0,2,2
336,0,3,4
426,43.53,5,2
162,59.44,16,2
258,38.64,3,3
312,84.44,4,3
0,263.17,11,2
162,86.32,13,2
162,148.63,5,2
216,0,11,3
354,199.82,5,5
192,148.63,8,4
438,165.53,3,4
18,224.17,10,3
150,228.63,7,5
162,0,9,3
276,84.44,6,3
