A4
425
19155.63
0,65.31,28,3
170,139.85,17,4
66,118.03,30,3
214,134.27,29,3
126,169.03,15,3
332,214.12,26,3
272,146.33,16,5
114,46.43,21,2
90,68.62,27,4
72,0,9,3
114,0,28,3
192,78.13,11,3
66,212.06,27,4
114,29.36,28,2
66,182.03,29,3
212,36.4,22,3
292,84.33,12,4
214,78.13,14,3
156,46.43,7,5
90,0,12,5
316,123.07,29,2
50,0,11,2
332,170.89,26,3
144,68.62,6,3
354,20.0,15,4
170,0,11,8
0,0,25,3
236,168.79,18,3
320,0,17,2
124,208.33,25,4
298,0,11,3
0,108.24,20,5
56,26.91,5,4
242,84.33,25,3
0,28.6,28,2
0,182.24,16,5
354,0,15,2
256,49.0,30,2
66,152.36,30,3
262,0,18,3
316,51.29,18,3
126,118.03,15,3
236,200.57,18,5
332,155.28,26,2
40,154.91,13,4
192,0,10,8
204,168.79,16,9
212,0,25,2
304,155.28,14,5
352,88.0,14,3
