A4
370
40046.42
40,118.18,2,2
140,118.18,1,3
30,256.67,2,10
220,0.0,2,2
175,153.33,1,2
230,180.0,2,6
220,120.0,2,10
10,0.0,3,2
265,0.0,1,3
85,118.18,2,2
60,118.18,2,2
55,0.0,19,2
275,0.0,2,2
255,245.0,2,2
210,170.0,2,10
230,0.0,3,2
40,0.0,3,2
285,0.0,1,3
70,221.52,2,10
95,118.18,3,10
245,0.0,2,7
40,90.09,21,2
190,196.67,4,10
270,0.0,1,2
120,118.18,2,10
110,118.18,2,8
130,118.18,2,9
145,48.42,1,2
165,153.33,2,9
70,118.18,3,2
55,48.42,18,2
275,180.0,2,2
10,153.33,3,2
25,0.0,3,2
10,300.0,4,2
180,0.0,2,7
0,0.0,2,9
255,0.0,2,2
190,103.33,3,2
190,0.0,3,2
205,0.0,3,2
150,220.0,2,10
150,0.0,3,2
165,0.0,3,2
50,118.18,2,3
