A4
377
18198.24
34,30.0,2,9
14,0.0,1,3
116,0.0,4,2
16,30.0,5,2
16,0.0,15,2
6,77.33,3,10
124,0.0,2,2
42,30.0,2,10
74,81.5,4,10
38,30.0,2,2
90,90.67,3,10
46,0.0,6,2
128,0.0,2,8
30,30.0,2,8
106,0.0,5,2
142,0.0,2,9
150,0.0,1,3
138,0.0,2,9
64,79.0,3,2
26,30.0,2,2
102,62.0,2,10
58,199.67,10,10
54,49.0,2,9
0,76.5,3,10
0,0.0,4,2
16,130.0,5,3
46,49.0,2,6
8,0.0,3,2
88,0.0,1,3
58,0.0,6,2
106,86.0,4,10
96,0.0,5,2
70,0.0,2,2
132,0.0,1,2
50,49.0,2,2
114,121.5,5,3
82,0.0,3,2
74,0.0,4,2
12,77.33,1,3
90,0.0,3,2
82,87.33,3,10
134,0.0,2,10
96,62.0,3,2
146,0.0,2,2
58,79.0,3,7
