A4
407
22045.12
128,0.0,2,10
180,0.0,2,9
4,0.0,2,9
102,0.0,1,3
184,0.0,1,2
156,0.0,2,7
108,0.0,2,10
2,0.0,1,2
116,0.0,2,9
12,0.0,2,7
30,0.0,2,2
50,0.0,11,10
72,0.0,2,6
186,0.0,2,6
140,0.0,2,2
20,0.0,2,10
144,0.0,2,6
34,0.0,1,4
40,0.0,1,2
164,0.0,2,7
176,0.0,2,2
16,0.0,2,10
76,0.0,2,3
168,0.0,2,2
46,0.0,2,2
174,0.0,1,3
172,0.0,1,5
190,0.0,2,6
160,0.0,2,9
148,0.0,2,10
194,0.0,2,8
112,0.0,2,2
24,0.0,2,8
98,0.0,2,10
94,0.0,2,6
0,0.0,1,2
88,0.0,2,9
8,0.0,2,8
104,0.0,2,9
84,0.0,2,7
36,0.0,2,10
152,0.0,2,10
124,0.0,2,2
80,0.0,2,9
132,0.0,2,10
42,0.0,2,2
92,0.0,1,5
136,0.0,2,4
28,0.0,1,2
120,0.0,2,4
