A4
408
23213.48
258,0.0,3,2
147,0.0,2,10
42,89.59,4,10
183,0.0,2,10
54,89.59,3,10
225,0.0,2,6
129,0.0,2,10
78,85.9,15,2
213,0.0,2,10
78,123.24,12,10
195,0.0,2,9
12,0.0,6,2
0,0.0,2,10
177,0.0,2,4
75,0.0,1,3
30,0.0,2,9
207,0.0,2,10
159,44.0,4,10
42,0.0,9,2
159,0.0,6,2
249,80.67,3,9
189,0.0,2,10
231,0.0,2,7
108,0.0,7,2
135,0.0,4,2
42,28.44,7,2
273,0.0,1,2
219,0.0,2,10
135,61.5,4,10
267,0.0,2,9
78,33.0,10,2
201,0.0,2,9
12,75.67,3,10
276,0.0,2,10
243,0.0,2,10
282,0.0,1,3
36,0.0,2,10
78,62.57,15,2
237,0.0,2,10
78,0.0,10,2
69,0.0,2,2
249,0.0,3,2
258,84.0,3,10
156,0.0,1,2
63,28.44,2,8
153,0.0,1,3
6,0.0,2,8
123,62.57,2,10
171,44.0,2,10
21,75.67,3,9
