A4
442
31067.21
102,360.33,8,5
246,285.0,4,2
180,205.0,6,4
180,149.0,5,2
78,182.0,6,3
300,0,2,2
162,273.0,3,5
132,182.0,3,3
216,74.0,3,4
60,176.67,3,2
258,0,2,2
138,0,10,2
0,291.33,10,3
90,149.0,10,2
0,362.33,15,2
48,0,2,2
150,149.0,5,2
90,230.33,2,5
282,365.33,5,3
12,0,6,3
0,0,2,5
216,375.0,11,3
90,45.0,6,2
270,273.33,5,2
72,83.33,3,2
300,160.0,2,4
270,0,2,2
12,53.33,6,3
282,0,3,2
60,0,2,2
234,74.0,2,2
102,230.33,2,4
90,0,6,2
138,91.0,10,2
282,103.33,3,2
126,0,2,3
0,404.33,13,3
114,182.0,3,3
72,0,3,2
60,291.33,5,3
180,311.67,6,4
138,56.0,10,2
198,0,3,2
216,0,5,2
132,273.0,5,3
12,148.33,6,5
216,267.33,5,4
0,266.67,15,2
246,0,2,2
270,203.33,5,2
