A4
418
29063.71
141,0.0,1,2
117,134.0,2,2
150,162.0,3,10
30,58.0,2,10
39,0.0,2,9
111,50.67,1,5
144,162.0,2,2
117,0.0,2,2
186,0.0,1,3
96,50.67,2,9
102,50.67,2,9
84,49.71,2,10
171,0.0,1,3
15,0.0,2,2
54,140.67,6,2
129,0.0,4,2
174,0.0,1,2
45,0.0,1,3
129,91.5,2,10
177,0.0,2,5
24,0.0,5,2
135,91.5,2,9
0,119.0,2,8
123,0.0,1,4
165,0.0,2,2
54,0.0,3,8
90,49.71,2,2
48,0.0,2,10
24,58.0,2,2
72,0.0,2,2
63,0.0,3,2
126,0.0,1,5
159,0.0,2,8
36,58.0,1,3
144,0.0,5,2
108,50.67,1,5
6,104.0,2,9
12,0.0,1,3
6,0.0,2,2
15,109.0,2,10
78,0.0,7,2
0,0.0,2,2
78,49.71,2,6
189,0.0,1,3
21,0.0,1,2
114,50.67,1,2
54,204.67,6,10
99,0.0,6,2
183,0.0,1,4
144,114.0,5,2
