A4
381
19943.18
96,74.67,5,4
68,0,6,2
96,142.0,6,2
120,235.64,8,4
20,92.0,6,2
208,0,2,2
188,0,2,4
44,229.0,4,2
8,104.67,2,2
140,197.64,10,2
60,256.0,9,3
8,0,3,3
68,62.0,3,3
196,138.0,3,4
164,0,6,3
96,219.0,6,5
152,235.64,7,3
164,74.67,6,3
80,62.0,2,4
92,0,6,3
136,0,2,2
88,74.67,2,2
196,0,3,3
124,0,3,5
20,0,10,2
116,0,2,2
32,204.62,3,6
0,0,2,2
16,152.33,7,3
16,204.62,4,3
144,74.0,5,3
60,173.33,5,3
216,98.67,3,3
144,0,5,2
44,92.0,2,2
216,0,3,2
208,216.67,5,4
144,146.0,11,3
180,197.64,4,3
120,147.0,5,3
180,270.64,7,2
20,42.0,10,2
60,0,2,2
0,202.0,2,2
52,92.0,2,2
