A4
326
16104.93
66,137.0,2,9
36,137.0,10,2
36,179.0,5,2
108,0.0,2,10
144,0.0,2,2
27,59.0,2,9
144,124.0,2,10
6,132.0,3,10
6,0.0,5,2
6,56.0,5,2
42,34.0,5,2
96,0.0,2,2
138,60.0,1,2
132,60.0,2,10
120,84.0,2,9
102,124.0,2,6
36,0.0,2,6
114,0.0,4,2
114,84.0,2,6
84,0.0,2,2
84,119.0,2,10
42,0.0,10,2
78,0.0,2,10
42,78.0,10,2
141,0.0,1,3
126,60.0,2,2
21,59.0,2,2
51,179.0,5,2
42,102.0,10,2
72,0.0,2,10
90,0.0,2,2
15,132.0,2,10
0,0.0,2,10
102,0.0,2,2
33,0.0,1,3
57,34.0,5,2
150,0.0,1,2
21,0.0,4,2
126,0.0,5,2
96,179.0,2,2
