A4
372
16790.51
32,100.67,3,10
154,0.0,3,2
160,0.0,3,2
58,36.33,30,2
166,74.0,2,10
58,90.67,30,2
166,0.0,3,2
128,0.0,3,2
20,100.67,3,3
58,75.0,30,2
118,0.0,3,2
150,0.0,2,2
58,157.33,30,2
176,0.0,2,9
58,111.0,30,2
12,0.0,2,2
58,173.0,30,10
186,0.0,1,3
26,0.0,3,10
52,0.0,3,7
32,0.0,3,2
20,0.0,3,2
160,80.67,3,2
118,70.67,3,10
0,0.0,3,2
140,0.0,2,2
124,0.0,2,10
180,0.0,3,2
58,15.33,30,2
42,0.0,3,8
154,70.67,3,10
180,100.67,3,10
134,0.0,3,2
128,114.0,3,10
58,0.0,30,2
6,0.0,3,10
58,144.33,30,2
38,0.0,2,9
0,87.33,3,5
16,0.0,2,7
172,0.0,2,2
58,58.33,30,2
58,133.33,30,2
48,0.0,2,10
144,0.0,3,7
