A4
367
27433.1
20,46.0,1,2
80,39.33,2,10
76,39.33,1,5
72,39.33,1,2
0,121.0,2,10
140,195.38,3,10
116,278.05,5,10
88,39.33,1,2
96,58.5,2,9
24,46.0,1,3
112,0.0,1,2
172,61.0,1,2
28,0.0,1,3
8,46.0,1,3
152,82.71,2,9
116,61.0,14,2
116,0.0,9,5
52,110.0,1,3
164,82.71,1,3
116,82.71,6,2
176,0.0,2,10
192,0.0,1,3
140,82.71,3,2
36,206.0,2,10
104,58.5,2,9
116,185.38,6,2
92,0.0,1,3
184,0.0,1,2
36,110.0,4,2
36,0.0,5,2
16,46.0,1,2
68,39.33,1,2
8,0.0,5,2
188,0.0,1,3
12,46.0,1,3
56,0.0,9,2
56,39.33,2,2
168,82.71,1,3
0,0.0,2,2
96,0.0,4,2
160,82.71,1,3
32,0.0,1,4
44,206.0,2,2
152,0.0,6,2
64,39.33,1,2
