A4
305
14872.55
138,30.5,20,3
20,0.0,5,10
88,0.0,3,4
122,0.0,3,10
116,0.0,3,10
80,0.0,4,10
310,0.0,1,3
320,0.0,5,10
94,0.0,3,10
128,0.0,5,10
300,0.0,5,10
278,12.75,5,10
54,0.0,1,7
108,0.0,4,7
0,0.0,5,5
242,0.0,2,7
230,0.0,4,9
294,0.0,3,10
178,0.0,21,2
352,0.0,2,4
334,0.0,2,7
56,0.0,3,9
138,18.5,30,2
312,0.0,4,9
72,0.0,4,10
356,0.0,4,10
100,0.0,4,10
30,0.0,5,10
246,12.75,16,10
40,0.0,3,10
238,0.0,2,10
138,0.0,20,2
46,0.0,4,10
220,0.0,5,10
246,0.0,24,2
62,0.0,5,10
338,0.0,4,10
10,0.0,5,10
346,0.0,3,10
330,0.0,2,7
