A4
365
30963.54
400,0.0,1,4
85,110.0,2,2
150,75.0,2,7
15,40.0,6,10
0,0.0,1,3
140,0.0,6,2
190,0.0,5,2
45,40.0,1,2
255,52.0,3,2
225,0.0,2,2
255,142.0,2,10
190,160.0,5,10
130,0.0,2,9
85,0.0,2,2
15,0.0,7,2
105,0.0,2,2
365,80.0,3,10
385,0.0,2,10
310,77.0,6,2
245,0.0,2,2
255,0.0,5,2
285,217.0,11,2
70,0.0,3,7
340,0.0,2,10
180,0.0,2,3
395,0.0,1,2
95,0.0,2,8
350,0.0,2,7
360,0.0,1,2
140,75.0,2,2
270,52.0,2,8
60,0.0,2,9
315,0.0,5,3
235,0.0,2,2
215,0.0,2,10
365,0.0,4,2
160,75.0,2,9
285,0.0,6,2
285,55.0,5,2
5,0.0,2,6
125,0.0,1,2
170,0.0,2,2
115,0.0,2,10
280,0.0,1,3
50,0.0,2,2
