A4
412
32494.53
0,0.0,1,2
15,0.0,1,3
10,0.0,1,3
175,0.0,1,2
195,0.0,1,3
60,0.0,1,4
215,0.0,1,3
120,0.0,1,5
155,0.0,1,2
20,0.0,1,3
240,0.0,1,2
210,0.0,1,4
5,0.0,1,7
245,0.0,2,5
220,0.0,1,4
265,0.0,1,4
90,0.0,2,2
170,0.0,1,5
205,0.0,1,3
65,0.0,1,3
260,0.0,1,2
70,143.0,3,10
50,0.0,1,4
80,0.0,2,2
185,0.0,1,3
140,0.0,1,2
115,0.0,1,2
165,0.0,1,4
100,0.0,1,4
225,0.0,1,5
150,0.0,1,4
160,0.0,1,2
130,0.0,1,5
30,0.0,1,5
145,0.0,1,3
25,0.0,1,2
255,0.0,1,2
230,0.0,1,4
200,0.0,1,3
180,0.0,1,4
45,0.0,1,7
105,0.0,2,4
235,0.0,1,2
40,0.0,1,3
125,0.0,1,3
135,0.0,1,2
190,0.0,1,2
55,0.0,1,2
35,0.0,1,4
70,0.0,2,9
