A4
402
23032.86
104,0.0,2,10
92,0.0,1,7
134,0.0,1,2
56,0.0,2,10
8,0.0,1,8
132,0.0,1,2
96,0.0,1,5
6,0.0,1,3
12,0.0,2,10
126,0.0,2,10
130,0.0,1,5
78,0.0,1,3
60,0.0,2,10
146,0.0,1,7
94,0.0,1,3
36,0.0,6,2
50,0.0,3,2
74,0.0,2,10
16,0.0,1,4
64,0.0,1,5
114,46.0,2,5
84,0.0,1,5
10,0.0,1,3
98,0.0,2,10
30,0.0,1,6
108,46.0,3,9
50,74.0,3,10
108,0.0,5,2
18,0.0,2,8
4,0.0,1,3
0,0.0,2,10
122,0.0,2,10
44,49.0,2,10
102,0.0,1,2
90,0.0,1,7
70,0.0,2,10
36,49.0,4,10
80,0.0,2,10
140,0.0,2,10
28,0.0,1,9
118,0.0,2,10
66,0.0,2,9
26,0.0,1,3
22,0.0,2,10
136,0.0,1,2
48,0.0,1,7
144,0.0,1,2
86,0.0,2,9
32,0.0,2,9
138,0.0,1,9
